Title_val,CurrentYear_Funding_val,CurrentYear_Text_val,@SOURCE_FILENAME,@RECORDID,@ROWID,PriorYear_Funding_val,PriorYear_Text_val,@PARENTROWID,@PARENT
"LWT SBIR (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","9cad6e997cec1ca5ffc69622bf88619a2451c478619d8fdfdc8ac6d2ad1164d2","0-868c7c1f55b5d446fee86e4b38afb60fdf64bc4dd120ee18a12e7b89f1d18aa2","9.003","Procure MK54 Mod 1 common test sets, perform pre-production efforts, and middleware enhancements.","1-652e993cbf46087db591b9c5381867b340f0e5ebaa09d2b26f89aebe9a6d4dc0","root.record.ProgramElement.ProjectList.Project"
"Military Dental Research","6.000","Continue research efforts for Surveillance of crano-facial injuries, dental disease non-battle injuries and oral/facial disease in military personnel; evaluation of immune response associated with maxillofacial bone regeneration;  development of substitutes for restoration of skin in facial wounds to improve functional and aesthetic outcomes; and development of antimicrobial/antibiofilm agents to reduce bacterial burden in order to optimize acute care of combat facial wounds.","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","ba3e075469ee09d24ae75bda77e1dc85fc99577f3782eb7bd9fc16f7296f6cc4","0-3053e9bf7e13b71eec384918592a6a110923645f195a31bc59fc4c3389aadc42","5.992","All the Navy Military Dental Research projects are underway. FY13 research efforts included a number of continuation projects from FY12.  These efforts include the following accomplishments: Surveillance of crano-facial injuries, dental disease non-battle injuries and oral/facial disease in military personnel; evaluation of immune response associated with maxillofacial bone regeneration;  Development substitutes for restoration of skin in facial wounds to improve functional and aesthetic outcomes; and development of antimicrobial/antibiofilm agents to reduce bacterial burden in order to optimize acute care of combat facial wounds.","1-3042634d1a49ddc804ba78a9a756934dabb92bdec885ecc81bfdad9f583dcf5c","root.record.ProgramElement.ProjectList.Project"
"Wound Care Research (transferred from Defense Health Program)","13.000","Continue to develop novel diagnostics and treatments to enhance the care of the wounded warfighter.","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","ba3e075469ee09d24ae75bda77e1dc85fc99577f3782eb7bd9fc16f7296f6cc4","1-5f186f24ed7c0bf5e89f4158ba9eeadeded9c2a9458c94e5346f53d223c74932","12.983","The Wound Care Research Program is a comprehensive effort which continues to develop novel diagnostics and treatments to enhance the care of the wounded warfighter.   The program has developed a computer algorithm to predict wound outcomes and has prepared a submission to the FDA for permission to initiate a first-in-man clinical trial.  This trial is expected to significantly enhance the care of and improve wound healing in wounded warfighters.","1-3042634d1a49ddc804ba78a9a756934dabb92bdec885ecc81bfdad9f583dcf5c","root.record.ProgramElement.ProjectList.Project"
"NAMRU Research","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","ba3e075469ee09d24ae75bda77e1dc85fc99577f3782eb7bd9fc16f7296f6cc4","2-9859c66e5c930eaaab246de3de76c59e7f59608f1e5c7b7118245e879873467a","9.987","The NAMRU is a comprehensive effort including coordinated projects designed to enhance detection and control strategies for tropical diseases and emerging infections in the areas of responsibility of the three OCONUS Naval Medical Research Units, SE Asia, Africa and the Middle East, and South and Central America.  Products will be directed at primary detection and/or control of specific disease but the development and execution of these products will provide the secondary benefit of opportunity to detect other infectious diseases.","1-3042634d1a49ddc804ba78a9a756934dabb92bdec885ecc81bfdad9f583dcf5c","root.record.ProgramElement.ProjectList.Project"
"JSF Block 4 - USMC Cong","1.500","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","23bfdad92c3c1e6d7812fb0e9c76662b4acebe5126a54b9eddc4e95fe9159fff","0-10bacfbea45d1be3c667d0157acb67ca3f6de8a9dbed734f9447b216cc533202","0.000","N/A","3-ea1a7d24ac6d2986206e7ed41e6662b7ba71f4d69e8b5dbf9731a1703a76e95f","root.record.ProgramElement.ProjectList.Project"
"JSF Block 4 - USN Cong","1.500","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","24f87dfe0306ea240ab964f0e8c2f6eba5f63176b27999b3c2dc1b73bb4aa22f","0-785f14d03c87f9e9ff97ab9153394340f57f544eb288b2af9b805372fd722095","0.000","N/A","4-7ad15c75d9038acdd128c7307fe15ce913b9d65d470e85d0e408d103447649eb","root.record.ProgramElement.ProjectList.Project"
"Small Business Technology Insertion","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","0ac81e27a91fc63ed0f96cd43362ea0460b5c0f5f40e6b9b7aee994231c17b0b","0-e9caad830d94209129d38893ce74431139b7efaa2e57229927544ce7225f3e43","13.489","N/A","4-17f298cf85408f1a512ed714b72d2d76c40417523d01cd60ed60c64a5a7c64e6","root.record.ProgramElement.ProjectList.Project"
"P-8A Sensor Development - Cong","5.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","0ac81e27a91fc63ed0f96cd43362ea0460b5c0f5f40e6b9b7aee994231c17b0b","1-93b9d3b96e205ff3c5630db501eae725f4a81159a8219668d8f04bc65534f600","0.000","N/A","4-17f298cf85408f1a512ed714b72d2d76c40417523d01cd60ed60c64a5a7c64e6","root.record.ProgramElement.ProjectList.Project"
"Adv Radar Innovation Fund - Air (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","2bf94d6bd65e27e0b2f33d7000bd52d9108bc1f556ac95c76a41ca2e9f5dfe14","0-421896942e9b8cd580881747a201cea01384096eae622cada9bea5a03c36c7e2","8.988","N/A","1-86097ac5de84a6a2c92b23e23f2a7f8ede32041d8c8676ea071cb5434ae949c8","root.record.ProgramElement.ProjectList.Project"
"MRTFB","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","6ce08efff483be8318c7a3f5a8a849e37d89df996259571c282bd1b10a4336d1","0-bdab5fd9521ecba979365d60d2e6e650f3f8019e87044968b1a05489c0c4e15e","27.495","Continued to maintain equipment and facility maintenance backlogs across the Navy's MRTFB infrastructure.","8-3908850c2843e841af027c52950f3eef0e81a593b9106752a0ed0a5b84d77dab","root.record.ProgramElement.ProjectList.Project"
"Printed Circuit Board Executive Agent","7.000","- Complete domestic technology gap analysis & identification of future R&D needs - Complete assessment of vulnerabilities, trustworthiness, and diversity of the PrCB supply chain - Complete joint common strategic weapons systems study/research and development to demonstrate trusted PrCB principles and implement proven trust measures - Complete establishment of strategic electronic parts commonality framework and strategic parts library to reduce program risk and costs - Complete development of PRCB and interconnect technology roadmap/strategic plan","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","91a059d412abd020fd12e17f4d7f111ab4ea0b80c7ed0ab66a2f64cd19bac1ef","0-ad73721ed572ab5ecfe6c3995f4a70ca58d656a5c9c39968c317d00d1ae2e03e","12.457","- Complete formalization of the Executive Agent role in accordance with DoD 5101.1 - Establish PrCB EA Advisory Council (DoD, industry, and academia) - Identify other roles and responsibilities associated with the PrCB Technology program (per SECDEF Directive) - Establish framework for Strategic Systems Program demonstration of PRCB initiatives resulting from EA mandates - Initiate domestic technology gap analysis & identification of future R&D needs - Initiate assessment of vulnerabilities, trustworthiness, and diversity of the PRCB supply chain - Initiate joint common strategic weapons systems study/research and development to demonstrate trusted PRCB principles - Initiate establishment of strategic electronic parts commonality framework and strategic parts library to reduce program risk and costs - Initiate development of PRCB and interconnect technology roadmap/strategic plan","10-08e2c36e0af7683a2956ac8c365a000d4899abce632f9071931b8397959a475e","root.record.ProgramElement.ProjectList.Project"
"Small Business Technology Insertion","0.000","- Continue 112 element array demo for the MK 48 heavyweight torpedo and HWT transmitter re-design efforts.","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","622d78f8b871a436e93e44475bd947595cd27a3f7bc94bbb89c116e87c97e2ae","0-f205470a9ad942f348f4c085f2f89bd43fee8906e072d489e8964e0667b9abc5","9.166","- Conducted 112 element array demo for the MK 48 heavyweight torpedo and HWT transmitter re-design efforts.","1-872867243c5b2af27bcba4bcab87f46bad5d45d1afee8a03289a87fec3be07ad","root.record.ProgramElement.ProjectList.Project"
"F/A-18 Missile Flt Testing - Cong","4.000","Conduct feasibility analysis and tests for new air-to-ground missile.","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","24d10bbde3d51b17b4d50cd29fe218c92f9675fb7311d14211277110bd10b2e5","0-df2fafe57535c96bafe25d285027b9b229402fc0b48413563e01e2c12359e6b8","0.000","N/A","2-c71f26891eb4e7838e0e0e88b3aa8b15ea135e94a07d9de981ee44e94e31dbf9","root.record.ProgramElement.ProjectList.Project"
"Industrial Preparedness (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","428376e8312463cd7b7f7b145f6f5279ef368e9f55235d5e4589114266ebc376","0-f820a509281970fa2579c6b7175032393fe7c1fd687d3e32cc5f6c21a09f24cb","16.500","The purpose of the funding is to accelerate Navy ManTech shipbuilding affordability initiatives and is to be allocated proportionally to the following major shipbuilding categories: aircraft carriers, large surface combatants, small surface combatants, attack submarines and amphibious warfare ships.  Progress executing this funding includes soliciting affordability project ideas from the shipbuilding industry producing these platforms via the Navy ManTech COEs, prioritizing project candidates based on overall proposal strength and combined ranking by the acquisition program office and industry.  A project portfolio has been developed for each platform totaling approximately the $3.3M allocated and is ready for final approval and execution.","1-efc3fa70d2320f76676ecd51c3cdf481585607d0456add07ffd75287e9696f36","root.record.ProgramElement.ProjectList.Project"
"Program Increase","23.782","Conduct congressionally directed effort","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","c7220785bb655e7c02175f560c432c690946369cc821d0fd317fadab59205f10","0-1c7a6ab7203939db4be07da1d437d4d4b03872e44e3186c25ade557a0d9579df","0.000","NA","0-8d813f05af6273c9a1da8f8880decb79c5e149c9b95ab25abb1375ce77a4d357","root.record.ProgramElement.ProjectList.Project"
"Program Increase","26.424","Conduct congressionally directed effort","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","c7220785bb655e7c02175f560c432c690946369cc821d0fd317fadab59205f10","0-7f52a1d01cff4196ca3f2f499bdcc632abf883621412bf8232242f756e1f868b","0.000","NA","1-e518d95843e6c1966d073caa82272a5f8d5af2efc09f00d86f647936fe4a9010","root.record.ProgramElement.ProjectList.Project"
"Program Increase","25.291","Conduct congressionally directed effort","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","c7220785bb655e7c02175f560c432c690946369cc821d0fd317fadab59205f10","0-c594ecdea7543220b34bfad9b9236e485206bb5da27258b622656e86122b0eef","0.000","NA","2-3b63ce0fd700a9e8256d09da075c43ca3a985e2da40273e2b0a9bac6e85e06e5","root.record.ProgramElement.ProjectList.Project"
"Program Increase","20.000","Conduct congressionally directed effort","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","f8570934dcef5f87a792ec9fd89023124ce215088dc52044fb103f32d6a9b1d3","0-2877635a0e7c49548e94d04b87ebdffdfb503509852dc5bc7f7a3edb7b6eec5b","0.000","NA","0-98c0ba4962c73ac6f28d0a2ef709a8fb8536338f40eb5d64095a84540b67ec5e","root.record.ProgramElement.ProjectList.Project"
"Materials Research and Technology","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","56f66d7d160aaadd8f6505edb2996a91b02c6b05f1819b0e35c39e9aea85ef81","0-727d3b28fe88b97b31ca645275f0b9fc35e0a126fd6ff53ea9e91eb131893e67","10.000","Conduct Congressionally-directed effort.","2-00122d939ae98b75a32dae1bccda0a14da8147d06446e5ac647115a166c467e2","root.record.ProgramElement.ProjectList.Project"
"Metals Affordability Research","8.000","Conduct Congressionally directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","56f66d7d160aaadd8f6505edb2996a91b02c6b05f1819b0e35c39e9aea85ef81","1-991724cd56ee99a34bef8f8c4b9d619548e711480a7dc2d9358bd80b63ff11fa","5.000","Conduct Congressionally-directed effort.","2-00122d939ae98b75a32dae1bccda0a14da8147d06446e5ac647115a166c467e2","root.record.ProgramElement.ProjectList.Project"
"Silicon Carbide Research","8.500","Conduct Congressionally directed efforts","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","46ebee7ec5d284aa1fa40396d993e273f564b76d0b2068fd762e2d8e1fb6c3cc","0-ddb474bac489fb8d0cc533fd18117584e73e855c6137f8144a7b6e61058b827b","10.000","Conducted Congressionally directed efforts","1-50cb2e127a971c0bdca17cd3f90a34e0d5d7dfb3e299b10ce34987c6e3ba6174","root.record.ProgramElement.ProjectList.Project"
"Program Increase","1.021","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","53e03333f05b7f906006b7063e60263bdea8cfdc13a92fda383836ccc53281d7","0-6f6d2603cb8c01d9a4137d35715a6485d7967d95422762d614a1d9e59156115e","","","0-1431849354c0a276db3668be6119360326831b60c373a1623531bb19a2875c74","root.record.ProgramElement.ProjectList.Project"
"Counter-electronics high power microwave advanced missile","10.000","Conduct Congressionally directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","f55349f60480746ead3477c69b9c8a0dab8c8c686e2b626336aea7c7e5200b91","0-1afee49e3dbb0b9a50ea7aa8140ede882546c75b80c994b4adfe604466d6e708","","","1-c97e8d5d5ad9369b4a40aef87392838b406be862efabbe7761ce68b05866175d","root.record.ProgramElement.ProjectList.Project"
"Additive Manufacturing","10.000","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","c1f577813afa9ae02bf24e6bb2b10db6903f923aaf544fb340bbcbbb746b5498","0-9cff53f71ec449054e7fd14b99778435d90da6fba113ef01bfc6d9b9bc320a2f","","","0-8a647ab868a4f6895eb445c133aae9491702818138b2a21f9885386694a3d339","root.record.ProgramElement.ProjectList.Project"
"Nanotechnology Research","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","a903c3f3811e54f8d2656ca4e05d18eaaf6fb47ad82ca49f7266b5b125d8975a","0-693086b5f32982c9d9c2f67c3c0ee5b8d2a981ed4db8fc4493135acd3b7f1364","4.000","Conduct Congressionally-directed effort.","0-fcf12bc73d36ad2e750b31a7a6d623ee60166afab46204c6e407f3502be68422","root.record.ProgramElement.ProjectList.Project"
"Nanotechnology Research","5.000","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","a903c3f3811e54f8d2656ca4e05d18eaaf6fb47ad82ca49f7266b5b125d8975a","0-96d2e3ecd38814debcb858bd03371cc844db012012e3db71bc72cd9fe87d5571","","","1-f12a8398ba6b6b72a51be2032940cb0d317a4dc5f43eb7d487102367d47647b1","root.record.ProgramElement.ProjectList.Project"
"Program Increase","10.000","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","bbeb9cd2694544a2a64404b1a894568ef3db74b1a7c95ee286035383c6da845f","0-b6e64a3c14c8d58aa292d5ddeb9d373710a85ed0828af7f4a41ee7b525168e42","10.000","Conducted Congressionally-directed effort.","2-b880e388b283a7f5c8207db19cea4353a2afff20e13324579ba6901efc8537bf","root.record.ProgramElement.ProjectList.Project"
"Program Increase","5.000","Conduct Congressionally-directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","bbeb9cd2694544a2a64404b1a894568ef3db74b1a7c95ee286035383c6da845f","0-81ed11073f0e7e31e904de924c6dd537411baa75e060111671431a2e9192a58b","5.000","Conduct Congressionally-directed Effort.","3-08c05828c179fbd4e37bbec9747cdad1868d903f257a1fc8ff436780bd3eda3d","root.record.ProgramElement.ProjectList.Project"
"Ground Based Sense and Avoid (GBSAA)","3.000","Continues development and procurement of a transportable GBSAA system for the ANG.  Tasks include exercise of production option on Army contract for 3D radar, integration with Ground Control station software and displays, and test and evaluation of a pre-production system.","2016-BASE_RDTE-2016-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","e8f34f4dd5135d8383b764dc95bbc9b9433c1240a8813afe620668a2011ad1f5","0-221ca02ce0a3b2f4aa315f0625fe9f7542e1d4cbcbb96c294110f6b3809df023","3.500","Proceeded with procurement under a Foreign Comparative Test program.  Tasks included update of the System Requirements Document to capture lessons learned, issuance of an industry request for information, evaluation of responses, and conduct of  FCT evaluation of a production ready system.","0-de44970cdf0c594b9da2a4bd4aa3fc3d6c327ac43a8980d6d80159ff500cdea3","root.record.ProgramElement.ProjectList.Project"
"MAGIC","20.000","Payload integration and test","2016-BASE_RDTE-2016-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","7ba9c320797da3db156bdcb8a6187c865c877c3ff82326d6914ec28370f39229","0-f39ec8ca2df04e8d394f0a463fd534f6dcb13165eba4452fb1b1e6a69e368b1a","0.000","N/A","1-e17cb9667b8ba1d1e2bbd36410da918a2f3214709316f79edfaba4ae03bf6746","root.record.ProgramElement.ProjectList.Project"
"NVDF/WAMI Integration, Adaptive Compression, and Processing","10.000","Further develop adaptive compression and processing solutions to enable data dissemination via reachback.","2016-BASE_RDTE-2016-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","471f007595550a6e2118478eb7543a663d4803268fd7047894ebef81c9eaee7c","0-38a44ccd7316f11c22f71be54e70c65a3260f062fa1851fb8a2f6be39021ac3c","10.000","- Conducted demo integrating a fielded near vertical direction finding (NVDF) capability with an existing Gorgon Stare Wide Area Motion Imagery (WAMI) - Equipped MQ-9.  - Demonstrated SIGINT sensor and Gorgon Stare WAMI sensors' integration in a software integration lab.","3-2e82acdc8cb791686afc56994a8a312d0dbc6cefdd6c14542a1479a9f133b6b4","root.record.ProgramElement.ProjectList.Project"
"Study for Adaptation of U-2 Sensors for RQ-4 Block 30","","","2016-BASE_RDTE-2016-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","5f8c516176213cf93641358b1b3004db5f69d6ff33a13ebd9e6e31623cfe300b","0-306f17b2c8fb04bb20ccdb851751f3d1c4e2afd1b326908fd9afca1d021719c1","10.000","Initiated next gen sensor study and conducted assessment for integration of U-2 sensors or alternative sensors of comparable capability onto the RQ-4B to include comparing how differences in flight performance would affect sensor performance such as enhanced weather capabilities, mission planning and airspace and sensor interoperability.","0-4f1b561e3b37e7194561e41c72ef3543de1e4474b98abf8ec3fcf86b1d98f068","root.record.ProgramElement.ProjectList.Project"
"Program Increase","2.100","Conduct congressionally directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","f30a40275a4be8205a9aebaaa9d78a2a6626ab55c5b18dc76ba6017e23f0e576","0-96b4126e9b2f0e602a441aeb55b792ff66330b288cba4fae55da6e2baf5a6d6c","","","0-1a140ebe7474adcc40d55673840cb4c9dc929ef33089ad363e44a514b4a317b9","root.record.ProgramElement.ProjectList.Project"
"ORS: Tier-1 (1)","0.100","Incorporating ORS Resilient Space Layer (RSL) in three wargames:  Advanced Concept Event-15 (ACE-15), Futures Wargame-15, and the Space Futures Wargame-15.  Demonstrate the Commercial Integration of Global Android-based Relay System for Force Tracking (CIGARS-FT) project during the Army's Technical Support and Operational Analysis (TSOA).","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","7f4ce8d38f6b0e8b00f97dcd7c4f2355907349d2e19258e23266e8992b68a359","0-7b4e9e56646515666812ccf5dcc2238712bc2b27e700dc6dba711c1099923744","0.100","Coordinated integration of ORS Tier-1 solutions, experiments and demonstrations into Joint Force Commander (JFC) and Component exercises and operations in order to establish visibility and socialization of ORS concepts and solutions.  Developed CONOPs for JFC use of assets. Supported JFC wargames.","0-a67105be5afc4496c06f549f48f76c0105334b0b666669b08f82110ea089c099","root.record.ProgramElement.ProjectList.Project"
"Rapid AI&T (Tier-2) (1)","0.690","Continue developing the Rapid Response Space Works and its capability for rapid assembly integration and test, using the modular space vehicle bus.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","7f4ce8d38f6b0e8b00f97dcd7c4f2355907349d2e19258e23266e8992b68a359","1-1e58aca0ef6d73d2198af359167a77f71162400588e713e510afe5c420608ff2","0.067","Characterized ORS-2 Bus capability and limitations for expanded payload options.","0-a67105be5afc4496c06f549f48f76c0105334b0b666669b08f82110ea089c099","root.record.ProgramElement.ProjectList.Project"
"ORS: Tier-3 (1)","16.500","Perform ORS-5 System Capability Demonstration 1 and Preliminary Design Review (PDR) milestones.  ORS-4 launch date was originally scheduled for Jan 2015, but first stage motor complications have caused a delay.  The restoration of the first stage motor is expected to delay the launch until mid-2016.  Define open manufacturing requirements, factory environment, integration with Digital Assurance architecture, transportation and factory flow requirements, standard, high-definition, and machine readable camera requirements.  Responsive Space Parts/Spacecraft Design to include Next Generation Space Hot Shot Design.   Digital Assurance integration to Spacecraft object build and flight software iteration.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","7f4ce8d38f6b0e8b00f97dcd7c4f2355907349d2e19258e23266e8992b68a359","2-b3e07d41d2a93daa3c140dbc37cd3b05ed1ddbd3261ab0d73b956a50c5bde651","8.413","Continued the ORS-5 mission to develop the USSTRATCOM validated, ORS Executive Committee approved payload for space situational awareness and provide a risk reduction pathfinder for the Space Based Space Surveillance Follow-On program.  Continued the ORS-4 Super Strypi launcher (employing an Autonomous Flight Safety System) to launch a 300Kg microsatellite class space vehicle; includes the development of a new rail launcher, and installation of a new launch pad at the Pacific Missile Range Facility (PMRF), the University of Hawaii's HiakaSat primary payload and an additional 11 CubeSats flying as secondary payloads.","0-a67105be5afc4496c06f549f48f76c0105334b0b666669b08f82110ea089c099","root.record.ProgramElement.ProjectList.Project"
"ORS: Cross Cutting","2.710","Continue systems engineering and program management Independent Verification & Validation (IV&V) for ORS rapid Assembly, Integration and Test (AI&T) capability and the MSV.  Continue ongoing systems engineering support of future mission development. Continue ORS-1 Mission Operations and Lessons Learned studies. Conduct Modeling and Simulations for Mission Evaluations. Refine ORS CONOPS, Enterprise and Architecture, and Systems Engineering Processes. Lead, participate in, and support, as appropriate, the solidification of space doctrine.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","7f4ce8d38f6b0e8b00f97dcd7c4f2355907349d2e19258e23266e8992b68a359","3-4a2bacb3d818b0c9b07f79d6bc26e7a106ae48c27f61470f529a17872577f2b7","1.420","Continued systems engineering and program management Independent Verification & Validation (IV&V) for ORS rapid Assembly, Integration and Test (AI&T) capability and the MSV.  Continued ongoing systems engineering support of future mission development. Continued ORS-1 Mission Operations and Lessons Learned studies. Conducted Modeling and Simulations for Mission Evaluations. Refined ORS CONOPS, Enterprise and Architecture, and Systems Engineering Processes. Led, participated in, and supported, as appropriate, the solidification of space doctrine.","0-a67105be5afc4496c06f549f48f76c0105334b0b666669b08f82110ea089c099","root.record.ProgramElement.ProjectList.Project"
"Alternative Energy Research","20.000","Conducted congressionally directed effort.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","9cb2f6d29e279194c69d33fad8e9ead31aef8f6dfe659a9413a666925f8505d6","0-d0be2538981c016ba4636a42f969653adb85897fe72f91ce9befed9c822fe645","35.000","Conducted congressionally directed effort.","0-dc5d698a2a332861fd311974cb4a0ed902eed6800c6a0eee91545de9ed3fb041","root.record.ProgramElement.ProjectList.Project"
"ANG Digitial Radar Warning Receiver (RWR)","7.750","Activities include development, integration and test of digital radar warning receivers on ANG aircraft.","2016-BASE_RDTE-2016-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","f6ecbcec74ea5bc1cb7bffe1717eb007d2821ef9a25214e56176cfe56bf79603","0-c117a118796cac8a1339d258ba0c64fd4066e923ddfb51c84bee7f516aecf615","","","0-758e0d005d29faf97bd43a57fccafa36d1e23d3610b94e5ed75615c191d6caa9","root.record.ProgramElement.ProjectList.Project"
