Title_val,Description_val,Accomplishment_PriorYear_Funding_val,Accomplishment_PriorYear_Text_val,Accomplishment_PriorYear_Articles_val,PlannedProgram_CurrentYear_Funding_val,PlannedProgram_CurrentYear_Text_val,PlannedProgram_CurrentYear_Articles_val,PlannedProgram_BudgetYearOne_Funding_val,PlannedProgram_BudgetYearOneBase_Funding_val,PlannedProgram_BudgetYearOneBase_Text_val,PlannedProgram_BudgetYearOneOCO_Funding_val,PlannedProgram_BudgetYearOneOCO_Text_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"RF Sensor Technologies","Conduct applied research and development for the advancement of passive and active RF sensors; including phenomenology, modeling and simulation, algorithm development, and experimentation.  Plan, execute, and maintain state-of-the-art RF sensor research and development facilities.","13.798","Conducted research and development in dismount classification, waveform diversity, multiple inputs-multiple outputs (MIMO) for electronic protection and ATI for GMTI radar.  Conducted model development for MIMO and waveform diverse distributed sensing networks, and for airborne multi-static radar, illumination management and bi-static airborne early warning systems.","","11.614","Continue research and development of agile waveforms, adaptive spectrum utilization techniques, and electromagnetic forensics sensing of the signal environment for robust adaptive RF sensing in contested spectrums and persistent stand-in RF sensing in denied environments.  Continue research and development of RF sensor technology, including: signals intelligence (SIGINT) hardware, algorithms, and techniques, passive radar techniques, and advanced receive array antenna technology with wideband and high dynamic range, for passive multimode radars and efficient combat identification capabilities.","","16.055","16.055","Initiate research on fully polarimetric bistatic RF ground target and clutter phenomenology and relevant ground vehicle dynamics for RF sensing. Continue research and development of RF sensor technologies, including antennas, electromagnetic structures, propagation in plasma medium, electromagnetic modeling & simulation, and prototype experimentation for efficient combat identification capabilities. Develop agile, spectrally efficient, radar waveforms and robust distributed sensing techniques for dominance in non-traditional RF environments.  Initiate development of electromagnetics forensics techniques for passive RF sensing and EW applications.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","e474468b2240339bcf666b1fc851d7cb42edf2cf1c0d08830e6dff50ec6eb559","1-ce0fccb32d300ce084a466b491fe42e90c7165165215e4b8c02c52effca04984","3-250f251ff77396df65c1884476049df7ce77ca40c41822e795e2afb04ff28b24","root.record.ProgramElement.ProjectList.Project"
"Optimize RF Sensing Technology","Develop technology to reduce size, weight, and power of RF sensors. Develop technology to enable affordable upgrades and optimally control RF and multi-intelligence sensors.","5.905","Initiated development of distributed and layered EW effects to maintain spectrum dominance for assured operations, and position, navigation, and timing (PNT) in contested environments.  Explored and analyzed next generation RF-based threats for potential counters and perform vulnerability assessments. Researched advanced electronic support (ES) concepts. Completed research and exploration of an adaptable ES/electronic attack (EA) capability.","","5.195","Conduct Electro-Magnetic/Electronic Warfare Battle Management (EM/EWBM) research to optimize use of EW assets against current and future integrated air defense systems and RF threats.  Identify, develop and integrate improved electronics that reduce cost, size, weight and power of current EW systems to facilitate development of distributed EW jammers/sensor systems.  Develop new approaches to protection of aircraft avionics systems and on-board data networks.","","0.000","0.000","Efforts moves to Sensor Resource Management thrust in this Project.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","e474468b2240339bcf666b1fc851d7cb42edf2cf1c0d08830e6dff50ec6eb559","2-c64a5700118fcdca179519a862cd26968ba491f8638ebcb28f0424d8727b207b","3-250f251ff77396df65c1884476049df7ce77ca40c41822e795e2afb04ff28b24","root.record.ProgramElement.ProjectList.Project"
"Multi-Band/Multi-Beam Technologies","Develop multi-band and multi-beam forming technologies.  Address technologies for antenna array operations in dynamic sensor networks.","5.901","Developed RF/EO subsystem concept prototype and began its development to validate trade space tools. Initiated trade space analysis for RF/EO subsystem and device concepts.  Developed MIMO and waveform-diverse system models for multi-sensor networks operating in contested environments containing complex clutter and multi-path.  Developed cognitive and phenomenology-based algorithms.  Developed  GPS and non-GPS navigation schemes for hypersonic vehicles.","","5.616","Identify advanced RF/EO subsystem concepts to refine and update trade space capability. Complete the MIMO and waveform-diverse models for system and system of systems analysis. Initiate highly integrated, mostly digital microsystems for reconfigurable and tunable capabilities.","","10.928","10.928","Continue research in advanced RF/EO subsystem concepts to support expendable RF systems configurations.   Develop and demonstrate concepts to support expendable RF ISR sensors (Radar, SIGINT, Electronic Support, and Combat ID). Develop conformal RF antenna concepts from C-Band to Ka-Band.  Develop advanced geo-location algorithms for single and multiple platform operations.  Continue research in highly integrated digital microsystems for reconfigurable and tunable capabilities.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","e474468b2240339bcf666b1fc851d7cb42edf2cf1c0d08830e6dff50ec6eb559","3-38e17e9a11f4a47a0ece7d91dae39321124a8ad878358246d1bf6d3b76c80b3d","3-250f251ff77396df65c1884476049df7ce77ca40c41822e795e2afb04ff28b24","root.record.ProgramElement.ProjectList.Project"
"Counter RF Threat Technologies","Develop aerospace platform jamming technologies and techniques to counter advanced radio-frequency (RF) threats associated with current and future aerospace weapons systems.","9.284","Developed technologies that ensure unfettered access to the electromagnetic spectrum while denying the same to adversaries.  Conducted long-term research on integrating bio-inspired decision-making and cognitive capabilities into EW and EW battle management systems to improve responses in ambiguous EM environments.","","9.344","Develop multi-faceted approaches to countering RF threats.  Efforts include development of machine learning, autonomous systems to identify frequency agile and changing waveforms. Develop counter-countermeasures to digital radio frequency memory (DRFM) based jammers.  Develop Electromagnetic/Electronic Warfare Battle Management (EM/EWBM) tools, and distributed EW techniques to counter state-of-the-art integrated air defense systems.  Develop novel disruptive technologies that leverage cyber, directed energy, and machine learning to counter RF, EO/IR threats.","","0.000","0.000","In FY 2016 this effort moves to Sensor Resource Management in this project.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","e474468b2240339bcf666b1fc851d7cb42edf2cf1c0d08830e6dff50ec6eb559","4-b4adce143c92647a101fec5f38dac8cfe3925e383eb434fdc6c52f3641f2c4eb","3-250f251ff77396df65c1884476049df7ce77ca40c41822e795e2afb04ff28b24","root.record.ProgramElement.ProjectList.Project"
"Sensor Resource Management","Develop technology to enable optimization of sensor resources in contested environments on own-ship and multi-ship in manned, unmanned and manned/unmanned teaming concepts.","0.000","N/A","","0.000","N/A","","15.751","15.751","This effort continues research from efforts Optimize RF Sensing Technology and Counter RF Threat Technologies.  Develop distributed sensor management techniques utilizing an Open Mission Systems (OMS) context and Service Oriented Architecture (SOA) common set of messages and data models.  Use Electronic Warfare and Communications as first functional disciplines to initiate SOA constructs.  Initiate layered effects analyses on next generation RF based threats, counters and perform vulnerability assessments.  Initiate operational architecture and mission services through common mission control center constructs. Continue research of advanced Electronic Support (ES) concepts and exploration of adaptable Electronic Attack (EA) EA/ES capabilities.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","e474468b2240339bcf666b1fc851d7cb42edf2cf1c0d08830e6dff50ec6eb559","5-63aac6981ee50bf83d4af5985d7e8eccda5bc0cd94104bc3da0f27f212cf906e","3-250f251ff77396df65c1884476049df7ce77ca40c41822e795e2afb04ff28b24","root.record.ProgramElement.ProjectList.Project"
"Space Environment Research","Develop techniques, forecasting tools, sensors, and technologies for specifying, monitoring, predicting, and controlling space environmental conditions hazardous to DoD operational space and radar systems.","5.473","Continued research on energetic space particle dynamics due to distorted magnetic fields and exploited multiple recent data sets to improve quality of spacecraft environmental hazard predictions.  Continued spacecraft material temperature, dose, and aging effects research.  Developed next-generation miniaturized space environment sensor concepts.  Exploited developing solar ultraviolet emission and solar wind models to enable a time-dependent solar wind model capable of handling transients.  Investigated potential alternatives to traditional solar flare specification and prediction to achieve more accurate predictions.  Developed improved solar radio frequency monitoring concepts.","","5.309","Take delivery of unique pulsed electroacoustic sensor to measure charging inside materials and begin testing capability to research material susceptibility to internal charging while exploiting continued material aging research.  Exploit new on-orbit data sources to enhance energetic space environment models.  Initiate research on methods for remote measurement of spacecraft material properties.  Begin researching novel techniques for solar energetic particle forecast.","","14.795","14.795","Initiate research program to quantify/predict internal charging for new and aged materials.  Begin analyzing and exploiting data from the on-orbit radiation remediation proof-of-concept experiment, as well as existing on-orbit spacecraft.  Continue developing models to predict the generation and transport of solar energetic particles.  Begin developing predictive model for observable and dielectric spacecraft material property changes.  Continue exploitation of new on-orbit data sources to enhance energetic space environment models supporting spacecraft design and mission planning.  Develop global magnetic field models of the Sun, allowing determination of solar wind conditions used for forecasting solar radiation conditions at Earth. Prior work on solar energetic particles will be assessed for incorporation into predictive space environment model that forecast effects of particle radiation environment on satellites. Techniques for improving the predictions of the timing/magnitude of geomagnetic storms driven by solar eruptions will be investigated.  Deliver an improved, validated ionospheric scintillation model for the Global Positioning System (GPS) Interference and Navigation Tool (GIANT) software program, the standard for estimating real world operational GPS performance.  Develop a suite of codes that will be used for attribution of satellite communication interference.   Deliver block upgrades to address future needs of the DoD satellite communication user community.   Develop models for error corrections caused by ionospheric disturbances to Over the Horizon Radar (OTHR).  Provide upgrades to the state of the art model currently used for those corrections, focusing on a newly discovered phenomena called traveling ionospheric disturbances, which causes objects located by OTHR to apparently shift in location.  Assess future signature packages that should be added to the hypersonics flow solver.  Continue the assessment of new geometry and material impacts on mission success for strategic systems.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","0-cd15176d3c6dac3d0bf758bca1f132a4c924e60f562b8911ec1ac831753adb63","0-fc13e8e02212edec1474741c0ab345fb5e7e7fc45126ab5e1953440b4d9b15fc","root.record.ProgramElement.ProjectList.Project"
"Surveillance Technologies","Develop advanced target detection techniques, spectral signature libraries, and decision aids for space-based sensors and surveillance systems.","10.379","Continued space-based hypertemporal (HT) sensor performance trade studies. Evaluated HT detection methods for concealed activity monitoring. Discontinued hyperspectral imaging work due to increased emphasis in HT sensor technologies.","","9.534","Evaluate HT data processing methods and target detection algorithms for space-based, early missile warning. Deliver space-based HT sensor performance trade studies for optimal early missile detection.  Explore and evaluate new innovative HT detection methods for concealed activity monitoring.","","8.358","8.358","Expand evaluation of HT data processing methods and target detection algorithms to wider range of real-world and simulated target-background scenes of missile warning scenarios as well as to space-based imagery data that is compressed to reduce satellite downlink problems.  Deliver detailed technical evaluation of potential HT detection methods for concealed activity, including identification of technology gaps needing additional investigation for use in monitoring difficult threats.  Initiate development of HT space-based data collection events and ground truth field campaigns for new HT flight experiment investigating advanced concept for early missile warning and dim target detection.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","1-6e012fc7640e4685561b18eff847f71410ac3d0460becb9c2f268ad21eb3d5d6","0-fc13e8e02212edec1474741c0ab345fb5e7e7fc45126ab5e1953440b4d9b15fc","root.record.ProgramElement.ProjectList.Project"
"Ionospheric Research","Develop techniques, forecasting tools, and sensors for ionospheric specification and forecasting, space-based geolocation demonstrations, and determination of potential radar degradation.","7.274","Continued investigations for physics-based improvements of space weather specification and forecast models related to impacts on DoD systems. Developed improved modeling capability for scintillation impacts on communication, GPS, and remote sensing, and for environmentally-induced satellite anomalies, by assimilating space, ground, and unexploited data sources. Began implementing plan for increasing measurements in under-sampled regions for more accurate prediction of radio link degradation. Validated preliminary baseline ionospheric simulation and radio frequency illumination capability for high frequency (HF) geolocation and radar systems; initiated model and data utility trade studies; began development of advanced simulation techniques.","","6.689","Continue investigations for physics-based space weather specification and forecast models related to impacts on DoD systems. Validate improved modeling capabilities for scintillation impacts on communications, GPS and remote sensing, and for environmentally-induced satellite anomalies. Begin development of next model increments. Integrate and quantitatively assess environmental models and system impact data across the solar, magnetosphere, and ionosphere domains to expand capabilities for actionable attribution and forecast of environmentally-caused anomalies on DoD satellites and environmental interference with electromagnetic wave propagation. Incorporate advanced ionospheric sounding techniques and traveling ionospheric disturbance effects into simulation model for next generation radar systems.  Conduct application-specific trade studies for model components and data types. Demonstrate high frequency radio geolocation coordinate registration capability.","","0.000","0.000","This effort has been combined with the Space Environment Research effort in the same project.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","2-91b4f0f537bddc8271eee16f8a9de3a7d92b8a1fb3ce53350e3d1a35195aa1a2","0-fc13e8e02212edec1474741c0ab345fb5e7e7fc45126ab5e1953440b4d9b15fc","root.record.ProgramElement.ProjectList.Project"
"Radiation Remediation Research","Conduct Radiation Belt Remediation (RBR) research through developing and validating analytical performance models for remediation of Earth radiation belts following high altitude nuclear detonation.","4.366","Continued ground-based very low frequency (VLF) propagation experiments using national and international assets.  Validated revised VLF ionospheric propagation models for RBR modeling to include natural and man-made VLF sources.  Incorporated results from planned VLF and particle mapping flight experiment to support ground-based and space-based VLF transmitter experiments.","","3.529","Validate RBR end-to-end model version 2.0 using ground and space-based measurements with the very low frequency particle mapper and satellite experiments.  Conduct fielded RBR capability assessments to determine rough order fielded system requirements.","","4.756","4.756","Validate RBR end-to-end model version 3.0 using ground and space-based measurements with the very low frequency particle mapper and satellite and terrestrial experiments.  Conduct fielded RBR capability assessments to determine rough order fielded system requirements.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","3-5231d63e8d3460968df219a1b65c5b255a9d475bae73f9545a10efacbe1116b3","0-fc13e8e02212edec1474741c0ab345fb5e7e7fc45126ab5e1953440b4d9b15fc","root.record.ProgramElement.ProjectList.Project"
"Seismic Technologies","Develop seismic technologies to support national requirements for monitoring nuclear explosions with special focus on regional distances less than 2,000 kilometers from the sensors.","4.824","Improved resolution of three-dimensional physics-based seismic wave propagation models through scientific and computational advances. Investigated use of these three-dimensional models to match all details of seismic signals. Continued extending coverage of unified model.","","5.292","Assess relative utility of different scientific and computational advances for improving the accuracy of three-dimensional seismic wave propagation models. Explore use of details of seismic signals in three-dimensional models for discrimination of explosions from earthquakes. Extend coverage and increase resolution of unified model.","","7.532","7.532","Deliver discrimination capabilities using full seismic waveforms based on three-dimensional models to fill critical capability gaps. Use three-dimensional attenuation models to improve signal loss prediction for seismic signals used in discrimination.  Investigate the use of modern high speed computing capabilities and massive data archives to automate the detection, location, and discrimination of seismic events.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","4-1bce133ad5cda155d3b104e69b2337777845cf2cff73a11f0caf9e1b056c853d","0-fc13e8e02212edec1474741c0ab345fb5e7e7fc45126ab5e1953440b4d9b15fc","root.record.ProgramElement.ProjectList.Project"
"Alternative Navigation Technologies","Develop new technologies based on cold atom physics that provide autonomous jam-proof precision inertial navigation to augment Global Positioning System (GPS) in case of GPS-denial. Develop atomic clocks based on new technologies to replace legacy GPS atomic clocks.","4.304","Designed a compact atomic clock that would provide both the accuracy and robustness necessary to replace legacy atomic clocks for GPS with modern sustainable technology. Began construction of a free space cold atom gyroscope/accelerometer that would enable GPS-free precision navigation. Evaluated design of a confined cold atom gyroscope to reduce size and weight requirements to expand GPS-free navigation to a larger number of Air Force platforms.","","4.806","Continue to advance the development of compact atomic clocks with improved accuracy and stability to replace legacy atomic clocks. Continue construction of a free space, cold atom 3-axis gyroscope/accelerometer that would enable GPS-free precision navigation. Test a completed free space, cold atom single-axis gyroscope/accelerometer to learn about its strengths and limitations. Continue development of a confined cold atom gyroscope with reduced size and weight over free space cold atom gyroscopes to expand GPS-free navigation to a larger number of AF platforms.","","7.529","7.529","Continue to advance the development of compact atomic clocks with improved accuracy and stability to replace legacy atomic clocks.  Receive clock deliverable from the National Institute of Standards and Technology for testing. Continue construction of a free space, cold atom 3-axis gyroscope/accelerometer that would enable GPS-free precision navigation. Complete further tests of free space, cold atom single-axis gyroscope/accelerometer to learn about its strengths and limitations. Develop a confined cold atom gyroscope with reduced size and weight over free space cold atom gyroscopes to provide a GPS-free navigation system for DoD platforms.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","5-47f81ce5dda9b4db485012aa61b6b1dbbf7baec9ac5210e8143bdd7a0d515ca1","0-fc13e8e02212edec1474741c0ab345fb5e7e7fc45126ab5e1953440b4d9b15fc","root.record.ProgramElement.ProjectList.Project"
"Space-Based Detector Technologies","Develop advanced infrared device technologies that enable hardened space detector arrays with improved detection to perform acquisition, tracking, and discrimination of space objects and missile warning.","2.098","Continued to develop innovative alternative materials/components and technologies to enable new capabilities or enhance existing performance of space sensors. Pursued revolutionary breakthroughs to improve target detection and identification, enable mission configurability, and provide all-weather, all-terrain, dim/distant target detection and identification while reducing the volume, weight and cost.","","0.982","Continue to develop and mature an alternative sensor material system to include: increased operating temperature, reduced non- uniformity, and reduced cost. Explore novel detector enhancement methodologies (radiation hardening techniques, detector architectures, etc.) to mainstream visible-long wavelength infrared focal plane array developments.","","2.656","2.656","Continue alternative sensor material architecture development, focused on minimizing yield limitations and producing a lower cost detector that can perform the mission at more cost-effective operating temperatures.  Complete laboratory demonstration of tunable detector technology and validate basic functionality over a militarily significant range of wavelengths.   Initiate development of radiation tolerant detectors to achieve dim object tracking for next-generation space situational awareness systems.  Complete support for novel cloud-penetrating missile warning experiment.  Continue development of foundational sensor modeling and novel detector enhancement methodologies to leverage tactical infrared detector developments for use in space systems.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","0-0c69926fcbc8a890189dae57a0bf51e61d2e944528d51a38bc8a6aeb4ba9c864","1-000c1b963a5c14063e46ab909f37b976dfff613cb1ab32c546d2ddb7f6faf373","root.record.ProgramElement.ProjectList.Project"
"Space Situational Awareness Sensing (SSA) Research","Develop innovative means for measuring, modeling, and predicting phenomena for SSA and protection applications. Develop new methods to evaluate how well specific data contributes to identifying particular physical and functional information about a space-based object, and ultimately enable decision-makers to pursue courses of action.","3.091","Verified and validated predictive modeling capabilities against laboratory and field measurements. Initiated next-generation analysis of sensing methods and phenomena to exploit for space protection.","","3.102","Begin execution of experiment campaign to measure satellite components to verify and validate predictive modeling capabilities against these laboratory and field measurements. Begin systems analysis to establish performance requirements under validated threat scenarios. Initiate next-generation analysis of sensing methods and phenomena to exploit for space protection.","","0.000","0.000","Note:  In FY16, this effort will be combined with the Threat Warning Research effort in project 625018, Spacecraft Protection Technology, to better align technical efforts.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","1-d3000044c00e8f91d82024f20d26d98e15ec499daecd86672d4f1f43255b4fde","1-000c1b963a5c14063e46ab909f37b976dfff613cb1ab32c546d2ddb7f6faf373","root.record.ProgramElement.ProjectList.Project"
"Space Electronics Research","Develop technologies for space-based payload components such as radiation-hardened electronic devices, micro- electro-mechanical system devices, and advanced electronics packaging.","3.634","Completed investigation of hardening techniques to protect satellites from high power microwaves. Completed integration model of basic technologies for proof-of-concept system-on-chip integration. Continued research and development of advanced system-on- chip integration for improved performance of space sensor systems. Completed three-dimensional evaluation test devices to prove feasibility of the process within the foundry. Continued development of integrated modules using three-dimensional techniques to reduce size, weight, and power and increase performance. Began investigating multicore processor architectures for integration with three-dimensional and system-on-chip techniques.","","3.684","Complete development of integrated modules using three-dimensional techniques to increase throughput while reducing size, weight, and, especially, power. Explore new transistor designs that are compatible with current manufacturing techniques but more efficient and radiation tolerant at ultra-small feature sizes (e.g., 7nm). Expand on-going electronic device reliability research into other failure modes (e.g., hot carrier injection) to understand defects responsible for reduced lifetimes in small feature-size electronic devices. Continue exploration of successful integration techniques for system-on-chip integrated circuits.","","2.580","2.580","Continue research into advanced transistor types for use at ultra-submicron technology nodes. Document initial small-feature-size reliability findings and transition results to device development community to improve spacecraft electronic lifetime predictions.  Complete investigation of Memristor technology and begin transition, if applicable, to development phase.  Initiate development of low-order benchmarking tools for quantifying and assessing the impact that emerging satellite electronics technologies have on component and system-level metrics, such as size, weight, power and cost.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","2-bc5a36fa5723e1d4838ff5df3baf98f5e5811833ae806fbc8b46f192cc56eb39","1-000c1b963a5c14063e46ab909f37b976dfff613cb1ab32c546d2ddb7f6faf373","root.record.ProgramElement.ProjectList.Project"
"Modeling and Simulation Tools for Space Applications","Develop modeling and simulation tools for space-based ground surveillance systems, rendezvous and proximity operations, imaging of space systems, disaggregated satellite architecture, and space control payloads.","4.683","Continued to develop spacecraft and mission simulations in close conjunction with customers across DoD. Integrated state-of-the- art system performance and mission planning algorithms into modeling and simulation software tools. Transitioned validated tools to the data center in preparation for upcoming flight programs.","","4.451","Continue to develop spacecraft and mission simulations in close conjunction with customers across the DoD. Continue to integrate state-of-the-art system performance and mission planning algorithms into modeling and simulation software tools.  Revise flight tools based on recent flight program experience. Support technology development and maturation through capability and mission utility studies and size, weight, and power-cost trade studies.","","4.791","4.791","Continue to develop spacecraft and mission simulations in close conjunction with customers across the DoD and other government agencies. Continue to integrate state-of-the-art system performance and mission planning algorithms into modeling and simulation  tools. Revise flight tools based on recent flight program experience.  Support technology maturation through capability and mission utility studies, size, weight, and power-cost trade studies, and wargaming activities.  Provide utility analysis to future flight experiments.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","3-28ef9b4db34096846371cb994851b9a61e0224a6d0ba8c7ece818af70b9c914c","1-000c1b963a5c14063e46ab909f37b976dfff613cb1ab32c546d2ddb7f6faf373","root.record.ProgramElement.ProjectList.Project"
"Alternative Positioning, Navigation, and Timing Technology","Identify and develop technologies that enable new, or enhance existing, U.S. positioning, navigation, and timing (PNT) satellite capabilities by increasing resiliency and availability of accuracy, and/or increasing the affordability of providing current capabilities. Develop technologies to meet identified Air Force Space Command/Space and Missile Systems Center PNT space payload technology needs.","2.306","Began program development activities required to design, fabricate, integrate, test and deliver an advanced technology, high power, high efficiency and reliable L-band Radio Frequency (RF) amplifier that is compatible with Global Positioning Systems L-band navigation signal transmission.","","2.984","Conduct experiments to establish the sensitivity of PNT payload units/sub-units to off-nominal operating conditions and to establish laboratory readiness for incorporation of experimental hardware from other, on-going PNT technology developments. Conduct studies to identify alternative and innovative technology options for PNT payloads.","","4.451","4.451","Continue experiments establishing the sensitivity of various PNT payload units/sub-units to off-nominal operating conditions and establish laboratory readiness for incorporation of experimental hardware from other, on-going PNT technology developments.  Continue studies to identify alternative and innovative technologies that are viable for PNT payloads.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","4-fe1a2f2dc938d0a6ff8137803243840c812b148a8c25e4793e2f8cc743a51d47","1-000c1b963a5c14063e46ab909f37b976dfff613cb1ab32c546d2ddb7f6faf373","root.record.ProgramElement.ProjectList.Project"
"Threat Warning Research","Develop satellite threat warning technologies and tools for space defense. Exploit on-board inherent satellite resources, satellite-as-a-sensor, and self-aware satellite technologies.","7.568","Enhanced satellite-as-a-sensor technology development. Demonstrated improved ability to determine satellite orbital conjunctions and develop proof-of-concept for closed loop situational awareness system. Developed integrated sensor and response system for threat detection, characterization, and warning. Advanced detection sensor technology to improve data-to-information-to- decision capabilities. Developed improved sensor algorithms and data fusion techniques. Continued to reduce size, weight, and power requirements for next generation proximity detection sensors.","","8.498","Down select and mature next generation proximity detection sensor technologies and sensor suite integration. Provide technology support for the next Joint Space Operations Center (JSpOC) Mission Systems upgrade. Complete instantiation of JSpOC Mission Systems (JMS) space situational awareness testbed. Develop SSA closed loop simulation showing automated threat detection and response actions. Evaluate technologies to enable better monitoring of space objects in geosynchronous orbit.","","15.049","15.049","Complete experimental measurements of satellite components to verify and validate predictive modeling capabilities.  Continue analysis of next-generation sensing methods and phenomena to exploit for space protection.  Complete assessments of proximity sensor options and transition findings, as appropriate, to satellite system developers.  Begin new SSA-focused data analysis methods including physics-based sensor model development for use in data filtering; advanced filtering techniques accommodating nonlinear dynamics and non-normal random variable distributions; and data-driven methods applicable where physical models are highly uncertain or altogether unknown.  Initiate development of advanced algorithms for satellite threat detection and response for both ground-based and space-based implementations.  Continue development of capabilities to increase satellite autonomy and perform closed loop demonstration showing threat detection and responsive courses of action.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","87ea38417751d9099a43e5f0e61207f9e3552e14db31fab862fbd891803c0ea0","0-f64d8435718bd44a75450df644cb678e7b1946e448d16535f3274767fb4713cc","2-6506fc424eba0dc236de6bd8f6ae06ed95b9bfce59611791ff8fba44f9880161","root.record.ProgramElement.ProjectList.Project"
