Title_val,Description_val,Accomplishment_PriorYear_Funding_val,Accomplishment_PriorYear_Text_val,PlannedProgram_CurrentYear_Funding_val,PlannedProgram_CurrentYear_Text_val,PlannedProgram_BudgetYearOne_Funding_val,PlannedProgram_BudgetYearOneBase_Funding_val,PlannedProgram_BudgetYearOneBase_Text_val,PlannedProgram_BudgetYearOneOCO_Funding_val,PlannedProgram_BudgetYearOneOCO_Text_val,PlannedProgram_AppChangeSummary_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Outreach to International S&T Community","Foster international S&T cooperation by supporting direct interchanges with a broad range of key international researchers and communities. Identify and leverage international scientific advances when appropriate.","10.292","Established a new international partnership that allows Australian scientists to participate in research efforts at the Air Force Research Laboratory and affiliated U.S. universities.   Leveraged international expertise and support international technology liaison missions to identify and maintain awareness of foreign science and technology developments. Explored current foreign investments and influence world-class scientific research on specific topics of Air Force interest. Pursued access to technical information on foreign research capabilities within our interests. Supported international visits by scientists and high-level Department of Defense (DoD) S&T delegations, and provide primary interface to coordinate international S&T participation among DoD organizations.","10.440","Leverage international expertise and support international technology liaison missions to identify and maintain awareness of foreign science and technology developments. Explore current foreign investments and influence world-class scientific research on specific topics of Air Force interest. Pursue access to technical information on foreign research capabilities within our interests. Support international visits by scientists and high-level DoD S&T delegations, and provide primary interface to coordinate international S&T participation among DoD organizations.","11.978","11.978","Continue to leverage international expertise and support international technology liaison missions to identify and maintain awareness of foreign science and technology developments. Explore current foreign investments and influence world-class scientific research on specific topics of Air Force interest. Pursue access to technical information on foreign research capabilities within our interests. Support international visits by scientists and high-level DoD S&T delegations.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","ff7c6372bf0cab45b7d01c3d68fafd5c10d4e6a95fb10b96322bdb3b86d0d76c","0-d2c41979f04fd9a0523c245ab7eb4a5c4b94d0777253a9b8ad5622258379105c","3-59d3926d6e7fb278d95af225f173bb5ee76c5d1600425e6e1771efa1f6a5d282","root.record.ProjectList.Project"
"Outreach to U.S. S&T Workforce","Strengthen science, mathematics, and engineering research and infrastructure in the U.S., thereby strengthening current and future Air Force S&T capabilities.","13.408","Awarded 57 grants to 43 research institutions under the Air Force's Young Investigator Research Program.  Increased awareness of Air Force research needs and opportunities throughout the civilian scientific community, while simultaneously identifying, recruiting, and increasing opportunities for new young investigators to participate in critical Air Force research. Supported science, mathematics, and engineering research, and educational outreach programs at U.S. colleges and universities, including Historically Black Colleges and Universities, Hispanic serving institutions, and other minority institutions.","13.602","Increase awareness of Air Force research needs and opportunities throughout the civilian scientific community, while simultaneously identifying, recruiting, and increasing opportunities for new young investigators to participate in critical Air Force research. Support science, mathematics, and engineering research, and educational outreach programs including Historically Black Colleges and Universities, Hispanic serving institutions, and other minority institutions.","22.025","22.025","Continue identifying, recruiting, and increasing opportunities for new young investigators to participate in critical Air Force research. Support science, mathematics, and engineering research including Historically Black Colleges and Universities, Hispanic serving institutions, and other minority institutions.  Support science activities that encourage elementary/middle/high school youths to develop an interest in and pursue higher education and employment in the science, mathematics, and engineering (STEM) fields.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","ff7c6372bf0cab45b7d01c3d68fafd5c10d4e6a95fb10b96322bdb3b86d0d76c","1-47b53e14e0ffe26ebd79c5395bba811eb8619804276bef13af9e26680f85813d","3-59d3926d6e7fb278d95af225f173bb5ee76c5d1600425e6e1771efa1f6a5d282","root.record.ProjectList.Project"
"Multidisciplinary University Research Initiative","Promote fundamental, multi- and interdisciplinary science and engineering research projects involving multiple principle investigators.","68.129","Selected eight new projects for award under the Multidisciplinary University Research Initiative (MURI) program to fund competitive research grants at U.S. universities that focus on significantly expanding the basic knowledge of Air Force-relevant science and technology areas, not normally achievable in smaller funded, single investigator awards. Sponsored grants under the Presidential Early Career Award for Scientists and Engineers (PECASE) program to support and recognize superior academic researchers in the early stages of their careers.  Continued funding of multi-disciplinary programs initially awarded in prior years.","78.676","Fund competitive research grants at U.S. universities that focus on significantly expanding the basic knowledge of Air Force-relevant science and technology areas, not normally achievable in smaller funded, single investigator awards. Support and recognize superior academic researchers in the early stages of their careers through the PECASE program. Continue funding of multi-disciplinary programs initially awarded in prior years.","82.207","82.207","Continue funding competitive research grants at U.S. universities that focus on significantly expanding the basic knowledge of Air Force-relevant science and technology areas, not normally achievable in smaller funded, single investigator awards. Support and recognize superior academic researchers in the early stages of their careers through the PECASE program. Continue funding of multi-disciplinary programs initially awarded in prior years.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c2d96211ea40cea6a3869ba91ef18045194c3a2dd68fb74ecd744fc5cf8da50e","0-4dd9a3b3a2e09f3779f7ddf7b004ebb39ef12170921b9dc0c6a87d9a7b49d2fa","0-12f83bdc6cb8bfa922fb619bf76c03ff248c60f47d2d721ebad351550d286d5f","root.record.ProjectList.Project"
"Science and Engineering Education","Support post-graduate, graduate, and undergraduate education in science and engineering disciplines at U.S. universities.","40.753","Selected 60 new fellows for the highly competitive National Defense Science and Engineering Graduate (NDSEG) fellowships. Continued to support competitive awards for graduate and undergraduate research experiences, including those established under the Awards to Stimulate and Support Undergraduate Research Experiences (ASSURE) program. Continued funding for awards initiated under prior year DoD programs.","47.062","Award highly competitive NDSEG fellowships. Support competitive awards for graduate and undergraduate research experiences, including those established under the ASSURE program. Continue funding for awards initiated under prior year DoD programs.","48.337","48.337","Continue to award highly competitive NDSEG fellowships. Continue to support competitive awards for graduate and undergraduate research experiences, including those established under the ASSURE program. Continue funding for awards initiated under prior year DoD programs.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c2d96211ea40cea6a3869ba91ef18045194c3a2dd68fb74ecd744fc5cf8da50e","1-3a9cfed8bb018e2c1824003d85eac9776deb0b8b2f8d96aea92ff7505bf32a0d","0-12f83bdc6cb8bfa922fb619bf76c03ff248c60f47d2d721ebad351550d286d5f","root.record.ProjectList.Project"
"Research Instrumentation","Enhance scientific and engineering research through advanced education infrastructure and instrumentation at U.S. universities.","13.870","Selected 43 proposals on a competitive basis for award under the Defense University Research Instrumentation Program (DURIP) to U.S. universities to acquire state-of-the-art, high technology instrumentation and infrastructure to enhance research and educational capabilities.","16.016","Award grants on a competitive basis under the DURIP to U.S. universities to acquire state-of-the-art, high technology instrumentation and infrastructure to enhance research and educational capabilities.","14.500","14.500","Continue to award grants on a competitive basis under the DURIP to U.S. universities to acquire state-of-the-art, high technology instrumentation and infrastructure to enhance research and educational capabilities.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c2d96211ea40cea6a3869ba91ef18045194c3a2dd68fb74ecd744fc5cf8da50e","2-4eaa8c3cebaaa64b156aefed1c5595f9cbeb12776e5ccdb7c6883633f9b85d2e","0-12f83bdc6cb8bfa922fb619bf76c03ff248c60f47d2d721ebad351550d286d5f","root.record.ProjectList.Project"
"High Energy Laser Technologies and Directed Energy Assessments","Develop and demonstrate high energy laser (HEL) device technologies for Air Force applications.  Develop and demonstrate optical laser beam control technologies including atmospheric compensation and pointing and tracking.  Perform laser system level modeling and simulation validated by laser effects and vulnerability testing.  Develop tools and perform assessments which allow comparisons among DE concepts and tradeoffs between DE and non-DE solutions.  Integrate optical beam control technologies with laser device technologies and demonstrate the combined technologies.  Develop and use technologies to better understand the vulnerability of weapon systems to lasers.","47.220","Continued to conduct research supporting a joint Air Force/DARPA ground demonstration of a high power solid state laser with a beam control system. Used effects testing to establish system requirements and validate modeling efforts. Evaluated subscale turret beam control technologies. Updated and used Integrated Weapons Environment for Analysis (IWEA) to analyze directed and kinetic energy weapons in a common environment to help plan weapons investments. Used intelligence information to evaluate foreign HEL threats and provide weapon system and technology developers with tools and criteria to help protect US systems. Began integration of beam control technologies and monolithic fiber amplifier for ground to air field tests. Continued design of laser system for aircraft self-protection.","48.285","Complete beam control and monolithic fiber amplifier integration and ground tests. Conduct effects testing to establish system requirements and validate modeling efforts. Perform airborne tests of turret beam control technologies. Begin integration of beam control and low power laser technologies for aircraft self-protection. Complete IWEA Build 1 and conduct assessments of concepts for laser weapon systems to help users plan weapons investments. Model and characterize foreign HEL threats to blue systems and provide assessments to developers for hardening materials and designs. Complete research supporting the joint Air Force/DARPA ground HEL demonstration.","65.570","65.570","Continue with beam control and scaling of monolithic fiber amplifier scaling using advanced fibers. Continue with the development of beam control aero-effects mitigating techniques. Continue with the conduct of effects tests to establish system requirements and validity models. Continue integration of beam control and low power laser system for future pod-mounted moderate power laser demonstration.Transition IWEA Build 1 to external users and complete IWEA Build 2  and conduct assessments of concepts for laser weapon systems.  Model and characterize foreign HEL threats.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","83ed26ed99153dd0d4e010b7562144b5e1b530fab583cf6b19a0c8023ba0a82a","0-c18de1ccad686bd2b507d6c7e2533d6006173cf426762e3a0cd35436da6290d8","0-55ea277310a16790b1b7bcef66ab3c817c631216684ae29c9bc2884b8b227104","root.record.ProjectList.Project"
"Optical Space Situational Awareness and Satellite Vulnerability","Develop advanced, long-range, electro-optical technologies that support ground-based optical SSA.  Develop and use technologies to better understand the vulnerability of blue satellite systems to lasers.  Operate the Starfire Optical Range in support of internal and customer requirements.","30.309","Developed dynamic telescope control to keep track of potential threat objects in space.  Demonstrated data analysis techniques to understand characteristics of potential space threats and satellite anomalies.  Demonstrated capabilities for significantly extending existing techniques into 24-hour operations.  Evaluated concepts for persistent monitoring of space events and concepts to image and search the local space around our high-value satellite assets, including those in geosynchronous orbits.","27.703","Begin integration of geosynchronous satellite characterization and local-space search as components of a dynamic telescope demonstration to keep track of potential threat objects in space.  Perform comparison of capabilities for extending telescope operation into daylight hours to provide Air Force Space Command programs with technology options for their requested products.  Demonstrate techniques for persistent monitoring of space events and capability to detect threat objects in close proximity to our high-value satellite assets, including those in geosynchronous orbits.","26.875","26.875","Complete integration of geosynchronous satellite characterization and local-space search as components of a dynamic telescope demonstration to keep track of potential threat objects in space. Investigate daylight detection of geosynchronous satellites to address the long-duration gaps during daytime hours when satellites cannot normally be detected by our optical systems. Implement techniques for persistent monitoring of space events and capability to detect threat objects in close proximity to our high-value satellite assets, including those in geosynchronous orbits.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","83ed26ed99153dd0d4e010b7562144b5e1b530fab583cf6b19a0c8023ba0a82a","1-ebc44ae504c046547ece16a23ca8292044088edce14da962cbec6e33a7b41710","0-55ea277310a16790b1b7bcef66ab3c817c631216684ae29c9bc2884b8b227104","root.record.ProjectList.Project"
"HPEM and Unconventional  Weapon Technologies","Investigate technologies for HPEM components.  Investigate HPEM and other unconventional weapon concepts using innovative technologies.  Investigate advanced technologies that support force protection tactical applications, including non-lethal counter-personnel applications.","29.697","Completed, in collaboration with the Navy, the first phase of the ultra-short pulsed laser atmospheric propagation studies by constructing the world's largest controlled turbulence beam line.  Conducted effects studies on electronics based on the assessments from FY14.  Developed compact 50 kilovolt solid state switch.  Developed designs for 100 megavolt test facility accelerator.  Continued development of technologies leading to more efficient, smaller, lighter, and more powerful HPEM systems.","19.711","Refine ultra-short pulsed laser atmospheric propagation studies.  Conduct effects studies on electronics based on the assessments from FY15. Complete compact 50 kilovolt solid state switch.  Complete designs for 100 megavolt test facility accelerator.  Begin design of smaller, higher power, source technology for the Next Generation High Power Microwave (HPM) demonstration.","15.921","15.921","Refine ultra-short pulsed laser atmospheric propagation studies.   Conduct effects studies on electronics based on the assessments from FY15 and FY16. Complete compact 50 kilovolt solid state switch and package it in a militarily relevant platform.  Complete design of smaller, higher power, source technology for the Next Generation HPM demonstration.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","83ed26ed99153dd0d4e010b7562144b5e1b530fab583cf6b19a0c8023ba0a82a","0-09effcd50cab354ac2549216deca56e3ac4e7692e343a6e85414eccf936d2d59","1-b74b54fa94a53d46cae4998eba6b4083b7282c0f74853d7cfabb0461f08e1337","root.record.ProjectList.Project"
"HPEM Effects and Mitigation Research","Assess the effects/lethality of HPEM technologies.  Develop and apply sophisticated models to enhance the development of HPEM and related technology.  Develop tools and perform assessments which allow comparisons among DE concepts and tradeoffs between DE and non-DE solutions.   Investigate technologies to counter the effects of HPEM.","18.963","Developed source for effects testing that operates in three microwave bands.  Completed integration of software into DE High Performance Computing Software Applications Institute, which allows modeling of DE sources and propagation that involves plasmas.  Assessed potential improvements to US weapons systems from employing HPEM weapons technologies for platform protection and target prosecution.  Used intelligence information to evaluate foreign HPEM threats and provide weapon system and technology developers with tools and criteria to help protect US systems.","19.406","Complete source for effects testing that operates in three microwave bands.  Test and validate DE High Performance Computing Software Applications Institute software, which allows modeling of DE sources and propagation that involves plasmas.  Assess potential improvements to US weapons systems from employing HPEM weapons technologies for platform protection and target prosecution.  Conduct assessments of HPEM and kinetic energy weapon concepts in a common environment to help users plan weapons investments.  Model and characterize HPEM threats to blue systems and provide assessments developers for hardening materials and designs.","18.797","18.797","Test and validate DE High Performance Computing Software Applications Institute software, which allows modeling of DE sources and propagation that involves plasmas and laser DE weapons.  Assess potential improvements to US weapons systems from employing HPEM weapons technologies for platform protection and target prosecution.  Conduct further assessments of HPEM and kinetic energy weapon concepts in a common environment to help users plan weapons investments.  Transition Modeling, Simulation & Analysis (MS&A) tools to the broader MS&A community.  Model and characterize current and projected HPEM threats to blue systems and provide assessments to developers for hardening materials and designs.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","83ed26ed99153dd0d4e010b7562144b5e1b530fab583cf6b19a0c8023ba0a82a","1-b0fae5091b3551bf3b3d1beacc8aef5e995dd5ff56cfe3340c87677b160909b4","1-b74b54fa94a53d46cae4998eba6b4083b7282c0f74853d7cfabb0461f08e1337","root.record.ProjectList.Project"
"Advanced Connectivity Technologies","Develop improved, survivable, higher bandwidth communications, networking, and signal processing technologies to provide secure, adaptive, covert, anti-jam, and assured global battlespace connectivity tailored to anti-access and area-denial environments and contested operations.","22.348","Completed an accelerated waveform development process and associated tools.  Demonstrated the digital portion of a 32 by 32 multiple input, multiple output (MIMO) system. Continued the 81 to 86 gigahertz (GHz) Traveling Wave Tube Amplifier (TWTA) development. Completed bench-top demonstration of quantum key distribution (QKD) in concert with a multi-access lasercom system. Initiated research to investigate the use of autonomy on small unmanned aircraft system platforms to support (semi-)autonomous distributed cooperative airborne tactics using airborne networks. Initiated the development and integration of waveform components, tools, and hardware into an innovative ecosystem for affordable rapid waveform development over a continuum of commercial-off-the-shelf (COTS)/government-off-the-shelf (GOTS) software defined radio frequency architectures. Developed a waveform starter kit for multi-mission communications and radar. Performed dual site diversity radiometric testing for mitigating weather limitations. Continued development of automated process to port communication models to real-time hardware in the loop. Continued both development of secure video distribution over tactical internets on demand and design of distributed, cross-layer protocols for cognitive radio ad hoc networks with decentralized control. Continued the development of a modular airborne network bridge for the creation of an air-air/air-ground secure tactical intranet. Continued the development of wideband, long range, rapidly deployable aerial backbone network for command, control, intelligence, surveillance, and reconnaissance (C2ISR) dissemination.","28.122","Perform a field demonstration of the 32 by 32 MIMO system. Demonstrate a three node QKD  multi-access  laser communications system.  Plan a electromagnetic frequency band space experiment in the V and W bands for ground site locations, defining ground site equipment and data collection capabilities and analysis. Develop a software implementation of a low-bandwidth protocol for network situational awareness and management across heterogeneous networks. Derive an Air Force specification and S&T strategy for next-generation directional capabilities. Continue development of an automated process to port communication models to a real-time hardware in the loop simulation. Continue the development and integration of waveform components, tools, and hardware into an innovative ecosystem for affordable rapid waveform development over a continuum of COTS/GOTS software defined radio frequency (SDRF) architectures. Continue both the development of secure video distribution over tactical internets on demand and the design of distributed, cross-layer protocols for cognitive radio ad hoc networks with decentralized control. Continue the development of a modular airborne network bridge for the creation of an air-air/air-ground secure tactical intranet. Continue the development of wideband, long range, rapidly deployable aerial backbone network for C2ISR dissemination. Continue research to advance autonomy in unmanned air vehicles to support distributed cooperative airborne tactics using advanced communications techniques.","31.228","31.228","Continue to demonstrate Aerial Layer Network Components; low-bandwidth protocol for network situational awareness (SA) and management across heterogeneous networks (Internet Protocol (IP)/Non IP/Other Tactical). Initiate investigation and research into new, high frequency pathways (i.e. V and W band of the electromagnetic spectrum) to support aerial and space-based Beyond Line of Sight (BLOS) communications. Initiate dynamic map-to-mission software for operations continuity and agile info management technology for secure message exchange. Work to continue the investigation of the use of autonomy on small unmanned aircraft system platforms to support semi-autonomous distributed cooperative airborne tactics using airborne networks. Initiate development of advanced hardware with embedded cyber protection for multi-mission agile RF capability. Demonstrate TWTA at 81 to 86 GHz continuous power of approximately 45 watts. Demonstrate a multi-access optical link at 30 kilometers.","","","","2017-BASE_RDTE-2017-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b5506359d526794feff66f47e26e69edb5f774b206434b81975d0c1e3e573626","0-97ae493af1dafa0fda4b36390b5558ca6d8f5c2357d57ce175716869fa01ccb0","0-fa99461cb623f395e8975f60553a52e488109b58a148c909eadf81654d9fd869","root.record.ProjectList.Project"
