ProjectNumber_val,ProjectTitle_val,ProjectFunding_PriorYear_val,ProjectFunding_CurrentYear_val,ProjectFunding_BudgetYearOne_val,ProjectFunding_BudgetYearOneBase_val,ProjectFunding_BudgetYearOneOCO_val,ProjectFunding_BudgetYearTwo_val,ProjectFunding_BudgetYearThree_val,ProjectFunding_BudgetYearFour_val,ProjectFunding_BudgetYearFive_val,ProjectFunding_CostToComplete_val,ProjectFunding_TotalCost_val,ProjectFunding_AllPriorYears_val,R2aExhibit_ProjectArticles_PriorYear_val,R2aExhibit_ProjectArticles_CurrentYear_val,R2aExhibit_ProjectArticles_BudgetYearOne_val,R2aExhibit_ProjectArticles_BudgetYearOneBase_val,R2aExhibit_ProjectArticles_BudgetYearOneOCO_val,R2aExhibit_ProjectArticles_BudgetYearTwo_val,R2aExhibit_ProjectArticles_BudgetYearThree_val,R2aExhibit_ProjectArticles_BudgetYearFour_val,R2aExhibit_ProjectArticles_BudgetYearFive_val,R2aExhibit_ProjectArticles_AllPriorYears_val,R2aExhibit_ProjectNote_val,R2aExhibit_ProjectMissionDescription_val,R2aExhibit_AcquisitionStrategy_val,R2aExhibit_PerformanceMetrics_val,R2aExhibit_CongressionalAddDetailList_CongressionalAddDetail,R2aExhibit_OtherProgramFundingSummaryRemarks_val,@SOURCE_FILENAME,@RECORDID,@ROWID,R3Exhibit_CostCategoryGroupList_CostCategoryGroup,R4aExhibit_ScheduleDetailList_ScheduleDetail,@PARENTROWID,@PARENT
"613002","Aerospace, Chemical and Material Sciences","0.000","139.475","108.982","108.982","0.000","112.743","116.983","119.243","120.216","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","Note: In FY 2012, all efforts from Projects 2302, 2303, 2306 (except the natural systems and extremophiles major thrust effort, which moved to Project 3003), 2307 (except the sensory information systems major thrust effort, which moved to Project 3003), and 2308 (except the bioenergy major thrust effort, which moved to Project 3003) in this Program Element (PE) moved to this new Project to more appropriately describe and align the changing focus of the scientific disciplines within the overall program.  Note: Decrease in FY 2013 due to higher Department of Defense priorities in Projects 3003 and 3004. The level of effort in each thrust will be reduced.","Basic research in the Aerospace, Chemical, and Materials Sciences Project seeks to enable revolutionary advances in, and expand the fundamental knowledge supporting technologies critical to the future of the Air Force. Research stresses high-risk, far-term, game-changing capability breakthroughs essential for future leaps in warfighter system performance, functionality, reliability, and survivability while simultaneously reducing component and system power, size, mass, and life cycle costs. Major thrust areas being investigated in this Project are aero-structure interactions and control; energy, power, and propulsion; and complex materials and structures. Although the major thrust descriptions that follow are specific sub-areas of focus within this Project, there is interest in exploring novel ideas that may bridge these major thrusts as well as those in the other Projects within this PE.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","10-b0eeeec0533ed4ded409c7fb693c187b24168008b0e628870a1f868201d33bb8","","","0-1bca30b17c7e1e8ce532ec5af92282378bdb6eff9ad1b604af1cf33f0411b4a9","root"
"613003","Mathematics, Information and Life Sciences","0.000","104.313","119.236","119.236","0.000","123.395","128.074","130.565","131.630","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","Note: In FY 2012, all efforts from Projects 2304 and 2311 (except the sensing, surveillance, and navigation major thrust effort, which moved to Project 3001) in this Program Element (PE) moved to this new Project to more appropriately describe and align the changing focus of the scientific disciplines within the overall program.  The natural systems and extremophiles major thrust effort in Project 2306, the sensory information systems major thrust effort in Project 2307, and the bioenergy major thrust effort in Project 2308 of this PE also moved to this new Project.  Note: In FY 2013, increased emphasis will be placed on complex networks, software, and decision making.","Basic research in the Mathematics, Information, and Life Sciences Project seeks to enable revolutionary advances in, and expand the fundamental knowledge supporting technologies critical to the future of the Air Force. Research stresses high-risk, far-term, game-changing capability breakthroughs essential for future leaps in warfighter system performance, functionality, reliability, and survivability while simultaneously reducing component and system power, size, mass, and life cycle costs. Major thrust areas being investigated in this Project are information and complex networks, decision making, dynamical systems, optimization and control, and natural materials and systems. Although the major thrust descriptions that follow are specific sub-areas of focus within this Project, there is interest in exploring novel ideas that may bridge these major thrusts as well as those in the other Projects within this PE.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","11-285b3717b7f037389c68369644470112cfc0680d4fe19a4257ae98bb5d3d3e64","","","0-1bca30b17c7e1e8ce532ec5af92282378bdb6eff9ad1b604af1cf33f0411b4a9","root"
"613004","Education and Outreach","0.000","10.420","21.147","21.147","0.000","21.785","22.394","22.875","23.255","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","Note: In FY 2012, all efforts from Project 4113 in this Program Element moved to this new Project to more appropriately describe and align the changing focus of outreach development within the overall program.  Note: In FY 2013, increased emphasis will be placed on international collaborations, the National Research Council Resident Research Program and the Summer Faculty Research Program.","The major thrust areas in this Science & Technology (S&T) Outreach Development Project are to facilitate interactions between the international and domestic research communities and Air Force researchers, and to support and develop scientists and engineers with an awareness of Air Force basic research priorities. These professional interactions and collaborations stimulate scientific and engineering education beneficial to the Air Force, increase the awareness of Air Force basic research priorities to the research community as a whole, and attract talented scientists and engineers to address Air Force needs. International interactions facilitate future interoperability of coalition systems and foster relationships with future coalition partners. This Project also seeks to enhance educational interactions with historically black colleges and universities, Hispanic serving institutions, and other minority institutions.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","12-ad35e28e5e4098c603cf924369d8b238307e1d2d271d304d6dc6277e4e92bf30","","","0-1bca30b17c7e1e8ce532ec5af92282378bdb6eff9ad1b604af1cf33f0411b4a9","root"
"614113","External Research Programs Interface","9.277","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","Note: In FY 2012, as part of the realignment of the overall Program to reflect the changing focus of the scientific disciplines, this Project was renamed Education and Outreach - Project 3004 to more appropriately describe its mission.","The primary elements in this Project are to facilitate interactions between the international and domestic research communities and Air Force researchers, and to support and develop scientists and engineers with an awareness of Air Force basic research priorities. These professional interactions and collaborations stimulate scientific and engineering education beneficial to the Air Force, increase the awareness of Air Force basic research priorities to the research community as a whole, and attract talented scientists and engineers to address Air Force needs. International interactions facilitate future interoperability of coalition systems and foster relationships with future coalition partners. This Project also seeks to enhance educational interactions with historically black colleges and universities, Hispanic serving institutions, and other minority institutions.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","13-4d143746f1fb698bdb6bc4eeb5729e2769be23295c943a16d68f2380eb32dbdc","","","0-1bca30b17c7e1e8ce532ec5af92282378bdb6eff9ad1b604af1cf33f0411b4a9","root"
"615094","University Research Initiatives","127.656","152.273","141.153","141.153","0.000","138.747","143.700","145.131","145.204","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This program supports defense-related basic research in a wide range of scientific and engineering disciplines relevant to maintaining U.S. military technology superiority. Research topics include, but are not limited to, transformational and high priority technologies such as nanotechnology, sensor networks, intelligence information fusion, smart materials and structures, efficient energy and power conversion, and high-energy materials for propulsion and control. The program also enhances and promotes the education of U.S. scientists and engineers in disciplines critical to maintaining, advancing, and enabling future U.S. defense technologies. For example, the National Defense Science and Engineering Graduate (NDSEG) program awards fellowships to train U.S citizens in science and engineering disciplines of military importance under a joint tri-Service and Office of the Assistant Secretary of Defense for Research and Engineering competition. Finally, this program assists universities in establishing superior instrumentation capabilities needed to improve the quality of defense-related research and education. A fundamental component of this program is the recognition that future technologies and technology exploitations require highly coordinated and concerted multi- and inter-disciplinary efforts. Efforts in this program have been coordinated through the Reliance 21 process to harmonize efforts and eliminate duplication.  This program is in Budget Activity 1, Basic Research, because it funds basic scientific study and experimentation.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","63481da1fd9cb9f28463e1299bc23b14aa80152ac0201c2b0c835019a28ebe3d","0-a1bb3e855a4c71131b2be5880998532f73da8db809841dcb646f0c762c8ec973","","","1-2447b7ab688afbb0c278f2f0ac9186d3f35fb85e7ead7995273893bab2dabdb6","root"
"624866","Lasers & Imaging Technology","82.876","114.343","78.211","78.211","0.000","82.086","83.987","83.228","85.213","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","Note:  In FY 2011, $7.6 million was transferred from the $18.8 million Congressional re-alignment of funding for ground optical imaging research and technology for ground optical imaging research and technology in this project to PE 0603444F to better carry out the intention of Congress.","This project explores the technical feasibility of moderate to high power lasers, including beam control, for applications such as aircraft protection, force protection, and precision engagement.  This project investigates the effects of laser weapons.  Research in ground-based optical space situational awareness is conducted.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9b77283d3b613953b859520dcee05d308c0faf3b015cb415b24462e831616e41","0-b4fee1e51b040fe533d1be319bd066e61923e4f664c104679282e735b7907ecd","","","2-2b0cf1c3962e2627ce07118f7e963c44f43e7312cf9f34d13badf7cfb8c20f4d","root"
"624867","Advanced Weapons & Survivability Technology","27.447","26.735","27.985","27.985","0.000","33.693","45.601","40.060","38.146","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project explores high power microwave (HPM) and other non-conventional/innovative weapon concepts to support applications such as non-lethal counter-personnel and disruption, degradation, and damage of electronic infrastructure.  This research will allow most effects to be covert with no collateral structural or human damage.  This project also investigates the effects of potential HPM weapons and mitigation of HPM effects.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9b77283d3b613953b859520dcee05d308c0faf3b015cb415b24462e831616e41","1-b10854e6047c3355687316ff43dbe4fbdb616910fa56e76b75ff46517802c929","","","2-2b0cf1c3962e2627ce07118f7e963c44f43e7312cf9f34d13badf7cfb8c20f4d","root"
"625315","Connectivity and Protection Tech","45.950","52.543","40.834","40.834","0.000","50.183","55.934","56.025","54.116","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","The AF requires technologies that enable assured, worldwide communications among all elements of the force.  These communication technologies will provide en-route and deployed reachback communications for distributed collaborative military operations. This project provides the technologies for secure, self-configuring, self-healing, seamless networks; advanced communications processors; anti-jam and low probability of intercept communications techniques; agile, dynamic policy based network management capabilities; and modular, programmable, low-cost software radios.  This project also develops both the technology base for the next generation of ultra-wide bandwidth, multi-channeled air- and space-based communications networks on and between platforms using the technologies for implementing photonic chip scale optical Code Division Multiple Access (CDMA) and Wavelength Division Multiplexed (WMD) transceivers and prototype networks associated with advanced fiber optics and the technology to integrate current Radio Frequency (RF) with high data rate Optical Laser communications, along with network management techniques, tools, and software to support them.  In addition, the AF requires technologies to deliver a full range of options in cyberspace at par with air and space dominance in each of the areas of cyber attack, cyber defense, and cyber support to achieve the strategic capability of cyber dominance.  This project provides the technologies required to successfully deter any adversary from attacking computer systems anytime, anywhere by ensuring the AF's ability to:  1) access, maintain presence on, and deliver effects to adversary systems; 2) detect, defend, and respond to attacks on friendly computer systems as well as provide forensic analysis concerning those attack attempts; and 3) provide cyber situational awareness to AF commanders.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55b8859cf5f34e103a94414ae56bc038fcc6a72c52600e8fe9b25afe5cca46cb","0-e532f420ed09165db9958f10b28693941c3c9ef9c89e5be9fea6f470eb1b45d4","","","3-2bcfa5a62421a72a99a9e5111bcb28a5e4ec62fae56d5786da040292c54f73ac","root"
"625316","Info Mgt and Computational Tech","30.124","32.105","27.030","27.030","0.000","28.872","31.987","31.671","31.419","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","The AF requires the capability to maximize the value, sharing, management, and use of its information and information assets in achieving its mission objectives as the importance of information grows in the current net centric environment.  Technology development in this project must be capable of taking advantage of future net-centric environments including new structured and ad hoc processes in response to rapidly changing warfare challenges.  Advances in robust information management focus on quality of service and flow of information within the enterprise, information transformation and brokering, secure information sharing across and among domains, and collaboration of workflow within the enterprise.  Technologies addressed in this project include the ability to globally share, discover, and access information across organizational, functional, and coalition boundaries and between and among domains, the timely delivery of information to tactical assets, the tailoring and prioritization of  information based on mission needs and importance, and the scaling, robustness, and collaboration features required of the AF net-centric information management environment.  In addition, the AF requires the development of superior, intelligent, on-demand computing to enable information superiority.  Technology development in this project focuses on producing:  1) computer architectures with greater capacity and sophistication for addressing constrained, dynamic mission objectives; 2) game-changing computing power to the warfighter; 3) disruptive computing technology power at the edge and the power behind grid services; and 4) interactive and real-time computing improving the usability of high performance computing to the AF.  It includes technologies in computational sciences and engineering, computer architectures, and software intensive systems.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55b8859cf5f34e103a94414ae56bc038fcc6a72c52600e8fe9b25afe5cca46cb","1-5ed393572fd3f642e48f4412c1a8bf27e9559bb0c916dbe1ddbe61db8dc3d820","","","3-2bcfa5a62421a72a99a9e5111bcb28a5e4ec62fae56d5786da040292c54f73ac","root"
"625317","Information Decision Making Tech","17.309","17.725","15.787","15.787","0.000","15.557","14.531","14.554","14.006","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","The AF requires advances in technologies enabling the effective execution of military objectives that will vastly improve the ability to support the commander and staff's ability to command all viable options to achieve desired effects across the full spectrum of operations (air, space, and cyberspace) at all levels of war (strategic, operational, and tactical) and during all phases of conflict.  Technology development in this project addressing this requirement include anticipatory decision support and course of action development, planning, scheduling and assessment, and the real-time effective portrayal of complex data sets.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55b8859cf5f34e103a94414ae56bc038fcc6a72c52600e8fe9b25afe5cca46cb","2-89e5f05c755e154239f4ff51bc8173ff24469fce3fe333a21b17417815a8fe28","","","3-2bcfa5a62421a72a99a9e5111bcb28a5e4ec62fae56d5786da040292c54f73ac","root"
"625318","Operational Awareness Tech","21.349","25.482","20.711","20.711","0.000","20.517","21.180","20.854","24.693","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","The AF requires technologies that improve and automate their capability to generate, process, manage, fuse, exploit, interpret, and disseminate timely and accurate information.  This project provides not only a network-centric, collaborative intelligence analysis capability that enables the fusion of multi-intelligence and sensor sources to provide timely situational awareness, understanding, and anticipation of the threats in the battlespace, but also the advanced, novel exploitation technologies needed to intercept, collect, locate, and process both covert and overt raw data from intelligence and sensor sources.  It leads the research, discovery, and development of technology that enables the fusion of multi-intelligence sources to provide accurate object tracking and identification (ID), situational awareness, understanding, and anticipation of the threats in the battlespace (air, ground, space, and cyber).  It also leads in the development of advanced exploitation technologies to maximize the intelligence gained from our adversaries in the areas of spectral detection and geolocation, signal recognition and analysis, and the data tagging, tracking, and tracing via the insertion of secure, imperceptible signal embedding for future fusion and understanding of the information.","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55b8859cf5f34e103a94414ae56bc038fcc6a72c52600e8fe9b25afe5cca46cb","3-9890f6513cabb126a724d60e0a50ab90bd62934c72bed5762495745916effb0e","","","3-2bcfa5a62421a72a99a9e5111bcb28a5e4ec62fae56d5786da040292c54f73ac","root"
