Name_val,Name_@footnote,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_Total_Quantity_val,Cost_Total_TotalCost_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_Total_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_ToComplete_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_Continuing_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"1.2.1) Data Link/FMV NRE - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.894","","","","","","1.894","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","0be0debea33dc19caef9f13af86d308b80bb8e4c72c40c0c5566736e68e90542","0-31ff4004ead709e816fa5041837b781363e4be10c50024687480b2fe6026e710","0-cf69083875dd3c5839d2804ec9a9bc16bdd7ca9cf9060e5f93f2339599ef052e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.575","","","","","28.575","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","0be0debea33dc19caef9f13af86d308b80bb8e4c72c40c0c5566736e68e90542","1-17bc3f410e8452a5cdf4bb8f363c172c64c1c0509e87136e3c59410ad94b1563","0-cf69083875dd3c5839d2804ec9a9bc16bdd7ca9cf9060e5f93f2339599ef052e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.3) DAIRCM NRE - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","0.05","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","0be0debea33dc19caef9f13af86d308b80bb8e4c72c40c0c5566736e68e90542","2-186349b40f7c5ea7a313af324b6adb3a547ae4a4a9b3072ff7313a6d47740c53","0-cf69083875dd3c5839d2804ec9a9bc16bdd7ca9cf9060e5f93f2339599ef052e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Obsolescence Components Kits - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8","249.525","26.757","24.396","29.435","148.132","0.005","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","0be0debea33dc19caef9f13af86d308b80bb8e4c72c40c0c5566736e68e90542","0-f2485791c58f054932f8a5153676d6ee5cca7f3e8a36614848c76e8ddb12d97b","0-7041aa48d07b8276f2ed88dbd65cc54718da870c195aa2fafc280470f7b5afe5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","FY 2019 supports modifications for FMV Phase 1.0 and MC Harness.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.771","1.253","1.253","1.646","29.921","1.382","1.206","1.316","4.302","7.22","6.825","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b90ef94136e4117ad08a4c528f98e677980cc574624441bb1c24b432545fa9a","0-59e4c6221bdebdf705d994134f7110183175ec5406e858dc1d50a25250145c16","0-e429bd2ac91cde5a4511e46cf9f706b61a1f6da89523162bc4ab1263b1269583","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Increase in FY 2019 NRE is for APR-39D(V)2 to complete retrofit kit in order to begin fleet installation of the upgraded RADAR detection system.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.453","2.453","","2.453","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b90ef94136e4117ad08a4c528f98e677980cc574624441bb1c24b432545fa9a","0-edce6a4e94cbf6ab60058d24eb6c5922a95b7f1cabb095d50400f46e0a345c3f","0-08986bfb1347215789509475ef814a867636f7f27758d99fc6346926c4d67f92","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) Archived Mods - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","","","","","180","","","","","","","13.569","","","","","13.569","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b90ef94136e4117ad08a4c528f98e677980cc574624441bb1c24b432545fa9a","1-f6a6be647e6f6e04bf42c837785536fb5095c6fd97fa8cd7bc04e0b6d5cf7207","0-08986bfb1347215789509475ef814a867636f7f27758d99fc6346926c4d67f92","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Increase in FY 2019 provides supports Main Rotor (MR) Mast, ECS and Structural Improvements.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.325","1.979","1.979","0.488","13.774","0.905","2.232","","3.776","1.589","1.48","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b90ef94136e4117ad08a4c528f98e677980cc574624441bb1c24b432545fa9a","0-a0863079befeb082e29376c20a7886fdf9b7ebc4adb582568ae8e2d0aa5ba1d6","0-d186e4493fee157127dd1ac8c3162530ab243858af18f93ffaff108833b3ab72","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.465","","","","","24.465","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","7a967074721964c6e7b0e47400e964c99fe4ce57612343c7f0b0d45b469af57a","0-94361a3124b9c6df7c6faadb2f1f666e588ae900c3140270a41c1a30b7ef565c","0-49256d6fd44f635675d922ee862c8a1f588a26e20142ce6c00ec0e9847456bce","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.95","0","1.025","","12.918","","","","","10.608","0.335","","1.025","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","7a967074721964c6e7b0e47400e964c99fe4ce57612343c7f0b0d45b469af57a","0-2bb51f63ca90f6782c68e3d6e4690ff394be6a722b9890840cdba0971dd618dd","0-002a685ecec3e7c763ca0a7a3cef25b33f84806b322fae5f923919677a7c4a85","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Installation Kits N/R: Engineering Change Proposal Development for multiple kits in each fiscal year.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.121","0.121","0.2","1.753","0.275","0.35","0.357","","","0.15","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","6bae3fb6ed67a8ebd03a628e235a2f639d352351e7c724ca800fc65ff4ee9a69","0-a02ef2edd86826cad238b4b6cd741551dc9ad9b30d9a1fdbd359da8e1bc99d55","0-51a39adc37b724d7040b37a55f6b0957e58bc7e47fd78322f1658aa4cecf0ac6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Non-recurring Engineering - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","1.5","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","6bae3fb6ed67a8ebd03a628e235a2f639d352351e7c724ca800fc65ff4ee9a69","0-7f3d4d3c64ebe1f20973b880633b9577973f1b02d7a9fa71c0f86a5cd9ce6fb6","0-d58b32801c8bd03e41c4892ec3f3f543849d20e14ca74c625255e1ccba935a68","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Non-Recurring - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.431","1.431","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","6bae3fb6ed67a8ebd03a628e235a2f639d352351e7c724ca800fc65ff4ee9a69","0-03ede5149a323875cf3dc1fdca8c7835deb0b745fefbb070f1944195267ce5bb","0-340a15bae673021fbc41e363273a5b51dcbd3586612b0a09b7ad737e3a0ee329","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Installation Kits N/R: Installation Kits N/R is required in FY19 to perform complex NRE/verification required to procure and install ECP-TBD AV-8B LITENING Video to Cockpit Wiring A Kit.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.779","8.779","0.598","9.377","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","d999c08b24b48868adeefc5a55594630081224b2ac729875fa562b1478af5719","0-633180278c7f9817f431e55a1050ad7b7ed84db5e5afb669712c64cb3c619593","0-0afdd6bd0256c96bef0f6b438f0938b48aa3a81d1a73b9a26c2465b64f720eca","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.104","","","","","0.104","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","d999c08b24b48868adeefc5a55594630081224b2ac729875fa562b1478af5719","0-7b10a52516623f2e2e3237c810bb5cc7d5bdfac629f4b789429177f71c71855c","0-c28bc9aacc33665e574aaf47263efa5a01696e6324538dcb491dbae9ef0bd22f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Installation Kits N/R:  Year-to-year fluctuations due to the mix and complexity of Readiness Management Plan ECPs being written and verified in each year. All ECPs do not require the same level of NRE.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.303","1.61","1.61","0.108","25.978","0.109","0.096","0.145","","21.222","2.385","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","d999c08b24b48868adeefc5a55594630081224b2ac729875fa562b1478af5719","0-6b6cbfde0b87710e8e38cf3f57652a9f4f8dd84ca6fcc51259fc542bbaf30c4d","0-c9e591bcb5b96809c533d9154ea1a8def0856c1286aea942cd754413f770ed1d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Installation Kits N/R: An additional $0.128M was awarded on Link 16 NRE contract with FY16 funding received via BTR (Issue 64760).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.011","","","","","3.482","0.529","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","d999c08b24b48868adeefc5a55594630081224b2ac729875fa562b1478af5719","0-b743af8beb7cb01c1f3006399df33bfa99c9baed82f4a5de0a2736df655b627e","0-85fb77771bc9079253c59a86d6bf2c6480c1993cf45c7ddc63f3a46771028ab7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits Non-recurring - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","3","","","","","","","5.641","","","","","5.641","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","07b39d37294a26518a6aaf26a5b491a20abb7f802e332837b5a82f7cbd6bee85","0-a05cb0fb02c7f3ff92e058fb3b24ed23b1d0cdb6d8598091b46fb736f1231910","0-72a3a76cb36ed575f55eecaa351914eae5e2841d0d0b8e6d74ccbb4cc2ad0f68","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits Non-recurring - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","8","","","","","","","3.556","","","","","3.556","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","07b39d37294a26518a6aaf26a5b491a20abb7f802e332837b5a82f7cbd6bee85","0-a03fbc54cd537eb9a68f67438c8d7fc75afdf40f550e5ed2aa0a20919ee43d3e","0-a5f84a6be2ec01708c5ab1d135600cedcf8b042c5209474533b47602cbc4013a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) ADS-B Out Val/Ver - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","4","","","","","","","1.251","","","","","1.23","0.021","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","07b39d37294a26518a6aaf26a5b491a20abb7f802e332837b5a82f7cbd6bee85","1-31e9201fe1d287c7ccd2fc21e709f1fc8eae61c40859ba028e74e3f368110a95","0-a5f84a6be2ec01708c5ab1d135600cedcf8b042c5209474533b47602cbc4013a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.3) Kapton Wiring Replacement NRE - Organic","1.2.3) KAPTON Wiring Replacement NRE:  This cost element provides non-recurring engineering funding for replacement of KAPTON wiring.  Existing KAPTON wiring in aircraft is beginning to show increased wear, which will require full replacement and retrofit into aircraft rather than repair.","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","","","0.209","0.709","","","","","0.5","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","07b39d37294a26518a6aaf26a5b491a20abb7f802e332837b5a82f7cbd6bee85","2-29a42f9e23bdae66bfb7323f4a2e3814b62ffb9e15ad8756cb92dc0ccaea08d4","0-a5f84a6be2ec01708c5ab1d135600cedcf8b042c5209474533b47602cbc4013a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.234","","","","","2.234","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","e7ba9337b4b9e6f22ac08406fb2b37e068753394045626d71ddb4f4eeab8c1ec","0-91a718290ed07556cadbc61e550789338d4c051ba8766bab0de40a8d52633a03","0-d47a9eb3a1a468d92961f7126b10aa6a940e4baee23316ac4d6011d5439b4d58","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) A-Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.038","","","","","","1.038","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","e7ba9337b4b9e6f22ac08406fb2b37e068753394045626d71ddb4f4eeab8c1ec","0-16cf207a4dd1273cb3671cd2f5e20860d1f638e7f49fc975756156a6e7ec9465","0-cb8bc17eea177ca323e613da5a0df2622a87fd245bdb9aab62f45a38cf7c2f2d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.71","","","","","5.28","1.43","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","d4f451a9255106a09fb67fb6d12296b272112364543d1841380601048e41397d","0-24fc2d8008233dac486b63c4538edf4f13e4b43c86f9003189c28509ec95ffd8","0-326d76985acb16144fce8ced1af1046685a4dc44e63e4de45682a4deb3965a2a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","24.528","","","","","24.528","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","d4f451a9255106a09fb67fb6d12296b272112364543d1841380601048e41397d","0-447f7bb2c32137e8b8d7da5c85fc84cf0b5902b3f4330b0b376ceab5d13cff3a","0-ec7bbe1b85bb4bdf10896b4160c7295e4070b571c519a046c844e77865385bbe","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) NRE - Contractor - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.078","","","","","22.078","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","d4f451a9255106a09fb67fb6d12296b272112364543d1841380601048e41397d","0-d326ca63c5e8366ea0d62001bea538f7cd7306f49ddd3b6c7fa6a96b787cbc65","0-f4789446d03c9f433fd2acff1057eb5a6c143bc2e6b23de33cb15813adc5dcf4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kit N/R Block Upgrade - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.163","","","","","2.163","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","d4f451a9255106a09fb67fb6d12296b272112364543d1841380601048e41397d","0-d295e0995d85a7f089204a5ebc2f1c0e99948e125816348d343aace93d4a588d","0-379f1a3900c91f70dc1d976bcf911ef3fb4dbf2aaf1fc37d86f192f2515df2a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.832","","","","","2.832","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","f0c76b0e9c8927fadc088356cf0986c41b5a71da712afdac6d11f78945c30da6","0-095e7b2d82a4c8f9c38a1810b15e317c9c7f62e49766fe38572e60f999443cfb","0-c0c2855544a5d0f0183d8e745b9aa9804e590dad34c44bd772663bb6bae4d1cf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","The kit cost and installations are based on the mandates that are required each year for each aircraft. The kit cost  based on the anticipated complexity of the block upgrade.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.668","","","2.105","49.875","3.808","2.17","","6.275","33.849","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","f0c76b0e9c8927fadc088356cf0986c41b5a71da712afdac6d11f78945c30da6","0-0bdc4cb8d1375be3d71bf539a8aff30eb911f50aaaff0fe83ef7a296785c28ea","0-97f715f940bc2ee3502446a174b069a0ee9b698c1865c408e37814031c16244e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) A Kit Non-Recurring - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","3","","","","","","0.9","","","","","0.15","0.75","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","f0c76b0e9c8927fadc088356cf0986c41b5a71da712afdac6d11f78945c30da6","0-43906a7a1af5b518732872b48642669ca69a845584c7c4d753ae144e83f512dc","0-b25dbee55e6798d89ea64db1f741d337898984f2c506cbb07292b20ec93f0830","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Installation Kit NRE in FY18-FY19 is for replacement of Kapton wiring in tail area and emergent safety modifications.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.326","1.48","1.48","1.955","37.991","1.446","1.874","1.912","1.951","23.721","1.326","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","5d3d7e576f15740a7b4a5ffea298415ae474561ee23db83a8d0c3ad35f289b0e","0-7f568b25409be45d691e287b2ba4e8c45d548d6c4cc4b68989c361a98d449907","0-2e1ecfe69c34a58a8d898fdb2323083e79bf66630be57af9214c154b8996e1cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.725","3.778","3.778","8.242","79.802","0.373","10.828","22.944","8.122","20.33","1.46","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","5d3d7e576f15740a7b4a5ffea298415ae474561ee23db83a8d0c3ad35f289b0e","0-64e519de9895230cfc867f2b77ac185e61398ff9c9244cc23de8670250037741","0-60508b11181b053a247abc3cebb7eab2dfeae6290a6ef0a056c089d21d7540f2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Non-Recurring Engineering funding in FY19 is for CSFIRs Phase 2 and SLEP Phase 1B.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.446","1.575","1.575","","20.332","","","","","11.146","4.165","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","5d3d7e576f15740a7b4a5ffea298415ae474561ee23db83a8d0c3ad35f289b0e","0-a489e3b2d66221a20db78c8666723c5c3816947b3c781f1e8cca8663eb093ca6","0-aee70a0119229a22f2e549e4915dcab2a0b4cb62bba54562018188165b2569fa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
