Name_val,Name_@footnote,Location_val,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Raytheon","","Tucson, AZ","1.00","8.00","4.00","0","0","0","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.xml","fff9c76ce4ea578c6ae82ddaaa12d9cf45c6b39fb4307897a1a44b6612fc09e7","0-dc9f919d3f46bcad1534b5a57c05cafa125a63279a8e35bc4d1efb6145eaf682","1-82ea268af5750161b6c7b4fbe14d3f0ad3c547b0a3995cc988dfecd34ae8d4e2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon","","Tucson, AZ","1.00","8.00","4.00","4","0","30","30","4","0","30","30","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","be5f3109c7ed516301db7e6dae9a0c9107a2812ae233087835c8c41d2c46374e","0-9a25575b3647145e0cbc64358d0dbba68261f4809a11e708173c4cdadea223b7","0-cbc43c83f59d14ab2f1a3a97dad584438b064fc58cfa807e94ab588d0b6cda2d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon","","Tucson, AZ","1.00","8.00","4.00","0","0","0","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","be5f3109c7ed516301db7e6dae9a0c9107a2812ae233087835c8c41d2c46374e","0-06ed34907f3c07108ea765d01be0d0d43a69b897c9c51eac25317db83afba0b6","1-4fb3cfbbb81cb95ee36183290449cb6c0fb540b5e10510f784fa2391228df29f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Boeing Co.","","St. Louis, MO","24","72","48","0","3","25","28","0","0","0","0","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","6eba64f9133cf621d2b9996bc887361a38f0d7b782f7bc31e799d2ae8bdbd83e","0-2f1759373a26dbdbb9dcfdda4a27575b2a541ecbaae39bdbd46d274e6166aefb","0-12224c6b0124c52b3789c3719708dd3fd37ee779d358e4631a21454e471807e3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"General Electric Company","","Lynn, MA","48","144","120","0","3","12","15","0","0","0","0","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","6eba64f9133cf621d2b9996bc887361a38f0d7b782f7bc31e799d2ae8bdbd83e","0-3a07b8b817d3252ba7118e5e6c386240c57dc5a5edc5cfc3912b107e6a4e1826","3-b4e94ba7213a5eafe652be9b8d5393b0c571732ee1ed07d1bf7dd52a0577ff28","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"LOCKHEED MARTIN","","FT WORTH","4","16","9","8","6","22","28","8","6","22","28","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","e57f9bd1963ad8c7fcc06ab0d3730f9e699f59a6a434f4df6c07d66ca671830d","0-7ea9048107b313ae243c399932b48a5a099bf9359b540a1bbea7e827818808aa","0-b338b5afb9409b00c269ac8c4e485a04dcf340909619062b621f34e1cd4e2095","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"UNITED TECH, PRATT & WHITNEY","","EAST HARTFORD, CT","4","16","9","8","4","17","21","6","8","12","20","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","e57f9bd1963ad8c7fcc06ab0d3730f9e699f59a6a434f4df6c07d66ca671830d","0-52eea91ab63af54858e59ea5c6df8653828854ee67b9c8a189492422a1b78227","2-8f93248a6c4bcc6d9f81dae344ff59f4650bff56b77e6ef837fde8f9c8365cde","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"LMAS","Manufacturer Production Lead Time does not reflect additional 12 - 24 month lead time required for long lead items procured through the Advance Procurement contract. MSR drops from 16 to 12 per year starting in FY19.","Marrietta, GA","12","36","24","0","6","36","42","0","6","23","29","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","2f7f3a216f409d14b59eb4a8835b24487cd60e8636264a95ee4a3c11dd63fd23","0-b7d77bc9cf17c72be268a806fecfcc1a290e774a5d034c6878b48c5cc8ce6699","0-3b3662a041f34bbc7506125a863843399864ba2fd7447397c95a02f81a7c7343","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Northrop Grumman","","Rancho Bernardo, CA","3","12","6","12","10","21","31","12","6","34","40","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","9a89078fc33abfbedbe52c9493b16a0c54cc5e2aa2e24fa0d1da7beec4dfac77","0-b4695cac155074ca734ab7aeb737e6fb759cce9d27ccbd34b75fa56f89bad621","0-2a8d2048d8a40349e6b90b5675a77d1e662f3bfe7290cc25e760ecf2f0536117","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Northrop Grumman","","San Diego","6","33","10","0","0","0","0","5","6","28","34","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","b8ba4f6a41570ccba683a44a4753de983584aec4d67aea53c2c933f95908b474","0-b4ddecc3263193bed3af7b09d0f7dfbafff6b5e2644ca395e125bd3c83e5ce71","0-cb706a4b79bdaa7776e8fc8cea63b9d389febcdda189e4359d7367f79cb719db","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Insitu, Inc.","Production rates listed are for the RQ-21A system.  Impacts of falling below MSR are quality control and unit cost increase of approximately ten (10) percent.  Planned FMS RQ-21 system procurements will keep production rates above MSR.","Bingen, WA","6","12","8","0","6","10","16","0","0","7","7","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","f0b2bc78979906e81f9d75b1303f36ced432b1f0deef35563d09229d71556adc","0-cf75f68ec1a40931c4e25e6a3f59459de12ea399576cfa75b50e80fa56c3f7bd","0-e54069362c3e4bee49f5b16251e14f5a7e74e9b7471267df5cf0cdb07548e6cf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Insitu, Inc.","Production rates listed are for the Attrition Air Vehicle component of the RQ-21A system.  Impacts of falling below MSR are quality control and unit cost increase of approximately ten (10) percent.  Planned FMS RQ-21 system procurements will keep production rates above MSR.","Bingen, WA","30","60","40","0","6","6","12","0","4","5","9","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","f0b2bc78979906e81f9d75b1303f36ced432b1f0deef35563d09229d71556adc","0-655378c4a6b04ab38a7e3d0b0c46f316929d00f7b7d6216cc5ca5fd6eaa41b5e","1-b57dada632f8b518c7dd22c088f9186358b5285b58f525f821c11f8dced856e8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Insitu, Inc.","Production rates listed are for the Attrition Air Vehicle component of the RQ-21A system.  Impacts of falling below MSR are quality control and unit cost increase of approximately ten (10) percent. Planned FMS RQ-21 system procurements will keep production rates above MSR.","Bingen, WA","30","60","40","0","6","6","12","0","4","5","9","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","f0b2bc78979906e81f9d75b1303f36ced432b1f0deef35563d09229d71556adc","0-844e1d49824307f665d6fc6d159b7919bbe4c71eff6013479a25b7456c0448b8","0-6735f3df23964988b4dec961f3fc2f37085b327c7f3a84d25eae04812d6c5c7c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Sikorsky A/C Corp","The FY 2019 (LRIP Lot 1) and FY 2020 (LRIP Lot 2) reorder manufacturing lead times are 25 months.  The FY 2021 (FRP) reorder manufacturing lead time is shorter at 24 months based on gained learning, efficiencies and experience on the production line.","Stratford, CT","4","8","6","18","7","25","32","3","3","24","27","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","81d98e4a3b175b8d6c3e267e77e167deca6af3750cc459b1f8dfa617ad5bfa32","0-3dc6a5df6d529e3a278ea46a484ca0c95379f95455cba343c861466c5c31f9d2","0-e483603762bf3b9a57a631bd75d8b4be5106613ebff6267a0fc2448a20b46169","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"LOCKHEED MARTIN","","FT WORTH","4","23","20","8","6","22","28","8","6","22","28","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3f5acf1ef8a82bd5ed51742300186de7bec70695b353c735d0853970d8cf8dc1","0-193959c9a38a4fee89019e74fba9adc9a1d081ec2143d30503f68991f5cfd5d2","0-9ba400ab1162a2916886c94eef9acbbc4f7a8844edd8137dcf4bb908639070f7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"UNITED TECH, PRATT & WHITNEY","","EAST HARTFORD, CT","4","23","20","8","4","17","21","6","8","12","20","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3f5acf1ef8a82bd5ed51742300186de7bec70695b353c735d0853970d8cf8dc1","0-826d97b54f9bb08cd0375bc6a0c81f5fd0ed03b9d3651405f4722257657db7fa","2-70a206a2de728edab1d6ef70992c508aa6551cf149c30208660c3b2b04557c69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Sikorsky A/C Corp","Contractor MSR, 1-8-5, and MAX production rates not yet identified  due to transition of CH-53K production line from Florida to Connecticut. Sikorsky is reassessing production rates as part of the transition. In addition, learning curve efficiences will continue to decrease production lead times through lot 7.","Stratford, CT","0","0","0","0","10","36","46","0","5","40","45","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","f079d755daf4531153562a93bae64eb2848b460647a488bb17be7bd2c14d40bc","0-58f7e5fcad9bd2da7ed0141ddce349fd23dfb117a71e380c033936cd34309784","0-17645baf55aa18ef1b7b7574ce8853a74bb16bcfbdebbfb6cc55e3402e474c74","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"General Electric Company","","Lynn, MA","0","0","0","0","1","20","21","0","1","31","32","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","f079d755daf4531153562a93bae64eb2848b460647a488bb17be7bd2c14d40bc","0-0af1fe3bd91d584fcd959e4ddd077a1fcb5643f270975d03ee8953d8b17f7ed9","1-9b8745afb24741fe0894a028ec32ebf78eb7f333970a6f791f3c1d1876d57740","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Bell Boeing","","Amarillo, TX","6","44","10","19","3","24","27","0","2","24","26","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b004122ec3b3a0ef164e5d115ebed9395a9202681d6738fcb32c42a55e06f24","0-b2301d73d99a5052ab99b80a6752390fc31ad14494493e8f79219520109fa963","0-5f0decbddf5e7757271f1642accaa318392163bba7576be032236ae4b388b870","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Allison Engine Co. (Rolls Royce)","","Indianapolis, IN","0","88","0","9","3","14","17","3","3","14","17","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b004122ec3b3a0ef164e5d115ebed9395a9202681d6738fcb32c42a55e06f24","0-24fde9e5ede0a9ebff48042876a93c3ad405b48108139dc04cab135671c59ac2","2-793d8143f13b856aa5a3dafe2e2dc1ccc723299796a0c470868215e3c0530f52","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Bell Boeing","","Amarillo, TX","6","44","10","19","3","24","27","0","2","24","26","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b004122ec3b3a0ef164e5d115ebed9395a9202681d6738fcb32c42a55e06f24","0-ef898cf60e21cff11edf1482b312814fb321a342eb4a0db00423f5750b72e5a9","0-c783b7167c84f1295d2fde1fae6c7151d99a6e68beb44e5b02b2dc77edc4d1ac","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Allison Engine Co. (Rolls Royce)","","Indianapolis, IN","0","88","0","9","3","14","17","3","3","14","17","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b004122ec3b3a0ef164e5d115ebed9395a9202681d6738fcb32c42a55e06f24","0-3437ffc895730ac9d3c1ce70cc7c00b0fcccfc379a36b6c27275a95542b4bebf","2-c7e2fa0ba8f6f0f7b89debc688a7780845bc0124cfdc48b5bb536b75febfc533","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Bell Helicopter Textron, Inc","","Hurst, TX","24","32","26","12","2","24","26","12","2","24","26","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","b269bd417d20d459adcae7d4de6168e2bba051cb5204c75ba178c4cf816f9515","0-83b455d6fd81ca06d875faf5cca487ce7250bb1b1bdadac79e7c4e3ff0945642","0-23e57f90f11b9f0fe7d5ca250de40e47eaaf1e2b4f28c449ae1190775b1a06e3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"General Electric, Co.","","Lynn, MA","24","60","36","4","3","13","16","4","3","13","16","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","b269bd417d20d459adcae7d4de6168e2bba051cb5204c75ba178c4cf816f9515","0-04ad7bca0f875e5091592b53c8e9407d8f5df087da18b7dd26b37499722e475f","2-7e9e7d32b3822a881619b5faa066f35635b623eae8993c9a0cdbc9d6a9761287","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Bell Helicopter","","Fort Worth TX","24","32","26","10","3","24","27","10","3","24","27","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","b269bd417d20d459adcae7d4de6168e2bba051cb5204c75ba178c4cf816f9515","0-2edb5a7b7bad96de815edb61f9f8865c31b2547677bba2543c24931a563b9683","0-89368812aa2657ea1b3f7244e3e46d56af7af8909ad31905f84b8f99c17db51f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"General Electric Co.","","Lynn, MA","12","60","24","2","3","16","19","10","3","10","13","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","b269bd417d20d459adcae7d4de6168e2bba051cb5204c75ba178c4cf816f9515","0-ae1a45562357f360fe64d1ad974fb0c4d1888936d22c4e457a8376a2a835a505","2-5e64dc622abc008ffb939dbd348e8f4ed06fd557330d388b8eef1aa6968572f0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Owego, NY","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","4b15f14b14c88af824096d994ddccb4608ea83b63e2d7160ae5cad791404ce10","0-1ba2ee859f74f2a8ca8f4bfe191bb69e626e147f3db6be809c032113cb5da093","1-d02cda8d213258a326c0c97fffe37ac1f88eed8a765c60697516c22058472a1c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Owego, NY","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","4b15f14b14c88af824096d994ddccb4608ea83b63e2d7160ae5cad791404ce10","0-f4be29e50f75a3b96dc378347c27a2f537cbcb1c3b2f0ecd878f50383b6307a0","2-3d83e64fe14fda1b94e46a75260047051e2a56b54fb2d454168881d3a8765fed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"The Boeing Company","Manufacturer Production Lead Time does not reflect additional 10-month lead time required for long lead items procured through the Advance Procurement contract.","Seattle, WA","6","30","18","9","7","34","41","9","7","23","30","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","7c17b00b2a043b33a8b058ad62ddfe34d1b550615c7f7ab07f5b46ea75fdd501","0-94aa2ac38200716fba4bd67bb049e4accef91e8043c361f10d3d744ed0eca4c2","0-80caf57d76bf9e05984ccb0737398d9d71c07a8aacb0dd62094f4dc4da6bc28c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Northrop Grumman Systems","","Florida","4","8","6","0","0","0","0","7","5","42","47","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","2de802154646ef06809d8834cb47740590f1f0f6700e72de4586ca2eaa652d6f","0-265314ea0093f43414de54f44269ffc2cad1677f4b60f487f9628f73b024d993","0-4f5cbf96926c7349a4e6fa133e7886f4035ea11bcb811244901fda61056db808","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Northrop Grumman Systems","","Florida","4","8","6","0","0","0","0","7","5","42","47","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","2de802154646ef06809d8834cb47740590f1f0f6700e72de4586ca2eaa652d6f","0-13ebb9778e71ace143ef4ecc71fa441790a7c8c1ee44d5914406bdc101c4f7cb","1-9d30ea07e89169dbf295065b794ed26057c0a7e6707cd9d06087e538c9336675","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Boeing","","Kent, WA","0","0","0","4","0","24","24","0","0","0","0","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","d0ff3dd42dffbf1c9614b88685f954f6f0e5043e74dee4fe78717e820cfd4c80","0-c12f5d5678d2f46851e68c2d314c8a212efd15dc6b59e16d35ee31cb5c61806b","0-ba4b68bc6b228cbfb1a5416a7f4d76abef12daa44b0a2af795e5008e814e8da9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Boeing Co.","","St. Louis, MO","24","72","48","0","3","25","28","0","0","0","0","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","f8f7d88102ea082664b9dbe5df72852a81dde9d9f4a8263b0282acb563481f38","0-90a1cce7bfd6d13960d8c216ff5a67321a8b208b1fcc5963fee1c79469f49230","0-8ecd4ce48b4d5909c6ae91f7cbfbf0a17e542a1e6d7c9e637dae069ca4985f00","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"General Electric Company","","Lynn, MA","48","144","120","0","3","12","15","0","0","0","0","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","f8f7d88102ea082664b9dbe5df72852a81dde9d9f4a8263b0282acb563481f38","0-a247142af8de26f8fb3871ec5791c4b65350c680c6950f6ea0f03dbbf9532835","3-48667fedd726807b802ff28897ef3cc94c2f04970e87f536f43ebe7014b4c521","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"LOCKHEED MARTIN","","FT WORTH","4","16","9","8","6","22","28","8","6","22","28","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","5cc6253d6bad7d4d85a3784535183a591e1ea9e1a69e5cc531313c5b10711512","0-6d9ffa16fe8e8757f16e36cfb1ad1ca2fff9a0cb6d21a6185a34284a3c7cd2a0","0-b20ef9acb36bf24b78debd6423d6b292987806c6ec789f5ca6edddbda8e583bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"UNITED TECH, PRATT & WHITNEY","","EAST HARTFORD, CT","4","16","9","8","4","17","21","6","8","12","20","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","5cc6253d6bad7d4d85a3784535183a591e1ea9e1a69e5cc531313c5b10711512","0-ab9fd7ed6d3d6d594246df0f5503516dcc4911ed334d7a8ee9a6da81af7479f0","2-bc87a598c15ecbee10277f21561604ab46baaf965253d1022808c38c7a6f224e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"LMAS","Manufacturer Production Lead Time does not reflect additional 12 - 24 month lead time required for long lead items procured through the Advance Procurement contract. MSR drops from 16 to 12 per year starting in FY19.","Marrietta, GA","12","36","24","0","6","36","42","0","6","23","29","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","eb11633861989353c09ca22ccc4688a9fd5e5259d65cddade0736c0e31e5e399","0-2429dfd8d340c04f0eccff56af392c1a34b649cd3f76b7213ef8733cc0571cbe","0-975cb365a865c4271ddc2c7ea44db30c97dd9b49d62252929e581a8b105e32b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Northrop Grumman","","Rancho Bernardo, CA","3","12","6","12","10","21","31","12","6","34","40","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","bbe425b8c245ff7810dcf6fce56dd885db7998e692a32daa66251882bae000ae","0-352421efc5eeda71e63e429981b8f706aae6cc5177ceb7491d7d44a3dd01a818","0-4412fc6e773e724f948d8db0f6fd4ee6ef7d62b113abd622af3a28296b1e30d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
