Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army National Guard","","","60","3.779","4.073","66","","","4.073","66","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","27fc243d9b1eb064c4cbc7a5d0220e5ce5610dfd67bd31e2bf2836641a9161fc","1-d18d6b6d89392c0c0cfc146a20135efddbb16782cac93120de48f428baed5795","1-579b50c9def7314e231b4c3ef4a64e493f3523386febfa3b7fa39868724ddfea","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","19","1.197","1.139","18","","","1.139","18","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","27fc243d9b1eb064c4cbc7a5d0220e5ce5610dfd67bd31e2bf2836641a9161fc","2-a82b5df8a8cc6941fbf74527cba4a164c398fdf6c3b9a59a3f5a3117b9c4587b","1-579b50c9def7314e231b4c3ef4a64e493f3523386febfa3b7fa39868724ddfea","root.record.ItemExhibitList.P5Item"
"Army Active","8761","52.185","1794","10.56","46.65","6817","","","46.65","6817","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a8304bbb5dedf3a279456063a3a5cc7d5ec584b6744451b5a15c7b66b6a03301","0-7485c91b3d823df2839c074b36ba4db44ae87a7a3224603f0fb09da3d87dc1d0","0-da05ef147208f10116780ace57a1757477b6227cef6815e7a4af1d0cabddf549","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","5815","29.23","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a8304bbb5dedf3a279456063a3a5cc7d5ec584b6744451b5a15c7b66b6a03301","1-73ad2924d3af9ed418ef13e26f815a4210148383e3cec1ed633b0270610b1e9a","0-da05ef147208f10116780ace57a1757477b6227cef6815e7a4af1d0cabddf549","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","1236","6.34","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a8304bbb5dedf3a279456063a3a5cc7d5ec584b6744451b5a15c7b66b6a03301","2-ee844b9fc7be90bad8b6b990858e8a9e7299808bd273122c45caa07cf2babc7f","0-da05ef147208f10116780ace57a1757477b6227cef6815e7a4af1d0cabddf549","root.record.ItemExhibitList.P5Item"
"Army Active","33","16.707","55","5.836","6.47","63","","","6.47","63","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a8304bbb5dedf3a279456063a3a5cc7d5ec584b6744451b5a15c7b66b6a03301","0-c9c85bf3b97807f732b7deb60f882642a06e255bd46c5634e27aadf3032c4cb3","1-20f4df46fee9803530a924793884a5bc8baacb8d78d63daf2370416cfc3edc7a","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","5","0.624","0.38","3","","","0.38","3","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a8304bbb5dedf3a279456063a3a5cc7d5ec584b6744451b5a15c7b66b6a03301","1-a98c5b3730e94df298628c6bbbc3c802d937939dcfb14ee52ee0222013bf6e18","1-20f4df46fee9803530a924793884a5bc8baacb8d78d63daf2370416cfc3edc7a","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","1","0.125","2.65","21","","","2.65","21","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a8304bbb5dedf3a279456063a3a5cc7d5ec584b6744451b5a15c7b66b6a03301","2-6ca47e99985b7bd8036be17676effd329eb33b384df5ab71a22e6d59408a7afe","1-20f4df46fee9803530a924793884a5bc8baacb8d78d63daf2370416cfc3edc7a","root.record.ItemExhibitList.P5Item"
"Army Active","","","","","0.1","","","","0.1","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","c10f0e2d994361b95afbaa7b7343228ed9b6407c1c9340f4d82d1aac36acf601","0-b397dc0854b7133f7e481741fbdf534b797c93162673f3323770c8fb29e38c85","0-c30700c46fb8e5c491d4c66645286f603e7811de1fa72c9b6fb519fd627abbcc","root.record.ItemExhibitList.P5Item"
"Army Reserve","15","7.384","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","c10f0e2d994361b95afbaa7b7343228ed9b6407c1c9340f4d82d1aac36acf601","1-a5a0c52ad346d56d70b0be47f3c82f861d8f4e63d3a0113fb7ae76b78ec9f11f","0-c30700c46fb8e5c491d4c66645286f603e7811de1fa72c9b6fb519fd627abbcc","root.record.ItemExhibitList.P5Item"
"Army Active","177","33.625","28","5.889","2.542","11","","","2.542","11","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","25951bdf7b0e3ee21e3bb5f2b346a08de987e124de6548cdce2a29ebee0d9c6e","0-ae020073cfcc10d6058c2eca1453f836905b6a37e3cbbc427a523fb789d647b5","0-4da1781b1c92311838cce161c84283a57dd91e79fe958d48f2424d19362b8883","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","","","6.505","29","","","6.505","29","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","25951bdf7b0e3ee21e3bb5f2b346a08de987e124de6548cdce2a29ebee0d9c6e","1-5007243e713a0d5bc400b4eab08ef403811d23b2158b898c145bb5f3a5953f5a","0-4da1781b1c92311838cce161c84283a57dd91e79fe958d48f2424d19362b8883","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","","","4.303","19","","","4.303","19","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","25951bdf7b0e3ee21e3bb5f2b346a08de987e124de6548cdce2a29ebee0d9c6e","2-d32801eee14ceb92d23a5e40658e04a2a41544c6eeddecb1f0e12601ef270e9e","0-4da1781b1c92311838cce161c84283a57dd91e79fe958d48f2424d19362b8883","root.record.ItemExhibitList.P5Item"
"Army Active","70","12.063","17","3.308","5.181","39","","","5.181","39","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","25951bdf7b0e3ee21e3bb5f2b346a08de987e124de6548cdce2a29ebee0d9c6e","0-f8817220a7df91a0ff2618cb75f56427e2ca0b59abcd952c368877910ce764f2","1-67575e9d41cad952e83419fbbbc739018c66f7aa0340bff8de0c908e4ae0782e","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","33","6.428","4.522","9","","","4.522","9","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","25951bdf7b0e3ee21e3bb5f2b346a08de987e124de6548cdce2a29ebee0d9c6e","1-4634a04c87913fa66fc1eb78e45647e35f5cfe2cbc516309361733044e2726e3","1-67575e9d41cad952e83419fbbbc739018c66f7aa0340bff8de0c908e4ae0782e","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","19","3.698","1.938","8","","","1.938","8","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","25951bdf7b0e3ee21e3bb5f2b346a08de987e124de6548cdce2a29ebee0d9c6e","2-a9985fbece506aa393f2488b96514e1b515e203cdc205378f8b91c844843dabc","1-67575e9d41cad952e83419fbbbc739018c66f7aa0340bff8de0c908e4ae0782e","root.record.ItemExhibitList.P5Item"
"Army Active","130","8.502","53","3.84","5.887","77","","","5.887","77","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","25951bdf7b0e3ee21e3bb5f2b346a08de987e124de6548cdce2a29ebee0d9c6e","0-fd6196035d83035567675d66778266bd5b1a3db2464f0d056d8c105303d85295","2-4befd7c2b96c66242b12fabf18eb1cea0eef8a21714ee914903b18f18f2a1ed2","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","58","4.205","5.349","71","","","5.349","71","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","25951bdf7b0e3ee21e3bb5f2b346a08de987e124de6548cdce2a29ebee0d9c6e","1-462f10f0e265280ec46c48366dbef4ed943c5d417fbe53a6d98008b53294296e","2-4befd7c2b96c66242b12fabf18eb1cea0eef8a21714ee914903b18f18f2a1ed2","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","58","4.205","1.914","26","","","1.914","26","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","25951bdf7b0e3ee21e3bb5f2b346a08de987e124de6548cdce2a29ebee0d9c6e","2-f5f5cbfb33838948dc87275af5b95abd32959df0265fce6939047fba337c20b6","2-4befd7c2b96c66242b12fabf18eb1cea0eef8a21714ee914903b18f18f2a1ed2","root.record.ItemExhibitList.P5Item"
"Army Active","776","4.745","382","9.553","4.101","125","","","4.101","125","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","dc86248f93a4b48744929eacb3ea1cb79430a70150a832ebdf16c108291ca092","0-9d4b45cbc9dad23a7b82512fb67d40f1eced8d846c41d6e9ca1b8efa862330a7","0-eb64e77ae86cc24ab8cf9578ba3ff9ce75a4c5e1d2155fdff9c32eba54e354cf","root.record.ItemExhibitList.P5Item"
"Army National Guard","341","4.606","412","3.633","1.758","85","","","1.758","85","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","dc86248f93a4b48744929eacb3ea1cb79430a70150a832ebdf16c108291ca092","1-497cd90d3927180371ccb523f8c75bf21148b661ec80f93aa55656bbbebf540a","0-eb64e77ae86cc24ab8cf9578ba3ff9ce75a4c5e1d2155fdff9c32eba54e354cf","root.record.ItemExhibitList.P5Item"
"Army Reserve","222","3.131","24","0.907","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","dc86248f93a4b48744929eacb3ea1cb79430a70150a832ebdf16c108291ca092","2-f50f13e0fa5a7746398592b23810798a3cf6b6d717c716393a963ca56efc2450","0-eb64e77ae86cc24ab8cf9578ba3ff9ce75a4c5e1d2155fdff9c32eba54e354cf","root.record.ItemExhibitList.P5Item"
"Army Active","","","3","2.119","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6c94c3bf25ed83752db3e27c023444ffb52c6b8a7bee54696a1bd2bee0a1e0e7","0-08f8dea359ba19351818f0cb039e5248536e39d0ad467f546a03958d28e031d8","0-1949991cd7a5f954d432e159cb2fa4a50e61839e66910a25e63fa0d1db03859c","root.record.ItemExhibitList.P5Item"
"Army Reserve","20","16","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6c94c3bf25ed83752db3e27c023444ffb52c6b8a7bee54696a1bd2bee0a1e0e7","1-9660936ed8e2b0331249b04ecc357e7ff81cc8c01110a2f2dd740d04eb1d4541","0-1949991cd7a5f954d432e159cb2fa4a50e61839e66910a25e63fa0d1db03859c","root.record.ItemExhibitList.P5Item"
"Army Active","202","22.859","63","11.744","17","150","","","17","150","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6c94c3bf25ed83752db3e27c023444ffb52c6b8a7bee54696a1bd2bee0a1e0e7","0-2f067cac71f3d699e210be77c2cced3952a9cbf098713b85296bc891d5f2e3eb","1-49feebc6fce561139dae8c6174fe2a27d6e0cee6b72efebd1f6628e0a4106167","root.record.ItemExhibitList.P5Item"
"Army National Guard","218","24.346","64","11.744","17","150","","","17","150","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6c94c3bf25ed83752db3e27c023444ffb52c6b8a7bee54696a1bd2bee0a1e0e7","1-104e88bb3e20d19c18e4cc41f4b766a234085ca84694df1aa11b4fc02fd2e2d4","1-49feebc6fce561139dae8c6174fe2a27d6e0cee6b72efebd1f6628e0a4106167","root.record.ItemExhibitList.P5Item"
"Army Active","50","5.838","22","3.472","5.873","46","","","5.873","46","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6c94c3bf25ed83752db3e27c023444ffb52c6b8a7bee54696a1bd2bee0a1e0e7","0-221d5e3097a3a59005e596b76aec4fdfbf4475d708538c982c2fed8c6cd55f55","2-63c895008bf78851042c5e8e12f24c794201cdc46d5f26ca48197a83d4c6dbcc","root.record.ItemExhibitList.P5Item"
"Army National Guard","28","3.182","48","7.611","19.086","149","","","19.086","149","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6c94c3bf25ed83752db3e27c023444ffb52c6b8a7bee54696a1bd2bee0a1e0e7","1-91a9f33a189b058069af43c4ac9b9f1c356a0c454359544057de9ec58d7f7178","2-63c895008bf78851042c5e8e12f24c794201cdc46d5f26ca48197a83d4c6dbcc","root.record.ItemExhibitList.P5Item"
"Army Reserve","28","3.182","11","1.695","1.653","13","","","1.653","13","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6c94c3bf25ed83752db3e27c023444ffb52c6b8a7bee54696a1bd2bee0a1e0e7","2-4a8e1ddfea24473cdaecc52febff008ecfd5fd052af3dfde70d56694fffa0e0a","2-63c895008bf78851042c5e8e12f24c794201cdc46d5f26ca48197a83d4c6dbcc","root.record.ItemExhibitList.P5Item"
"Army Active","703","33.294","1041","16.191","11.847","1508","","","11.847","1508","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","1b996a7616e7ea91476c7bc5d08aec581f2fc640f92ac2b62c1b6f66e7f127cf","0-fa95d01da2fd720379edf832dfe9fe38d8c446019c4cccf6e4f7406ce4993316","0-4a50845a47ea1cce512451afbd5c1f5f31090f430736542ba2b83ee0378603b3","root.record.ItemExhibitList.P5Item"
"Army National Guard","234","6.67","273","5.61","6.735","1315","","","6.735","1315","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","1b996a7616e7ea91476c7bc5d08aec581f2fc640f92ac2b62c1b6f66e7f127cf","1-11ebf4b86fac6cc968fec370ebf7cc72059c6362c1fe8ff95e19a54a867babb7","0-4a50845a47ea1cce512451afbd5c1f5f31090f430736542ba2b83ee0378603b3","root.record.ItemExhibitList.P5Item"
"Army Reserve","309","10.528","624","12.3","3.46","435","","","3.46","435","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","1b996a7616e7ea91476c7bc5d08aec581f2fc640f92ac2b62c1b6f66e7f127cf","2-e523bd38dddd38d8bbde11700410744f517274b39f158dcf45a1e483e4307b5b","0-4a50845a47ea1cce512451afbd5c1f5f31090f430736542ba2b83ee0378603b3","root.record.ItemExhibitList.P5Item"
"Army Active","60","17.969","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","1b996a7616e7ea91476c7bc5d08aec581f2fc640f92ac2b62c1b6f66e7f127cf","0-914e6f9463d9d3bcf39decc0e237f1063c54b68ca7586cbd8105f9d1b7f1f76b","1-2ba1acacab77a12bf3c4f2c35e8826dec1da407e37bd5ef7d7f8869e714ca51f","root.record.ItemExhibitList.P5Item"
"Army Active","","","17","6.573","12.514","37","","","12.514","37","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","4b3c622f6c7cb3fea52818e6710ae156fbcc70b6e16f37b1a605db76008dd142","0-bfcbbad54c7a78dfd1d93f2b969bc8ed3694cda6f38a360f555e6d495bdf97f7","0-4407ef0b746156d872500616601241e905815573a9ff30f9a50d17c5a96e47ca","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","34","13.967","22.804","51","","","22.804","51","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","4b3c622f6c7cb3fea52818e6710ae156fbcc70b6e16f37b1a605db76008dd142","1-8d6c1d333c96260274256b5be5b273361708f2b02aa1c4bca4d64769fde35e0b","0-4407ef0b746156d872500616601241e905815573a9ff30f9a50d17c5a96e47ca","root.record.ItemExhibitList.P5Item"
"Army Active","","","","","17.992","11","","","17.992","11","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","9251ec33903546775518b14eb2f1473fe0af4a1657a6fae7155ee4166c255afa","0-493a2b7797e4dbbdc34ae7aed5183c76722ca2f411e6a52acc06ee2864d9d52e","0-6f82c3f4d2ce5737911855188f9f41f9675c70fb9e90809e7657c1f774a1bf53","root.record.ItemExhibitList.P5Item"
"Army Active","8","2.826","2","5.929","4.159","","","","4.159","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","9251ec33903546775518b14eb2f1473fe0af4a1657a6fae7155ee4166c255afa","0-be7f5e950b9dc2c6e05abe3377e96e17c783570535b45b344a61f93784fe52a3","1-891ac197e5455076f2653c286b18386bfd6b5c9d0822cb0c58bd0b262c0c893f","root.record.ItemExhibitList.P5Item"
"Army Active","","","","","6.9","6","","","6.9","6","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","0-70becee73bfad9fa252ce6a97d352e947dc1b11099ab7933f7f1912261894196","1-d9c609f1da2f5e67360b6b4762f7994d2bcf1e9adb0aa180624a63902a481772","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","","","6.9","6","","","6.9","6","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","1-c7d4da44d5db292c3308f6c85928492629ffdf4d5b921445ea4de046ef2a00c7","1-d9c609f1da2f5e67360b6b4762f7994d2bcf1e9adb0aa180624a63902a481772","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","","","1.2","1","","","1.2","1","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","2-1a035eb24e1790beb4a4c3cc1e7852b15c2f082e246cb3a8b55c5a29c9e6010a","1-d9c609f1da2f5e67360b6b4762f7994d2bcf1e9adb0aa180624a63902a481772","root.record.ItemExhibitList.P5Item"
"Army Active","","","","","1.772","4","","","1.772","4","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","0-27d4995adffc7ad4b81718feefce36f32bd659cda90cda9757ce2c5f7476960f","2-4ea50b00c358ddacb1212078e3a5409632f24723bd98ad5d1cd1e6545fed8fa6","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","","","2.255","5","","","2.255","5","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","1-3228981925477da45a921911e6e9c518c6e055bafc7500a90eb0fc7f1ca0c512","2-4ea50b00c358ddacb1212078e3a5409632f24723bd98ad5d1cd1e6545fed8fa6","root.record.ItemExhibitList.P5Item"
"Army Active","49","6.217","9","1.076","0.4","3","","","0.4","3","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","0-f5de8aac7f0594e849d66720f8c965b11d90ff6245017e1b0c8edf4fa6a47bfb","3-72bfb2690b419909e74d9eafa4547f2fee9f4ba80eec87c60dd78f9edf45d829","root.record.ItemExhibitList.P5Item"
"Army National Guard","62","7.858","11","1.329","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","1-fb1f7478170f7132b0143ed5c5b4bd69186d59100a86b7b761be15af897c78ca","3-72bfb2690b419909e74d9eafa4547f2fee9f4ba80eec87c60dd78f9edf45d829","root.record.ItemExhibitList.P5Item"
"Army Reserve","34","4.307","4","0.518","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","2-4aedb23b62a7172dec7f2013e631de08d06990304b443d31db4e8c8abf981f25","3-72bfb2690b419909e74d9eafa4547f2fee9f4ba80eec87c60dd78f9edf45d829","root.record.ItemExhibitList.P5Item"
"Army Reserve","168","11.396","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","0-cafe0a923e646ee9d77cd97608750395287a8f7705118bcb4f61ce057d96d193","4-490625654ff9a065aba26e86d7cb8982c49b0ff47e5b3bb25f71812ba5736883","root.record.ItemExhibitList.P5Item"
"Army Active","10","2.337","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","0-4cd7dab1b39ae4e85ed1802302e90e29f865806eb295b09242a184a5565944ac","5-a59f0acb3332856d68a75d72f73f0e3eb6f6d2af05c70f2cc2336f57a2370ca9","root.record.ItemExhibitList.P5Item"
"Army National Guard","28","6.545","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","1-02c42bcc86ee7922b315c11b0e58cb1091751523d31ef63e799f7c8554cb13c6","5-a59f0acb3332856d68a75d72f73f0e3eb6f6d2af05c70f2cc2336f57a2370ca9","root.record.ItemExhibitList.P5Item"
