Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"Logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.237","0.237","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","0-0df0dd5464b04c212c126e5625add0a8dac0cc6f4e1d2bf8bcca5f4b81387c83","","","1-e03259f70a2b0945e156bfe9d2b8654d3b27d07bac09e5e9c3d1e167787fd570","root.record.ItemExhibitList.P5Item"
"JSAM RW - Config Mgmt/Tech Manuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.492","0.22","0.57","0.57","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","0-087fcc429982d8b576b45ff4d3d90f97cc7b8ae893cbf896fd07469aed7b5d0c","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"JSAM RW - Logistics Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.64","0.413","0.4","0.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","1-8313e7852b50b841d3c0dc32f3cec044613a13214b4bce288b8597ecdc5dc29d","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"JSAM TA - Initial Spares/ Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.925","2.471","2.471","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","2-d704b0597941e913a7bccf6329f49649fdcd0cea93844af566fc06b7e045200b","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"JSAM TA - New Equipment Training/ Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2.3","0.656","0.656","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","3-48636b775bd9a1e4c1c8629ee2a227f71b661ac82829ceac20863e2c554e0ce5","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"JSAM SA M69- Training and Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.009","3.086","3.945","3.945","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","4-eb25f13fc4f19804b76b338fa357480294e4a18b09bbe293d23bf59bb680f7a9","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"JSAM RW - NET Training/Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.905","0.743","1.371","1.371","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","5-4711504de541a2419ea4e360078a3cd1084d6e5168fc5036396c6ef181c242c9","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"JSAM RW - Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.105","0.7","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","6-27cfbe886524b05e15fdeccc6dc565da2f2c3f13e485b3104f04fb8a51e9bfa7","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"JSAM RW - Initial Spares/Fielding Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62","3.42","3.519","3.519","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","7-82e698673b7f186b5eb83f1d44a248a5a29ac13c8617da0dc12cf27f25b20c73","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"JSAM SA M69 - New Equipment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.293","1.465","1.947","1.947","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","8-b8567c168b707368842d455207467895414e1eee97fe69e69e5f9919facacab1","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"JSAM SA M69 - Initial Spares/Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07","0.143","0.144","0.144","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","9-1536dec2a99d9676e64d61a7e30ba8c7e4b62e625b7b4158352b1b16043c6258","","","3-7e7fcbeda4effd52e06de38392b1d0101286f4767ac8e770e3d3efc68368e3c1","root.record.ItemExhibitList.P5Item"
"Spares","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.034","0.008","0.07","0.07","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","0-cb72d23caa9b7b34605823c988de364117051ff2b1ec8c7900af3699a4a6cdab","","","6-c86ea0b0cc42c5e0785bfdf5934370d9a8af30e9de8fb620f3edc3c43e20ba46","root.record.ItemExhibitList.P5Item"
"Technical Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.542","0.075","0.08","0.08","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","1-b6f9c501bb77c4ab767e99d2987dab776d797270ba0c8990be00e7a0e1bba7d8","","","6-c86ea0b0cc42c5e0785bfdf5934370d9a8af30e9de8fb620f3edc3c43e20ba46","root.record.ItemExhibitList.P5Item"
"Care of Supplies in Storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.181","2.748","1.833","1.833","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","0-f398394d9acef4715614a06fc6a02b0183cc470d579494b7a6f0dd6c83fe7a44","","","7-30ec468c772bdd60ed9a09e9edce0d354180ccbbe3f1d954651f5bb48f6adf2c","root.record.ItemExhibitList.P5Item"
"Integrated Logistics Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.904","0.52","0.909","0.909","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","1-b4795f10ff448b37aad13067f5e80373b4b96138cdc31d71ed904bf7ce946b16","","","7-30ec468c772bdd60ed9a09e9edce0d354180ccbbe3f1d954651f5bb48f6adf2c","root.record.ItemExhibitList.P5Item"
"New Equipment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.197","1.21","1.004","1.004","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","2-542320fdbc651f4f6a0caf47a233787d146bc8dbec778113ddc02b3d2d6f24d4","","","7-30ec468c772bdd60ed9a09e9edce0d354180ccbbe3f1d954651f5bb48f6adf2c","root.record.ItemExhibitList.P5Item"
"DFoS CIDAS Transportation and Shipping","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.1","0.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","0-1bb989e371c4ffe59f1b78ab2b4779757bc61cd92e07145585490f74104e3556","","","8-0490dbefb1faaf3b3ad8c71d09bfcfd1e70177c80bdbf3e3fd24933990b9ee7b","root.record.ItemExhibitList.P5Item"
"DFoS JSEW Contract Delivery Requirements","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.005","0.065","0.15","0.15","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","0ab97baf3d84379efa13e4450244c73eaad3cc18adf56139d9d0a4d90c700d57","1-7a5b89458fef0c39f05dda8b453b0b1556ea84cc1d28c0858c3124a789527c22","","","8-0490dbefb1faaf3b3ad8c71d09bfcfd1e70177c80bdbf3e3fd24933990b9ee7b","root.record.ItemExhibitList.P5Item"
"JPD-I - Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.15","0.63","0.63","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","0-3380545925972ab1db04cc5d6a435ab49ee8c21b9a66576ced68f9aadccb310f","","","3-384bd762c5b517138abd28ed305bfad36f896d5517a8225f5cf0ac7502f0852b","root.record.ItemExhibitList.P5Item"
"BSV - Contractor Logistics Support (CLS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","0-3f7e0355469f30a4a68dbc46c86211cff315f5785435da3b5a2a18c25f7fed5b","","","8-1f8c9bd45b4721c721b6ddf24f529abd3b24cbb4b5a01aec503c5dba2f843810","root.record.ItemExhibitList.P5Item"
"BSV - Infrastructure","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","1-8166933a1fe33dec897b6f17abe965b102ef61c3cc337e8ba2c92575d48cba76","","","8-1f8c9bd45b4721c721b6ddf24f529abd3b24cbb4b5a01aec503c5dba2f843810","root.record.ItemExhibitList.P5Item"
"CBRN DRS MC CLS Contractor Logistics Support (FLIR)","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.062","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","0-97a12224c30aacf935db72c585f2df35bc48b0b1864fdad978846c588d5a98ec","","","13-2d495b0a9b94cd04e6c0e4d7ce3a7c699e856f9355539b73cd422549ce91a6d4","root.record.ItemExhibitList.P5Item"
"CBRN DRS Logistics/Sustainment Support (PBA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","2.5","2.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","1-ed5ed5acb25f733ff8eda7d4209c63c84fdd046df5b1ffbaa14515c6af952ab9","","","13-2d495b0a9b94cd04e6c0e4d7ce3a7c699e856f9355539b73cd422549ce91a6d4","root.record.ItemExhibitList.P5Item"
"CBRN DRS Logistics Support (TBD)","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.555","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","2-df35caccaada31f7188dfaf082413d4572ff0c8f728a038d50bd63c5944e6ccb","","","13-2d495b0a9b94cd04e6c0e4d7ce3a7c699e856f9355539b73cd422549ce91a6d4","root.record.ItemExhibitList.P5Item"
"CBRN DRS Contractor Logistics Support (CACI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.8","0.72","0.72","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","3-4578183558d4ea0c6678fb617587e5a8d37ea6aa92174722922ed7653c645877","","","13-2d495b0a9b94cd04e6c0e4d7ce3a7c699e856f9355539b73cd422549ce91a6d4","root.record.ItemExhibitList.P5Item"
"NGDS 1 - Contractor Logistic Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.092","0.092","0.092","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","0-7b2426b36b96ed3984abfb46e07d1462274e9380eb8f2b10c6a59a8564d5b5b1","","","14-0fde7da86fac2800ea869a9e351af9a24132dd241ef0730dc42c7018ec674c59","root.record.ItemExhibitList.P5Item"
"NGDS 1 - Logistics Program Implementation and Initial Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.233","0.233","0.013","0.013","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","1-5b164e65234fbedfcadee2834d358e3e22d8680feec72811e94d77823b4dd55c","","","14-0fde7da86fac2800ea869a9e351af9a24132dd241ef0730dc42c7018ec674c59","root.record.ItemExhibitList.P5Item"
"EMBD Logistics Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1.5","1.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","7a7dd878020bfdb0e8786a12a750b2c107fa9e0ce6bc39d466d481d7444dbad9","0-7294dcbc58623f06e525cd987bcd6a8fd4f149004ce4145636ce00b657f10799","","","21-270a47ef1a9b4ecee75936d7b23c38717d946546227017cdb3d67e68cba16a10","root.record.ItemExhibitList.P5Item"
"Logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.237","0.237","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","0-3a51f5e640e8aa67e7eb188c4c21b4e3fae54547ba3584ee4316573ce5f0ff68","","","1-b42efb1a1d2a4fafcd61c88cc0e50a75db65470115a6eb8da40c8a0a43665842","root.record.ItemExhibitList.P5Item"
"JSAM RW - Config Mgmt/Tech Manuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.492","0.22","0.57","0.57","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","0-8179fa968ca28278169d0037ef4924f2ac70ca9bd4313ca8d6631aaa6574d152","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
"JSAM RW - Logistics Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.64","0.413","0.4","0.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","1-bc95d29c961087728b17a66bd8c1eb8e30e26696c01a794e457c6bb8ad68782d","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
"JSAM TA - Initial Spares/ Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.925","2.471","2.471","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","2-f69fa214c64c31e3fa71c1a9f3a83c92e89aa6c86043918d080ca0cfe510f571","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
"JSAM TA - New Equipment Training/ Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2.3","0.656","0.656","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","3-c39519ae7db33ace0309a37497e4b26f9159c5f7b2962a66adef515212ea65e9","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
"JSAM SA M69- Training and Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.009","3.086","3.945","3.945","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","4-44e798489a69133d6f745a449cb3eefec9eea649f580fc687705ea2bf2aba0fb","","","3-564367b9d975437ca954945ecf0b432bd9426fc31a2657a3e5c2f367595ff94e","root.record.ItemExhibitList.P5Item"
