Name_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ModsOutYearDelta_Quantity_BudgetYearTwo_val,ModsOutYearDelta_Quantity_BudgetYearThree_val,ModsOutYearDelta_Quantity_BudgetYearFour_val,ModsOutYearDelta_Quantity_BudgetYearFive_val,ModsOutYearDelta_Cost_BudgetYearTwo_val,ModsOutYearDelta_Cost_BudgetYearThree_val,ModsOutYearDelta_Cost_BudgetYearFour_val,ModsOutYearDelta_Cost_BudgetYearFive_val,@PARENTROWID,@PARENT
"Air National Guard","71","31","31","31","0","0","0","0","0","0.499","0.329","0.335","0.335","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","1d3316a89d7c8ae60d8e9f93863503a5b6ba4d385d51275985c31d40e9775c3e","1-3caee3d7f28d6c5cb15f6e1336b112b11cd34be83c519f69ba6f821376152afb","","","","","","","","","6747-75b2ed1100a62ccab73ab507497bad936c414b50ad704dfc525dd848127c072f","root"
"Air Force Reserve","21","11","11","11","0","0","0","0","0","0.128","0.114","0.116","0.116","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","1d3316a89d7c8ae60d8e9f93863503a5b6ba4d385d51275985c31d40e9775c3e","2-368d6eb2d9f093b2274c5ba9235019bcbad288c8654786a1eec919e897044d78","","","","","","","","","6747-75b2ed1100a62ccab73ab507497bad936c414b50ad704dfc525dd848127c072f","root"
"Air Force Active","6","475","1","77","0","0","0","0","76","6.433","60.498","1.06","25.94","1.335","11.162","8.758","8.203","24.88","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","505e2570d55ee4974c263d8c946202555c4ff82c14a7d3c3251133105fadc5af","0-9d9151620f7fcd4c9f7716246b027b1f8b9eaa2d4cac8654ee5a7e0859c89d00","","","","","","","","","6748-bbdfb31ccb23c287e39512f73ec1742971cc7e8663d77498fc1183d2e69a4991","root"
"Air National Guard","0","0","8","8","0","0","0","0","0","0","0","0.104","0.104","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","505e2570d55ee4974c263d8c946202555c4ff82c14a7d3c3251133105fadc5af","1-1dd9dfe815d1e6a099f08a64625e077c4a0f1266cea5f035e826390a4daa9d72","","","","","","","","","6748-bbdfb31ccb23c287e39512f73ec1742971cc7e8663d77498fc1183d2e69a4991","root"
"Air Force Reserve","0","0","5","5","0","0","0","0","0","0","0","0.066","0.066","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","505e2570d55ee4974c263d8c946202555c4ff82c14a7d3c3251133105fadc5af","2-d59316d430210ba3c444b7bf1e874c1db9cb0fb190c9142be9e7f28c3c3e826e","","","","","","","","","6748-bbdfb31ccb23c287e39512f73ec1742971cc7e8663d77498fc1183d2e69a4991","root"
"Air Force Active","19","26","26","26","24","27","22","23","0","6.28","8.629","86.024","86.024","10.025","8.276","8.695","18.775","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","2db5c881c99a9172dc15cfb7fc5dc14b1da4f77903170ff986f8563d372a60e9","0-a024d3a357b38148f83920120ee47da7028d274f38c2c7c792cb401363a329f2","","","","","","","","","6749-09d797f919bbc7b06eec96c25e45f358130047cb46136d4a7061e5f9f12bf0bb","root"
"Air National Guard","2","2","7","7","3","5","0","0","0","0.709","0.876","1.887","1.887","1.075","3.85","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","2db5c881c99a9172dc15cfb7fc5dc14b1da4f77903170ff986f8563d372a60e9","1-dcf6140d9dc83fdb27209ab030498b53e53241eea443fae64bf259ff107e10d4","","","","","","","","","6749-09d797f919bbc7b06eec96c25e45f358130047cb46136d4a7061e5f9f12bf0bb","root"
"Air Force Reserve","1","2","1","1","2","0","0","0","0","0.355","0.876","0.387","0.387","0.8","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","2db5c881c99a9172dc15cfb7fc5dc14b1da4f77903170ff986f8563d372a60e9","2-39039eead07ca94748a5de8a9525c7619b1c57b41db5c2296a466113e9a39f52","","","","","","","","","6749-09d797f919bbc7b06eec96c25e45f358130047cb46136d4a7061e5f9f12bf0bb","root"
"Air Force Active","0","1","0","1","0","0","0","0","1","6.852","21.587","16.066","44.866","14.543","14.652","10.883","11.176","28.8","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","f3f41a16b6c3c720ee0657bac6a5517eb0212e89894c625a2af9fcd1369cf0dc","0-2076bf6eb340654df1b68f5f7f61b3a12d305fe501da681c9b7252642e624b46","","","","","","","","","6750-5611c6dfa01314826639d197d415d91360564b5da92856de82ef499e9d7b007b","root"
"Air National Guard","0","0","0","0","0","0","0","0","0","0","0.847","0.86","0.86","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","f3f41a16b6c3c720ee0657bac6a5517eb0212e89894c625a2af9fcd1369cf0dc","1-11e0111235dae6baa2ed056cc2a57e5f8945a6f516b05786b11b78da969a2d76","","","","","","","","","6750-5611c6dfa01314826639d197d415d91360564b5da92856de82ef499e9d7b007b","root"
"Air Force Reserve","0","0","0","0","0","0","0","0","0","0","0.104","0.105","0.105","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","f3f41a16b6c3c720ee0657bac6a5517eb0212e89894c625a2af9fcd1369cf0dc","2-27426397f320de94441e14a68bcc4786e44e4ac0cd6755f7e02c4b0d332cda25","","","","","","","","","6750-5611c6dfa01314826639d197d415d91360564b5da92856de82ef499e9d7b007b","root"
"Air Force Active","4","7","3665","3680","0","0","0","0","15","28.668","138.407","24.005","52.06","0","0","0","0","28.055","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5bd1e0082a0f523eb3bf4c42ac952512e2510003eaf2e27716f311a3e837f552","0-6ee3d29119252488df16c75ecbcc3d1ecdfeb72d7e4a0514170040d93a605da6","","","","","","","","","6753-0e70b7bf30a62d9337f3170e9bd791058924d99af2413ba9900452952fae57a1","root"
"Air National Guard","4","2","0","0","0","0","0","0","0","1.511","0.766","0","0","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5bd1e0082a0f523eb3bf4c42ac952512e2510003eaf2e27716f311a3e837f552","1-66770b04c547caafb7839abec793f26b87a9748331bd1b7e09cbffa7217cbb54","","","","","","","","","6753-0e70b7bf30a62d9337f3170e9bd791058924d99af2413ba9900452952fae57a1","root"
"Air Force Reserve","1","0","0","0","0","0","0","0","0","0.378","0","0","0","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5bd1e0082a0f523eb3bf4c42ac952512e2510003eaf2e27716f311a3e837f552","2-370ea50d79e57f7126f0b45886876dc7cdd7c4cb49e55f7e9aa8b2fcc864ba25","","","","","","","","","6753-0e70b7bf30a62d9337f3170e9bd791058924d99af2413ba9900452952fae57a1","root"
"Air Force Active","0","0","0","0","","","","","0","229.955","177.023","433.99","435.99","128.537","130.886","133.207","135.577","2","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","1babd2097ad555ca38be5d33dac69cb8528c297c6c3234087e367c609c10cee5","0-0d3bced451323ed79fb9c4a9b07943333158d6441487111e70df6f7c2ced454e","","","","","","","","","6755-ed8f9dabb8f24a1525253635bd8ea6fb3d484273bba0878d8db049c4a1fdcc78","root"
"Air National Guard","0","0","0","0","","","","","0","7.5","10.6","14.3","14.3","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","1babd2097ad555ca38be5d33dac69cb8528c297c6c3234087e367c609c10cee5","1-8fe84e98edd336d66102930e539a957891dd246902ba8fd918f5c7efeb805d4a","","","","","","","","","6755-ed8f9dabb8f24a1525253635bd8ea6fb3d484273bba0878d8db049c4a1fdcc78","root"
"Air Force Reserve","0","0","0","0","","","","","0","0","0","0","0","","","","","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","1babd2097ad555ca38be5d33dac69cb8528c297c6c3234087e367c609c10cee5","2-04220931e2452b67effdf3fec9cca08317a712b4fca681ba91f3ce3d909540c6","","","","","","","","","6755-ed8f9dabb8f24a1525253635bd8ea6fb3d484273bba0878d8db049c4a1fdcc78","root"
"Air Force Active","320","258","168","338","0","0","0","0","170","53.83","46.477","41.106","75.786","16.14","26.817","25.399","24.494","34.68","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","80535fc2919c9e41625e61e00b6faf0d47b0163dc83010c2b05aebd93b349beb","0-bfb7ed9dd4a03732992b05c2913a346f524d2a46448f8922757b9a32be7bbaf3","","","","","","","","","6758-395d36a777676ddad23278769e506ddaa3c5f0422d2aeea606d32b95ce654402","root"
"Air National Guard","0","31","2","2","34","52","25","42","0","0","4.001","0.097","0.097","5.104","5.247","5.047","4.56","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","80535fc2919c9e41625e61e00b6faf0d47b0163dc83010c2b05aebd93b349beb","1-365cd25adafab73fcd779f818883832b412842116ad6112cd4543ac73a0a46d6","","","","","","","","","6758-395d36a777676ddad23278769e506ddaa3c5f0422d2aeea606d32b95ce654402","root"
"Air Force Reserve","19","12","13","13","9","17","13","23","0","3.002","1.785","1.8","1.8","1.844","1.885","1.933","1.939","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","80535fc2919c9e41625e61e00b6faf0d47b0163dc83010c2b05aebd93b349beb","2-5c5d6abee80df1f22980c068b9ccd327006ab5590d623b6e4e89a5f3bd5b9849","","","","","","","","","6758-395d36a777676ddad23278769e506ddaa3c5f0422d2aeea606d32b95ce654402","root"
"Air Force Active","146","164","119","278","0","0","0","0","159","17.663","16.52","9.178","33.858","0","0","0","0","24.68","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","cdb5e78111fcbddde0e07c31f16435e03aa1cc568d3c7aa80afca1c2f372219f","0-f763533275b44d9eaf91d21c2be6830e84034d247b7cea14526edd6e2d43457b","","","","","","","","","6760-0bc64001d62d5353200d7aaafdb061a6df185696cb14b5c50438721ea836e214","root"
"Air National Guard","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","cdb5e78111fcbddde0e07c31f16435e03aa1cc568d3c7aa80afca1c2f372219f","1-8dba8971c647778e9029de447036a96f690ce23c01f94b436f0ea2f57651ec9f","","","","","","","","","6760-0bc64001d62d5353200d7aaafdb061a6df185696cb14b5c50438721ea836e214","root"
"Air Force Reserve","31","30","27","27","21","45664","31","45","0","2.817","2.394","2.359","2.359","2.415","2.255","2.519","2.549","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","cdb5e78111fcbddde0e07c31f16435e03aa1cc568d3c7aa80afca1c2f372219f","2-7b908c901ca39a13e88c00adf84bddb4f4a9f502a3773bdbfd2574129044cb71","","","","","","","","","6760-0bc64001d62d5353200d7aaafdb061a6df185696cb14b5c50438721ea836e214","root"
"Air Force Active","205","88","107","138","0","0","0","0","31","61.194","14.366","37.221","46.902","2.38","12.216","9.774","9.229","9.68","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","1c923a46ab86b8e6ff88b01e685eaed58436c1ac5a037a8f06ab8e4cfe47ea80","0-3830f8c26e458407c7df9fc1533e5af3ecb79ff9fe16a41277577db01a382a6e","","","","","","","","","6761-7f99117ef6c3d1f000f46cca8e423a35ade32bd5db78f469b848426110a448a5","root"
"Air National Guard","2","1","1","1","3","3","1","1","0","0.34","0.303","0.303","0.303","0.323","0.323","0.303","0.303","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","1c923a46ab86b8e6ff88b01e685eaed58436c1ac5a037a8f06ab8e4cfe47ea80","1-3e807cfb0a93962ea5c82a3d845c35d80d15f5da7f3010f65915c74f05f02577","","","","","","","","","6761-7f99117ef6c3d1f000f46cca8e423a35ade32bd5db78f469b848426110a448a5","root"
"Air Force Reserve","1","1","1","1","1","1","1","1","0","0.074","0.075","0.075","0.075","0.075","0.075","0.075","0.075","0","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","1c923a46ab86b8e6ff88b01e685eaed58436c1ac5a037a8f06ab8e4cfe47ea80","2-9293bb9023098f6c0e8b0a53a806a5767fb3e6de21f80087429fc4821e0e0b9b","","","","","","","","","6761-7f99117ef6c3d1f000f46cca8e423a35ade32bd5db78f469b848426110a448a5","root"
"Army Active","","","","","","","","","","23","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","27c61983d3c12ab1cd0c292a418c075147c88f7b12d09703ed6bac232b1c1166","0-296593eb3c6e7ea5dd01c06edf45ba05168c348024e5677ef8541a01beb8f6ce","","","","","","","","","6762-30096cf81874b3244ce8ef737479ad0e0dea843bd3d23963fe8c8c6a98c5a1cd","root"
"Army Active","3","3","0","0","2","2","2","1","","41.342","56.336","0.744","0.744","34.269","42.431","41.731","31.257","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2aa95aad14127fd4ec5b3d9a8f74e814c75c18a2c1725cdf6be483a29e8ba2df","0-ad1812b531fa88158c6423f9c3430083a0ab25dcdff86530d3707f908dd793a5","","","","","","","","","6763-5898ed0b21ea8b18fe7d83bfb897acb3532ad670b660752e983a52b874d73bbc","root"
"Army National Guard","","1","","","","","","","","","18.779","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2aa95aad14127fd4ec5b3d9a8f74e814c75c18a2c1725cdf6be483a29e8ba2df","1-364f2226d993342a8784364ce045f69c3652a4049699d0076487253ae1295d93","","","","","","","","","6763-5898ed0b21ea8b18fe7d83bfb897acb3532ad670b660752e983a52b874d73bbc","root"
"Army Active","22","4","6","7","8","13","13","17","1","561.964","88.56","123.513","148.513","175.036","379.504","365.511","501.195","25","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","13c1701a746a107cd2e5fb67b5cff970365e9634f5815f17e3dc5693824dda4c","0-80a7c53f1bc4bb1c4459a441c5a14b4b6818d0975e0c218e6fe9e6155b212a68","","","","","","","","","6764-8f46f507e26a6f1372020288f62bcc3f7761479e3ce21d149065bbc681f26b52","root"
"Army Reserve","","2","","","","","","","","","131.836","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","13c1701a746a107cd2e5fb67b5cff970365e9634f5815f17e3dc5693824dda4c","1-07b244e75d268f7ae199e794f4cacac1af23ba4a1fb571cd543ae810fc29b2aa","","","","","","","","","6764-8f46f507e26a6f1372020288f62bcc3f7761479e3ce21d149065bbc681f26b52","root"
"Army Active","","","","","","","","","","4.678","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","e034f52a6fd8d9f2d0485c8d1692ec885f5f8eed036307410a4874f4a1376fee","0-e85558f2758afd4c7984e6e230d3b062ab00800c45334446e95368a4c217faae","","","","","","","","","6765-0375a1e30552d342ff7cad749a9e790531895cc17ea8abca2a85db1037a0d5d2","root"
"Army Active","97","33","0","6","","","","","6","111.535","47.31","0","11.4","","","","","11.4","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","9f8e7365812ad7d3cc2b0dca3c7dc609682fb2d14b02c990b908927127d30eb5","0-b5d9944602371719cd5a785da2e990a90117a18dd2594ad38214f60bdec53472","","","","","","","","","6766-7d339b7a597a4cfb72ac9dc74c8d4dfb6c9f3861cffb4d6e0bc1d60bc0a665bb","root"
"Army Active","","","","","","","","","","","15","27.114","27.114","2.107","1.982","4.925","5.216","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","587ce49faad9bb50a1480377f5d4a7dad89ea0acd7b1575de671278df26669a7","0-0c0beeb639a0d43e7324cb63c6f17a73978164eb5154d02148b66f16f76478eb","","","","","","","","","6767-0a63e02aa0b74d292a256b3da90f988f87d62a71aeb34d083a4803aa4b1d505b","root"
"Army Active","","","","","","","","","","","74.291","97.781","129.781","33.728","15.829","","2.243","32","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","89eb30975bb2545ae48e1bcae6fe81521ede071ddf8337cd1e9f33292dfaaa3e","0-e08020a107ed98f083634b72adf669911fb91f1654d2e68fabbe7bb292623af6","","","","","","","","","6768-0718be38beca79634d4a09e8f081b518212523645cf4d9e318501e0bfe8b4e94","root"
"Army Active","","","","","","","","","","115.927","102.287","52.274","103.274","35.501","28.171","85.069","63.376","51","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","659dc526cb4bdf9c7290dcb327f232ec241e49e8eebecfed8a50c9cb41e3ec7b","0-9471a53f88e55f644fab320b225f2e423669ae95fc07efa3768f2e241ce54fd6","","","","","","","","","6769-a2e2f014c7f2523eaca955984e0cf498be56595a0541903a8373b579c411bb67","root"
"Army Active","","","","","","","","","","187.883","238.141","104.996","104.996","95.027","85.546","112.579","89.24","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","b716a662ef98bab1c5b683225eb1725608d712a29601f49f6fd4513829c9ebac","0-c3bf6d60213e45bc486b39345053b117daa648263f1ab0081c49aa891ea64877","","","","","","","","","6770-8642171cdfbf59c87bde6135c3336c447576c08fab74d084adaf0ca4edbbeada","root"
"Army Active","","","","","","","","","","102.943","20.166","6.063","6.063","7.582","21.923","13.025","15.697","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c8483cb004eb2e2cf13dd51599f5912e65a94c247fe609bbbe47a239ce5ecad5","0-0d7bb82a3343ee3315c6b308b3754f5a314b99dab9cd24464e98ea8c0229860c","","","","","","","","","6771-aae7461db81ac701ef6c781e2b30886fbb072a19678a7cb6ae85b2a304d02e44","root"
"Army National Guard","","","","","","","","","","","","1.744","1.744","4.203","2.034","2.067","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c8483cb004eb2e2cf13dd51599f5912e65a94c247fe609bbbe47a239ce5ecad5","1-455307524bb10394e87e7187f68a1ba464b5857c9500fb4d132ff9ac1a5ecf06","","","","","","","","","6771-aae7461db81ac701ef6c781e2b30886fbb072a19678a7cb6ae85b2a304d02e44","root"
"Army Active","","","","","","","","","","4.055","5.514","5.573","5.573","5.677","2.95","3.029","3.089","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","9156af017f26f464a842dd0aeb7156987ae03aca5a4ae3e22c27dcc109001bd0","0-a03591f34136932f4af56ebcaf8b3646dbd5d3ca4edb35439443e0b6e80786e2","","","","","","","","","6772-53a9d2e74f3d5c97efd0d257e17abae4aeed4b912271afc4d4fd477275d72cf1","root"
"Army Active","","","","","","","","","","6.793","11.65","7.522","7.522","6.566","8.076","10.532","5.773","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","1b69bacdf37aae82d4845f1f8d123593295a488506a43a1bb57d20b3b72fdcc3","0-a2db7abfbed91e2c9827933ec74b0863d620f13f18cb8d5b11430a56193d2843","","","","","","","","","6773-4106848ea6c95933a23bc8986c529265cb87fe298669497f09df885879202243","root"
"Army Active","26","11","4","10","","","","","6","403.588","117.506","43.326","103.326","","","","","60","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","9c14220b9301703f4ab07a680df3d3089f7302782f598bb32187586769a0587b","0-b1b8a57c48dd44a2e9d52abded45e9a83e99465a3de21d2b328f6c29c9b336a6","","","","","","","","","6774-bc823c591c6eb97c470e80d334bf30909881c5732f07ab9554112660f36d1f86","root"
"Army Active","","","","","","","","","","77.997","51.279","20.448","20.448","3.859","2.632","1.903","1.94","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","53690db4641aa10bcf6fcbfc960db988a860059209c9575112b63a9672f0daef","0-2a99269c059ed788534baaa119f164b1538638efd94d4d8fd2b8284c868aa84f","","","","","","","","","6775-d4c61ec77a77f675a909028bd7388d2ebc442a3e8473865d2db3e56d3d92f4a5","root"
"Army Active","","","","","","","","","","7.758","44.413","9.665","9.665","10.762","5.949","10.695","2.396","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","76fd49fc0f50cb85180904a1da19eaab3a77dd35ebed594f13bea4a9b3dac509","0-acf962119558cda098f69971d6ebd7d14d0b044cc12396ae6e7d8195e358876f","","","","","","","","","6776-26a40d8a4a87283627f84c14e2a0a501bf8972056f44ddce57757393f0fad219","root"
