FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule,RFPIssueDate_val,FundingVehicle_val,OCO_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Month_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Amount_val,@PARENTROWID,@PARENT
"2018","TBS","2018-04","2018-07","1","911.000","false","C","FFP","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-2d3c85d02455f757d9ef2974369be8e86b337e80c2c6b35d4a4cb7464ce062ff","","","","","","","","","","","","","0-a734102b1f2e4946fafbb30a86360482a4a48509f6e029f735435ec30d0f23b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","ACC Orlando, FL","2016-06","2016-08","6","399.330","true","C","CPFF","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","613d3db5b690e83faeabb8edb3de191297ce81a72abc22ac5d15627835aa22a6","0-a9dc8b1b73bb9dbbf4408ee442f760b89b4fbba717e7014348a0091e11a4ba5b","","","","","","","","","","","","","0-654e8686541a63b27c2f2f69b2dcc676554a03771b09f0aafd87e88f10cf8510","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","ACC Orlando, FL","2017-04","2017-06","2","1260.000","true","C","CPFF","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","613d3db5b690e83faeabb8edb3de191297ce81a72abc22ac5d15627835aa22a6","1-1f72dec40a32e472cc4f02dd340de999d787b1f69aaa455e8c857c24592b1025","","","","","","","2015-07","","","","","","0-654e8686541a63b27c2f2f69b2dcc676554a03771b09f0aafd87e88f10cf8510","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","ACC Orlando, FL","2018-06","2018-08","5","578.800","true","C","CPFF","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","613d3db5b690e83faeabb8edb3de191297ce81a72abc22ac5d15627835aa22a6","2-6395e790dba7ea7f354641e21592e33e8e27ba6b75d6e77ca4e87d172cd2cc0f","","","","","","","","","","","","","0-654e8686541a63b27c2f2f69b2dcc676554a03771b09f0aafd87e88f10cf8510","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","DISA","2018-07","2018-08","1.000","1.734","false","C","FP","2018-BASE_PROCUREMENT-2018-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2018.xml","cb724143f0abfe0efbf3f257ad309a0bc339897deef3bfb964f1b0df68fc13d4","0-6d1ad1edb5da9f5431a47d77bd0a3c5b592c0697f5463180908a370b50d6080f","","","","","","","2018-02","","","","","","0-376b3dcee33f925505b754d357db891f428c9596ce30ad349bd8bc7740779ccf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","DISA","2017-07","2017-08","1.000","1.559","false","C","FP","2018-BASE_PROCUREMENT-2018-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2018.xml","cb724143f0abfe0efbf3f257ad309a0bc339897deef3bfb964f1b0df68fc13d4","1-5c98bde080e8906d63fcfb343c319f7207d20d13b0c5a96d305f5c74184ba70d","","","","","","","","","","","","","0-376b3dcee33f925505b754d357db891f428c9596ce30ad349bd8bc7740779ccf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","DISA","2016-07","2016-08","1.000","1.111","false","C","FP","2018-BASE_PROCUREMENT-2018-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2018.xml","cb724143f0abfe0efbf3f257ad309a0bc339897deef3bfb964f1b0df68fc13d4","2-0b248bd67eb5791c8b88ddb5969d96467538850f7a7b40ffd70d6ced5401189f","","","","","","","","","","","","","0-376b3dcee33f925505b754d357db891f428c9596ce30ad349bd8bc7740779ccf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","DISA","2018-07","2018-08","1.000","1.734","false","C","FP","2018-BASE_PROCUREMENT-2018-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2018.xml","14438a636cc9725589e089ff75f7eed9c738b4857befdcdfff859a4fc633801d","0-c79fceba318fc9d4ce2db0adcb5b876052dce23521d4a6ee8dceb09ea381c6ad","","","","","","","2018-02","","","","","","0-0148e2662b6417a3ba5034240cab6c3ee4430e54ee7a4c80a76bbd04b0764598","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","DISA","2017-07","2017-08","1.000","1.559","false","C","FP","2018-BASE_PROCUREMENT-2018-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2018.xml","14438a636cc9725589e089ff75f7eed9c738b4857befdcdfff859a4fc633801d","1-1c381038147d4a8f66db3b5c5ecefe0f7e6deefad79cd6aeda4f9c80221c2ebd","","","","","","","","","","","","","0-0148e2662b6417a3ba5034240cab6c3ee4430e54ee7a4c80a76bbd04b0764598","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","DISA","2016-07","2016-08","1.000","1.111","false","C","FP","2018-BASE_PROCUREMENT-2018-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2018.xml","14438a636cc9725589e089ff75f7eed9c738b4857befdcdfff859a4fc633801d","2-de6a452ab3d82e4809515fc1404543de27e663a6bb1e64fb6e2494fa7d1ebb5c","","","","","","","","","","","","","0-0148e2662b6417a3ba5034240cab6c3ee4430e54ee7a4c80a76bbd04b0764598","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","DISA","2018-07","2018-08","1.000","1.734","false","C","FP","2018-BASE_PROCUREMENT-2018-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2018.xml","21b8480e01085eaff9c78015995e037f416940198c16ef2f140e927f637ec6b0","0-d523d6fecf96c07e67694baeb328d96f2379abba1d109c64c68ad7d7dc3cedfa","","","","","","","2018-02","","","","","","0-c09c0ea66f10391b459fcdd41d5004473bbd80ec188c9caeef05dce101810702","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","DISA","2017-07","2017-08","1.000","1.559","false","C","FP","2018-BASE_PROCUREMENT-2018-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2018.xml","21b8480e01085eaff9c78015995e037f416940198c16ef2f140e927f637ec6b0","1-b62e39144bfbb719613adc86d56cf2328ef6bb0133186c70c66bfdbc973c5700","","","","","","","","","","","","","0-c09c0ea66f10391b459fcdd41d5004473bbd80ec188c9caeef05dce101810702","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","DISA","2016-07","2016-08","1.000","1.111","false","C","FP","2018-BASE_PROCUREMENT-2018-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2018.xml","21b8480e01085eaff9c78015995e037f416940198c16ef2f140e927f637ec6b0","2-6af09bc73a4cdf421b1accd5e111b6a33c7f3854b187d1cc9be00215fedb3591","","","","","","","","","","","","","0-c09c0ea66f10391b459fcdd41d5004473bbd80ec188c9caeef05dce101810702","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AA-CDM","2018-01","2018-04","18","776000.000","false","SS","IDIQ","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6b33798310aba7e5e4d9b877c0eec7513bd32ffc9793262de9670a66a6d39eb3","0-0a44bc698fca19a76b7255db7474c70f1c17897ed2149948d66e382cfd79f6f5","2017-12","","","","","","","","","","","","0-55e2c878ee1e7013693c8f25965d3dd9d89a6f5cc476fce089cb0bd7deb2e484","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","N/A","2017-06","2017-09","619","0.016","true","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","0-437d922b3db89418e5c1c7d7f8f3104a646d0e08f3f62522ac998a970f44a865","2017-02","Air Force","619","","","","Various","","619","2017-09","619","0-8de3da910293c8a621e123cce292ddf6282da020fe413e031bfffb2a9e0b1fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","N/A","2018-06","2018-09","392","0.016","true","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","1-71c4186c6af726047127555f96e4299deec3b0e35496c35c989cc8961b7c3310","","Air Force","392","","","","Various","","392","2018-09","392","0-8de3da910293c8a621e123cce292ddf6282da020fe413e031bfffb2a9e0b1fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","N/A","2019-06","2019-09","348","0.017","true","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","2-6d8a83e60f28e779aadf2733dd7654e92974fe616084813f25e1bf1bba8956e5","","Air Force","348","","","","Various","","348","2019-09","348","0-8de3da910293c8a621e123cce292ddf6282da020fe413e031bfffb2a9e0b1fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AA-CDM","2018-01","2018-04","18","776000.000","false","SS","IDIQ","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","4b4bf8305feca0dd280fd5297ecb38244b27f9db1f72cd91011506c50f14d9a0","0-91b39eda8e9cf49d7b8c0397419dadf867e54bc13769e546f58f3efb2e8dc242","2017-12","","","","","","","","","","","","0-ecfcaf13d882f53a3f347a6ad20731a892000af77f3877f0e5fcf6916f802088","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","N/A","2017-06","2017-09","619","0.016","true","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","0-f144254d3d372ebc86dffc7b7b6b0a4c3dc7d92d7e71ec7985b7880f4241724a","2017-02","Air Force","619","","","","Various","","619","2017-09","619","0-5f0217f029445d6a15818c1712bd3cbe82995a1bc96971a58d3eaf351953142f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","N/A","2018-06","2018-09","392","0.016","true","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","1-861fa9ddaacaf78fe1985e83b7af277a8e9838880fc46c0037330808bb4958ec","","Air Force","392","","","","Various","","392","2018-09","392","0-5f0217f029445d6a15818c1712bd3cbe82995a1bc96971a58d3eaf351953142f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","N/A","2019-06","2019-09","348","0.017","true","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","2-5afc264b5c9fee5aef7dbb75fd4a8f1aa4910b2b8d7a77e03362de4cf2c06a9e","","Air Force","348","","","","Various","","348","2019-09","348","0-5f0217f029445d6a15818c1712bd3cbe82995a1bc96971a58d3eaf351953142f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","ACC-Rock Island, IL","2019-02","2019-03","1","5913","","C","TBD","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","1dad0d6def87e40e5e900fcd8d769dde203ed602536daff3c8c428b55f26c034","0-9b117899b0445b954fad31955a76720a1899d79859290566cc7a81915c36cf67","","","","","","","","","","","","","0-338a061692c3964ccda426b7775489a977323822d06d629640c9468242048234","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","DISA/DITCO","2017-05","2017-07","1","5000","true","C","FFP","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-3d09e5f01f3ebd12b50fa359832eacb1a7bd87557d9b671482ae3cafa3a2360b","","","","","","","","","","","","","0-0e4de376030c6718dd1bfff1c910f0ae8b1fa833623a7209f68e172ec089c3b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","TBS","2018-04","2018-07","1","911","false","C","FFP","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-071bfe72fc20c8883af620ab2eb126b1069c87bc7a572b9d6fdfe532c854005a","","","","","","","","","","","","","0-90fc5ebfa12ae571661a9b3db346eec1d22d87131749e510398534a6175760b1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","TBS","2019-04","2019-07","1","1956","false","C","FFP","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","1-c79990ff25eb5339243bf58ecc3676bdab23c276cb3a8de8a99bd879a9faab6b","","","","","","","","","","","","","0-90fc5ebfa12ae571661a9b3db346eec1d22d87131749e510398534a6175760b1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","Rock Island, IL","2018-10","2019-09","1","2452","false","C","Various","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","76cd21f8f78640c01ef5294e9e647e06af1a0c62c081ebb0f1e92f8f63cfcac1","0-67435951d120460339e28a08e1c6cd7e2caeec0f5b443308deccea299be407a7","","","","","","","","","","","","","0-bdd9d81e9e428019ae0751c3eb3b16a0de569198265d37ba580757b5ef610e82","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","ACC Orlando, FL","2017-04","2017-06","2","1260","true","C","CPFF","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","1d0b02e6570e2975253fdf442e253fb3e971dcc6537280f554af05f8d7e873c0","0-7380f3fc4ba0bee55ef005d4afcd28048e956f3958a5e22a2324a5c8f993fd93","","","","","","","2015-07","","","","","","0-c56edc3dbd2168154d60a28c351397e87f41e1bb682b8232d66abef733941541","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","ACC Orlando, FL","2018-06","2018-08","5","578.80","true","C","CPFF","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","1d0b02e6570e2975253fdf442e253fb3e971dcc6537280f554af05f8d7e873c0","1-24e0f68cf7169ec5bebe1c154ec4ef43e1e4673f4e492f6b17dfbc13435ab0e0","","","","","","","","","","","","","0-c56edc3dbd2168154d60a28c351397e87f41e1bb682b8232d66abef733941541","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","ACC Orland, FL","2018-12","2019-03","2","944","true","C","CPFF","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","1d0b02e6570e2975253fdf442e253fb3e971dcc6537280f554af05f8d7e873c0","2-30278cf03181fd915f3b9da5174597633f94384afdda119d9aa69adc1c293054","","","","","","","","","","","","","0-c56edc3dbd2168154d60a28c351397e87f41e1bb682b8232d66abef733941541","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","DISA","2017-07","2017-08","1.000","0.018","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","0-27a9ee3a89fa304fcb698e00664d0fdd632b3b337b1b1d62d97ad862002f6a44","","","","","","","","","","","","","0-260f7dd5a70eb5135168a3f6b3a61a9461d451dfe68cee388c04aebbabcce6ce","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","DISA","2018-07","2018-08","1.000","1.734","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","1-d058488ab0546b688d5515e4f149d720f8754669fb5473cffa7a95292b3f08d7","","","","","","","2018-02","","","","","","0-260f7dd5a70eb5135168a3f6b3a61a9461d451dfe68cee388c04aebbabcce6ce","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-07","2019-08","1.000","2.780","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","2-616e460e99f0897a2a71bf154ca9f71e6335784c2e95e124c8b3c2b877d9654f","","","","","","","2019-02","","","","","","0-260f7dd5a70eb5135168a3f6b3a61a9461d451dfe68cee388c04aebbabcce6ce","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-07","2019-08","1.000","3.855","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","0-282c2167bfb3f3da370d37959b89dad0967e37c2e51c77d0ec942f122d4f922f","","","","","","","2019-01","","","","","","0-3b113cea35e33f254ab71c94a2ba4950ca8607d769d7947c166c98d01043866b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-02","2019-04","1.000","2.617","","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","0-fffa2b69b770bdfb9088edcd137f33578b55c6b223f23b28d4c4ed21946e54d9","","","","","","","2018-12","","","","","","1-a9829578539078e7f5697f64aa131ddabfca4873bd043b898d754aec66918ad6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-01","2019-03","1.000","1.056","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","0-a05ae5bc3389228c7fd9204d013e3ec4e016853f56ae8d1ea9de15dea6e0591d","","","","","","","2018-10","","","","","","2-17a6e48db3698c1e63512cec9100468792e7cc92ac7b33e914b97f5835f1cb13","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-02","2019-05","1.000","5.500","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","0-34ceeafa4b2c237c5fa6c51503b24834fcc772334bb6121c5e37e1d797bd94ef","","","","","","","2018-11","","","","","","3-4c5a47d810a5b9e1f4e5a77c6aefa6987a3e0e2804754c7d67453b203b6549cd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-07","2019-08","1.000","1.781","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","b2c1971a64941246f3b5e5423528ff562562bd42f5fe86fae0c2bd1e884e93ba","0-778e8c9bed3a851c9c7f1d0e107c3d8d9f0413b38a2da6f3dd48bd3a8d9c5a0a","","","","","","","2019-01","","","","","","0-2fc38c24f0b770e57436b27e8d9c9c69d16fcb3298db4a71b71108d732617e40","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","DISA","2017-07","2017-08","1.000","0.018","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","0-29152b6faf714cbd6d1e143b93de1e1b1e3e3af27ffc880f8d2acbf6e50e208d","","","","","","","","","","","","","0-ed31a50e1a293ab0034e69de10858426740167328dd54ebaadaa10c40bdaafd0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
