Name_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army National Guard","6.382","2.911","4","4","","","","","","140","544","544","161","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","9d67202f9d6e73d34f5ff0f580fbb2b2dd9665172ea72283c6857715ecf02af1","1-d74a5f453283093e0a21e5853b7c182f2d70ff5ba45b429fc4d8dfa1dcbc19f8","0-f6d134721c7861efc8d743a2bdcbd71fe542974a221c0ad8a10c8795d1236147","root.record.ItemExhibitList.P5Item"
"Army Reserve","2.528","0.035","3","3","","","","","","54","270","270","93","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","9d67202f9d6e73d34f5ff0f580fbb2b2dd9665172ea72283c6857715ecf02af1","2-7f041b7229c583ff43765c1c143216f60002f7f4a6cd60412d9fa9a984ef71cd","0-f6d134721c7861efc8d743a2bdcbd71fe542974a221c0ad8a10c8795d1236147","root.record.ItemExhibitList.P5Item"
"Army Active","","3.726","0","39.2","","","","","39.2","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","a71715f7e24d9f7492c911e8e0a7e08a6de5f1dcbc99e248ecf0e489f9512b65","0-ea569a4eb93c540d875d0bd6e49e0be97b0423c15047a3edbdfd962abdcf80d7","0-d5664b6cd3b192512103a7341bacfdc9ff2b37be95fd7584f96a6f0cd9c98d9b","root.record.ItemExhibitList.P5Item"
"Army Active","10.856","5.39","5.875","10.175","","","","","4.3","2000","4554","9554","9237","","","","","5000","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","72744529ef2468aed7085886bbf944d2f1a33cecad715b6820d1f32f4764faf4","0-6b2e2f665377c44d8fe9ff6a0d6bc6c9a3fc536a059ea27b041412102e7a0c9f","0-2d942731b1c76fc67cdc61acf623572794163a58be4fbd6a6c85a9884a5672fa","root.record.ItemExhibitList.P5Item"
"Army Active","32.419","29.169","62.487","64.212","","","","","1.725","1254","3951","4001","1493","","","","","50","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","604ee0de9a60f7602fafbf0013a02ccb04d7a658b1085468a950037d5c7553cc","0-ec1cdb8a1711ba1a8d6e20f099b1b291fd45d19b757c838763f6f99554ba0618","0-249707ad9932e5864d8459bfb4a054302183a85fcb954ac9c1263481789671ff","root.record.ItemExhibitList.P5Item"
"Army National Guard","","9.05","30","30","","","","","","412","1896","1896","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","604ee0de9a60f7602fafbf0013a02ccb04d7a658b1085468a950037d5c7553cc","1-aaa0b32468c2c4065954b9d0973eb7e8570151b5c7c58ad7ac1e88a4ea0fca5c","0-249707ad9932e5864d8459bfb4a054302183a85fcb954ac9c1263481789671ff","root.record.ItemExhibitList.P5Item"
"Army Active","","7.37","15.051","15.051","","","","","","409","11394","11394","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","56129b98da3a5f7fec2b68385b45e6876f61dfaf417c7f1970e4c20e9c456cd2","0-b12052d0d68e7a7b371efc9497f1ec8271fc8ab777768a971915c3f34459b74b","0-892a811ae47c5d1887f236d968332b3fbd583d18d1dbac9f0549addc714d08a6","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","7.267","7.267","","","","","","","5501","5501","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","56129b98da3a5f7fec2b68385b45e6876f61dfaf417c7f1970e4c20e9c456cd2","1-e792d03faafd7eac571632d74cfb907527c3f45723a2d280815f756d5c959a77","0-892a811ae47c5d1887f236d968332b3fbd583d18d1dbac9f0549addc714d08a6","root.record.ItemExhibitList.P5Item"
"Army Active","","3.086","8.456","8.456","","","","","","282","198","198","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","56129b98da3a5f7fec2b68385b45e6876f61dfaf417c7f1970e4c20e9c456cd2","0-9adf76612d22564e5bb8a8e7e0f6d41057d3f45ce85997943ba938bdccc2fb12","1-bcd4b41d3c7cb137df907a94a534af3fb8b3d3f2f0ff9fe44860fbcad497da52","root.record.ItemExhibitList.P5Item"
"Army Active","22.014","","","","","","","","","","","","13049","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","56129b98da3a5f7fec2b68385b45e6876f61dfaf417c7f1970e4c20e9c456cd2","0-5ac36a8bebbfca5d19a0c9c88f807718c2d68f6df9f14b61147d9c9a48acc973","2-8de10dd1969b4c56229fee10c6f1e5dc07cbe5714e3bd6e54c99990a4869e6a8","root.record.ItemExhibitList.P5Item"
"Army Active","53.8","0","0","55.8","","","","","55.8","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","e41b605e0b531556b79b01a5e9962bcc0221a75957f28b7958b56a34d2540fe4","0-b3b4c8bc3d3c412f16651121afeb1ceb31c9aec896d1ef25cb3a7e07e2032a1d","0-d1ab56f13ffd775bfc156a899c2bd69b5248a6a50a0812073a2136bb0d06152f","root.record.ItemExhibitList.P5Item"
"Army Active","10.124","10.877","8.105","9.14","","","","","1.035","68","51","57","45","","","","","6","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2a8ff91abe67395e9aa6193ae99d1a51d9e9e910e22634f686919147edd0b54c","0-4e41c756ec02b0b22b671e3a8b2464ebff5f97aafeb8323fc06d5d05ee85f5ea","0-6bc85c5e899e3c47bfbb70ce1eb260e7d4fa26dface768bc7d92a420209d5e8d","root.record.ItemExhibitList.P5Item"
"Army Active","","","0.315","0.315","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2a8ff91abe67395e9aa6193ae99d1a51d9e9e910e22634f686919147edd0b54c","0-20942d0d88abf629b4aae3ee41728373250916c7e28116fbe5589634e6f430ec","1-2f0e3f100924c79c1a0fcccf7cd682b654b8908b92b87d1fede9beb1ec23778c","root.record.ItemExhibitList.P5Item"
"Army Active","","","2.49","2.49","","","","","","","5","5","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2a8ff91abe67395e9aa6193ae99d1a51d9e9e910e22634f686919147edd0b54c","0-d61b2f7b4042c36d90dc02867428c105f7047a1ac48a3e3034d0a052aaf92900","2-4b4facf6c6fc223d11202229cf3b69fe9b1e32b864898d89a79c4de6123a0bcf","root.record.ItemExhibitList.P5Item"
"Army Active","0.606","0.591","","","","","","","","10","","","10","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2a8ff91abe67395e9aa6193ae99d1a51d9e9e910e22634f686919147edd0b54c","0-e0da48c2af95926873745be436b76f0aa5274a4871aaa670b4113307d850007d","3-08dd199b72811ab8166f715906fe464c127a1c5962c93ec3ed973d6f483b1edf","root.record.ItemExhibitList.P5Item"
"Army National Guard","4.479","4.017","4.587","4.587","","","","","","69","73","73","78","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","2a8ff91abe67395e9aa6193ae99d1a51d9e9e910e22634f686919147edd0b54c","1-e0ace557ab4d827ef3daba67a70635c1e01c593c5668a1f8ce24bd50bca52297","3-08dd199b72811ab8166f715906fe464c127a1c5962c93ec3ed973d6f483b1edf","root.record.ItemExhibitList.P5Item"
"Army Active","6.831","28.44","34.408","34.408","","","","","","2852","5136","5136","577","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c8d20c8b805770b2e293d25b8a2d09657b2464b92973d69a33b8da32b06d5543","0-3d556c44e0510d323eb8020206d49c0131612c810e7b573a2e7c8b8f84af2fc6","0-b3e32abc0f3ae2a088f9e26a91f743e679d3f9cfb399892f9d169fadf0e1499b","root.record.ItemExhibitList.P5Item"
"Army National Guard","7.561","","6.696","6.696","","","","","","","288","288","89","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c8d20c8b805770b2e293d25b8a2d09657b2464b92973d69a33b8da32b06d5543","1-de05d6ac3e5e46bbd868054fb76b295f2ad2513f07a3a4336a5558d3a771d450","0-b3e32abc0f3ae2a088f9e26a91f743e679d3f9cfb399892f9d169fadf0e1499b","root.record.ItemExhibitList.P5Item"
"Army Reserve","2.219","","","","","","","","","","","","199","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c8d20c8b805770b2e293d25b8a2d09657b2464b92973d69a33b8da32b06d5543","2-c0e8966fb126b72f7afcdb25909859879441b86d3bf609f1d1616ee35837f8c9","0-b3e32abc0f3ae2a088f9e26a91f743e679d3f9cfb399892f9d169fadf0e1499b","root.record.ItemExhibitList.P5Item"
"Army Active","4.298","3.883","3.487","5.467","","","","","1.98","73","26","86","118","","","","","60","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c8d20c8b805770b2e293d25b8a2d09657b2464b92973d69a33b8da32b06d5543","0-15912c709b9d2ba60d92254500708f9a058b1f431bb43a6f75ec301e5c231d37","1-8031a945129d09f2b2eda5ed735993e0156d71d5b756a5af468a427237e358eb","root.record.ItemExhibitList.P5Item"
"Army National Guard","","0.264","0.264","0.264","","","","","","2","2","2","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c8d20c8b805770b2e293d25b8a2d09657b2464b92973d69a33b8da32b06d5543","1-4ba76a01ddf8ef06faee01cc5a63c22cf610ef1b1ebc8f49b2d4100aef55cce3","1-8031a945129d09f2b2eda5ed735993e0156d71d5b756a5af468a427237e358eb","root.record.ItemExhibitList.P5Item"
"Army Active","16.079","","","","","","","","","","","","50","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","0-996b2c23632143892192089d3c6dfdbb0a56a5d8c2cd10482b4e8cd09de2e045","0-ab1c40319767ff4ba3f1d041ec2997254c1e64577b325f4b682c5310b77408ab","root.record.ItemExhibitList.P5Item"
"Army National Guard","1.664","0.284","2.687","2.687","","","","","","1","1","1","7","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","1-30cabf72264cfc7813db901a98a1dfffe875f871a9f2ddc3d1dedf5b38aabda6","0-ab1c40319767ff4ba3f1d041ec2997254c1e64577b325f4b682c5310b77408ab","root.record.ItemExhibitList.P5Item"
"Army Reserve","1.188","2.268","2.687","2.687","","","","","","8","1","1","5","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","2-95932cf95139c65b0bbccfc2df348114494dddcabc29a752d2203e60b9f1628f","0-ab1c40319767ff4ba3f1d041ec2997254c1e64577b325f4b682c5310b77408ab","root.record.ItemExhibitList.P5Item"
"Army Active","","","5","5","","","","","","","28","28","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","0-dbf3236e6050c1b57586d9d06d2bdc26e6dc83093584471b31fdc266ed9a0865","1-44e5709ab6f2a0a37fd51343860dcb27ba433e25472c983e7fd47459d4310f66","root.record.ItemExhibitList.P5Item"
"Army National Guard","4.901","3.483","1.747","1.747","","","","","","20","10","10","42","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","1-8409636eb86f4cec16437c2e74d831590bd1f847515be8310dc3f4ef64d57ad2","1-44e5709ab6f2a0a37fd51343860dcb27ba433e25472c983e7fd47459d4310f66","root.record.ItemExhibitList.P5Item"
"Army Reserve","2.267","0.871","","","","","","","","5","","","18","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","2-b029838eb6b352949126395dcade54df1db8e1f1c52e98019a860b995e071c4f","1-44e5709ab6f2a0a37fd51343860dcb27ba433e25472c983e7fd47459d4310f66","root.record.ItemExhibitList.P5Item"
"Army Active","","","1.68","1.68","","","","","","","22","22","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","0-f6d4023fb13dab19588db021cf05889852ed85468fa9ea19a34710d725b72807","2-50ea89c1385957028e8bc0f82f066ed5f1e89e870ecc11bbe638b3824c45955d","root.record.ItemExhibitList.P5Item"
"Army National Guard","5.629","0.405","","","","","","","","5","","","75","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","1-a6121ae018def03597022c1537ac68783e7b5be8ee33c31b2909403324f4ed83","2-50ea89c1385957028e8bc0f82f066ed5f1e89e870ecc11bbe638b3824c45955d","root.record.ItemExhibitList.P5Item"
"Army Reserve","2.06","0.162","","","","","","","","2","","","27","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","2-80373ac0fbd81906a21487f2b69dac0ecf9dbe7ddfabdced8fcf92ca02f0d991","2-50ea89c1385957028e8bc0f82f066ed5f1e89e870ecc11bbe638b3824c45955d","root.record.ItemExhibitList.P5Item"
"Army Active","0.381","1.412","","","","","","","","47","","","14","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","0-51ff5de0be3451434db95d39f93f40efbb94de2ac874e12743a87856075cd1d4","3-2cc3d8232e41b51c08f057ede3e23c76e3573c841543bcec6ed38d7886e792df","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.298","","1.066","1.066","","","","","","","38","38","11","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","1-7bbfec6f90ff1e9d23ab8e23054649e1b4d1bcd25e9ab237ca02719ea0795401","3-2cc3d8232e41b51c08f057ede3e23c76e3573c841543bcec6ed38d7886e792df","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.298","","","","","","","","","","","","11","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","2-ea0d63afbb587c398362a4fc6bc91f8baa138a1656cb3dab87d9eda14614e917","3-2cc3d8232e41b51c08f057ede3e23c76e3573c841543bcec6ed38d7886e792df","root.record.ItemExhibitList.P5Item"
"Army Active","0.249","0.348","0.351","0.351","","","","","","8","8","8","7","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","0-523ec9b7e2516ecb2a4e49b27fe0f83c078427644a5e09cc255da1aa8f834ccd","4-8f243dc2b320335aa2b16af7d693b947c1fd52b47796fa9e73856404568c409b","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.195","","","","","","","","","","","","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","1-0b7860f3747671ff0acecbcc867013b1a537eddd55cabd4286f36bc913f4a821","4-8f243dc2b320335aa2b16af7d693b947c1fd52b47796fa9e73856404568c409b","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.195","","","","","","","","","","","","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","2-a0c6f76b2623ec0e58abf8d40ebb7744e26a3c8a1cb5bd25a6dabe91c8a7b6e9","4-8f243dc2b320335aa2b16af7d693b947c1fd52b47796fa9e73856404568c409b","root.record.ItemExhibitList.P5Item"
"Army Active","0.116","0.326","0.541","0.541","","","","","","14","21","21","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","0-46c0b78fbecfa617558c466c2db02b384148a5849185f28885219faf04ce902e","5-7c0048285893e6ea0a96e127d0ec5f5afe39a06b2142158996b6eeaf94315842","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.09","","","","","","","","","","","","3","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","1-8c0df703acce10c7cb3a5c432efdee411c39341b9c3970117b646272991c2b6e","5-7c0048285893e6ea0a96e127d0ec5f5afe39a06b2142158996b6eeaf94315842","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.088","","","","","","","","","","","","3","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","2-aa5b7bf654ca225ab8aa0aefe4f5e304489bf94954173428e4a1da2bbbc3816d","5-7c0048285893e6ea0a96e127d0ec5f5afe39a06b2142158996b6eeaf94315842","root.record.ItemExhibitList.P5Item"
"Army Active","0.185","0.338","0.341","0.341","","","","","","9","10","10","7","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","0-e75b02b44e351953a20f241cd595403c60988a87dfd2e486eb956ef68a99aaf0","6-40cdabf2dcab09bbf16feeba7c50e6d338ea8f304e02afc4ea161cfd07386f69","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.144","","","","","","","","","","","","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","1-241ba02ecd1f60ed855121b2f1260530d60480e8d515c617e816f1f4b9d3e24e","6-40cdabf2dcab09bbf16feeba7c50e6d338ea8f304e02afc4ea161cfd07386f69","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.144","","","","","","","","","","","","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","2-1c9355c797b7a86ad1d46067b413b6960137d8d51acebbe3140850e310defb39","6-40cdabf2dcab09bbf16feeba7c50e6d338ea8f304e02afc4ea161cfd07386f69","root.record.ItemExhibitList.P5Item"
"Army Active","0.136","0.321","0.779","0.779","","","","","","16","32","32","6","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","0-184b65bf2bfebaccefe6a08361335e1e9fd0cdddd9b57a8fd7660a2d5baa0e16","7-5eeac90b5620714c37c032aba1c712b00951370739e004fc55f098269cbc4074","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.107","","","","","","","","","","","","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","1-baadc1d319e811d49a2b366d636e21544f6d926bbe3c2886baab17ceff3f78aa","7-5eeac90b5620714c37c032aba1c712b00951370739e004fc55f098269cbc4074","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.107","","","","","","","","","","","","4","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","2-0a5a1c0fac663fe3a1bba3cdaa248983dfa0b329c8590fc2a10d813463f5bead","7-5eeac90b5620714c37c032aba1c712b00951370739e004fc55f098269cbc4074","root.record.ItemExhibitList.P5Item"
"Army Active","0.114","0.151","0.294","0.294","","","","","","16","22","22","10","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","0-362d4dfdfdbe1b32d7c98cbe94c312cd51ab700c5dbf18d88492151b8c4b6b97","8-8bfda95d45d91f8969eb1cb032f176d75d7b7d5d35144bdb275def5c9db8ebaf","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.087","","","","","","","","","","","","8","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","575a38096c77e27f22fc77043daf282152a0123e7e15c7252359e89df9565c00","1-cc1935ed252a6cc3fe95fd5b648380e8ad9edc6265cf2614d6a6e8fbc02b0503","8-8bfda95d45d91f8969eb1cb032f176d75d7b7d5d35144bdb275def5c9db8ebaf","root.record.ItemExhibitList.P5Item"
