Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Reserve","","","","","","","","","","","18","1.419","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","2-e33b01c45103f7db7b2470b7c5e5b342a0f47f6e3180d9d03d1fcc5fef1ef735","0-d4703f0ffaf2700f7cd37c20d6608c487ff04142b5195f3f982f46667650f05d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","144","7.254","144","101.143","5","1.822","5","1.822","297","164.673","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","0-d6a0b810abc4b93669efc523ed58f4ea2e267773b7bf51794d0a9220f8dd8221","0-e9f22de5f4f25e94c8a11c4410caaacb4cd47142d1365e3da248f650b44352ec","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","24","1.209","14","9.833","55","20.044","55","20.044","82","44.799","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","1-67c1e423adbe6c3a88ba7b697defe819072c7503d8beb70f148e96fce6932206","0-e9f22de5f4f25e94c8a11c4410caaacb4cd47142d1365e3da248f650b44352ec","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","53","30.434","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","2-c194f7c5c33e1c5a3d2979f627c4993af69e972a05d9d571e04c655eb8d38f38","0-e9f22de5f4f25e94c8a11c4410caaacb4cd47142d1365e3da248f650b44352ec","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","4.886","","","","","","","8","21.695","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","0-052337e4f85629dc71b2b8e1b21a778db0f7ccad7e51e22911c5121559fd0739","0-2674113c7c5c351d77eab6d5ddf683236b5d38054e7d1e3b71521dac460c0164","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","12.688","","","","","","","6","45.464","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","0-4960ee770addaa90977158fdc390b29f051e19af68aa9a71726baab975fc1e31","0-2ab6f818c0278597f984cd5a8bfb7174a2aae6d514e54d4133166bc01eaa9a8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","8.3","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","4fbcc12958924da9e292a700ff303954482d62298d24949a0002ab3b1befb7c3","0-8f2ae470667bf3b8baa22a9b9bf9630eb91b1aafb508819a1eedc8c9b1c60668","0-e89f6dca409bd6a28198d4057692079b07abe508cb84626e979aa0f5c6a7ef8e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","4.341","21","17.098","21","17.098","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ac166f61d44d78d090cbb6caaed9c5ae854678e9ef82a935cdd1729995b72c2c","0-e8b0c430b7222827208c42003a298c0e9e574303832cdbd31926bc7c940664c7","0-472a30545afa3b0d530eaaa7a111de3961f56523e41c621b62aa0b088512bd18","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","4.989","8","18.648","4","9.697","4","9.697","76","176.883","4","9.644","2","5.113","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0adb94f2acf9d99f5b4bc6417a1d27c0f1d40fe934ae0b6dec35f050909dd167","0-7ba90c6e4c4eeba21784d1dd59ee951631c91f5eb75270b9e316cc3b41d3ede8","0-ba17f26f1a7c24ced9eee02197175050c3e95b925feda49c3b8637ba23d47ea1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","1","2.207","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0adb94f2acf9d99f5b4bc6417a1d27c0f1d40fe934ae0b6dec35f050909dd167","1-a785fbeaaae983f4f8b6add202976755f0f6de0f350f1669f3dccf5cb138c0ba","0-ba17f26f1a7c24ced9eee02197175050c3e95b925feda49c3b8637ba23d47ea1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","41.522","2","49.942","2","24.013","2","24.013","2","50.711","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","d0b6b65a6ada031a30989ecd5c004fd2f6df15d61d65bc5456aac773689572ae","0-92165e761c9234f2447822095e032032f64bba79face5288aa8e135b260b5527","0-29cb5cebceef9061da76627b9d51cd16543748fb2d9993f6a164c6eac310a43a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","21","12.474","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","9a5d1464e6a4fae7fd141da29f48dcda16cc1f1a49976fdafdb9c7098f808299","0-06eee46795b4afed3896f08936d6e329a53805b7e79f4eb6d22e486be849df11","0-22a4598da9cf842fec1e0b038b536599078b706b2485ffa46361d65c9431d5a1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","15","3.38","15","3.38","","","5","0.938","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f03d7d8fdd0602b6b27d5ec184dc9c25a5dc5f2b2494fc368a0161b3975aa298","0-6f361a28e3bff8855aa197775d2f54519245b4dfffb9575d16b66e6f778bdd29","0-019077fc017898561d02a925ddc7fc29643e6291c25ff26de9791197feb88651","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","27","3.58","44","7.02","44","7.02","","","6","1.24","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f03d7d8fdd0602b6b27d5ec184dc9c25a5dc5f2b2494fc368a0161b3975aa298","0-ca0f5ab908efb4f5a6c2464f72018d247966aeac75e765ddbffda8a2f813446b","0-b45ac20fa417802dd03fc4dc28c197aaf4b6bf5e8b010df2ca57a500f7a08e69","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","12","3.16","2","1.12","2","1.12","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","acfd31ff1ea2f24460bb8a649b43d1c5e049d9984f198fe665aec489db65672a","0-49672a2911cff91496a777f1f0fe3c366ef65837c62e7a5def3e4c8010cdd07c","0-934d60c1f3aa4edb871fdf08efa730deb7452d626e352f392d6888ac9f84a1a3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","3","1.833","3","1.901","3","1.901","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","0-f60e8a6e88aa85864724e84d78f075f0f0da164aac6cf275654e66c6257d364b","0-2caed68324cd7ab5dcc45d89034a4ee15296b45d222bc3a3b879a44d751c8d63","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","5","0.000","15","2.08","4","2.87","4","2.87","10","0.000","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","0-e55abfd3daca81201df95fc0ab7b669567638e8ff49b0d785ebeea729941a6de","0-5b06909d64132b376fe6ff1f8879084cd9699f0843ea362198ac87c9fd1a8fdb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","8","0.000","2","0.000","2","0.000","14","0.000","8","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","1-237d6a7b61e230583c36da28c643e410860c87d825cea37fdc884348e13437b0","0-5b06909d64132b376fe6ff1f8879084cd9699f0843ea362198ac87c9fd1a8fdb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","0","1.325","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","0-858a52e2b8ff239536d5f85609c287d7721c05dd74a8ffe9cbb240f02ff2fb02","0-247ca6128c008d46315843ffbdc6b6638eaaf8e9c012834833b5ec8b38d13173","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","36","0.4","36","0.4","","","18","0.2","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","0-528c3ecf309701834c7891850133d404f709b615d5217cda2a630e0ec190a597","0-ea5cecf7234322c0538fa560b5c9eab81d013d6301d3f353615e62837d8aa761","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","23","5.368","24","7.512","31","12.333","31","12.333","7","1.865","15","6.07","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-a81428a204fa276f7d03550cda68a2d68b5fa666d062042df001d4c531f97656","0-a8b90be794fec9e6a5717cd43209d1ed53830c567d1a253e4731e45a5f40990f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","955","124.989","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-93ddebbd739ba5c4ef5487e2c436df01a97931e74464dc403e7fc7dd61b852d3","0-8e0b12bebb1803b4134721285a260d16266caa35d308265f488ce2ba5d2f2ad8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","119","18.206","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","1-120f6d3ead44b7d493a044a88b9ff73cd337d1c0312e48ac7d3187f2672a91ad","0-8e0b12bebb1803b4134721285a260d16266caa35d308265f488ce2ba5d2f2ad8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","609","0.438","","","","","","","476","0.543","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-2ed3bdcf35852b04e6f5e7d7c3b3a0caad1dbd0357b78c46f0fee635b8ae800a","0-d9c041d02ea68fef833f365df4f484c9edabefe6c800be428f1651d77617f46c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","68","0.053","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","1-19f2aba536f6dd9fbfaad71b95aeeec7e0eefac74ecb3aa1834ce6b547d0dd45","0-d9c041d02ea68fef833f365df4f484c9edabefe6c800be428f1651d77617f46c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","23","45.064","11","16.084","","","","","17","48.5","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-b9e14c5ef5a677f2053d930c5e64ccb7d6bb4a67618b6716781a6b6fbf743a83","0-01cde43108c7a9bc706456cab7c2f2cd9aaed15c9ebcda4c3ccd083778c3f7fc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","2","2.688","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","1-4322275f5581c5b3c222ab42c580da24d371c5f94dae2846463d695043052d57","0-01cde43108c7a9bc706456cab7c2f2cd9aaed15c9ebcda4c3ccd083778c3f7fc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","32","1.55","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-ef682dee7565017e3d36d97aa49fb3e1aab245d2bf1b242243095f9c80a50547","0-d8983e26a3bb30a3ad4d99ca34013547c5077b7c4c309558495b8774de6b0a80","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","2.404","3","6.167","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-168557549a35d0d3a1c3622386d869070c3f516db9c6265b4d54f9c667ae7d63","0-969f217746b97aa3b92d63db02aeca57f2d1492e54e32ca8971d293e5ba2dea8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","0.97","3","3.254","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-6fcc5785af48d167ea83271bb2d2de602026109ee9d92512d0832e994ff24aa9","0-f8f41d64b622f0f031082afaed4bef981f87885711944c0cc4cc53bcdfd45adf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","2.607","10","6.492","6","2.048","6","2.048","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-cd96518ee74992fdebde2f5b10f7f0a87aed0a2c2434c91997f1d78c62b1ca2b","0-6a637e089fc35feb5a55a476d9c7e970eb6ffc011e3f23564dbfceb30f3f02b1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","2.629","3","6.857","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-2d23bbecf70f3f3395a2ed27e33984d7557b3cb73fd4e5182ea1c7730c0ca2b7","0-40a770764eafc90f996457085fe67308eb66f733d5a9bbdb71de798f027b2157","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","7","128.358","","","","","","","5","110.923","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f74b57d9f384718877b1179100191fcf94a30f5a4525343209bebd08aba18629","0-b65f46152948ea63aab0eda8d62bcdac2c30b0e83909b10e1d15ee46f25579a4","0-2125cbb3ac3ef891788a221336234545a6c2b23e7e84bffd675c40f7e49d9a82","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","9","1.376","15","2.244","5","0.721","5","0.721","1","0.199","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-3d71a4e9eafcf3fe7b944ca04765af44cd06ba9c2e616e71d07e886f5f71f8aa","0-8b45c0c3da761e53eec763eeb99791c16c06a0c0483eb1402a347fbe7004223a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","34","1.954","68","4.76","50","3.778","50","3.778","","","30","2.366","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-b2eb52aab3b017d64f88f3c3633add0bb68aa1837bb768ab7eeae93f6b830125","0-ef99b6584abebdf09ab221ea0c18be7589d5c556291eab1aebaadb3af0660eb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","18","1.36","18","1.36","","","4","0.315","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","1-f5bd79c62086d6b382c34c4c38b280658317bf00b5f8ad1ed9f81f5b182546eb","0-ef99b6584abebdf09ab221ea0c18be7589d5c556291eab1aebaadb3af0660eb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","","","18","1.419","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","2-586d52fd775bfafedf01476e481cd5fc86b73ca7c9a5a87551e946e487062f69","0-ef99b6584abebdf09ab221ea0c18be7589d5c556291eab1aebaadb3af0660eb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","144","7.254","144","101.143","5","1.822","5","1.822","297","164.673","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-211b3625768d6b5bccc90a0d742c9d589b4baa69992a65bddd63ca16968ea378","0-4ae42f14f9e5b3c923a0c64b4498a9f75c0a5eadb21082176598a217b10843a4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","24","1.209","14","9.833","55","20.044","55","20.044","82","44.799","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","1-2a4505ec2907eb8d46f72d448edcbce28bc4d9e2e80777c4d5a9147a621ca5aa","0-4ae42f14f9e5b3c923a0c64b4498a9f75c0a5eadb21082176598a217b10843a4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
