FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,RevisionsAvailableDate_val,@PARENTROWID,@PARENT
"2017","See End Item P-5A","2017-02","2019-09","9","50.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","1-2d3eeb76065d1bfeff6c98da2010ce45576e3ec64e6033c35b29738a35aba28d","Various","","4-a5751c43b13bfcf9989c9e63428b95336578018deaf8ce1be3999536ce5fdfb9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-12","2016-12","0","50.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","0-f178dcff648422b8c1e647ccc89f48012ec743eec320e6ad6e407f38ee435c15","Various","","5-417b19ec01c49576056118bbd55448f95a3cabd87617d8141a1c255b45b093cf","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-02","2019-09","9","50.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","1-a76b719584c4329d6cbcb772e0845bf798cee6c516bc8be1337b144ef0c584bd","Various","","5-417b19ec01c49576056118bbd55448f95a3cabd87617d8141a1c255b45b093cf","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-12","2016-12","0","301.667","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","0-4d56d5a2975b3ca438741084034261767c97018f0bc509ffa3c1d05619cc98a9","Various","","6-bd26710886660de18fd29cbda79881e2ed5a1d2d3b2c8b3912ba573ea6e4b411","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-02","2019-09","12","301.667","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","1-14ac4e471ceef524e31fec58c8404e9aeb90b09b9075fe920e593c57afaf3ff7","Various","","6-bd26710886660de18fd29cbda79881e2ed5a1d2d3b2c8b3912ba573ea6e4b411","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2016-04","2017-06","324","77.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","8e5e79c284bc6a2fded409e3c871f1ba2ee794aa21282c392687ee8481df7ce2","0-971c80a72a0991ae33c8a5d7d749660bdc1209b7ce4ad133ba5202cf0b825438","Various","","0-da13c32e67ed5907b18be9bd131443e9dd99cfbe39064c4c02116876b84ccf60","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2016-04","2017-10","324","9.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","8e5e79c284bc6a2fded409e3c871f1ba2ee794aa21282c392687ee8481df7ce2","0-7c0d700b94aec9712d2622e0168bca55fd7f2e710b5ad793ef4426153d7f0c78","Various","","1-be1d231aa29a6cd2c465cb420a1d271b0c920e051878f88f27439cab9d15130f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-04","2018-07","496","56.653","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","8e5e79c284bc6a2fded409e3c871f1ba2ee794aa21282c392687ee8481df7ce2","0-56c77be3067c24daf8b45283a369a7b6ad4227a39ff5c996852196a0d2ae6b71","Various","","2-90b406845fc14d38a10fdcbd2148c04c55775036291bc6d64f4b0c046e326cfe","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-04","2018-07","496","18.145","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","8e5e79c284bc6a2fded409e3c871f1ba2ee794aa21282c392687ee8481df7ce2","0-0f0d592b1218b99dd2dd7b72fe7474de7f643950d184e473c650b37b5514b83a","Various","","3-d7f130457496dd5ed7f92c649af4e93673c544b918c4f923d7f7ab5693ea12ff","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2016-07","1","1.529","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","0-cd5497c35d580e26e521bd21a26ef3f4fede4f40bedfa606b3d07bde9ea2cbee","Various","","0-34868a6940cea2a5b6bca5d822ccc07f00997789df0ecc6034e3febfde4ea197","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-05","2018-12","588","1.529","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","1-6b761a76974c1d014677ad9065be266daa393740aba80714bdbec803f50f384e","Various","","0-34868a6940cea2a5b6bca5d822ccc07f00997789df0ecc6034e3febfde4ea197","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2016-07","0","0.284","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","0-36470f32fe21451b7027e481e2d8e83840cd34f344d4ad3cce0214e48ff91f5a","Various","","1-7fd6bdff6842768a54a04503ab6af86ae2cfa5d6f898af9359b1340bec70f7ca","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-05","2018-12","595","0.284","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","1-b359d7c1bb0906a5462e5f75bccd08fe117551ea4bcc0fcff0b8466e188f6e63","Various","","1-7fd6bdff6842768a54a04503ab6af86ae2cfa5d6f898af9359b1340bec70f7ca","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2016-07","7","11.882","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","0-28a400772290fa7a7e57b682c4c3f1a0d5b5c12ddb1deab4348e85c091d372f6","Various","","2-fc0dc860f1aef2da1a7f2ee9923d002f4f0cb8cf6b7d95f04d283aec4f3bb3d7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-05","2018-12","595","11.882","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","1-cc03da2b63f9c42ac2c0eb67b80d2fe7fd69b20f969c0b34d4cd2d2d1a094c80","Various","","2-fc0dc860f1aef2da1a7f2ee9923d002f4f0cb8cf6b7d95f04d283aec4f3bb3d7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2016-07","2","2.583","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","0-7938234fd89183b1d5e7fb5801d88014c907275b6cb7143240c58fad2bd6c47c","Various","","3-3e1584dca00d00dfad1a4de99c79aa93f1192a8737bbac6b1cd8e3ffe72542e6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-05","2018-12","595","2.583","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","1-dcbab74d7ae90cc33c4ff00466cd8e6306e799573fd1069048dba567230273db","Various","","3-3e1584dca00d00dfad1a4de99c79aa93f1192a8737bbac6b1cd8e3ffe72542e6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2016-07","0","0.594","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","0-4759e4cd2c35e6f7266da6f64e42fd3d38afc23bab1f33f6c52d0d25cc91e855","Various","","4-832248cf04ac7562b996d14afe54671267f755ec1a4b2952ebc78e1a3b4d4a6b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-05","2018-12","588","0.594","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","1-e042fe2e25f4d6ff98a46617d6727529a9a4e2ae8702953be208b4e74f94d01f","Various","","4-832248cf04ac7562b996d14afe54671267f755ec1a4b2952ebc78e1a3b4d4a6b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2016-07","9","14.244","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","0-2bf6ede0e36573a3140a3ad004e99d60cbb14a7c8a457b5e53d783d32065ff37","Various","","5-8e1512043a1741785dd210d622d9df46163b4d0660059ba8b809284e442964b2","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-05","2018-12","595","14.244","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","1-ddac74645d638849fa701d47c10e8441c1e6c0cc6b94f61d7bae60a598e7c2fe","Various","","5-8e1512043a1741785dd210d622d9df46163b4d0660059ba8b809284e442964b2","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2016-07","1","1.529","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","0-b39b335d54910c8c38523d4294a37cab8d08fe718e4d65965829fc7188542267","Various","","6-8068de32e0beca3181655cb4705a126d183811e07fde0c3fad151dd396a42843","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-05","2018-12","595","1.529","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","1-5131117af6a51bab85809ddc74e594041b35bfe2c402b53117255f3615ba87ad","Various","","6-8068de32e0beca3181655cb4705a126d183811e07fde0c3fad151dd396a42843","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2016-07","1","0.908","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","0-30eca98fd106489c470e3db26c6221852eb462f7d8d9b47163f25b1718f3964c","Various","","7-348be5a39dc85353bd4a1e5ad9f0743a67528a2381d133ec8340d8f3ec37b806","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-05","2018-12","595","0.908","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c74fde820ba871359db2d9522d14158bcc7cc300d55daa3c70268eb1ca04a0","1-c003759bbd58ec902f8a152cc1ca95be71919811d6f3c37bac7987bda5f9e280","Various","","7-348be5a39dc85353bd4a1e5ad9f0743a67528a2381d133ec8340d8f3ec37b806","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2018","LAAFB, CA","2018-08","2025-04","1","132.420","true","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_SPACE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","349c370ac6bc97a5ad160143ded991d0d22dea7de2bf966fd5e97c39409da319","0-56b49e4a087ae0185b54a1c2a86ac4dd3efe113f1d2ed823826ebc8d0dc6160e","TBD","2017-04","0-f7e621c8cac4721e3066ac7b84e32cc09e59b785ddc6d2975ec91212965e6aa5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2018","LAAFB, CA","2018-08","2025-04","1","132.420","true","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_SPACE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","5a6e56aaee2cd93fc0c6924a649668af9970661371ccd8532aa15662b3047718","0-ece721b18d04f9c5584fb1d0f7095658a934007b7ad8f44df6e18952815ed48d","TBD","2017-04","0-fdd95a6ab114fc27fa82e298c3298088a3f0fd4149e93e34deb444ffb09bb390","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
