Name_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","7","2.619","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","a3fcd7c5390197e3c461ccd57af23f3ade1c6f4ae799e5885d11b07f922d4426","0-50cb2710bfc774eb160d2bfe11dee06807ca18482549fe3fc5314bce3c11769e","0-47d8226839234fb8f5e227c9decdbe1736be90cc4c826e75cd7ea86af9aebfd0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","26","2.421","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f03d7d8fdd0602b6b27d5ec184dc9c25a5dc5f2b2494fc368a0161b3975aa298","0-e3f73a1def6f34b42320a62543f52ac221528db666006ffea166f808a0e1ce0b","0-019077fc017898561d02a925ddc7fc29643e6291c25ff26de9791197feb88651","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","7","4.5","7","4.5","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","65e84959940af26965fd5b90afefd3615615d5cbf1273438e4bf87e70e20d450","0-ae349898c2398111fadd61008d9b8f97456429ae4898fc9229686813d962b3aa","0-d03640756ea49c711a2738a80fb02f8463623cfadf0f5e3f808b7d990ce3eb5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","86","2.055","","","","","21","0.545","21","0.545","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","acfd31ff1ea2f24460bb8a649b43d1c5e049d9984f198fe665aec489db65672a","0-5edbabc526051fbb38934b8bf2e15b3ab41d3e47459e5d50bd678dafc042c21c","0-934d60c1f3aa4edb871fdf08efa730deb7452d626e352f392d6888ac9f84a1a3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","18","11.815","4","2.673","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","0-9f20e0113fb3c4eb802ce096c8a5b031d3a0894aad05d9ad112231a8dadec3d4","0-2caed68324cd7ab5dcc45d89034a4ee15296b45d222bc3a3b879a44d751c8d63","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","6","2.975","1","0.385","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","0-bc46eb22faedac6b01bdb6bd555632bece009955ee037ca3189d86cabee57bb8","0-5b06909d64132b376fe6ff1f8879084cd9699f0843ea362198ac87c9fd1a8fdb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","9","3.404","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","1-d895b811919b554862ab801e5d43c5f023f5be75740cae54314b70adbb51144d","0-5b06909d64132b376fe6ff1f8879084cd9699f0843ea362198ac87c9fd1a8fdb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","35","1.855","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","0-6c6583f90bd4c9644598ae8544971b33b91a0cdc859c4b8a68f4e5f8e68bd3ec","0-247ca6128c008d46315843ffbdc6b6638eaaf8e9c012834833b5ec8b38d13173","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","44","2.279","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","0-ff48d57babefa2758042481335577c7114199a62f96aa7043ac6dbe26b400544","0-414537669cbea7dc81ffed359411db8e03880a267007a605e5f3b3a32ae35844","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","23","0.253","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","cada34b277da5875878e15954fb9515b3a8f6bbdf68d9ddafe9d847ba0229073","0-c6cd63c932fa6757e1f50ec6d05dd1a79e9f59bc9a0d20ba0ad70932facaa7a3","0-ea5cecf7234322c0538fa560b5c9eab81d013d6301d3f353615e62837d8aa761","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1202","44.504","1202","44.504","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-b710adee77501c7598ccfb6d9557f2675869cf0eb7ebe7c8ec35f2faf4b83b17","0-8e0b12bebb1803b4134721285a260d16266caa35d308265f488ce2ba5d2f2ad8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","211","6.905","211","6.905","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","1-d049643d24f9b6b760009a1646ed57f4a5a0bcee6645f88c8cee15ce2e920349","0-8e0b12bebb1803b4134721285a260d16266caa35d308265f488ce2ba5d2f2ad8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","994","0.924","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-2301ab6c266b8b1da86d1cf53c1cfcc9154132f7ca87f0de6b034852d43d247d","0-d9c041d02ea68fef833f365df4f484c9edabefe6c800be428f1651d77617f46c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","110","0.102","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","1-7b78307142425ee9f7778a4b3d247551aba4e8836dede42c7e098dc6c44beadb","0-d9c041d02ea68fef833f365df4f484c9edabefe6c800be428f1651d77617f46c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","16","24.09","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-d572b7cf292d8e92cdb968fbcb72cea74d2d40c48dba5c7c4632d3d2ecd9d836","0-01cde43108c7a9bc706456cab7c2f2cd9aaed15c9ebcda4c3ccd083778c3f7fc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","7","9.41","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","1-cbef8b7dc269c0d81472ca84ddf4d67f367797fa7b386e86ff3a1ad0c6f0d341","0-01cde43108c7a9bc706456cab7c2f2cd9aaed15c9ebcda4c3ccd083778c3f7fc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","12","9.72","2","0.713","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4c9e6ae72afb01de0f40987a03667cb84bdb9d1ffe0ec1213853fb2f1f72aa2","0-2c39f0da56faa238effc1d38db6cc9bcfb2a62ddb5ac246b5d8fcbf157fd4a80","0-d8983e26a3bb30a3ad4d99ca34013547c5077b7c4c309558495b8774de6b0a80","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","11","2.129","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","680c77c8e369afc93c60b0718d2520f7c74d13387f93fae984676f2a9b1800db","0-b974ccdd9215482e306ac73624735e2c8dfd258df022afcadc22229f110aa837","0-ebccf88fbdec8731e5174cbd11d7232356c54795a9ec2ea828ca2d6722f26bf7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","8","13.002","2","3.628","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-472a463b27db309554be53f84e3c55ed5a19b6f94b663477e23e85b26656f666","0-969f217746b97aa3b92d63db02aeca57f2d1492e54e32ca8971d293e5ba2dea8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","8","7.511","2","1.876","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-f916fb814751783f889fdd7defa8e6099dced3abc751b84e36553587722e09e6","0-f8f41d64b622f0f031082afaed4bef981f87885711944c0cc4cc53bcdfd45adf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","8","18.606","2","4.888","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","91de0084c24a611e541ba33983024aa36e2f415cef277f4f22ba3588f9b09d6a","0-c76b01cf339ef416934931eae53ce01b098804922c3b6c8c279ead47e8237795","0-40a770764eafc90f996457085fe67308eb66f733d5a9bbdb71de798f027b2157","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","11","230.737","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f74b57d9f384718877b1179100191fcf94a30f5a4525343209bebd08aba18629","0-858b647ac57f0e10bb634f4420736ed1e5259a474b25f38883e75ba4dca9cd91","0-2125cbb3ac3ef891788a221336234545a6c2b23e7e84bffd675c40f7e49d9a82","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","14","1.853","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-8f4e309a4349f5131b5e14f4945971ac241430946e16f6d21e0e535e8898b2f8","0-8b45c0c3da761e53eec763eeb99791c16c06a0c0483eb1402a347fbe7004223a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","15","1.985","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","1-79033a6fa1413746f5278b3da2c74bdb1e9c6552a9485fd4783c57a73961e756","0-8b45c0c3da761e53eec763eeb99791c16c06a0c0483eb1402a347fbe7004223a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","33","1.966","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-b1338f6b3bd028ff83c09c8b520e214df4f5a4239b8bb7b5d26a51fd60b9e463","0-ff4351e7487882943c10f2be2b5f7de498161dbd070b55e10d54187459f4d6ff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","5.53","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-c7c0e534b7f24057a51df3d85553c2540cd797625b5ac978ad15b44823b66aca","0-1bdfdb4ddae2ed807d637196eed620bf75f6f17933e65b62ffb0853824cac7dc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","15.708","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-087fded2d369498ab1a295d0e82ca898b1bff7b9f049536ad8b6c2bad0d8b1af","0-51a767f4569153c6e9d7f82d98238113cc7ba72f10534147aa3424c74a84f08b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","2","2","2","2","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2150443ec16193285ee0fc22dfc09299d08db08f6cd46a36544d915378ed476f","0-e70bbbe5b289327ae880f42b52b3cc266636c07dcb9aa9b6ec8b9301ec66ee9b","0-b7746d4a1c637aa6c64e4625aa0571f78fc30fb4cde21460c5df39dc2fa15625","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","12","0.447","6","0.225","","","3","0.155","3","0.155","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-f8bf616f2beb84c805e02981c34c2478e7fc639cfd0f32cc453966db9262ff97","0-6b0afcd16e8aa50b2fd2efa33b293ef95f8c59b6eee93242a78d4ac0b72c4136","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","4","0.149","1","0.037","","","1","0.052","1","0.052","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","1-b54106ac2c9b0bfae9584564a86e89ddeab86c51e0082995df42dade3f475327","0-6b0afcd16e8aa50b2fd2efa33b293ef95f8c59b6eee93242a78d4ac0b72c4136","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","3","4.167","7","7.205","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-240260e0ef3f72e01ee96fe85b133a164f2194abb3407c69d1320f4864429c81","0-57c8de9cc4ad5915b10a8b40c74f072438b9ddc22e2ba9a3c6ab7f99d1ae5261","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","0.38","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-624bb3420b5dc23458435adb0e9ea4127849191d6b163c137ea87a34494ef948","0-7a660b25531ead208483d4af32e0653ffed24593cc6549a3da920a6948a5d57e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","12","2.351","23","1.759","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-1983b9ec8d3f75cfaf8fdec6e860a8c1935357cbdda4e97f782e58e0251037b8","0-8f31da03822cf4ede7fe73731b39ca396d081ddd0899bb51a014669fd5de74ea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","13","9.718","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","9725a95371fef8fccb7b499cb67f38c887d25989a2e484fcb508d9d28de63262","0-30ee97802247da652bfb2b014d03bc773b927dcc4dceb8f3980d8dc2cdf12a4d","0-99a890abb4278ddb4e51db61bf15fe5df0e65242775d2be28445975b236f4033","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","19.82","","","","","0","0.000","0","0.000","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","a42a3fdd1dd7ea22d485a46359f88be1b656f9a720ad019ae1e266127dd102c4","0-fc4bdfcd6b473dc0bf539669d32d2381d0c418940d7d64ae75c7c679f0e6d01c","0-3ecb6eb2a05517113807df2c06cc3e33f144a3e17d852de11f7ddf10e97a2813","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","32","14.5","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fc60b87b8a8615a5decc1fd7c97ec8c33f257e6f893738f828991d2674d4a35b","0-eb96b3288c65cbb014f6e2e13cf5e5212c3abfaa3498458326fb3f65f7082520","0-df91c14c195d68aa127d2857d97f8c223aa87b2ec6d626184bcbd2ecc489e7c9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","7","3.5","7","3.5","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","9d664e3d454672bc0353ffea221b34f7814f313dfb2e5e7c2a4053707f4c6b2a","0-b5128b63fd8b352df9a090a9c9ded119900df3215a2371e55bab3bede6a4f1b3","0-d958a46e0ba598e1dfd028158ae134abd0d1f021babe2f1fc4d9a01e836e462b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","4","2.4","4","2.4","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","89d1f18b04cd78b03e8aeefd7f8a7407aeedb0ad5809a79c101f2611568c68f0","0-9f706c11894500759b6ebb15202674611136cd0a79ef8e206068c6ffefced4b9","0-8fc64f58ad9f51e0cda6be2a6993754ae260be571cd3ad52c4f8068d78755059","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","2","1.2","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","89d1f18b04cd78b03e8aeefd7f8a7407aeedb0ad5809a79c101f2611568c68f0","1-6ee3849fd7bbf1bc5c28730ce64dfed7ea6bfce17bdc57645c5591482e63b93c","0-8fc64f58ad9f51e0cda6be2a6993754ae260be571cd3ad52c4f8068d78755059","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
