Name_val,Name_@footnote,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,SCNProductionLeadtime_val,ForFY_val,@PARENTROWID,@PARENT
"Engines/Eng ACC: For FY23 EOQ/Long Lead","","0","","","","0","","","","","","","Pratt & Whitney","East Hartford, CT","0","0","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","5-56fde0a975706dfc55cc27eee2f5f23c79b8edf35856dba78a6c71eb53246fb1","1","","","0-5dbb2d4f0c7e8a07816f9d5d0ea0295c00bb78ce6277b140ca5893ead0accd22","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY24 EOQ/Long Lead","","0","","","","0","","","","","","","Pratt & Whitney","East Hartford, CT","0","0","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","6-9816dace6d1a2980fc4cdc34ba4718f8e61c6bd2e2fac51ec0aeffbaefa57fad","1","","","0-5dbb2d4f0c7e8a07816f9d5d0ea0295c00bb78ce6277b140ca5893ead0accd22","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: Long Lead Material","FY18 Advance Procurement funding is requested for long-lead requirements necessary to support procurement of 44 CTOL JSF aircraft in FY19.","9","498.011","101.257","88.99","61.04","","","","","","","Pratt & Whitney","East Hartford, CT","9","9","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","0-6d9c5cf6a3592b1c69532e95870ddd8ddbd66c15ae14907695ad125b975b7f70","1","","","0-cdb553861fdefaa5d125ceb15cbdd2d859598afd5592dd1ba84847dc4126a621","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY19 EOQ/Long Lead","","9","","","","24.094","","","","","","","Pratt & Whitney","East Hartford, CT","9","9","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","1-ff3c29ebadd5bf23b9ebb63722108d299c1da5335d0c96ed642946cec01b239d","1","","","0-cdb553861fdefaa5d125ceb15cbdd2d859598afd5592dd1ba84847dc4126a621","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY20 EOQ/Long Lead","","21","","","","24.108","","","","","","","Pratt & Whitney","East Hartford, CT","21","21","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","2-78ebac78cb55a2ed31fa51ee5fba5b645a3600bffa75efe22591d094c87f587c","1","","","0-cdb553861fdefaa5d125ceb15cbdd2d859598afd5592dd1ba84847dc4126a621","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY21 EOQ/Long Lead","","0","","","","0","","","","","","","Pratt & Whitney","East Hartford, CT","0","0","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","3-5c8876a9f445054da62a2ec0aac674a00a4eb3f50a6013207faff6c2fe0c7a09","1","","","0-cdb553861fdefaa5d125ceb15cbdd2d859598afd5592dd1ba84847dc4126a621","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY22 EOQ/Long Lead","","0","","","","0","","","","","","","Pratt & Whitney","East Hartford, CT","0","0","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","4-7fbd1eeb1f35cef7c8e702881892ee0fe932c06732daef0e529c12e52a4a0683","1","","","0-cdb553861fdefaa5d125ceb15cbdd2d859598afd5592dd1ba84847dc4126a621","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY23 EOQ/Long Lead","","0","","","","0","","","","","","","Pratt & Whitney","East Hartford, CT","0","0","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","5-ce6cb9cb6992405409db28e7dfe28767746395c008ede05dd0f7f02102589b44","1","","","0-cdb553861fdefaa5d125ceb15cbdd2d859598afd5592dd1ba84847dc4126a621","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY24 EOQ/Long Lead","","0","","","","0","","","","","","","Pratt & Whitney","East Hartford, CT","0","0","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","6-2264715ce17b457414f482c6d202f9da069f3a63b1f3d5d92ed969c41484fadd","1","","","0-cdb553861fdefaa5d125ceb15cbdd2d859598afd5592dd1ba84847dc4126a621","root.record.ItemExhibitList.P5Item"
"Rail Assembly","","0","","","10.665","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","24f5c4e70293cdf12652d5dbe9084fcbc2123858732fbc55b6809dce5c3af37a","0-2c3ea514115fb1a8500dfb41c29bfa8df7034bd847e729b7a6823a6f3e421e20","15","12","","1-f3297e3967739da289b1118b4d3c894bd17728699ae406daf01605201345b510","root.record.ItemExhibitList.P5Item"
"Weapon Control Unit (WCU)","","0","","","2.7","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","24f5c4e70293cdf12652d5dbe9084fcbc2123858732fbc55b6809dce5c3af37a","1-6f97a197058560d84e12d0a38629160c54f5335643099ffec1ba3e1ec9b9e640","15","12","","1-f3297e3967739da289b1118b4d3c894bd17728699ae406daf01605201345b510","root.record.ItemExhibitList.P5Item"
"Weapon Interface Unit (WIU)","","0","","","0.783","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","24f5c4e70293cdf12652d5dbe9084fcbc2123858732fbc55b6809dce5c3af37a","2-50026002d35ee0616df69bff252afee19e132ef022ce552ca821fd5eb76e3181","1","11","","1-f3297e3967739da289b1118b4d3c894bd17728699ae406daf01605201345b510","root.record.ItemExhibitList.P5Item"
"SEPM","","0","","","3.62","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","24f5c4e70293cdf12652d5dbe9084fcbc2123858732fbc55b6809dce5c3af37a","3-07209db4a5eb6ba0316419195239aa0c06d3ef5feaebd6a1123e978fb564db61","1","12","","1-f3297e3967739da289b1118b4d3c894bd17728699ae406daf01605201345b510","root.record.ItemExhibitList.P5Item"
"Common Power Supply","","0","","","0.45","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","24f5c4e70293cdf12652d5dbe9084fcbc2123858732fbc55b6809dce5c3af37a","4-a7305366ba532f320df7d7b4b29af6e6c5227bc00d30121cb945ca1e40b7cd66","1","10","","1-f3297e3967739da289b1118b4d3c894bd17728699ae406daf01605201345b510","root.record.ItemExhibitList.P5Item"
"Launch Control Unit (LCU)","","0","","","0.45","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","24f5c4e70293cdf12652d5dbe9084fcbc2123858732fbc55b6809dce5c3af37a","5-0a1190c0e30a63d20d6542d63c100e9a5395cde72fbc10c7df67cbbc153d5848","1","9","","1-f3297e3967739da289b1118b4d3c894bd17728699ae406daf01605201345b510","root.record.ItemExhibitList.P5Item"
"eTALIN","","0","","","0.651","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","24f5c4e70293cdf12652d5dbe9084fcbc2123858732fbc55b6809dce5c3af37a","6-0893389acfa49a5f43cac50dc917c350ccfef2bb497d0644ff21528b37528e2d","1","6","","1-f3297e3967739da289b1118b4d3c894bd17728699ae406daf01605201345b510","root.record.ItemExhibitList.P5Item"
"Other GFE","Other GFE funds long-lead requirements for the F/A-18E/F production program.","0","","","1.059","1.06","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","209d34a46750091aa7de6d020c9085966a00e9d6cc750e6ed2c9c14d17738e1e","0-3e13e7676b5a2af108e39a2b4e963ce033629be13aa651fb55497a742f385d57","1","","","0-469434f22964d1b0c5e344f0176b1c475985051c90a128fcfe98f803f783cf49","root.record.ItemExhibitList.P5Item"
"Other GFE","","0","32.177","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a088fbec41f849c2884b1af3a649178f15a42cc5575ad9b00f207bd24dc0375c","0-b8e89399ac4b47f94a1dca971c91f304748f81dcf872fca19b84e7bec705c6cb","1","","","0-d9f7ba36905fca49a0065987585652179c09838cc7de4340531b02f48ac72146","root.record.ItemExhibitList.P5Item"
"JTIDS","","0","16.955","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a088fbec41f849c2884b1af3a649178f15a42cc5575ad9b00f207bd24dc0375c","1-3bb06a9474bbfe661e49de7f3b9f137a60793bc94000cc22c438a7db77dd7da3","1","","","0-d9f7ba36905fca49a0065987585652179c09838cc7de4340531b02f48ac72146","root.record.ItemExhibitList.P5Item"
"Engines","","0","14.9","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a088fbec41f849c2884b1af3a649178f15a42cc5575ad9b00f207bd24dc0375c","2-37a315c595f5fde8c14c01cbb3b77a8e7fe03617dd17371e6e814464a7fb377a","1","","","0-d9f7ba36905fca49a0065987585652179c09838cc7de4340531b02f48ac72146","root.record.ItemExhibitList.P5Item"
"GFE Electronics","","0","22.805","4.164","4.243","4.324","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","884853d3f623833755330fdfeb01cbd0fa45d96aca9a34b4c161d19194de04ae","0-765435410ed88970c18a8f527e5c8b0a3d58f55e9e136c3f6f2bc8de4e0ed5e7","0","","","0-ba7fd04668a9150a2f08677c8f667fdb589728e12fe7a6ca4484a9587a7ef025","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","2.292","0.287","0.293","0.298","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","884853d3f623833755330fdfeb01cbd0fa45d96aca9a34b4c161d19194de04ae","1-15a34523b0aed97697c24357e6fe7bedfa978b0d9b752c7e623276ab7073a139","0","","","0-ba7fd04668a9150a2f08677c8f667fdb589728e12fe7a6ca4484a9587a7ef025","root.record.ItemExhibitList.P5Item"
"GFE - Engines Long Lead","","0","141.509","5.121","8.9","19.168","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","1002f7e5b2b5f971183b6a0cc59b8023dce9c7a176540092ab8a87a18c75b992","0-9eba5a114096897414db6fa4409a89301777fb52c69c9a4ff3059de0adcd24dd","1","","","0-9fef198af00ab16a9b4e9ef76e7fff169c5e7e59293df67fda733d4af7d75327","root.record.ItemExhibitList.P5Item"
"Eng: For FY19 Economic Order Quantity","","0","","","","14.214","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","1002f7e5b2b5f971183b6a0cc59b8023dce9c7a176540092ab8a87a18c75b992","1-608feb5f0de0b16333ce421cffc4043659faafe50c33fe72906b41d602336edf","0","","","0-9fef198af00ab16a9b4e9ef76e7fff169c5e7e59293df67fda733d4af7d75327","root.record.ItemExhibitList.P5Item"
"Eng: For FY20 Economic Order Quantity","","0","","","","14.214","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","1002f7e5b2b5f971183b6a0cc59b8023dce9c7a176540092ab8a87a18c75b992","2-5687d82cec15336c3b8e4a71a363c1e9ffa7dbbcfeda71adc990572a5269127f","0","","","0-9fef198af00ab16a9b4e9ef76e7fff169c5e7e59293df67fda733d4af7d75327","root.record.ItemExhibitList.P5Item"
"GFE- Engines Long Lead","","0","277.279","51.295","60.748","59.923","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","0ed517a5105002611a76d5bb13505a82348aeb35ccebca61f05c0b0c505fa563","0-eed95084f1677943473bb2b595faaac1d60da1d359e69fc9d105eefaf9e31f14","1","","","0-926f2999b5998ad03fa34b2bbca6358f8d425394b3b09af77c78f52cce85de2d","root.record.ItemExhibitList.P5Item"
"Eng: For FY19 Economic Order Quantity","","0","","","","21.957","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","0ed517a5105002611a76d5bb13505a82348aeb35ccebca61f05c0b0c505fa563","1-a0bb9db1b1966a8ed653a7cde12e3582ad5d8ad687301dda6d447e6d7fde730f","0","","","0-926f2999b5998ad03fa34b2bbca6358f8d425394b3b09af77c78f52cce85de2d","root.record.ItemExhibitList.P5Item"
"Eng: For FY20 Economic Order Quantity","","0","","","","21.957","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","0ed517a5105002611a76d5bb13505a82348aeb35ccebca61f05c0b0c505fa563","2-6a88a61c49866c98852ef5b6ad4a3fc5dd88742be6eb050be3bc4ad757c55a03","0","","","0-926f2999b5998ad03fa34b2bbca6358f8d425394b3b09af77c78f52cce85de2d","root.record.ItemExhibitList.P5Item"
"GFE - Miscellaneous","GFE - Miscellaneous includes CH-53K Communication, Navigation and Survivability components.","0","","10.047","8.354","14.91","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","4a6fd3b21e934dc1210060667071f3f29ae19f09bda47a5fbfb3d9eda8477bc5","0-c6058b66342337e7820713500ded731ea1515ba7c646d9c065dd22eaae76e2f9","0","","","0-c8ec531b5aef745c248903de44a0d47892e1eb89510926c84d7d671bd9333c8d","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","86.028","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","75129b92a55cf1ef862c255af07a5586a292978726d5ce64682fc7aa838d5bfb","0-ad74d65f8581e266c326c1b71c81e004b751920880a70581fe698cea9c48d22b","0","","","0-9f024780975967c034965a727dba04bc13906791aa89ea05c920512321568996","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","23.188","2.579","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","75129b92a55cf1ef862c255af07a5586a292978726d5ce64682fc7aa838d5bfb","1-92f8d190219124bd081ef3cd6bc45b0484760e5dd02179445146dd7bb3b6d73a","0","","","0-9f024780975967c034965a727dba04bc13906791aa89ea05c920512321568996","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","29.598","2.684","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","75129b92a55cf1ef862c255af07a5586a292978726d5ce64682fc7aa838d5bfb","2-8b26f7362dc343db7b1947da2fea56391910ae5ba62c9278d409ff1363dcdb9a","0","","","0-9f024780975967c034965a727dba04bc13906791aa89ea05c920512321568996","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","","","0.75","2.509","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","75129b92a55cf1ef862c255af07a5586a292978726d5ce64682fc7aa838d5bfb","0-47e1ab1e21a08e80daf4eec797a3db927dcbffdb7f75e9783e15fd7ebadcde83","0","","","1-e29c3433d55ba4b7239abe72a02852e9ae0ca715ce9eb1aebc1016117ee10a77","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","","","0.75","2.402","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","75129b92a55cf1ef862c255af07a5586a292978726d5ce64682fc7aa838d5bfb","1-abe28a2e145009353529c6689a97b700f90e8e54e04c4218bf8128090a6d26d5","0","","","1-e29c3433d55ba4b7239abe72a02852e9ae0ca715ce9eb1aebc1016117ee10a77","root.record.ItemExhibitList.P5Item"
"Other GFE","Other GFE funds long-lead requirements for the F/A-18E/F production program.","0","","","1.059","1.06","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","e0221c7e6c8cecfd99823ebb03beb00517bf74fddb5c73bb50995f7398512ecd","0-bfcb196b3a288ff92b8e9638d7ea315378ef86b9b10c733f8ecc6518ac83f20d","1","","","0-c155a0a91bc9f8aec24226ec59f89c35510ae1eb8dc35537e5ee6878f2c95a3f","root.record.ItemExhibitList.P5Item"
"Other GFE","","0","32.177","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","e14386aa8f97a7bfaab9e49b9590cf94e46e10264f50c56e5ab5d71de55672d8","0-442099125e69f3b6d2ab367c4ef41bcb67bd92277295d1180067450046cac258","1","","","0-67ed292cdc31458483d9aae5426175855c729450ed705c5c1ad5ebda53701fa0","root.record.ItemExhibitList.P5Item"
"JTIDS","","0","16.955","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","e14386aa8f97a7bfaab9e49b9590cf94e46e10264f50c56e5ab5d71de55672d8","1-bd25ccf284850de0f5b1821a74a67b36fb13b5c69c021ebe039969495415cac7","1","","","0-67ed292cdc31458483d9aae5426175855c729450ed705c5c1ad5ebda53701fa0","root.record.ItemExhibitList.P5Item"
"Engines","","0","14.9","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","e14386aa8f97a7bfaab9e49b9590cf94e46e10264f50c56e5ab5d71de55672d8","2-a110a02df002eeec5392a096206924739948b056b05df942c24b2094c04beb35","1","","","0-67ed292cdc31458483d9aae5426175855c729450ed705c5c1ad5ebda53701fa0","root.record.ItemExhibitList.P5Item"
"GFE Electronics","","0","22.805","4.164","4.243","4.324","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","948f6040c68f10560d88ca67593f49078840d36a4407399d4922c6fc71ea8711","0-0abf3b1dba4d9752e9c7669690e5bf35c54f6215ba4cd1c8ccff58b11e4ccfab","0","","","0-0300c876776e41a6931c58cd8a9182074fffcfaef1dc1aaab271171926e3bfee","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","2.292","0.287","0.293","0.298","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","948f6040c68f10560d88ca67593f49078840d36a4407399d4922c6fc71ea8711","1-46640d43c44df6c2e06ae35ca511eab1e71c38d9b7721f7409cb9fb2785ee753","0","","","0-0300c876776e41a6931c58cd8a9182074fffcfaef1dc1aaab271171926e3bfee","root.record.ItemExhibitList.P5Item"
"GFE - Engines Long Lead","","0","141.509","5.121","8.9","19.168","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","90b92a199826e910328d1dae31f1804916722e93db4fb317deb5395283986c2e","0-39980dcb8fda15e920b1157e3edc46b6752474f11dea76de1c5a1e0bf0c24cac","1","","","0-712ec1c51e0683083b0902bc1b22057e98bab6557db3d4a3f50afbdb81b1f552","root.record.ItemExhibitList.P5Item"
"Eng: For FY19 Economic Order Quantity","","0","","","","14.214","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","90b92a199826e910328d1dae31f1804916722e93db4fb317deb5395283986c2e","1-15e84718519ae028e7994c63bd98848cba28cf2225ee31e76f8da2fc392b39ad","0","","","0-712ec1c51e0683083b0902bc1b22057e98bab6557db3d4a3f50afbdb81b1f552","root.record.ItemExhibitList.P5Item"
"Eng: For FY20 Economic Order Quantity","","0","","","","14.214","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","90b92a199826e910328d1dae31f1804916722e93db4fb317deb5395283986c2e","2-0e87bc50d9a2f643ce9d81e52a95832437572d74a5be75a3d6aadd1188ec9a1f","0","","","0-712ec1c51e0683083b0902bc1b22057e98bab6557db3d4a3f50afbdb81b1f552","root.record.ItemExhibitList.P5Item"
"GFE- Engines Long Lead","","0","277.279","51.295","60.748","59.923","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","d3d1bb771c286c33180a26c926dfacd5d6ee5e3e5d657f45a2cf8f1574d86d31","0-fc985503c2dfef05a29b115dc6499de9ce74534b4c7d865d9448446ae7335308","1","","","0-c1f0c69a550d7265ecaf78dca9ae8584e29e62a19a1de3fcaed9671dec611ebd","root.record.ItemExhibitList.P5Item"
