Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_Total_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_Total_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_MinimumSustainingRate_val,ManufacturerList_Manufacturer_MaximumProductionRate_val,ManufacturerList_Manufacturer_Rate185_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"Van-Wagon (8 passenger)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.221","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","4-6f61f364903d16801de35f71752505053e8a13119581e8a58ae1bf7981d2c92d","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Van-Wagon (16 passenger)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.047","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","5-6d741486c95fc85445feacbd4dd60725ded57cd611de464ce32f4e9789c43799","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Suburban","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.086","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","6-0f55fe1cbb25928a853c436d6fd984434735cc5713804d3b01bf686c220e2e7f","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","7-b2d0ebd099369e0fa0571da54cfb616f6268b11717439d18df817f766a87bc0a","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle (4x4)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","","0.488","","","0.046","0.1","0.05","0.05","","","","","","","","","0.046","0.05","0.05","0.05","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","8-a14263ff587fdadcdb4e1ee5d2c8a4466b825c8946cf90892f3f41aa41a4c16b","Various","Various","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Passenger-Carrying Crew Cab Truck (4x)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.041","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","9-e33a674c39d0c088bda7a4e2fd334fba9c6b346fa454ff083313c0d3112d10c3","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Bus","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.052","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","10-906dcecf0bf5f79e764f89b80edf34e61e4ac578265bdc80c09dbb62a63e6918","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Sedan -1","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.161","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","0-ed3cda30f8c63c6e077066bde5ca5189052a78b959ddb9de3e5ad32fffd7859c","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Sedan -2","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.163","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","1-d0850e9fcac082419c011c85b567763609d9fa17820157b71f97df074d2bcb9a","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Station Wagon","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.035","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","2-ecf79f54440308575ba6461a63caa38fc647c946b00c2a0eb2ebddab62b72e6b","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Van-Wagon","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.059","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","3-82628390aa25bd7f799bc7d6ee60f25d6958f060a1a8bad9d9f2c951995a61be","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Van-Wagon (8 passenger)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.221","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","4-2f431b353b1c28b3eb5d73b71092f2db595b4d583adb700305f5bea399315699","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Van-Wagon (16 passenger)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.047","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","5-686e193a00f9beeec12315efacc4a7c410481076cc6113ea9efc0a5197101167","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Suburban","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.086","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","6-b9fdaae58caf87988ed9bd16000883b90ebb71673b227b37db3ef7bdb406a0f2","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","7-b857c42c01c6eb22de50ef7f9194221b9e25a44928b99cf80d2cf279afba57f7","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle (4x4)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","","0.488","","","0.046","0.1","0.05","0.05","","","","","","","","","0.046","0.05","0.05","0.05","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","8-b73f57172e460ed0c7a8977fe82c5cc59d24f8795d52f08147ecbbf0a73ed119","Various","Various","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Passenger-Carrying Crew Cab Truck (4x)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.041","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","9-01a039bc4305d3e70d1041fe5af3921cc4bc64199c66c8c1e3e2bcebfc159994","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Bus","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.052","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","ae347f3ab5abd8665f0015d559831ca237cf3fa64844baddd7e172a192375f40","10-561e9ff74cde669507186d9e57f69564edf743c1530a16b68df07e15b3338842","","","","","","","","","","","","","","","","0-698711a322956160a870c2212120e6c2dfd878904a02beebb48478ad1945bfbe","root.record.ItemExhibitList.P5Item"
"Common Ground Station","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","12","","","1","1","1","218.212","0","234.212","","","8","8","0","8","","","","","21.821","19.518","","","8","8","8","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","6feb0208aa26d6550229bdf370d3886d34e07818e615e22e029c46fb827c9409","0-47f0dcc09b8b0bb4aab87f83dc802531f18b63602da4a90ab93fa4426e534971","Northrup Grumman","Rancho Bernardo, CA","0.00","2.00","0.00","0","9","10","19","0","0","0","0","10","1-213b0eb18b3a061d76b21809330bb80b2fd1ae5c85ce389857462acf38ea9d72","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","","","","","","324.974","0","324.974","","","","","","","","","","","46.425","46.425","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","6feb0208aa26d6550229bdf370d3886d34e07818e615e22e029c46fb827c9409","0-a30423f9f6123942cf0d19634ece2ef678ad8a9ab280ae165682df7464ab9dd0","","","","","","","","","","","","","","","","2-fcac53a2f7490b4cfa29feece7ed740e85b6b0583d6043d9bcbda39b7693231e","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","","","","","326.777","0","326.777","","","","","","","","","","","54.463","54.463","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","6feb0208aa26d6550229bdf370d3886d34e07818e615e22e029c46fb827c9409","1-f23f64501e31802091b7b98ce2c0be096ecac3f500bdd66ef01fc9846eac0d0b","","","","","","","","","","","","","","","","2-fcac53a2f7490b4cfa29feece7ed740e85b6b0583d6043d9bcbda39b7693231e","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","","","","","","1655.795","0","1655.795","","","","","","","","","","","78.847","78.847","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","6feb0208aa26d6550229bdf370d3886d34e07818e615e22e029c46fb827c9409","2-8548f2a20c4e6b69cccba8974c6604b5d2cfb765ecb5075cb0a647125bd0345c","Northrup Grumman","Rancho Bernardo, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","18","2-fcac53a2f7490b4cfa29feece7ed740e85b6b0583d6043d9bcbda39b7693231e","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","","","","","","835.614","0","835.614","","","","","","","","","","","75.965","75.965","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","6feb0208aa26d6550229bdf370d3886d34e07818e615e22e029c46fb827c9409","3-d02a01f6609a78f28db56a7df6924cad36a73d91d3f3d3e47311c53c30585d15","","","","","","","","","","","","","","","","2-fcac53a2f7490b4cfa29feece7ed740e85b6b0583d6043d9bcbda39b7693231e","root.record.ItemExhibitList.P5Item"
"Common Ground Station","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","12","","","1","1","1","218.212","0","234.212","","","8","8","0","8","","","","","21.821","19.518","","","8","8","8","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","0bd719ef621e4942ddcec6c35d76388658f5b2fe25e160e294e9186a3aa77111","0-41d32473a28cee43bea614f8e6a6777c63f9cc4725820930522415dbaeb0f552","Northrup Grumman","Rancho Bernardo, CA","0.00","2.00","0.00","0","9","10","19","0","0","0","0","10","1-d6b4d55e67ff70ed11dd2024e8d5666730d59c64de1ae4f4f1bd524bba17f66d","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","","","","","","324.974","0","324.974","","","","","","","","","","","46.425","46.425","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","0bd719ef621e4942ddcec6c35d76388658f5b2fe25e160e294e9186a3aa77111","0-eb618312d5ce985c6ac9fd1f2ec9aa6eb8486d2f2357290d8ade030cf0d79552","","","","","","","","","","","","","","","","2-ff4430a4de6ba7de51a6e4de38fe5ade68bdbbda7f1517e05657753f6fa2a147","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","","","","","326.777","0","326.777","","","","","","","","","","","54.463","54.463","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","0bd719ef621e4942ddcec6c35d76388658f5b2fe25e160e294e9186a3aa77111","1-b458b21ffff2fc041444928b192e749750572abfcc968be1b76d57b3e49b1ea4","","","","","","","","","","","","","","","","2-ff4430a4de6ba7de51a6e4de38fe5ade68bdbbda7f1517e05657753f6fa2a147","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","","","","","","1655.795","0","1655.795","","","","","","","","","","","78.847","78.847","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","0bd719ef621e4942ddcec6c35d76388658f5b2fe25e160e294e9186a3aa77111","2-fd772bc0c28651c06ce38e89fbecfa4539bd9dff630a95b47c0975299e5e0985","Northrup Grumman","Rancho Bernardo, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","18","2-ff4430a4de6ba7de51a6e4de38fe5ade68bdbbda7f1517e05657753f6fa2a147","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","","","","","","835.614","0","835.614","","","","","","","","","","","75.965","75.965","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","0bd719ef621e4942ddcec6c35d76388658f5b2fe25e160e294e9186a3aa77111","3-ecec5526499e9360e0ae67e1dad09d7b176f749c446bdd0c977286959e2676d0","","","","","","","","","","","","","","","","2-ff4430a4de6ba7de51a6e4de38fe5ade68bdbbda7f1517e05657753f6fa2a147","root.record.ItemExhibitList.P5Item"
"Sedan -1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.161","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","0-5121fba249da825ddae8077c7c19b15509a666350b9ba32366094941ed701101","","","","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Sedan -2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.163","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","1-e3a7ce8bcfe982986b57717aa70b5b0e27ce5cfccea38a54d13daaf85be4c12b","","","","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Station Wagon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.035","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","2-474774bf5e645896c21e6cae6191edc5be2bcea07fc4bcd9374479d5e6ee00fe","","","","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Van-Wagon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","0.105","","","0.1","","","","","","","","","","","","0.05","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","3-4e9464f042390a68b8cbe0cd89fd3fa8071a77b157f951c3b6bdcc836428f3fb","Various","Various","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Van-Wagon (8 passenger)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.221","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","4-228f9a7c93c4eb3949b4dda6faee43ea0a921c74459a1693a1c417bbdb3877ba","","","","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Van-Wagon (16 passenger)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.047","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","5-05a6ef03ae1fc8963a345bf41b9e68acdfa00292706adf95dfb6ffedfc209264","","","","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
