FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,FundingVehicle_val,@PARENTROWID,@PARENT
"2017","","WPAFB, OH","2016-12","2019-04","0","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","317e5965462e9d7678fc4f02896e5cee9bbda817cad2e5ad9c2290b851dba197","2-5a17a572618f9290c9e72d57e73a7465e9c75141f8aa06b701114c8a678e44de","","","0-476e1a23277796cb82f4f6420c8bd47ce864a1f367ecf1657c2d29bd35803c61","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2015-12","2017-08","5","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","04b39301635aa03a7b974c8a1151aafada20c596b5345242252608dac900590d","0-72fcb1f11f9b9fe266c418f197ae0bf197cc79a33a7a33d45a7de557968d8a29","","","0-d7b5a50af227618e289848cbff14e6f8686e6deccca6df08052be0b6447932a8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2016-03","2018-11","3","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","04b39301635aa03a7b974c8a1151aafada20c596b5345242252608dac900590d","1-874dcff7906136e89b75317e4cbf337c21bce485e9f48b3ca36b5c19abf10d44","","","0-d7b5a50af227618e289848cbff14e6f8686e6deccca6df08052be0b6447932a8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","WPAFB, OH","2016-12","2019-07","2","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","04b39301635aa03a7b974c8a1151aafada20c596b5345242252608dac900590d","2-86ae58c50409b15a4565e25b8c1f53862d910bee7ea44ff339048cf4953a4167","","","0-d7b5a50af227618e289848cbff14e6f8686e6deccca6df08052be0b6447932a8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2015-12","2016-12","8","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","dfceced65c92fa65682ab45ae434a30edc54231102355ccb2d0cccb8c70865c0","0-cc8499bc3dc32679a968e2461409232f82433d49deb2f1616ffda58da8f0e07a","","","0-c2d9154d9b16a07c53b11b695383e77e4bb1a52e61c5f3bf203562b50557e3a8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2016-03","2017-12","6","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","dfceced65c92fa65682ab45ae434a30edc54231102355ccb2d0cccb8c70865c0","1-16b0abe2f6dad1f3018e9b78799a414b85844dc35a0a1c20a6d45b322fe213af","","","0-c2d9154d9b16a07c53b11b695383e77e4bb1a52e61c5f3bf203562b50557e3a8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","WPAFB, OH","2016-12","2019-01","5","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","dfceced65c92fa65682ab45ae434a30edc54231102355ccb2d0cccb8c70865c0","2-e0b17d2cac777b8b5d03356b2d3859ece189fc937542b774df01d30512e59829","","","0-c2d9154d9b16a07c53b11b695383e77e4bb1a52e61c5f3bf203562b50557e3a8","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2016-03","2017-01","47","6.952","true","2014-01","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","54ceb5c06156f9c55e6b849926ac030a11c42ee97375688e8ebb955b86c8ae13","0-f534ebf16a1e0d06e74046b483742f4c9a438d9b150ea527b776cafd89b1f92d","","","0-08479455f28e73f8e6a9c7e063e095f5c81e2202b1d0c0396bb8dbb8c9b875bd","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2016-03","2018-01","43","8.349","true","2015-01","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","54ceb5c06156f9c55e6b849926ac030a11c42ee97375688e8ebb955b86c8ae13","1-c452c55fca6ec28d5e79e6e7507ca6d567b24779d76b9b48a2c195590bd049f3","","","0-08479455f28e73f8e6a9c7e063e095f5c81e2202b1d0c0396bb8dbb8c9b875bd","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-03","2019-01","43","7.337","true","2016-01","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","54ceb5c06156f9c55e6b849926ac030a11c42ee97375688e8ebb955b86c8ae13","2-811ca3c7dc6337ef376b8c31012eff0779b22477058137e00a81e0133a9a7644","","","0-08479455f28e73f8e6a9c7e063e095f5c81e2202b1d0c0396bb8dbb8c9b875bd","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2015-12","2016-12","14","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1e24abaeefbb873f569d9b38ff04ead3b13c188ded0a995438fc26ef309c4d70","0-8dfe3f0ad1a058634f6e1003f47d75d1666e6026fccc6c154cefd8cdf51eb0a9","","","0-40f1eb1cdf49d9e31210ad6df5464fc6539d8d703ddd82cb34a57913c3f5e22f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2016-03","2017-11","2","25.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1e24abaeefbb873f569d9b38ff04ead3b13c188ded0a995438fc26ef309c4d70","1-4d0b982648251e99c48680337b8073ea811f3ec6337f2ff768ebdf96d2ca400f","","","0-40f1eb1cdf49d9e31210ad6df5464fc6539d8d703ddd82cb34a57913c3f5e22f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","WPAFB, OH","2016-12","2019-04","0","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1e24abaeefbb873f569d9b38ff04ead3b13c188ded0a995438fc26ef309c4d70","2-acd471692a371402e3377562d95f6e5bd1a58bd52a5e7f6c00de772b35a756b1","","","0-40f1eb1cdf49d9e31210ad6df5464fc6539d8d703ddd82cb34a57913c3f5e22f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2015-12","2017-08","5","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","aaa3897ab1e9054e10ccba0b0bb9ce360d96a0672f9728a2ddce5dfd5536a8e9","0-e6999b586622d1fa798bffb789dc62457c040e00370ede0a0dbcf9baab0fbef1","","","0-b900d882e1e163183c44138c5e3f3c363a23b1b6aa0b62e8e4e154fb30f3f1a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2016-03","2018-11","3","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","aaa3897ab1e9054e10ccba0b0bb9ce360d96a0672f9728a2ddce5dfd5536a8e9","1-ca3981d3ddb73b2860530821cf45998fd4ceac4f3a791d6dd61651ada5a742c7","","","0-b900d882e1e163183c44138c5e3f3c363a23b1b6aa0b62e8e4e154fb30f3f1a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","WPAFB, OH","2016-12","2019-07","2","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","aaa3897ab1e9054e10ccba0b0bb9ce360d96a0672f9728a2ddce5dfd5536a8e9","2-9cd34a800332d4da8070d0966f423e1741dcf31d87f60583de12594c555174c7","","","0-b900d882e1e163183c44138c5e3f3c363a23b1b6aa0b62e8e4e154fb30f3f1a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2015-12","2016-12","8","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f8d8f61e907a74fdbcc61c2f963800089af997881e4e9977e7629b29e606e7f9","0-4177183e342ecf2f5bc236297cfbafcb2e4913167d72d507270ece3907f38abd","","","0-ac3d6d109837de9f558050678c224f1ddbfc45c0b55830c822ec7c7473282797","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2016-03","2017-12","6","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f8d8f61e907a74fdbcc61c2f963800089af997881e4e9977e7629b29e606e7f9","1-0bc541309c09cfe611cc2da42a6978d51c10e970ce6d1f02c07850f62942a6f2","","","0-ac3d6d109837de9f558050678c224f1ddbfc45c0b55830c822ec7c7473282797","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","WPAFB, OH","2016-12","2019-01","5","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f8d8f61e907a74fdbcc61c2f963800089af997881e4e9977e7629b29e606e7f9","2-b5797fb56c88c86857b24573425368f51f29364a9964d711664acce66d636378","","","0-ac3d6d109837de9f558050678c224f1ddbfc45c0b55830c822ec7c7473282797","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2016-03","2017-01","47","6.952","true","2014-01","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","078d421d81190ecf8a486faab49d2e8ea4d456b0d51f6459cc6c7199455602cd","0-eed83cf5069540b666b60872c2da0a0a0adc7c404c8318aea673704e57d44619","","","0-4196d7baa453f43b6677abdac672985b72dea48c03dcce6af17a97d03c77fd6f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2016-03","2018-01","43","8.349","true","2015-01","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","078d421d81190ecf8a486faab49d2e8ea4d456b0d51f6459cc6c7199455602cd","1-d4407f2646497f598889dd96bdf152b04621eb19d93a5ef055d8be37b482e30b","","","0-4196d7baa453f43b6677abdac672985b72dea48c03dcce6af17a97d03c77fd6f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-03","2019-01","43","7.337","true","2016-01","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","078d421d81190ecf8a486faab49d2e8ea4d456b0d51f6459cc6c7199455602cd","2-b85f4c56fcbc4c03157b8f3cdf5586fec7e58eec04b4c302b131a395b321a2ae","","","0-4196d7baa453f43b6677abdac672985b72dea48c03dcce6af17a97d03c77fd6f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2015-12","2016-12","14","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e69e07728276534fdfa55b2844b939d33d50eb19a45e7ddc2b78cbe832e14bba","0-dfdd2c1a715f9e2962d5a1af4b06947b1954979a42a53fa3a8f583af2a867493","","","0-5810d5793dfc09255dbe3bf7f52ff521885933162d5ace31dc5396dc76f892b3","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2016-03","2017-11","2","25.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e69e07728276534fdfa55b2844b939d33d50eb19a45e7ddc2b78cbe832e14bba","1-ac80e18efb1360b0176f4b1b4d7593505b780c2cf676ae680b396b6eacfe31d4","","","0-5810d5793dfc09255dbe3bf7f52ff521885933162d5ace31dc5396dc76f892b3","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","WPAFB, OH","2016-12","2019-04","0","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e69e07728276534fdfa55b2844b939d33d50eb19a45e7ddc2b78cbe832e14bba","2-58f6ef48b74d0dfa8c1bc1ff2dfa14e9bc22375e400d9fff86f336226dfe60a8","","","0-5810d5793dfc09255dbe3bf7f52ff521885933162d5ace31dc5396dc76f892b3","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2015-12","2017-08","5","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","04c0c41116e5f6904b16bf76340a6959e7f09069c196fcfad2d2be879207724f","0-aa07979468802d1d311afccc337698478ef4d79ac53e648527ab410da64f9978","","","0-8a2509fcb9c4359bf48119e5ed4815771de5bac35327aa411efa2ad396bea82b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2016-03","2018-11","3","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","04c0c41116e5f6904b16bf76340a6959e7f09069c196fcfad2d2be879207724f","1-53eb9badbdce9db6e6dfd752c2d13828d41f8b8fa24cde935a4f9c6183951e63","","","0-8a2509fcb9c4359bf48119e5ed4815771de5bac35327aa411efa2ad396bea82b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","WPAFB, OH","2016-12","2019-07","2","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","04c0c41116e5f6904b16bf76340a6959e7f09069c196fcfad2d2be879207724f","2-b1826e21d0655d3208ff10a8f4ac272dd466982a352e5383dffd845be3f3ce1c","","","0-8a2509fcb9c4359bf48119e5ed4815771de5bac35327aa411efa2ad396bea82b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2015-12","2016-12","8","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","0dd91f4446d3575886727ff6a8249093ad91205b21e77ef7cfe082bffa942faf","0-c0f85c1a2ee0c9a3b1c56bf0d40c5271f67763db1240f0fbee98af0a7a41150b","","","0-502d04faecf0487d8541e53da83df59e18a211db4fd831b0118db31f87871113","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2016-03","2017-12","6","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","0dd91f4446d3575886727ff6a8249093ad91205b21e77ef7cfe082bffa942faf","1-975c8da1e0dd3dbe2632d92eb72e3efffe0329e11ca922ed50296a74ef9fe645","","","0-502d04faecf0487d8541e53da83df59e18a211db4fd831b0118db31f87871113","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","WPAFB, OH","2016-12","2019-01","5","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","0dd91f4446d3575886727ff6a8249093ad91205b21e77ef7cfe082bffa942faf","2-865ecb1b5ab735591cc9e5638bed4dad9035e795f3f1fbb628e2c3bbd8bb7d75","","","0-502d04faecf0487d8541e53da83df59e18a211db4fd831b0118db31f87871113","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","4505.000","true","2012-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","0-c05e4887fb8960642efff725225b7e86bc79c2deedd086509fa1e24ed1c1aa2d","2012-01","","0-6a9d38eaad70418d5cbaada77be8f71aa97a2876f5cc08ce8b8b7d7f460112a2","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","4203.000","true","2013-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","1-20a22d579272d3995622a7d137408460b114686a4323d4191b2c732c4fe33d3a","2013-01","","0-6a9d38eaad70418d5cbaada77be8f71aa97a2876f5cc08ce8b8b7d7f460112a2","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2015-01","2016-10","1","3067.757","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","2-19acc8001ad1bbbbcfe1eb915443e6e9d26c55c529adc2e229bd245bbac68e3e","2014-01","","0-6a9d38eaad70418d5cbaada77be8f71aa97a2876f5cc08ce8b8b7d7f460112a2","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","25739.000","true","2012-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","0-e146b9283518e881a389c219ad9eb7e3ee6e81edf00df8cf2862240eb04db4ae","2012-01","","0-821a3ac0947448f2c792257186c7b81f5c7792fee9559b06b32009051b921062","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","24014.000","true","2013-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","1-e0fe6d88be642cc743783c3102f2f32c52af900c19540b80db57a6569d2efb93","2013-01","","0-821a3ac0947448f2c792257186c7b81f5c7792fee9559b06b32009051b921062","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2015-01","2016-10","1","17533.220","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","2-53e5a02bfa82ed310cbf29154af4c27bb0575645cc9c344b079d0a247accf89d","2014-01","","0-821a3ac0947448f2c792257186c7b81f5c7792fee9559b06b32009051b921062","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","9616.000","true","2012-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","0-61f03acac7e049a1d9f0eadd9bb77a81fd41e4ba79ec9b521632aa25901e8930","2012-01","","0-c3d727a6cfa5c8d06bbf41e73ba081702f3c360917c0fc622e67dee9296e71f7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
