Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_AllPriorYears_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army Active","21","49.255","45","67.868","25.9","11","","","25.9","11","31.4","10","32.905","10","5.074","1","25.6","9","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","08c0113b95fa3adefc20699b63dc92de8c3574582cdaf2ab31361a4480323301","0-98a9d5c4d05eab0bf4f71d79bea4120b7832852012935a26173fedf0897373f6","1310-2a15fef640933dc04e7874a92ca495f5b1ceedf3417431cce4ea1559e07adef5","root"
"Army National Guard","17","38.655","22","32.372","14.835","7","","","14.835","7","13.829","5","11.595","4","34.807","9","15.09","5","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","08c0113b95fa3adefc20699b63dc92de8c3574582cdaf2ab31361a4480323301","1-2048551cbab67f85aa1eff5586afa9d249c6036fef2b236816db6f1c8e617d18","1310-2a15fef640933dc04e7874a92ca495f5b1ceedf3417431cce4ea1559e07adef5","root"
"Army Active","","","","","0.013","","","","0.013","","15.1","","15.35","","15.68","","15.999","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","5617440ac19e5cdf60b4398bb3882dcd45e9fd0fc702c80b9313e1b4d5edceee","0-e1e61ac2ad71b8b8620fd86be740c56d8077f7a1f84cbbfebeac79906493811e","1311-8da6967b33f63801875b96de01378ff7cb295bf6f46728c0dbcf41b1e71eebf6","root"
"Army Active","","","","","2.8","","","","2.8","","5","","6","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","59cc90bb60fa538fa2fc931fd933563601175f5f0f03542a32b8c16b7f0ffd24","0-bb365f8a5e02841fbf175aae9f24c7cd585e9bb7688da0f33bbe58f779d87d30","1312-6b03e8c1df48729e3b62ba34e9217220bc7f647ddddc94e06ae3403277264cb1","root"
"Army Active","","","","15.446","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","18280c13edb4f94b2d0a718922e7adaa052131188d169c15ab504612805db4f8","0-a92a0ba6ac939b3fb92cd1b6df515c822e5d57edfe20ed3e0048bf2f6669944e","1313-305e6c5892ffd58c4df091d7ec652003eb19888f5cb84fc397cd231b1498b9b0","root"
"Army Active","","53","","52","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","c000ae353f1954af110d183625ad1c4d64dcf52863cf8ec8ba60fb871ec8da43","0-05fb3f9339c35c4fab195880ade3c550d0c730d97b573d938b8818ed26969faf","1314-4bbda7b6af6b7982a327387efa2af5728f577417cddeb44597b70674da9686f3","root"
"Army Active","","10.712","","206.679","1.237","","","","1.237","","1.285","","1.315","","1.356","","1.442","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b44b358d16674c44e0070122cfea3c1b458e79a0ca9f32a43f79f72d89b98434","0-22e31847a8a1f4db948c01510a21c87f7c86ff4bb7ef8276a989d19598f328bd","1315-c10d86b92f27f107ffc32b8d51d94e3f23f467fac0ced5637f2d750d30068072","root"
"Army Active","","1.332","","1.368","1.399","","","","1.399","","1.432","","1.465","","1.498","","1.525","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","29abd9928efb0b840f1900c26ebe6b0363784476df1b264f9d04abd93cd2fc08","0-f54fd30c8bb1c97e645164936f389f11cbf253c7ab6bf9bc3970e72cbd16b3a2","1316-f2513d91f7dd43b21e0fd2a221878bdf024d1d4ebb64ce158e03eb3d06624d13","root"
"Army Active","","3.958","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","99d4198ff1cb0e3f2418fef1f84f6443ada2fb6f182dbdcb33c105cc094c8158","0-116b36e658434c7958132bcff6f0b1a89f78d42d149e30e4718bf8adc6a8eea8","1317-fe848e3002fe52181b661932fa2555d3b2b3180bb1255eef362fa28ae9f88b72","root"
"Army National Guard","","","","7.98","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","99d4198ff1cb0e3f2418fef1f84f6443ada2fb6f182dbdcb33c105cc094c8158","1-18d0b00853751f1fcd35278767d5feda57489454007662e72f50285551b1798b","1317-fe848e3002fe52181b661932fa2555d3b2b3180bb1255eef362fa28ae9f88b72","root"
"Army Active","","","","6.822","7.998","","","","7.998","","29.444","","50.294","","50.574","","38.936","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","8bd29c6710d0aae1b0a664ed9e91b1f3b8e5ca3fc64909817e95879899def29c","0-a69e30b6e30ef6b05d0c7c8bf6a20cc8b884c454c595e714e9f722bfb040d807","1318-e1dd7ee7c29bbde24f9762fc230680bdf7c49d30d449be692fbbe9e93c2efc2b","root"
"Army Active","12","10.769","40","19.063","26.3","46","","","26.3","46","13.455","23","42.132","163","19.337","28","14.269","20","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b1cee72ea1a15e94fc5254401b10f4b361eafeb73994f6ce9c486a2f497fd461","0-836027dcbe15baf3081cd39b5400b71024b75ab812cab587bd3d7b9d17218991","1319-567dcd24a397d5009de4a388f4ff2fbb48abb768ccb3befcc20614e8ce7dda5c","root"
"Army National Guard","16","30.888","30","14.381","21.683","40","","","21.683","40","34.597","60","5.494","86","27.826","40","33.295","46","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b1cee72ea1a15e94fc5254401b10f4b361eafeb73994f6ce9c486a2f497fd461","1-1907692b770d81724bb2b80bbe13f2863e4a9b88a9a1245683cb4142bbeb36f8","1319-567dcd24a397d5009de4a388f4ff2fbb48abb768ccb3befcc20614e8ce7dda5c","root"
"Army Active","","10","","3.04","0.142","","","","0.142","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7654d2807baa0dd83487ce35bfe8de4f90419f4d7d338f7065aa4da056969271","0-7c97329a89d3926b9de5c85154a2e50f71e8f534b85673e4fb3ff9e1c5f2e410","1320-45a0ffe88c77047da99df7a2d41407d28c3a2d23ec601dd8cd90eb9970e67432","root"
"Army National Guard","","","","2.881","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7654d2807baa0dd83487ce35bfe8de4f90419f4d7d338f7065aa4da056969271","1-001b8df600526ff8d252135d26c023664bc0bc8999ca14d0fe98867d03f38e01","1320-45a0ffe88c77047da99df7a2d41407d28c3a2d23ec601dd8cd90eb9970e67432","root"
"Army Reserve","","","","0.291","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7654d2807baa0dd83487ce35bfe8de4f90419f4d7d338f7065aa4da056969271","2-19c4a8084ea951f3b7676b32b9de3b7d09f309a94aea770298134a4cc8b7f4be","1320-45a0ffe88c77047da99df7a2d41407d28c3a2d23ec601dd8cd90eb9970e67432","root"
"Army Active","118","40.297","","","5.183","","","","5.183","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","76598afe2dc25b34cab4b6fa5b1177d741bf0706a825ee2150235178e61c1549","0-b3d3cec649ba91627c6c3bb247b1e932468301ed7e9d436280754dd96be44942","1322-d9a6d477b88d41fde9e53c6b1f4c7a8180cd3d0215c1cf0a58a8b14b08559da3","root"
"Army National Guard","","62.037","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","76598afe2dc25b34cab4b6fa5b1177d741bf0706a825ee2150235178e61c1549","1-c868a8082de890b7db5c21d4c7221867d018f202fde442fb50c6e8a41180b5c7","1322-d9a6d477b88d41fde9e53c6b1f4c7a8180cd3d0215c1cf0a58a8b14b08559da3","root"
"Army Active","18326","117.799","3519","68.336","12.435","","","","12.435","","59.611","1140","116.19","1939","97.865","3103","104","3273","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","90f8ab735fc6d55dad630d0a5c5a767cb0a897ec2a87ff15a6adb25d128526dc","0-77dccd8821a4643a095b2456389d2696443befca36c139e96b88794d2bc7875e","1323-4a2d8b93e5ff50e2123e867c0a8d16a802b6c04c12e425ea2b32b8efbd6a6e84","root"
"Army National Guard","8607","54.623","621","11.847","1.639","","","","1.639","","32.52","1139","19.402","1937","40","3103","50","3274","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","90f8ab735fc6d55dad630d0a5c5a767cb0a897ec2a87ff15a6adb25d128526dc","1-7547b5115d5da1ab42db25e851b6520fa7e7f7a91137e269ebeb4bad1875fd28","1323-4a2d8b93e5ff50e2123e867c0a8d16a802b6c04c12e425ea2b32b8efbd6a6e84","root"
"Army Reserve","834","4.55","104","1.979","","","","","","","3.789","1139","5.529","1937","5.7","3103","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","90f8ab735fc6d55dad630d0a5c5a767cb0a897ec2a87ff15a6adb25d128526dc","2-b575ab9e2ced319a43c49c594d70215252b4dcd71ca17a6c34d4f4522509d773","1323-4a2d8b93e5ff50e2123e867c0a8d16a802b6c04c12e425ea2b32b8efbd6a6e84","root"
"Army Active","485","7.244","1043","15.717","18.27","1221","","","18.27","1221","10.319","733","10.305","1193","11.025","1309","21.611","2854","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f69a3c86cfefa324c4effe190e204cd68335499ae7a552aa748342e6ac44918b","0-a9a954ecea2fc6dd6548b3318f31b372bbe9597dd24aadd7923fe91d7c707cd1","1324-edafe4677234c627b44db10ee905b15a74698df845d1a174cbc0421031f17531","root"
"Army National Guard","256","2.983","338","5","3.015","202","","","3.015","202","10","710","5","579","4","475","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f69a3c86cfefa324c4effe190e204cd68335499ae7a552aa748342e6ac44918b","1-367164736a0ab2bdf719620db46ff82411d2fb29b987d7cc02ef7c1c5e08b7da","1324-edafe4677234c627b44db10ee905b15a74698df845d1a174cbc0421031f17531","root"
"Army Reserve","","","","","1.015","68","","","1.015","68","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f69a3c86cfefa324c4effe190e204cd68335499ae7a552aa748342e6ac44918b","2-d4b80cb518bbd62414a5e6920e1dc24fe33955a4586a3ec8ad2b6abb3580e700","1324-edafe4677234c627b44db10ee905b15a74698df845d1a174cbc0421031f17531","root"
"Army Active","77","50.674","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b6ff3bddef2cbbfdca6d734807a8beff8888c671e0c04d6b0a13b5f5b322b69e","0-5acdc6826fa581738f555eaa0027c261bb44bcb4eeaabc2631ec5cdd033bbf7e","1325-9b6174e9a41d0a84cce5415193adc139fc6eea3c21ce64d5533306e14ce15700","root"
"Army Active","","14.568","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","ee8eae92fbde14094cbde426d77a1f7faa41048bc3acd6d7fe975c36920dca20","0-c8e03071cdb2942c4d3400afac44f6d3a53469d8ea89310350a9cdf2ff49bd4b","1326-c22d0f3f0e311ed2dd00a2113ad13182de5a0bb9a583a8877c1c973cb745d9c2","root"
"Army National Guard","","8","","0.514","0.516","","","","0.516","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","ee8eae92fbde14094cbde426d77a1f7faa41048bc3acd6d7fe975c36920dca20","1-52c5c732bab83889e54a6ec7ff8de1158d7c6588419cd0c8642f46ec5727272b","1326-c22d0f3f0e311ed2dd00a2113ad13182de5a0bb9a583a8877c1c973cb745d9c2","root"
"Army Reserve","","2.788","","0.5","0.5","","","","0.5","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","ee8eae92fbde14094cbde426d77a1f7faa41048bc3acd6d7fe975c36920dca20","2-883d270def1dc73eb76371a20542443c27b232f5145bc477b995e85e34658e4c","1326-c22d0f3f0e311ed2dd00a2113ad13182de5a0bb9a583a8877c1c973cb745d9c2","root"
"Army Active","","","8","16.425","55.354","5","","","55.354","5","53.494","9","25.874","9","13.001","4","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","462f404599fb1f50e2305f4196422f60cb2f01f67cd63a9e23c766cc9bdafcc5","0-184b23d7866597716d9714ab8081c3e5bcf82d07b794ba417b7f95a31179f202","1327-1457c1be61966cdeb1491bf46cb94db5c7cf02a2b99dd2117482df4b0ca7d687","root"
"Army National Guard","","","9","13.456","","","","","","","18.851","8","20.751","8","16.45","7","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","462f404599fb1f50e2305f4196422f60cb2f01f67cd63a9e23c766cc9bdafcc5","1-33f3d321c8a12fcab4b01ecc210c969c5c05f83edb7e7d5562d570c4919d54fd","1327-1457c1be61966cdeb1491bf46cb94db5c7cf02a2b99dd2117482df4b0ca7d687","root"
"Army Active","","2.597","","","0.6","","","","0.6","","1.4","","0.9","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e3af81aa76a8716d7a99f3d482adbfdccd2a9c7493c9837caef0504ecf26b5c9","0-05d712f75a1c291e0737320a357ca4be455985f3de906e24114e1def28903991","1328-76309d744180ddfd45a03a32530f5ceb44610ac3415212042501e0bcd710f5d8","root"
"Army National Guard","","1.298","","","0.2","","","","0.2","","1.05","","0.65","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e3af81aa76a8716d7a99f3d482adbfdccd2a9c7493c9837caef0504ecf26b5c9","1-9de8db89972be5cbc8d9f050169af5be6eefde7bb2cd4d034935245a3381611f","1328-76309d744180ddfd45a03a32530f5ceb44610ac3415212042501e0bcd710f5d8","root"
"Army Active","","8.249","","9.108","7.232","","","","7.232","","5.7","","7.692","","7.823","","10","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","5b2fe391f2f6932ff726c488d8358459e59e27f3c83b66614e7cc44e3fd81463","0-69b4d88a79de63ec4793277db122510d7e114027f967411c88167b3673f56a2a","1329-1e1aa0d776b6516ab9699a6b9b9ddc6b9af4033cfed88e838b104c9f4d93ba1e","root"
"Army Active","1","2.142","85","8.088","0.886","","","","0.886","","3.199","","3.789","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e8aa7abdad91124b263aa5123f17f04cb9e23d3927c25caa8b53f234e7d75e9c","0-7c48aa91a161c11e76e544f0926d5d0014a2eaae53b2bf520dd37a72860305e2","1330-4aefb01e57c3d3d1d2a074d4254bba5706b9b8de463c1a7d4024ebabfae529bd","root"
"Army National Guard","","1.17","51","4.394","2.141","","","","2.141","","1.485","","1.57","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e8aa7abdad91124b263aa5123f17f04cb9e23d3927c25caa8b53f234e7d75e9c","1-5cc8a2cab94a383392bf0e8410ce5043cee8ca45f16596177d2ac89f10e2cef7","1330-4aefb01e57c3d3d1d2a074d4254bba5706b9b8de463c1a7d4024ebabfae529bd","root"
"Army Active","","30.4","","14.6","1.185","","","","1.185","","4.254","","3.916","","3.255","","4.2","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","0-0dc04c2daaf394536b9d53c97ac4ec302cbbb85ce49718eebaa58242142af7d3","1331-81c292d1f43877acefae09829c319042a70845d783679388ebffeea2c0af5524","root"
"Army National Guard","","3.005","","3.075","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","1-21aa10b148aff37289f71cd22ac23a941211b484ea84791ec1c1cb93fab3ba84","1331-81c292d1f43877acefae09829c319042a70845d783679388ebffeea2c0af5524","root"
"Army Active","","176.995","1032","141.385","87.732","423","","","87.732","423","100.605","1708","96.024","1409","91.518","1301","85.578","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a1bf5c1c0fcdeda2d8b9d6f48da333363c92365b9ef2cc7bad58a689e55d263f","0-78a26c68f4510460505ec38ff72b44036f0972c5832d20b43dd2c3d541963cdf","1332-c8366eb4482661f01826616e5a36b0877e6e7ecec21cdc87874eadc32d46eb65","root"
"Army National Guard","","31.234","","","15.482","75","","","15.482","75","18.454","313","17.614","258","16.787","239","15.698","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a1bf5c1c0fcdeda2d8b9d6f48da333363c92365b9ef2cc7bad58a689e55d263f","1-6de3ee39036c22d9402054fc730df66ebc566fe6b7a6c9091bad0c5c4e65c3f5","1332-c8366eb4482661f01826616e5a36b0877e6e7ecec21cdc87874eadc32d46eb65","root"
"Army Active","141","44.154","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","4b506efa29037b7bbbe2c5b73c958896bf3713281696833a3c2ef59963ebf135","0-005c7627f306b4757c5a325e6efe05f4e6d65cc26f99f3c55fb7c7bb4e63a3f4","1333-65050612fb01e4d680fa4e95bf40bf3807c97ffdad3929c56d4482cbef84e7a2","root"
"Army National Guard","76","23.775","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","4b506efa29037b7bbbe2c5b73c958896bf3713281696833a3c2ef59963ebf135","1-30597a078063958d3e5413bafc1c242beb78e68bd53101cd6f9bc3d805a87b55","1333-65050612fb01e4d680fa4e95bf40bf3807c97ffdad3929c56d4482cbef84e7a2","root"
"Army Active","","","77","15.402","18.384","118","","","18.384","118","31.32","197","29.4","181","30.6","185","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","bbaeb284ab449c4dc0858adb087523f1d566d978eb2c7fe9791864940795bc60","0-67c7ede14495e3b48d635d687232c235c004292f1c8cead215e6cffe8948a7d7","1334-1f92dc30a8242d84cb20552f499ff0167ec8748c17a6d2fcd9b84adaa0446392","root"
"Army National Guard","","","35","7.001","7.653","49","","","7.653","49","16.843","106","19.6","121","24","145","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","bbaeb284ab449c4dc0858adb087523f1d566d978eb2c7fe9791864940795bc60","1-a01111b9263e0656f71f3a11fbe735a88c7e2419c48fcfc6a02ae06a666475fb","1334-1f92dc30a8242d84cb20552f499ff0167ec8748c17a6d2fcd9b84adaa0446392","root"
"Army Active","42","7.449","41","10.754","18.329","83","","","18.329","83","16.016","83","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","128abcfadac29c65ac065feaa1f195665647ce021269c20eaa1e402a3e36597e","0-744f00c5d4eddde0d0f0f28360b1193014d0d4e814d8897e41b647e7b523df38","1335-dc176a1b4eba1902f40ed481b66fbf6136c9957456c7b0e7da397141b7cce04a","root"
"Army National Guard","54","9.573","79","18.751","4.771","37","","","4.771","37","4.593","37","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","128abcfadac29c65ac065feaa1f195665647ce021269c20eaa1e402a3e36597e","1-a953d83e63c36c324bfe6baa024f6cb73394453a303e6d58ea554e4685347514","1335-dc176a1b4eba1902f40ed481b66fbf6136c9957456c7b0e7da397141b7cce04a","root"
"Army Active","14","227.66","9","193.935","163.526","10","","","163.526","10","77.563","5","124.156","9","217.831","15","22.5","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","2d6f13af07eca5508c9104d99307672eb832d95183a1851a45c8438514e8eb63","0-2e7a91c5f401ada11ea7207b0e43680ff6dee6c12e1585a891f76eefc29ebff9","1336-7ebbacb076fef91fe99f9e45e7202fc9594956bb67123be79145b4053fdcda69","root"
"Army National Guard","8","110.517","6","105.059","149.201","9","","","149.201","9","270.61","19","155.195","12","62.237","4","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","2d6f13af07eca5508c9104d99307672eb832d95183a1851a45c8438514e8eb63","1-6c68abd2f7665e073e65fcbb6e35c23b6870acd9e7b968cf4d543ae8c97e18c3","1336-7ebbacb076fef91fe99f9e45e7202fc9594956bb67123be79145b4053fdcda69","root"
"Army Active","","2.226","","2.426","","","","","","","","","","","","","0.121","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","641abd63dc85fe12f622e1454cd6354125697373442da097c99567d05b04d32d","0-c630e24bc0f8116679673e7bebd5c60e37adf793b3ab65e62fed115c42cb590e","1337-51646f4399ed56bba704e95508508fb8397341272cec2b30b9f46b9fd6788df2","root"
"Army Active","80","14.28","21","10.035","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a0a1a831bbbe8bdcdd9ec654880e78c9f58c0fa133de88ed4cd9714d40ff0b37","0-00f555da1d2af510927292986ed82c03239c8fecc138ee9f5226d2856f9c923e","1338-574a1679236b9dd841a143e983e33cedba7adb4fb13e0768dc1de2d3c36e71c5","root"
