Name_val,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_Total_val,Cost_CurrentYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Continuing_val,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,ForFY_val,SCNProductionLeadtime_val,@PARENTROWID,@PARENT
"Hardware FY18","0","","","","56","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.xml","e8c2f6fc9ef5dc29cd5ff73f15fa8d6329010b733912a8020f934ec1f5a4ed9d","1-cedc5f63c12a30c3d317bca0e76977bb1ba08a8901b75aa53d425b88f2871dff","1","2018","","0-daec289312e06fbacd3f7786965204ea9375af33b6788f73c7c7b1b0e4094b5a","root.record.ItemExhibitList.P5Item"
"Hardware FY17","0","","47","","","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.xml","e8c2f6fc9ef5dc29cd5ff73f15fa8d6329010b733912a8020f934ec1f5a4ed9d","0-cdf2ba831f50fb2deeff013ad1110331b3e0881b9286ae0fb9a483b35920d922","1","2017","","1-6ee7883956431b0c234e2cc971a97f2101bddba2eabfcf78c4db97f6c253fdf1","root.record.ItemExhibitList.P5Item"
"Hardware FY18","0","","","","32","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.xml","e8c2f6fc9ef5dc29cd5ff73f15fa8d6329010b733912a8020f934ec1f5a4ed9d","1-958674174692955a9a870e4e8db025cb24818e71ef1ac87442eaf19ba8f7d43b","1","2018","","1-6ee7883956431b0c234e2cc971a97f2101bddba2eabfcf78c4db97f6c253fdf1","root.record.ItemExhibitList.P5Item"
"Aegis Advacned Procurement FY19","0","","","","","115.206","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.xml","fff9c76ce4ea578c6ae82ddaaa12d9cf45c6b39fb4307897a1a44b6612fc09e7","0-75444e89b71bd3843f09f32363b2c7345fe0621f2c0afde00ea7482b47de72f9","1","2020","","0-650d8020119f2a210f217931b43a6d476f05ddb20401cafd1c1face6f4913bcb","root.record.ItemExhibitList.P5Item"
"Aegis Advanced Procurement for FY18","0","","","","38.738","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.xml","fff9c76ce4ea578c6ae82ddaaa12d9cf45c6b39fb4307897a1a44b6612fc09e7","1-69fed2095f9c047fd5b3ae3ddaab53c6f365316209ca89ce455bfd79712b984f","1","2019","","0-650d8020119f2a210f217931b43a6d476f05ddb20401cafd1c1face6f4913bcb","root.record.ItemExhibitList.P5Item"
"Hardware FY19","0","","","","","115","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","5ed4e88d5b620bd69b58bd32f54ea48803b63588c9991f1b0a0dbbb5060dac82","0-2bcf4de6c2736c8ca1ded50a8bfca5fa529fbd8167939de53bdc0abc7b497b03","1","2019","","0-7d688999a0a72073653cb4973ad9c466fda41eddb22ab3c1c299f4b96b9f237d","root.record.ItemExhibitList.P5Item"
"Hardware FY18","0","","","","56","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","5ed4e88d5b620bd69b58bd32f54ea48803b63588c9991f1b0a0dbbb5060dac82","1-4c5b0a7cafe4327bdb96e4c3a6d46db56794afad678eca1ba10faf26999e5fd3","1","2018","","0-7d688999a0a72073653cb4973ad9c466fda41eddb22ab3c1c299f4b96b9f237d","root.record.ItemExhibitList.P5Item"
"Hardware FY17","0","","47","","","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","5ed4e88d5b620bd69b58bd32f54ea48803b63588c9991f1b0a0dbbb5060dac82","0-3cf3101ceb33029a3fef3695922fa2797e811bb909a3a2ff9907a167bdf8e69a","1","2017","","1-f50e137f269b8a03ba6e09f7f9b69333b4ff2e1fd26b95f8aa6464e3b46da020","root.record.ItemExhibitList.P5Item"
"Hardware FY18","0","","","","32","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","5ed4e88d5b620bd69b58bd32f54ea48803b63588c9991f1b0a0dbbb5060dac82","1-a4e7b244b7afd5c469b61ac2b8979ff9c87f1349b7365cf03dbb47bb5ad88422","1","2018","","1-f50e137f269b8a03ba6e09f7f9b69333b4ff2e1fd26b95f8aa6464e3b46da020","root.record.ItemExhibitList.P5Item"
"Aegis Advacned Procurement FY19","0","","","","","115.206","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","be5f3109c7ed516301db7e6dae9a0c9107a2812ae233087835c8c41d2c46374e","0-4f83249ebf95d96b664fd5c6cd3c6789443f155deeee88eb2e43f6703db715f4","1","2020","","0-d08465101117ed46f4609b28994f2b50f45ab4aa30d36fb0fcd3305007c0f8bf","root.record.ItemExhibitList.P5Item"
"Aegis Advanced Procurement for FY18","0","","","","38.738","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","be5f3109c7ed516301db7e6dae9a0c9107a2812ae233087835c8c41d2c46374e","1-51bc7630b66caff2ec70a16e379342b01178c49c1228c3c0e8c573b30e97fef9","1","2019","","0-d08465101117ed46f4609b28994f2b50f45ab4aa30d36fb0fcd3305007c0f8bf","root.record.ItemExhibitList.P5Item"
"CFE","6","806.312","170.91","","115.203","190.87","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","c040489464e206f26caa5d0e93260ceada074f3f451f6e3172c35389076843f1","0-f89aaca32c6b7e4a15402d61315482e40b2c27c3ac0ed2907362396896a555b5","26","","6","0-17d14da43d653bc828d0c81eb646be499ac96ca145c50f7ed6d4326d0c1684d1","root.record.ItemExhibitList.P5Item"
"GFE","6","420.874","","","59.347","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","c040489464e206f26caa5d0e93260ceada074f3f451f6e3172c35389076843f1","1-6fd85dcbe5f959b9233fdd05f3dd41551dca2a5239f22bdc1d7de767cb9e4e3f","26","","6","0-17d14da43d653bc828d0c81eb646be499ac96ca145c50f7ed6d4326d0c1684d1","root.record.ItemExhibitList.P5Item"
"AH-64E Apache New Build","12","156.307","71.9","","58.6","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","00815e3446594b9b3e0250f408b957b70052f60aeef8c5e12a96dfcddf087211","0-37d77eabd8532b1efe1b58d93f4571c911af881a3b70a2a7e4aab9e97d1326af","","","12","0-543a6d15582498ca8aea1f137e56bbb8bf5440c51e8f1f9936a8ac4cf38f164c","root.record.ItemExhibitList.P5Item"
"Prior Year","","2531.426","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","051678080cc2d6569f7f1399159968badd9914d956128802ed8e1f1a8a9c2f33","0-3e190a29f7b6ca1444cfe955a912e7a48d8ef3f16fafed097d9239f8f9147345","","","0","0-fef7d325b9535409b2199432f52148999ff9b99ea13aa9919189b4b128cd8d36","root.record.ItemExhibitList.P5Item"
"CFE Airframe","6","777.942","28.576","","35.5","25.893","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","051678080cc2d6569f7f1399159968badd9914d956128802ed8e1f1a8a9c2f33","1-f4b174de46244c835e011fba08a92f63bbfd34792a724a49745cfb034792f620","1","","18","0-fef7d325b9535409b2199432f52148999ff9b99ea13aa9919189b4b128cd8d36","root.record.ItemExhibitList.P5Item"
"Auxiliary Power Unit","3","37.856","2.941","","3.6","2.735","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","051678080cc2d6569f7f1399159968badd9914d956128802ed8e1f1a8a9c2f33","2-dab99a1f4f59ade44eacdd72236432d37ecee803ffa66ef07f27d88451619683","1","","6","0-fef7d325b9535409b2199432f52148999ff9b99ea13aa9919189b4b128cd8d36","root.record.ItemExhibitList.P5Item"
"Engines","3","586.77","45.269","","55.41","42.1","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","051678080cc2d6569f7f1399159968badd9914d956128802ed8e1f1a8a9c2f33","3-37a7107ed2b865cd96ec3b453cb483f83b856308bb3a82625aea0fd29adc971e","2","","14","0-fef7d325b9535409b2199432f52148999ff9b99ea13aa9919189b4b128cd8d36","root.record.ItemExhibitList.P5Item"
"EGI","3","91.324","7.301","","8.937","6.79","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","051678080cc2d6569f7f1399159968badd9914d956128802ed8e1f1a8a9c2f33","4-9639d612303b3bc4f6b7b66ee9e7f01db254e0d1451ea0bf406b19055b0d3b36","2","","12","0-fef7d325b9535409b2199432f52148999ff9b99ea13aa9919189b4b128cd8d36","root.record.ItemExhibitList.P5Item"
"Heads Up Display AVS-7","3","29.284","2.208","","2.703","2.054","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","051678080cc2d6569f7f1399159968badd9914d956128802ed8e1f1a8a9c2f33","5-41f212bf4029ee0839699a5e567c43e852a9da50a1c02bb5a85b6dba6a1347ec","1","","9","0-fef7d325b9535409b2199432f52148999ff9b99ea13aa9919189b4b128cd8d36","root.record.ItemExhibitList.P5Item"
"Hover Infrared Suppressor","1","28.959","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","051678080cc2d6569f7f1399159968badd9914d956128802ed8e1f1a8a9c2f33","6-5b99f2d5fb03c25dd39bf3b3b4610d9cbf7e82a244e07e333a9589ab99c96959","","","1","0-fef7d325b9535409b2199432f52148999ff9b99ea13aa9919189b4b128cd8d36","root.record.ItemExhibitList.P5Item"
"Miscellaneous","1","15.651","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","051678080cc2d6569f7f1399159968badd9914d956128802ed8e1f1a8a9c2f33","7-b32a340d3cc77fe60d5db702e5e36c36d7e9d3efc1a1eaf5627a89a2b246df90","","","1","0-fef7d325b9535409b2199432f52148999ff9b99ea13aa9919189b4b128cd8d36","root.record.ItemExhibitList.P5Item"
"MML Adv Proc Materials (Rescinded by NDAA FY2018)","","19.319","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","50a5217e1270d0048e174d6aba1ea43048f8902784301504ef4ca043ba1d93b3","0-2c8648b560129def227dd339cebc2747032febe8899fa099f60894651036b772","","","0","1-a62bbe9a893217081fcc71d87071a60695bc7fc98428629f441fc4501afc0ea8","root.record.ItemExhibitList.P5Item"
"ATR - Realign to Base for Iron Dome Procurement","","","","","31.286","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","50a5217e1270d0048e174d6aba1ea43048f8902784301504ef4ca043ba1d93b3","1-3b4764009fe6bb9b8abcdf6c43be853774d80f539ea215890b82ab57b81471a1","","","0","1-a62bbe9a893217081fcc71d87071a60695bc7fc98428629f441fc4501afc0ea8","root.record.ItemExhibitList.P5Item"
"Warhead","14","79.035","15.581","","7.942","6.923","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b6254689026733353150c6125748d60a95454d2a176dbcd63db3282dac87fbea","0-0bc8061c38ae2c26756ba30bf3fa871c6b63413128ca5d3d33f5205b15542cb5","1","","14","0-3520dc54949e13d3914d7e61692ef05a8fdeb69bae4597cddf08b6e4a9e5b3b2","root.record.ItemExhibitList.P5Item"
"Launch Motor","14","10.298","1.101","","0.838","0.73","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b6254689026733353150c6125748d60a95454d2a176dbcd63db3282dac87fbea","1-844bfece085424257a9020ed1901080628a946cd687c4fc25e326a9fb610b3ad","1","","14","0-3520dc54949e13d3914d7e61692ef05a8fdeb69bae4597cddf08b6e4a9e5b3b2","root.record.ItemExhibitList.P5Item"
"Flight Motor","12","3.141","0.158","","0.158","0.138","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b6254689026733353150c6125748d60a95454d2a176dbcd63db3282dac87fbea","2-c50e79d632fb0c2682c783c8c37ce23aa37e0b1494306d2cd7ba6c761fcc22fd","1","","12","0-3520dc54949e13d3914d7e61692ef05a8fdeb69bae4597cddf08b6e4a9e5b3b2","root.record.ItemExhibitList.P5Item"
"2B Sensor","18","57.143","","","7.902","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b6254689026733353150c6125748d60a95454d2a176dbcd63db3282dac87fbea","3-e5b63d38d413079b225ff376edd2846a66aa0582a69de55ce95e3a4067023f16","1","","18","0-3520dc54949e13d3914d7e61692ef05a8fdeb69bae4597cddf08b6e4a9e5b3b2","root.record.ItemExhibitList.P5Item"
"Gyro","13","17.614","1.433","","1.433","1.249","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b6254689026733353150c6125748d60a95454d2a176dbcd63db3282dac87fbea","4-282f18b7a422c2e3abe63d68e1e9a69a67b0b10361a893b40afcb58e54db15a8","1","","13","0-3520dc54949e13d3914d7e61692ef05a8fdeb69bae4597cddf08b6e4a9e5b3b2","root.record.ItemExhibitList.P5Item"
"Flight Motor Case Kit","10","3.994","0.325","","0.325","0.283","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b6254689026733353150c6125748d60a95454d2a176dbcd63db3282dac87fbea","5-8e3b7ea01ab1ccf296c56e923f4c6093d5c758eb6ac82ad21f4069252d7a2e2d","1","","10","0-3520dc54949e13d3914d7e61692ef05a8fdeb69bae4597cddf08b6e4a9e5b3b2","root.record.ItemExhibitList.P5Item"
"Control Surface Actuator","14","10.423","0.848","","0.848","0.739","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b6254689026733353150c6125748d60a95454d2a176dbcd63db3282dac87fbea","6-2d7634a47478e79a3d7db94a6291c3dae6d7faa241719f343da540225f69525f","1","","14","0-3520dc54949e13d3914d7e61692ef05a8fdeb69bae4597cddf08b6e4a9e5b3b2","root.record.ItemExhibitList.P5Item"
"Beacon Shutter Actuator","11","6.275","0.503","","0.503","0.438","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b6254689026733353150c6125748d60a95454d2a176dbcd63db3282dac87fbea","7-bd41a64c4107382232dff87e2be12b79cadc219593815d1c388b3ffa29ee44e5","1","","11","0-3520dc54949e13d3914d7e61692ef05a8fdeb69bae4597cddf08b6e4a9e5b3b2","root.record.ItemExhibitList.P5Item"
"Ground Based Interceptor - FY2021","0","","","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","233f543f1a33d42b097e3c2d0a2ffcb76f68710de533ba3cb45acff51605c38e","0-dad18effe273e991430393cd8732f8c284ed37238e5165d69689c4197e3e35a4","1","2022","","0-6d14c3bec08210ca4bb37c218a7b2f5339b8f66db9fa10cf32ef6dd49dff1e5f","root.record.ItemExhibitList.P5Item"
"Ground Based Interceptor - FY2022","0","","","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","233f543f1a33d42b097e3c2d0a2ffcb76f68710de533ba3cb45acff51605c38e","1-558dcba2ea98080b712b432e19db741c194f6d006427c3e8863c75b30a766c41","1","2023","","0-6d14c3bec08210ca4bb37c218a7b2f5339b8f66db9fa10cf32ef6dd49dff1e5f","root.record.ItemExhibitList.P5Item"
"RKV Manufacturing - FY2023","0","","","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","233f543f1a33d42b097e3c2d0a2ffcb76f68710de533ba3cb45acff51605c38e","2-c9a9ddbe89d0006ace67119cf58cdcbb3b848f308678dbd10feadf3dbfdd9dc2","1","2024","","0-6d14c3bec08210ca4bb37c218a7b2f5339b8f66db9fa10cf32ef6dd49dff1e5f","root.record.ItemExhibitList.P5Item"
"RKV Manufacturing - FY2024","0","","","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","233f543f1a33d42b097e3c2d0a2ffcb76f68710de533ba3cb45acff51605c38e","3-9bc232519e28620a969d3fca39cbc91b708f35de2b038f0517e3ea7d55f96c9b","1","2024","","0-6d14c3bec08210ca4bb37c218a7b2f5339b8f66db9fa10cf32ef6dd49dff1e5f","root.record.ItemExhibitList.P5Item"
"Hardware FY18","0","","56","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","233f543f1a33d42b097e3c2d0a2ffcb76f68710de533ba3cb45acff51605c38e","0-2dae54bcb2472d324309aa2bbb146a173cb9ea9f39955f059f92a58ddd3b5512","1","","","1-45d3fbae0e7f013a3e3d3d9d13405b19c9412f22aac115f34d0612f4823308a0","root.record.ItemExhibitList.P5Item"
"Hardware FY19","0","","","","115","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","233f543f1a33d42b097e3c2d0a2ffcb76f68710de533ba3cb45acff51605c38e","1-402829344c1d704a44179331ddb3c0a8fad55478babdea2072538a12a0730ae9","1","","","1-45d3fbae0e7f013a3e3d3d9d13405b19c9412f22aac115f34d0612f4823308a0","root.record.ItemExhibitList.P5Item"
"Hardware FY17","0","47","","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","233f543f1a33d42b097e3c2d0a2ffcb76f68710de533ba3cb45acff51605c38e","0-3eda310ad78824d73f6116b97f9f7fd12bb89abfc904530cf1d3ae3ebddaecb3","1","","","2-8ee351b9d59d4f1235e4eb3b3bc8caccf8a510887ed0a0fedf468b119b7fdecc","root.record.ItemExhibitList.P5Item"
"Hardware FY18","0","","32","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","233f543f1a33d42b097e3c2d0a2ffcb76f68710de533ba3cb45acff51605c38e","1-62498e0f85a60694d4f065f7b9bbf2d18bd85e64ac3b56e29ec4264dd919dcce","1","","","2-8ee351b9d59d4f1235e4eb3b3bc8caccf8a510887ed0a0fedf468b119b7fdecc","root.record.ItemExhibitList.P5Item"
"Ground Based Interceptor - FY2021","0","","","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.xml","e6dc92b42aaff1e4921ba7ffeb4a87b47f2c5bf2c5d3dd5c48377598ef9ee5b3","0-6e4b992edb18a8f1b539ee43ffd573e6fa5a612127a685ee9b4dd62876ca1c34","1","2022","","0-5d14f9ba537cf0fe687dc4307676816cb0b58284c0730aae069f6f9e1df4737e","root.record.ItemExhibitList.P5Item"
"Ground Based Interceptor - FY2022","0","","","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.xml","e6dc92b42aaff1e4921ba7ffeb4a87b47f2c5bf2c5d3dd5c48377598ef9ee5b3","1-564ed64c59b75e83244fb1fad163d03fb38b925c204c7c4af111de0c7318b48a","1","2023","","0-5d14f9ba537cf0fe687dc4307676816cb0b58284c0730aae069f6f9e1df4737e","root.record.ItemExhibitList.P5Item"
"RKV Manufacturing - FY2023","0","","","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.xml","e6dc92b42aaff1e4921ba7ffeb4a87b47f2c5bf2c5d3dd5c48377598ef9ee5b3","2-a7e889c59f76e9d9a5729288da9ce4848e7cde71d8caa73987f4cf1362c96123","1","2024","","0-5d14f9ba537cf0fe687dc4307676816cb0b58284c0730aae069f6f9e1df4737e","root.record.ItemExhibitList.P5Item"
"RKV Manufacturing - FY2024","0","","","","","0","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.xml","e6dc92b42aaff1e4921ba7ffeb4a87b47f2c5bf2c5d3dd5c48377598ef9ee5b3","3-ff1ab1568b83e1f5d645f975f485a8e30fb1dbbb598da7152d2b3942ecdd9dd0","1","2024","","0-5d14f9ba537cf0fe687dc4307676816cb0b58284c0730aae069f6f9e1df4737e","root.record.ItemExhibitList.P5Item"
