Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_Total_val,Cost_ToComplete_val,Cost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,P1LineNumber_val,@PARENTROWID,@PARENT
"Items less than $5 Million","0981","","0.183","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","12-58533c6f044dd95f52103bcf2327b2eb02d6774115cc06339b58400be497cafb","","","0-a25e2f9cbf155f31acbc54b1b071189c1b45f9b48c25af08c6439af843256f3e","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"LCS Common Mission Modules Equipment","1600","","2.173","0.061","0.118","","0.118","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","13-0fa66131077c58882d58f6189551d9ceae42556e49c78152e18c6478f56df99a","","","0-a25e2f9cbf155f31acbc54b1b071189c1b45f9b48c25af08c6439af843256f3e","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"LCS MCM Mission Modules","1601","","0.966","3.964","4.304","","4.304","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","14-d4972d2ac7c617a7b92838fc3282a723b56ae8b2a701052dfd08011d34f912ab","","","0-a25e2f9cbf155f31acbc54b1b071189c1b45f9b48c25af08c6439af843256f3e","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"LCS ASW Mission Modules","1602","","0.954","0.08","0.506","","0.506","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","15-0211b7eb4a383626d1979eff2f36f26a4961f9aa47826e245f0149900d3cad9f","","","0-a25e2f9cbf155f31acbc54b1b071189c1b45f9b48c25af08c6439af843256f3e","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"LCS SUW Mission Modules","1603","","2.242","","1.984","","1.984","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","16-12b752f56d43d1bd4be1117c029c2bd1e47e7eda1eee7a0c220bbef99340e70d","","","0-a25e2f9cbf155f31acbc54b1b071189c1b45f9b48c25af08c6439af843256f3e","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"SPQ-9B Radar","2026","","0.503","0.55","0.287","","0.287","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-ebe06719ff9a1739f7f51ec2d1cdee6c7577d5c024b503eecd17a5abe676f9ce","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Radar Support","2040","","13.827","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-8fe8e4ee0b391f36393da7c9a1e204754176049025f7df9484e3d6a8d9f1d17c","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AN/SQQ-89 Surf ASW Cmbt Sys","2136","","2.927","2.058","0.869","","0.869","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-103f0f7ea9c81d6f74c43396b7ed7dae880f581c407a1b88dc89c19bde62639b","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"SSN Acoustics","2147","","15.391","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","3-5013ecf0f07e822776d8710e3c01063a734b46de849368f71abb4c7140668e79","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"SSN Acoustic Equipment","2150","","","8.178","22.381","","22.381","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","4-0b05ffcbcd72f9c98543519a5a4b777928adb6b1adfa7516416b09fe68d69091","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Undersea Warfare Support Equipment","2176","","0.052","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","5-6d7f14689460d5c4e5c42df07a73ea5d2d61ada47eece8b21aca277cac38add8","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Sonar Switches and Transducers","2181","","0.517","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","6-1e5617b0ffe60381a65f1240ff0989fcf5be1a0b83ad0e4774f8bfb515fa875e","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Submarine Acoustic Warfare System","2210","","0.401","0.366","2.023","","2.023","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","7-3d4e53ac7104fe661125c5875b20da4f6e43ab3466649d15d4d605a7f74d95a0","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Surface Ship Torpedo Def (SSTD)","2213","","0.753","0.535","0.853","","0.853","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","8-61c1ca0b0ea1f4d1ed68f30f00dfe42daeacb15d5db32f71acf7cc324e677720","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"SURTASS","2237","","0.795","","2.111","","2.111","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","9-bce54171cef80f9d35739410abb52a9cfd40a4d1959d14c5c1fb14e9583e3aff","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Maritime Patrol and Reconnaisance Force","2246","","0.722","0.357","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","10-cf5f22e0e1968839f1815c49c299df45251508bfd09e515e9349643bee1e5017","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AN/SLQ-32","2312","","4.228","1.002","11.976","","11.976","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","11-321f4da137f441fe74f3fe35e5af33f86586fede2b52f46800792c78fa737658","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Shipboard IW Exploit","2360","","4.126","1.375","6.513","","6.513","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","12-9a5666c13c09cde2f4f42b71b7aa15f68bf9d5871424ade0389242d3b6103b27","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Automatic Identification System (AIS)","2361","","","","0.01","","0.01","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","13-ee39e5053e216b1b380201839324c2c6788e4879e58487c26d53ff4e65b20ec3","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Submarine Supt Equip Prog","2560","","1.972","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","14-9adcbde3f5339760b29d38b898d129e7e8a8213627d2378e5458cd3f5ebf0a60","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Cooperative Engagement Capability","2606","","1.413","1.078","1.492","","1.492","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","15-12168b3ca95c7078c37c4f4468eede3d50b1962b259a1d0987c299713bb3512f","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Trusted Information System (TIS)","2608","","0.008","0.004","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","16-fab03828ef8cf3b6519a8ad86501eaae904d4918b619205af05d0916234d2270","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Naval Tact Cmd Supt Sys (NTCSS)","2611","","0.219","0.122","0.204","","0.204","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","17-7bd57ee990359be78dbdbac39f0563bd0dcdb1be932f82c0bdebfebd3e9aebb5","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Adv Tact Data Link Sys (ATDLS)","2614","","1.225","0.824","5.647","","5.647","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","18-b6bfa3076a9e68f96d25645332c1310fa012e86d47e274c6f6e04e74b0e03bed","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Navy Command and Control System (NCCS)","2618","","0.182","0.029","0.15","","0.15","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","19-66607e532c11ed04a4a454ed3469478ebbd1e0d0799227cf1875ba6cefd9c1a8","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Minesweeping System Replacement","2622","","0.498","0.83","1.202","","1.202","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","20-0fc38ca62a24d5956bb727768248edcbd035e031cb7d44848005e644beedb259","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Shallow Water Mine CM Ship","2624","","1.925","0.523","0.073","","0.073","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","21-1c41f642a039d2256697bbd5213af25ca81882b4957fb19ef5f5d2a8af3ba254","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"NAVSTAR GPS Receivers (Space)","2657","","0.263","0.062","0.061","","0.061","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","22-c63166d5c5a030bf9125521adb5efb35d27a3e469680464221bd41a5ee2b9e2f","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Strategic Platform Support Equip","2676","","0.989","1.224","1.641","","1.641","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","23-c2517d94b8074f754dd4f8fb7437842f67a110db2e6d6073e2c0b6dec72d28fe","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Other Training Equipment","2762","","0.232","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","24-ea87fdec596c37597e8ba6507e0e407c5687d5d40fab177d33d114a50bbfa0b4","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Depl JT Cmd & Control (DJC2)","2804","","0.293","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","25-1ec19cb0fcdf40da2b725ee1c57cd0fbdbefee63fe9825f2f18e2873a5800e52","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MATCALS","2815","","0.821","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","26-8ec6504aa3a9f84f9449154b858b89036aced45c9d29b76cb967b63c137a2ae8","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Ashore ATC Equipment","2820","","","4.847","9.157","","9.157","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","27-7ee1f6de63be1e7339030ecdc2557d1704f65ff6b86ec46ba447a3fbe71db89b","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Afloat ATC Equipment","2830","","","0.099","0.606","","0.606","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","28-42fa1a191bd430272148821d92aa0b9e21dfd38a60a0484a2781beac2796722e","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Shipboard Air Traffic Control","2831","","0.128","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","29-43594541892b2484e0ff05fb21a6831764215573675f43761e8f2c576cec3755","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Automatic Carrier Landing System","2832","","2.382","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","30-c137db45ec4576017f2423888bd69e57aa7af016fe5a296ae1532e1ec0743658","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"National Air Space System","2840","","1.169","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","31-0554d03e59c4421c3169c32408c21bb56d9783978cafa1e03243ab99ae459f32","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Fleet Air Traffic Control Systems","2845","","0.699","","0","","0","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","32-19550507b14c72b46d85aba2ebb12ed1b1cfb5c0380d8a9c346da1c4d523bb86","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"ID Systems","2851","","0.14","0.076","0.146","","0.146","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","33-e777211c91fd9ec7057b2ec1b93504901caa8e7ed20b01f6b0313ce404d3b4cb","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Naval Mission Planning Systems","2876","","0.408","0.377","1.505","1.178","2.683","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","34-ca5a823351f0cf07dc20ed49beeb5041ba91caa9b67c5b4415706feb798b2b76","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Tactical/Mobile C4I Systems","2906","","0.495","0.277","2.189","","2.189","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","35-a5f57503544d088a2664969efeaed260d7f327a5314169331aa3b84ae52c0dd8","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Distributed Common Ground System-Navy (DCGS-N)","2914","","2.319","0.403","0.511","","0.511","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","36-8331a7f4949c4295d4f5e2b7226b7aa8b6ca5c3f2fc19ff3667d1aa750bf23c9","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"CANES","2915","","9","3.573","11.645","","11.645","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","37-e886dc265598f039cb6a26501c75806a3ccf45b29d583a42f8e8bb1830c6fdcd","","","1-31d211d34dac95cf0f4c7239ec55f66af362e2faa4897784a2b3ad2c0428ed87","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
