FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,OCO_val,@PARENTROWID,@PARENT
"2013","","DTRA","2014-05","2014-07","1.000","0.235","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","2-dbacfa4b1d5aa863afc51fc130340600ce3de5fe5c26c95e00fc9469f2d53c87","PO","","0-775b6ab817ae6bfc8c2a30e97e0b06a919a1f7255607f5244fb575e198336911","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2014-10","2015-09","1.000","1.182","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-3f5ba3b6321c41e6c3461eb088d5698bc6d67c1796512ad0d3f805bd0a33c03f","PO","","0-96161eb212e2aa9071f2152a81cc8dcc54678d69610342b87bd53fe8b9dfe26d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-08","1.000","1.934","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","1-36f74408cfa06fc0591b0a46c2227d7f5fb22bdba401a46b806061525411b795","PO","","0-96161eb212e2aa9071f2152a81cc8dcc54678d69610342b87bd53fe8b9dfe26d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2014-10","2015-09","1.000","0.800","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-9de47aa41479ec268fa2732b8b0a81ae2bba228687818d82869bee89ae2951ef","PO","","0-ad416285dabe9b0ceac412bab266e62f0f56d631f6bbbf1501a4af80151aa45c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-03","2015-05","1.000","0.500","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-d3ca5c472116e7468ef93072ac1377dbe74e7e35299c8d72deb54c9d1d418206","PO","","0-756368d8f3df90fa243bad2ce157cfdc049152211126ac5108025e96c3ba781a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1.000","0.564","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-0f28b10bf1a7cb76ffe572332d677812bad19ea5282f2bee550acfa6d535d0b0","","","0-3c842c56b56680967451eecd6748c3d26d0ecbb2826982c5b4f45a2694823a0e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.380","true","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","1-657a1ba6d79fe7cba642ef5bb0fe94f7a8cc7cd164b0568c57278fd8c0146366","","","0-3c842c56b56680967451eecd6748c3d26d0ecbb2826982c5b4f45a2694823a0e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-03","2015-05","1.000","0.950","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","2-cec693223b70f2fcb64e8d5e6fa2fa346360b4c9ae44d07a6f99763ef39b94c9","","","0-3c842c56b56680967451eecd6748c3d26d0ecbb2826982c5b4f45a2694823a0e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-03","2013-05","1.000","6.117","true","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-6fbc8a2cef21f266a08fc44a938e090ac80d4b57b4090de75d4319f5b3d32306","","","0-45b8fc3131333b51c20bdf43330b254aea15690db4c718b2074619f85811ed11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-06","2015-07","1.000","3.946","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-7480d30209b0bd19b87a2c9f6639f19ab7a03b5a06c14d421387b0c5c87c4b3a","","","0-1b240c2f113b685f758b76747e52e57049ddcb5cb0125e47e53d42ecac963121","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-01","2013-03","1.000","4.310","true","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","1-d2949214f25dd241183d0a915dd913b685cebeba35824ab3000ec719fd08d694","","","0-1b240c2f113b685f758b76747e52e57049ddcb5cb0125e47e53d42ecac963121","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-02","2014-04","1.000","3.110","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","2-6655abdc51ad95b1be39edda32068a4a021f3af02cf4f0bc8ef207367cc8bfe4","","","0-1b240c2f113b685f758b76747e52e57049ddcb5cb0125e47e53d42ecac963121","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","3.350","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-571a80bb71c4904951f5b410a2244bbfe73bf6ab0916047aec600a4f760a8dca","","","0-a7c9a4457b8a44742a1b482bd4fa77c53f52b5eb52c36be461433f3a64edcb2b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.050","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-a1646dfbc4057dfe6cfef36aaea3c68cc91f195554e3d7decc0a5deeb0c30cea","","","0-ecd752951e78b45c67d7270161dd63e64d400e31a8fc17dc0e5ffe8c3f6d0cef","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1.000","0.196","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","1-af5e35c766d2afd01c6c4a670e94a69d1f09a6c1458555675b99e30a7404051a","","","0-ecd752951e78b45c67d7270161dd63e64d400e31a8fc17dc0e5ffe8c3f6d0cef","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","0.222","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-43c17305a0a96c5dd08429d037a34256dd70c2f49841878163accf4c91cf298c","","","0-fbeeeecff8d91a02062e3ef6b701b1fd4b1433511dc254628b19a788c240e5ac","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","3.326","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-4dbe6fa1bdfea88ece898ba90ddabd51f5038bc1807d93e832d27f180ceb5e4a","","","0-9daf7e8951ce128ef038901046c54b52843ef8e1d21257b8addfc40734bb931c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.106","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-173d2f9bfe101fb8d357c1944fcf15059512f87af6c5ff85a47760c80b111ed3","","","0-7e91419f997394e0ead9d28e0f5dcbdb6c874bf846db247b8bd4f026c50db9a0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-09","2014-09","1.000","1.176","true","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-809cac5e5fa7b427c656f946197044001271fba250f665019710e173f166c251","PO","","0-e62dcd15cac97506cfa558fba91772e6ea4b3a8fb98c45fc609add0920c3cc4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-05","2015-06","1.000","0.261","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-3bacabaa9f6caddaa0aaec2e321193dd4ec28496ea2aaafbc64d4f59c45b8ab2","PO","","0-f6b3c123d5567aa0079f0c5da4629142b8a27974ea4385f90bae0dcc440fc8a3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-05","2014-07","1.000","0.684","true","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","1-88c375db244f6d65df7d805c122433adf46458848381ca6cd81bea4ab74355c0","PO","","0-f6b3c123d5567aa0079f0c5da4629142b8a27974ea4385f90bae0dcc440fc8a3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","DTRA","2016-05","2016-09","1.000","0.267","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","2-a90653142f84e0d80a27fa65a085d553c1cb1a6601aaecf28c832eecb7013a66","PO","","0-f6b3c123d5567aa0079f0c5da4629142b8a27974ea4385f90bae0dcc440fc8a3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","GD-AIS (Fairfax, VA)","2016-01","2016-09","1.000","1.857","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-10dc56dc9d477b5b58fd8f5c46282083b27b22bbd69ce03239c14978a0a11154","PO","","0-2b377c7ec2124d7910d2e986192d85214ee45d91e7fefed7a8dc65dec79655e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","GD-AIS (Fairfax, VA)","2015-05","2016-09","1.000","1.982","true","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","1-71bef56f94dfa192ed6f238187d7e5175243ef400d7f880f62972c1c1e2e8438","PO","","0-2b377c7ec2124d7910d2e986192d85214ee45d91e7fefed7a8dc65dec79655e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","GD-AIS (Fairfax, VA)","2014-07","2015-09","1.000","1.934","true","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","2-8e066889c42f01354bdae85ebee650e80b343749296b80226cd070d0fdb248a3","PO","","0-2b377c7ec2124d7910d2e986192d85214ee45d91e7fefed7a8dc65dec79655e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-03","2015-05","1.000","0.500","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-7fce3080e2575486032de4cf1a2da0267567fd41a359f77fe49a797a7219dc71","PO","","0-1a0308b44e67e81ce8f08394c8e982ca710ccee42ff778364eeaf5901cd79c60","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","DTRA","2016-04","2016-06","1.000","0.509","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","1-c149f60fe028b96240bff426fb4b9040cb72fbf9383872f23f8ea68fbbb7d05d","PO","","0-1a0308b44e67e81ce8f08394c8e982ca710ccee42ff778364eeaf5901cd79c60","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-03","2015-05","1.000","0.950","false","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-f331dfb07940af0bbb4cc0bc7d55838cd2dd9a0c191f0cca6bb40727fd73130b","","","0-7140960380b1f7eb0c8b5181a6215c243f22e63b4a15478a8b259983525f52d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1.000","0.564","true","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","1-8b8c32f09a377e2d0aa0fdddeaeaed7b3eb1b0f94410372bf885b9f1e495daa9","","","0-7140960380b1f7eb0c8b5181a6215c243f22e63b4a15478a8b259983525f52d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","DTRA","2016-06","2016-07","1.000","1.050","false","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","2-c616343bb06d2e20490d8edc69829e5f6389c9862129ba41e858c9ec46d031b7","","","0-7140960380b1f7eb0c8b5181a6215c243f22e63b4a15478a8b259983525f52d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-03","2013-05","1.000","6.117","true","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-792c9178637968274c9065838483f1ab28a9d90be1854086cf602eaba336722e","","","0-346b8fcd3436c65bbf40d778ed040f7b0d30d5589347fd3c91fcac43053b2a23","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-02","2014-04","1.000","3.110","true","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-a610a5397c6dfe1644521cd81cb3e9b1d64a8b15b48d1ed06967dea3b0283dd6","","","0-feea8229852f9fe720f3c7874d9b20829b0d7b7d946d240c5451cfdae02d26ee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-06","2015-07","1.000","3.946","false","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","1-9432649b401e9f560d130f2fbd72f6919c34f9cdb2d6febfe494a71f57b62c7a","","","0-feea8229852f9fe720f3c7874d9b20829b0d7b7d946d240c5451cfdae02d26ee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-01","2013-03","1.000","4.310","true","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","2-62509817a38d02bc06823b8b2dfabc74176cef6e91b570897e86b77f39622735","","","0-feea8229852f9fe720f3c7874d9b20829b0d7b7d946d240c5451cfdae02d26ee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","3.350","true","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-aa27883e00b991889bdf2d0dbab3c6c471ef3ca8089fb43b15f8267e04c01334","","","0-d48ccebf7dcec5d49f4873b1f469f8218bec6ecac011574d6ffca92dacfa68ba","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1.000","0.196","true","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-ee12392d7115c2e987599001e5aa31373235fdccb6aee30be092711a809548e4","","","0-5894b79fe68ecc08d2f64cd303c4cfe142cd7824aa0e98c7a63fd81caa6509ec","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.050","true","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","1-b51db3056df09665515eeabe1e80493fcbe749869fdea4b7b45f83b11b81a1d3","","","0-5894b79fe68ecc08d2f64cd303c4cfe142cd7824aa0e98c7a63fd81caa6509ec","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","0.222","true","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-4a600e4451e1d6b9fb82173ade4a3998efd5efe972932b2a0f9bb8c1331f1661","","","0-970744f4a8ab4d53637e9bd4a276b53184b7b07c5c79353f0ce8a51381aac680","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","DTRA","2016-05","2016-09","1.000","1.791","false","","C","Various","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","e9921f0d9b8db3d3cc22fa80c080135237742b6604602278f57a73866900b288","0-582a7d179a7b5ea19eda8cc54190e9dcd8ef340de4f8fe8760e3840ec70d8229","","","0-d64450a56cc0be0192ac8f1ad8cb14120b7699ef46b48d47fd213d3f9d3bb237","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
