ProgramElementNumber_val,ProgramElementFunding_AllPriorYears_Quantity_val,ProgramElementFunding_AllPriorYears_TotalCost_val,ProgramElementFunding_PriorYear_Quantity_val,ProgramElementFunding_PriorYear_TotalCost_val,ProgramElementFunding_CurrentYear_Quantity_val,ProgramElementFunding_CurrentYear_TotalCost_val,ProgramElementFunding_BudgetYearOneBase_Quantity_val,ProgramElementFunding_BudgetYearOneBase_TotalCost_val,ProgramElementFunding_BudgetYearOneOCO_Quantity_val,ProgramElementFunding_BudgetYearOneOCO_TotalCost_val,ProgramElementFunding_BudgetYearOne_Quantity_val,ProgramElementFunding_BudgetYearOne_TotalCost_val,ProgramElementFunding_BudgetYearTwo_Quantity_val,ProgramElementFunding_BudgetYearTwo_TotalCost_val,ProgramElementFunding_BudgetYearThree_Quantity_val,ProgramElementFunding_BudgetYearThree_TotalCost_val,ProgramElementFunding_BudgetYearFour_Quantity_val,ProgramElementFunding_BudgetYearFour_TotalCost_val,ProgramElementFunding_BudgetYearFive_Quantity_val,ProgramElementFunding_BudgetYearFive_TotalCost_val,ProgramElementFunding_ToComplete_Quantity_val,ProgramElementFunding_ToComplete_TotalCost_val,ProgramElementFunding_Total_Quantity_val,ProgramElementFunding_Total_TotalCost_val,ProgramElementFunding_Quantity_AllPriorYears_val,ProgramElementFunding_Quantity_Total_val,ProgramElementFunding_Quantity_CurrentYear_val,ProgramElementFunding_Quantity_PriorYear_val,ProgramElementFunding_Quantity_BudgetYearOneBase_val,ProgramElementFunding_Quantity_BudgetYearOne_val,ProgramElementFunding_Quantity_BudgetYearTwo_val,ProgramElementFunding_Quantity_BudgetYearThree_val,ProgramElementFunding_Quantity_BudgetYearFour_val,ProgramElementFunding_Quantity_BudgetYearFive_val,ProgramElementFunding_Quantity_ToComplete_val,ProgramElementFunding_TotalCost_AllPriorYears_val,ProgramElementFunding_TotalCost_PriorYear_val,ProgramElementFunding_TotalCost_Total_val,ProgramElementFunding_TotalCost_CurrentYear_val,ProgramElementFunding_TotalCost_BudgetYearOneBase_val,ProgramElementFunding_TotalCost_BudgetYearOne_val,ProgramElementFunding_TotalCost_BudgetYearTwo_val,ProgramElementFunding_TotalCost_BudgetYearThree_val,ProgramElementFunding_TotalCost_BudgetYearFour_val,ProgramElementFunding_TotalCost_BudgetYearFive_val,ProgramElementFunding_TotalCost_ToComplete_val,ProgramElementFunding_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"0305220F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","23.889","7.399","16.49","16.49","0","0","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","71d4b9949b1e780e4dc206b4262b629740f6a3065e0a8050948e40760e9b5a58","0-01dd49e00f9ec2f5e91a9346938bfaa3174ba5d52e547c76d3001dbc62c3c0be","0-d2405a92e01157f1193f257828636a1b76141002261708869a2a2ac683f22dad","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305220F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.917","15.226","8.309","0","0","0","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","71d4b9949b1e780e4dc206b4262b629740f6a3065e0a8050948e40760e9b5a58","0-758a0acbb8a674fb2ecc38aacfd6aa503e8355fc7d083dfbc79bfd754c8940a3","0-86babcee6c33881a2660aaad80700e512aa625ebee795f6c767a657a1dc1efdf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","4a2009216a7f0d33996bf6e88bafe1778afd60c1c9a0d1a5f96e9ce24221d49e","0-6518011feed4e529569a77612419a04576ac5a8a0ba5d8a32c112c85c35d7f5c","0-35ea2eb83d24751c82579274f9fe729f2280c29aa21e3567a597f413cd522bc8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","4a2009216a7f0d33996bf6e88bafe1778afd60c1c9a0d1a5f96e9ce24221d49e","0-aba35458273da278e0a03ca653ef03c34e1f1c150373c9d23f9b432f7f7f90de","0-5cfc2d673f7b8939bf51bd3379bdb88f84d6c58495623f3056bea82f3b7f8aea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417.595","204.221","1350.175","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","4a2009216a7f0d33996bf6e88bafe1778afd60c1c9a0d1a5f96e9ce24221d49e","0-88c04016a218ae65383747d71c904c178e32c8da59af0e32484aa1d041ed8b66","0-d2abe881d42883afde1114a7627847efcc47c387fa9ea543e88f6550a5ebef18","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","4a2009216a7f0d33996bf6e88bafe1778afd60c1c9a0d1a5f96e9ce24221d49e","0-e189a7fc747f03529463271932c7ee4595be0271db62956e04311f6cab39eb27","0-7cddc4e187afdd8b2bdcafd39e661cbf0bcf588b25225a5726ef47692dcc3688","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","4a2009216a7f0d33996bf6e88bafe1778afd60c1c9a0d1a5f96e9ce24221d49e","0-58459e3fed6967413b3e24cf52f7c8851bffeb000dcb65c89dec5ec1562a5c3b","0-a44ebb94f35c1178c76489191040ee8f66847fea2ce6973ee1bc9e771378ef12","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1235.423","204.221","2168.003","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","4a2009216a7f0d33996bf6e88bafe1778afd60c1c9a0d1a5f96e9ce24221d49e","0-f7fa603742ced7eb144b0030a821eec0e5d02345388d280429199497ff98f273","0-e4fed7d5fd4b1def4ab64e3c045d6b34d5508d9942fce14ac78f429cd052ab95","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151.373","204.221","1083.953","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","4a2009216a7f0d33996bf6e88bafe1778afd60c1c9a0d1a5f96e9ce24221d49e","0-289c6212664d8f80d96827ff2451db9c058ef301283ff008d9e350e30d6eedd2","0-2b64a83775c4b39829fa8ad7447b4826a50939f3ad7314fd97b4b40e51ccade6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0205219F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","766.277","204.221","1698.857","194.746","185.807","185.807","177.999","169.807","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","4a2009216a7f0d33996bf6e88bafe1778afd60c1c9a0d1a5f96e9ce24221d49e","0-c24316c75fbdc2fb807381e49515e5a883de86f39373b3f5eff330a2d7c4fdaf","0-72de8b39bccba09b0fcc5ce6dc130c26249da7d8354dab0212d432eae7407dfd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207134F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.97","51.513","196.483","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","04dd45ffc0c12dc0e8ace2e13ee02ea21a79e2129265a19cc250f5979f9af1cf","0-4f49a89f1ed604f60585a757f618e1e7463a56f1bac9d0d0250e2cb0a2d366df","0-f26852f228bde5227e41b3b924504cfcf4c68fa23f607fd5689b09a4f81383e8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207130F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.272","","65.272","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","04dd45ffc0c12dc0e8ace2e13ee02ea21a79e2129265a19cc250f5979f9af1cf","0-ee5b98d06207732f9c204b6f1b0f3c4ef747320be094d2f03ca032775674f7f8","0-2fb6da918df7a8b7b37b13aba35ce3dc6e98cc441089f2130a5f3fcf5761f8e2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207134F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.932","15.672","92.144","6.67","11.32","11.32","1.55","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","04dd45ffc0c12dc0e8ace2e13ee02ea21a79e2129265a19cc250f5979f9af1cf","0-0bbc2abd59af757b4520be2fa6793fdd5da0ffddfd12ed5965a84ae305e8ac1b","0-32723320fffa0825414f75edb1d8fdb16d10ec796ecafbe9d06c377d4ed8fd6f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","45","63","","18","","","","","","","","47.269","18.958","96.493","11.613","3.837","3.837","9.623","2.897","1.296","1","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","13ef2f808902c63449fd1b8170393c028460f6e5934801cc9ab502d5d598a660","0-a719909b5393417ba48e7559c184c24bfe168d966ba6be8a9b6a9b69dbfb15dd","0-06870f101f7d43c71232a38603d6c67e61caf5d0c5f4a569a3e1cff4d226ec52","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","4","4","","0","","","","","","","","80.846","0","80.846","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","13ef2f808902c63449fd1b8170393c028460f6e5934801cc9ab502d5d598a660","0-3232109e48120be63bb252254e415b4b337406a9fb04e0e0639b3759559dee30","0-9bf06c70e0c05301475799a4b034660b91c2d29353f5c12660889e6ea76a8764","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.976","4.287","12.533","0","5.099","5.099","0.171","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","13ef2f808902c63449fd1b8170393c028460f6e5934801cc9ab502d5d598a660","0-5e4e960c1dc1dcbe53e11315c87f82ce01a8f8a174d097ccbc8d2985880ba328","0-ee554acb495e20c47b5119c64b728ab1ceec7efa146c9c6f43bac92714a72c99","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.2","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","13ef2f808902c63449fd1b8170393c028460f6e5934801cc9ab502d5d598a660","0-44c7890d144b01d3bd93569f840485136f8ec141bc685f1988324ecf2f3eeb23","0-1b85e3be9ac6047e513dc7f5cf8c9852f4c415f35965b36c43722c3b1ec8e451","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.967","2.967","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","13ef2f808902c63449fd1b8170393c028460f6e5934801cc9ab502d5d598a660","0-ab7b57d699b031c3d0cfc60dc067966611b57264d9a4d605602ca8077b9cd3af","0-1d8a77e73ddaff552a2dcf1de85ce6cc10d8e1c308b636d74950596f6168bbf7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207133F","","","","","","","","","","","","","","","","","","","","","","","","","","27","","12","15","15","","","","","","55.209","40.766","281.045","3.469","65.149","65.149","44.3","42.046","30.106","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","13ef2f808902c63449fd1b8170393c028460f6e5934801cc9ab502d5d598a660","0-79d26452face6040ad87960d5b0e123bbadf8fecba8211f495b9db175eb13d2c","0-57758636d00e36ba138597195d57327022f1b0ea49b6aa39ee73f3a0277d2dfe","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270.3","","92.87","92.87","177.43","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","fc16807ad216e20bee70295539a322a8974c48e442a9e67e60cbffd7e098256d","0-312a8e9c90d95f938c981a8500975cf4158f3f2041670af7a5a1b85edeba4045","0-be65b75c096d8033f1093272d1c5ede3f1e053ee144a733187b285df599928b9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","","162.988","","162.988","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","cda777f8e9761b2bac219e75889867aad85280f4b97b0870670be7afb1a6ee3f","0-1062a3b9912c58634ef3c3adb0c159b44bc8087d1e34f942fb4b6ac774770d33","0-483dc2e5f69a12b1136d2538bbbf2bb03dcbb3eaef1d8293b501778f12d0b161","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","","","","","","","","","","13.546","30.611","17.065","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","cda777f8e9761b2bac219e75889867aad85280f4b97b0870670be7afb1a6ee3f","0-293d3c85e29341a4bd65ef66226569b1e38af04d3257ee41e1842f3f3f4048bb","0-c2695147dcdd4fa26b8d25fcd04c72a0c5e80e64dfe82344f346e72fdf8b644f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207171F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230.626","137.095","67.322","67.322","1.276","2.36","22.573","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","df11570d3f52429ec6789aadbe1fd31cf63027d422ca63d9a934853ab8e539e8","0-4e984d6016a2ab39267fdc9fdf4a9976b4d4468920cd9b0a3843e3fc10345737","0-fd6a93aa8e8dc69dd85e8d44e6da069507a9472d15da28f878c21c6096258202","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207171F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.628","137.095","47.322","47.322","23.942","12.269","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","df11570d3f52429ec6789aadbe1fd31cf63027d422ca63d9a934853ab8e539e8","0-f18bae378808205aa4f81fcd9fed16d3340438a2c4e3302d7a13886113c32e97","0-bda03b0f4600a346929921b4e8771f2e3dc89be4f25cc061fde07ec827fa2038","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","967.329","10.5","977.829","0","0","0","0","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","67f90a00c605cc9cbe6c72d3050af7eedd435ad7e97c69b74e996623ac40617a","0-6f52011c4619f6e87a678ac84a00a12a1793fb6e37a5bfd28ad22eda8395fcf4","0-d7ac4fd0a13a89d37154f4ccf80250303a428370b579b1b9319fa743d304de1a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401119F","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","","102.444","5.856","108.3","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","84b26679222467c79af6c4c47294a1e9a85690fc0e73ffb2029885ec5995137f","0-e979d78ad75886471209abc3f47dc9ac5a88a8c396d048d4aa1988cff4cce072","0-faecc016ab9082d98529fff499dc3e32cb9dba31b14d28cc59ad37d06616ef8b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401119F","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","","78.575","5.577","109.223","25.071","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","84b26679222467c79af6c4c47294a1e9a85690fc0e73ffb2029885ec5995137f","0-1a2bfd95a2c6b992e39ef710ecdeb09b92a4916e9b243b742371fd700d8ced52","0-248af27a936de308a2e09146d88a762d8979bb3bf06d18b521ea90adfa029196","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401130F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.629","","108.629","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","e04293d601b10253da275dc37f53f6676dd1bb014aad2e87b5a77bd48ecb0401","0-3b5cf1e191c3af540bfde410b644bca9b550c53f5aacf8bbcd682aecd4113d0d","0-3a1a5be7ca6498f60fe686abb74989e6b3f725fa8637bd97e84560eeac43aae3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","","10","4.989","26.133","11.138","0.001","0.001","","0.003","0.002","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","4ca266c05f9009ae71986c375a025eb94a835eb60a76a21c2f201d2c9c33892e","0-33196c52f555f997f3f4c03ecf177e180508a1de3ca1839cfe71db030736c86f","0-197f60e31b9e79e549999235d557ed4bbae04f7f7d3aa59fcf31d7e51fc6a6ec","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","10.398","5.472","37.726","18.978","2.878","2.878","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","4ca266c05f9009ae71986c375a025eb94a835eb60a76a21c2f201d2c9c33892e","0-545db81a671a50fde61110672939c612b0b4626fb83f272c034b12ab6b608989","0-911f5692cff839598fbb11ac0d45cc8f568dc56b13e4b2c2aef0c6aceda52bd0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.896","18.767","67.678","37.03","1.985","1.985","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","4ca266c05f9009ae71986c375a025eb94a835eb60a76a21c2f201d2c9c33892e","0-4018f47861c38fac4eec33a852cb24b10100e8d1a9051bd24e994cdc8ceb14b4","0-e5a1a1583e68f1574d4f5eb7ef17a61ba2e0672833e87f15db0deec5978da684","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.941","11.919","29.86","12","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","4ca266c05f9009ae71986c375a025eb94a835eb60a76a21c2f201d2c9c33892e","0-1fce8b92989054080389d2edc8c7b51aeb30a7e1ff63b8dfd365d31e6fc79f94","0-8d521ccc64dd0bcf2f118aa05d51a0d821681ed208d8d2c28ccf905782c3476c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305202F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.688","34.486","247.701","48.882","38.682","38.682","16.994","17.12","19.849","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","c6aabd49c6202548bf2b58f0bfaf7e0b7f753962a097d7876e0ecdabb65dda7e","0-3faf34c05971239c0f18173a2eaba125d30d3ee827debc6358b5eb618aa0b98a","0-2a6d533bd34dc13b4ce593a99eddb92a346c62915314abd77b3a1a6ac3dfa3f2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401115F","","","","","","","","","","","","","","","","","","","","","","","","","","4","","4","","","","","","","","42.383","2.894","51.141","5.864","0","0","0","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d2b9780a96c568c7e5a3b92c8e181b20a3f6407ece038f70e9e0e0be19d860b2","0-fd4abc951c97227c4c4f2a371a125afa1712012538564862135ddeb2d9c95f9d","0-d30b86e5e0c0dcb9ef01b9efb838d0d2c2ba2ec7d0b4e112ad223af4b66ce0d1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401132F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.654","","28.654","","","","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","d7bb5f5481cbd87251d2b0d5114b31a79b564f5831323de80b15a7c0c8226b25","0-7068679d58923be52846c602d28949901f44f03481dd11f23cf34407c820c64a","0-ffa15af230a3646b76618ccfce4928f03d521d0a2ec01baa02d8307f2abf98de","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
