FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,RevisionsAvailableDate_val,ItemNameSuffix_val,OCO_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,@PARENTROWID,@PARENT
"2017","","ACC-APG: APG, MD","2017-08","2018-02","8","1707","true","","SS","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","a0fe3160a923bdac56366cddc13e2f069799883fdc41c28d1dcac426880e73af","1-93aeed35ac8bd1182c4ddf1d551b1d64030e0790af60a0fe4c5e4a86692325c4","","","","","Army","8","","","","8","0-315df37540c984dc48d51b1ff513993bd9ff34c58718320af8aae92e1b73c835","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","ACC-APG: APG,MD","2019-08","2020-02","1","1956","true","","SS","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","a0fe3160a923bdac56366cddc13e2f069799883fdc41c28d1dcac426880e73af","2-9bc57b4b7b4cef2a44aa89f94cf85a7911a675d77e8124132cc28e36ad74ba8e","","","","","Army","1","","","","1","0-315df37540c984dc48d51b1ff513993bd9ff34c58718320af8aae92e1b73c835","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","ACC-APG: APG,MD","2020-08","2021-02","28","2001.929","true","","SS","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","a0fe3160a923bdac56366cddc13e2f069799883fdc41c28d1dcac426880e73af","3-4ec887265c4779001547f929a4974cf5c08aff46508455493561b3e9e5cdd031","","","","true","Army","28","","","","28","0-315df37540c984dc48d51b1ff513993bd9ff34c58718320af8aae92e1b73c835","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","MICC, Ft. Knox, KY","2019-05","2019-07","1","1065","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-855dc17255841a08c8276e8e987dbe855958d89bad108d96f1401d7cd2534bb0","","","","","","","","","","","","","0-c9aedd9bff937649cf4e93ee2c564cf0551e79bd498528282fbef41923ea0e4b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","MICC, Ft. Knox, KY","2018-05","2018-05","1","309","true","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-4789036dd28660e2f0208e6849acc12ed40d7d2a6d31c7f2ada8f83b80a6fb71","","","","","","","","","","","","","1-3d789fbe0bd6eb85c6520fb469051fa3537742d3e19ef5c410d44b0419e65dc5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-08","2019-12","1","116","false","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-7080236868a56b324e4b0442f1a9ce20c869431705c7d6d5284264e3f2783f95","","","","","","","","","","","","","0-f6f3d86810bbfff9d3139d45ee4128c43742811b39e141c8205ab2607bbb94dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","TBS","2020-06","2020-07","1","116","false","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","1-3e2178762708418c81d34f65fbb649c7c24497e34e01b39d6a52bc4b6b0b5541","","","","","","","","","","","","","0-f6f3d86810bbfff9d3139d45ee4128c43742811b39e141c8205ab2607bbb94dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Redstone Arsenal, AL","2018-09","2018-12","1","114","true","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-3caf9a49771177fe478c940b587abcd8a64ac4083ad11c28f69d8edc7e326097","","","","","","","","","","","","","1-f96a608dec8c7194a998be982fabec9c3739b6cc5b4f926d2f1f324fdfe1ac5b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-03","2019-05","1","6970","false","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-e4f18afd71c2788c6587a12a2d2db55402208cb71485e1dc8ac2f920a94ce8d7","","","","","","","","","","","","","0-70df29e9f297afea8be9a190c904e328a411e761bbfb32d0823cb900083738c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","TBS","2020-03","2020-05","1","6768","false","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","1-cebc72a3459ace5c355c8349f82b2a544e84905e0f8a45c23129e763c6f27fb5","","","","","","","","","","","","","0-70df29e9f297afea8be9a190c904e328a411e761bbfb32d0823cb900083738c9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Various","2018-03","2018-05","1","6394","true","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-afd9ec7e1c8240b10a7abd26714ed1c1a2f3aa4f92287f44be6c49136aa16765","","","","","","","","","","","","","1-015157045246e965e9067e00aa07ec9662e295861aeaf6ebeeaca97393175d18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-05","2019-06","1","16340","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-a20f17c63f771a0361e1eb187ae5b5e5cb49c3e1a07f112a4b3b1f63afcd124a","","","","","","","","","","","","","0-779c5c6ab9ea3aa74aed28d96021f4d5d6b359870e01bcfcb4af820bb0f6d6a6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","TBS","2020-05","2020-06","1","7375","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","1-df0d5b0c25e170fc88fb41163c0617633050efbaba9de16cb662566789294105","","","","","","","","","","","","","0-779c5c6ab9ea3aa74aed28d96021f4d5d6b359870e01bcfcb4af820bb0f6d6a6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Various","2018-05","2018-06","1","5926","true","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-ef68429c130575c95848e6f28be3bd8ed8056c4fa3247a3bee22ee9adea33fbd","","","","","","","","","","","","","1-22f868a2f0a0c93abd6fde1ca59ad16a72ca5a6f997b66165407c45f33441faa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-04","2019-06","1","479","false","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-a4d526c976985d0e2036518ff8ad71cdf825ab99c6bce6de4e339e17eab85152","","","","","","","","","","","","","0-84b85deaf51c25fccbcad04df39d964828d95067802d7cc933b335d4d918e299","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-04","2019-06","1","1261","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-df35a3287b316fdbd97e8aa007b2ce89dbcd921aca00207e1086e1aade513a20","","","","","","","","","","","","","0-9454e8a653363211b20aa7adf35a162ccaf1eb5dd6e48fae93c39f4260b35aad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","TBS","2020-03","2020-04","1","1376","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","1-5ca26b428e38e83b2f717fec68b0818f0ce9b88c2a6d9bd5df7ae819309c928a","","","","","","","","","","","","","0-9454e8a653363211b20aa7adf35a162ccaf1eb5dd6e48fae93c39f4260b35aad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","ACC-APG, Natick, MA","2018-08","2019-05","1","1505","true","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-93976934037571ca73f2935bcf41d1a9dcc7177b38f21cf50240fc9d516c506b","","","","","","","","","","","","","1-3126dcd88fc664cbbdfd2f5fec5f60c1783b5ca421857e78bcff2ac8ab9d64fb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","TBS","2018-05","2018-07","1","729","true","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-323c7982fbd778cf66cfb1b269f89ee8bf3e2454699d88febb64d68d3cff6961","","","","","","","","","","","","","0-986c73673cf1a39fa174f0e827bae37c09e6a07192ca5db9ff91830601e8f967","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-04","2019-06","1","5140","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-c8c44e4d5df7900ae8d4d1b0e6265e468280fd6b2477766a1d5a6773897a1cb2","","","","","","","","","","","","","0-5bb6318ac0dfc8fbdb853a47e9028b768eddf848b3a38259bfe8e65b3701ec1d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-04","2019-06","1","7140","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-64319bd80da3720e826d4ccd060cc369d89e06f31713f2218a00509d87dd3ba7","","","","","","","","","","","","","0-6b194b4b1db6e8dd757d349513893f0ca275edd755bd0b73fb13e8eb7cf8b9ee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-04","2019-07","1","4514","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-0bd988c3d553586737157c9e323653f950817c3da2f66d32ee023884df70abb0","","","","","","","","","","","","","0-d469c99886fbddc8787d7cd77f14f8e1e762435c9ca4e01a290b6cf6c5823a59","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-04","2019-07","1","1600","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-99d046fe4f30a4c8a2d6f19324930425abbc6ac364a5c1eb4ff43ef0dfd5b31c","","","","","","","","","","","","","0-15b2f211be6663ed4ed8d8e059e567c24621c00b1f00073657b1ff22c98af3e8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-03","2019-06","1","370","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-b07450c1bd9fd8a134eb315805dccd8288c596fd1a196a976777817772ccc204","","","","","","","","","","","","","0-d7715e2b8307429138febdbafe105de23bfe23574d6c0ff35754e88c5632dbff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-03","2019-07","1","358","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-f8902271185e39f3114db98388ae7210fdc50716040390ae1b2f8476d0f334d3","","","","","","","","","","","","","0-25e9bcc05dcae4e1bbe9ab4f7622c09f75aed58502a7553d824922cd6a457192","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-03","2019-05","1","3359","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-d927ffb6ad4735aef79a3e9e806f7b48208a10d8e8c0798433bd02700b6dd540","","","","","","","","","","","","","0-ae75fb37de1903dbdd9fd07971909a2cfb78dab4a85ba454bcf7349d6cbfd2b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","TBS","2020-04","2020-05","1","650","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-3b191f2434f3a56e12cee3831ff5810a5090498af9f2c3d14110235e7c2e29b6","","","","true","","","","","","","","","0-b90139ad646723dde1ff9f1b56c87817f1b7ea149354514b831fa7531df57b20","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","TBS","2020-04","2020-05","1","1250","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-9285b93babf225bdee896ab410852e8b06f7bf8528c6769e86c5c2d07a74a571","","","","true","","","","","","","","","0-fe1506db3d3e742cd9aed887d6042a607fe3258480fcba1049eb1df8a3f6ef4c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","TBS","2020-04","2020-07","1","5300","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-b2ab933ceba9a2d09a2d36b3495c24b82e6f3e3bb79a439cc6516e08bec98b0a","","","","true","","","","","","","","","0-b179460e5a04601225d6dfd58008032ce62321d5b447f1c94052c511148f2854","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","TBS","2020-06","2020-08","1","2500","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-aa400a9a8cdfb5933b2e000c6516e8325dc1232bc5a747ad41a882fb36ce2fae","","","","true","","","","","","","","","0-a92f9821024d6760e9bba5530d68b6c1a7160695f1d616281ca251d0dc159194","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","ACC-APG, Aberdeen Proving Ground, MD","2018-04","2018-06","1","20715","true","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-4bdbdccacd7715ad2649229129e7462917f0e3b0f68434a5e65dbf1cfb74208e","","","","","","","","","","","","","0-e3b6beaf7f43c623f1cca9b6de994a546bb3973642d2445cbfcbb399af21649f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","ACC-APG, Aberdeen Proving Ground, MD","2019-04","2019-06","1","45071","false","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-aecdd334cc3e42379387bd3674da225913cc6d93ea628a563fcb8b457f76e97c","","","","","","","","","","","","","1-718f1f6310ecc05ce387f3ed822a7edebf6fdcdcf0cf8c64c32798ffa7b7df02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","ACC-APG, Aberdeen Proving Ground, MD","2020-04","2020-06","1","23306","false","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","1-a663c4f81c1a843f7c1d65a053197f1192fe4dccf256707d200b9fd4494aeb8a","","","","","","","","","","","","","1-718f1f6310ecc05ce387f3ed822a7edebf6fdcdcf0cf8c64c32798ffa7b7df02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Various","2018-09","2018-12","1","1064","true","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-583de8bc197846f55fa413379f64757663218bb9117a71372dd27a690b7af384","","","","","","","","","","","","","0-ff426a6673077946b41e33b74bab60f3fefa2b401cd3a57e1c24df6cefe76e07","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","TBS","2019-06","2019-08","1","5300","false","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-6f98e9824d12086b706d5810ce7965f4547a55c4b176f52457c822ff2c4d1957","","","","","","","","","","","","","1-8de566785c34c3d6378b95496e816a9742a23da2a852202dec0dd536acc783e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","TBS","2020-06","2020-08","1","5639","false","","C","FP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","1-61d08c56921395783ffc83f76247e9714ef60015d97b05eabe851f79843d3c7d","","","","","","","","","","","","","1-8de566785c34c3d6378b95496e816a9742a23da2a852202dec0dd536acc783e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","MICC, Ft. Eustis, VA","2018-05","2018-06","1","818","true","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-44edb960a6e9e82d4ac5fcf7a9eece6d2f827f7c7f140a2b63edec5721b060de","","","","","","","","","","","","","0-70d735e1ae86f64e2de87ec4121b7437cdac61baced744b5072f2f59961ab956","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","MICC, Ft. Eustis, VA","2019-05","2019-06","1","434","false","","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-781f3405c3a8173e6dfde71eab40c8147664734c3ad78d502743f4bcfa7f6006","","","","","","","","","","","","","1-61da9c24aecacd37964e7667a0632227f6378d8531262a677a11f0a6ab3988be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
