FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencySuffix_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RFPIssueDate_val,FundingVehicle_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,OCO_val,@PARENTROWID,@PARENT
"2012","","CECOM, APG","2013-03","2013-12","301","166.000","false","SS","FFP","Army","301","0","","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","0-0ce3ae8d5cba83e1c8fe811f5de8385f2334b9fc6af60409304b232a20194072","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AMCOM Contracting Command, RSA","2013-10","2014-07","301","139.000","false","SS","FFP","Army","301","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","1-1d08a85d482d886be7fe88682a5ddfe1618e099fb65ee7edb6ed6faba2d8649d","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","AMCOM Contracting Command, RSA","2014-06","2015-03","162","183.000","","SS","FFP","Army","162","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","2-58d69d986855883825811536876af254a9341cd672134f23edb337efb5623145","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","ARMY/ACC","2019-01","2021-01","12143","0.001","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AMMUNITION-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","948340796190edae4b7d09a84a23e6c0f1e8d2da5a93e04cbdddc3e0a25eeec6","2-0f6ec3e883e76e0cda03999950ce1a6c8cad377fd640139d96161b29c774fd60","","MIPR","","","true","3-781d745c7047c0b2a0287b2cee0e31a8d7b5162c61cba4840ae6ad76be90a32a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","ARMY/ACC","2014-10","2018-05","4597","0.001","true","","","Air Force","4597","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5eb932eec80633e31db3e36e2444efa3425816690f6ea7ac7f2cdb928901e9a5","0-031fea626cc4fc4470e8f4a22dbe8831f09c262bad33a553834cf7df1d7ad4fc","2014-10","MIPR","4597","","0-c1de895de06042fd305e9dd51978310aada35f39b87d95f7c6a4d9d142b62b6d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","ARMY/ACC","2015-10","2019-04","686","0.001","true","","","Air Force","686","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5eb932eec80633e31db3e36e2444efa3425816690f6ea7ac7f2cdb928901e9a5","1-80b95b2d8c15f4772e545b1a7b4337f3fa2050dcdfcfbec89b878f73b5e7bdad","2015-10","MIPR","686","","0-c1de895de06042fd305e9dd51978310aada35f39b87d95f7c6a4d9d142b62b6d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","Army is the PICA for this item; therefore, the Air Force requirements are ordered against contracts awarded by the Army. Due to a contractor protest, the Army awarded to 2 contractors ILO a single contractor. The Air Force requirements will be awarded to either FN Manufacturing,Columbia, SC or to Colt, Hartford, CT for FY16-FY18.","ARMY/ACC","2016-08","2016-11","35020","0.001","true","","","Air Force","35020","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5eb932eec80633e31db3e36e2444efa3425816690f6ea7ac7f2cdb928901e9a5","0-5ec0eafe27509140bc4c0b1339f45af4ff570d2a8a7cc5a40ac8a36997aefc36","2016-08","MIPR","35020","","1-0f2532818041a3d1d285c61032c7d5adfded958c7910539b06897b4caf6d36a4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","ARMY/ACC","2016-08","2017-12","2707","0.001","true","","","Air Force","2707","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5eb932eec80633e31db3e36e2444efa3425816690f6ea7ac7f2cdb928901e9a5","0-978013bd393c47adf58b042978a78043ad5913d5ec819764c33e133e8b7c047a","2016-08","MIPR","2707","","2-0e2154c8c17d0093725223e5c01b27dfce05eee772c603227c0e572fa02f4edd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","ARMY/ACC","2017-01","2021-01","2810","0.001","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5eb932eec80633e31db3e36e2444efa3425816690f6ea7ac7f2cdb928901e9a5","0-4ba2c9650596718250030ab1b592680696054b30f133b8d46ca9a26b9828e221","","MIPR","","","","3-0912278bff489f808ec69a5fbc1109a4f82ed171ec9b7f96294fcd46e3c36e3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","ARMY/ACC","2019-01","2021-01","24429","0.001","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5eb932eec80633e31db3e36e2444efa3425816690f6ea7ac7f2cdb928901e9a5","1-b28534951fc598db4eb2ef005f0e90a586b81f68e672207530403e432b493a26","","MIPR","","","","3-0912278bff489f808ec69a5fbc1109a4f82ed171ec9b7f96294fcd46e3c36e3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","ARMY/ACC","2019-01","2021-01","12143","0.001","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","5eb932eec80633e31db3e36e2444efa3425816690f6ea7ac7f2cdb928901e9a5","2-3850bc08f0e5b12d41d1a25b3a8888e071ee8e596f02a99d9fcb9ce07c9244ec","","MIPR","","","true","3-0912278bff489f808ec69a5fbc1109a4f82ed171ec9b7f96294fcd46e3c36e3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","N/A","2017-01","2017-01","1","2.257","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","0-72ab12156fb782f219a6addd8f8c93468d55f3a0da08c6d67612d87e9ba43943","","MIPR","","","","0-749038289d4b807e8c7701f16a1195d0adb833cd3a5e8c3f905bbffff1cb569c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","N/A","2018-01","2018-01","1","4.088","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","1-5e32c04d6c0cda8aee579d1a6b056d39cdbd618052a2e9716fa0bead290a159d","","MIPR","","","","0-749038289d4b807e8c7701f16a1195d0adb833cd3a5e8c3f905bbffff1cb569c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","N/A","2019-01","2019-01","1","4.719","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","2-5c40ff17ed1e4e0115ceed01eddec03b2a45a78bc079b10795532e57e5e96bfc","","MIPR","","","","0-749038289d4b807e8c7701f16a1195d0adb833cd3a5e8c3f905bbffff1cb569c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","AFLCMC Hanscom AFB","2016-10","2016-10","1","2.106","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","0-56f1368bb953af2cc22c9004fb0a4e38c5bf019d53039d6fefb867629a1ae71b","","Various","","","","0-e238c9b2ded301f61040de9b745483481d073c8c9004b4d39a39049107029e9c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","AFLCMC Hanscom AFB","2017-10","2017-10","1","3.206","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","1-7e5c6a8874b123fa61605f900cb8482b62bf8abf8118b84b57f41432e5562c06","","Various","","","","0-e238c9b2ded301f61040de9b745483481d073c8c9004b4d39a39049107029e9c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","AFLCMC Hanscom AFB","2018-10","2018-10","1","3.534","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","2-fdab51d137cdcab81507f2df8bfb662c2f18fd6ab12ad95f3bfc8429487ada9d","","Various","","","","0-e238c9b2ded301f61040de9b745483481d073c8c9004b4d39a39049107029e9c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","AFLCMC Wright Patterson AFB","2016-10","2017-03","1","1.050","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","0-7cd4301c2560e08041cf0b98750734693d1f564dfa406a5e3e0ca43ddd44a897","","Various","","","","0-8be6b40a076aa1180fe09a893469ffdc8e498c3c1251912f2001bd89a17503e7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","AFLCMC Wright Patterson AFB","2017-10","2018-03","1","1.100","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","1-51653200a97415111b602a0d920a7b540ebb186b181b1f4f5fe7c7258911c077","","Various","","","","0-8be6b40a076aa1180fe09a893469ffdc8e498c3c1251912f2001bd89a17503e7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","AFLCMC Wright Patterson AFB","2018-10","2019-03","1","1.149","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","2-71103be6b4d52115e6d8a21c6215fca9f06ed06637bfd59981cdb22d92bf35e0","","Various","","","","0-8be6b40a076aa1180fe09a893469ffdc8e498c3c1251912f2001bd89a17503e7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","AFLCMC Wright Patterson AFB","2016-09","2017-02","1","0.599","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","0-29794aa0b98f37dce4920da03603305a25f1be2f46e871f87681f55d242c0cb3","","Various","","","","0-bbbd1d80b289f6ce50cb6ee27d4b71dde418fd4ade811a7892c70cf37cb2dde5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","AFLCMC Wright Patterson AFB","2017-09","2018-02","1","0.770","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","1-17854a9925248983f05b6621464ed7ab0b3886ef8e22679bff4f5c9a22cfc7b0","","Various","","","","0-bbbd1d80b289f6ce50cb6ee27d4b71dde418fd4ade811a7892c70cf37cb2dde5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","AFLCMC Wright Patterson AFB","2018-09","2019-02","1","0.990","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","cfe39698d6a55296019381ae6433583029de5e5830566a5d01d614d183d01876","2-e020f9b93db7d22c42afc5d8b9f53aa02df710f582fe59808ddc0965d1eae2c6","","Various","","","","0-bbbd1d80b289f6ce50cb6ee27d4b71dde418fd4ade811a7892c70cf37cb2dde5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","N/A","2017-01","2017-01","1","2.257","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","0-fa0ed5e15e49aacbcb341d02b7516bfa62fb0e8740aa5eef80c7c24e53f90b15","","MIPR","","","","0-30e4f491455a1969eb1eb27d96ff3779f07d38ed589aa56225b75b85a10de3fd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","N/A","2018-01","2018-01","1","4.088","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","1-6b6859485b0399b35b214cfb1d0c530542af5c2b192c4fbd3f9c2a3b905e160d","","MIPR","","","","0-30e4f491455a1969eb1eb27d96ff3779f07d38ed589aa56225b75b85a10de3fd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","N/A","2019-01","2019-01","1","4.719","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","2-7b326203be42a7ebe0eb28bb7ed84711a3fb76640c2e8a5cf7cf1da851cbb561","","MIPR","","","","0-30e4f491455a1969eb1eb27d96ff3779f07d38ed589aa56225b75b85a10de3fd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","AFLCMC Hanscom AFB","2016-10","2016-10","1","2.106","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","0-f6e0ab860ed020b5d518899e04bb7d44f3077408026431c45318f87b86209480","","Various","","","","0-8beda10da7ca9a9b641c96749cf250887404f0248f449d05f883abaeee9f4dae","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","AFLCMC Hanscom AFB","2017-10","2017-10","1","3.206","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","1-942dffeae48a22b7da57cd6e8c939023c0c2bccb6ae2bf38613c9be38031be8d","","Various","","","","0-8beda10da7ca9a9b641c96749cf250887404f0248f449d05f883abaeee9f4dae","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","AFLCMC Hanscom AFB","2018-10","2018-10","1","3.534","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","2-4fa16e3a91ec256415b9211e90756aaa0f4861d4f0d5058f1573b38e63aa2755","","Various","","","","0-8beda10da7ca9a9b641c96749cf250887404f0248f449d05f883abaeee9f4dae","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","AFLCMC Wright Patterson AFB","2016-10","2017-03","1","1.050","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","0-e5e4c63532492767ab12d08dde29e11a9ab01c1be6525413a5c79dac70814f61","","Various","","","","0-8c6591f481931331091f79a5d1551de0737e087764a09a1e2ef8fde0d7a5bb46","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","AFLCMC Wright Patterson AFB","2017-10","2018-03","1","1.100","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","1-deb08d584aa7a3cfe038aa20bf27406f4d24f80bb56f1edca6bfa0bcb62fe006","","Various","","","","0-8c6591f481931331091f79a5d1551de0737e087764a09a1e2ef8fde0d7a5bb46","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","AFLCMC Wright Patterson AFB","2018-10","2019-03","1","1.149","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","2-d3d86b486586e1cc3868e83ea395f9265fd6df7dbf40aceafda1f77d4a40c3e1","","Various","","","","0-8c6591f481931331091f79a5d1551de0737e087764a09a1e2ef8fde0d7a5bb46","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","AFLCMC Wright Patterson AFB","2016-09","2017-02","1","0.599","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","0-d0514447c676f2b93e8802a9f393bb0dfac15625b9749262a961d5ee68109320","","Various","","","","0-3a057c9b2c5f4cc6217e28480a8cec0090bf8af76f9bfade6a2f926e9e6d9846","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","AFLCMC Wright Patterson AFB","2017-09","2018-02","1","0.770","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","1-a0b373371b31fe0413831c57611510caa4270db942acf77034e4f2d4becadded","","Various","","","","0-3a057c9b2c5f4cc6217e28480a8cec0090bf8af76f9bfade6a2f926e9e6d9846","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","AFLCMC Wright Patterson AFB","2018-09","2019-02","1","0.990","true","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","53cb469a7481a4b0f0732b4848d7b1f8bc62be3d4a4eb7fdf65b19b837eb91e9","2-6aa56c4d6466276ea538b69443803e83cb669e8aad0c2182293ee0a4363822e0","","Various","","","","0-3a057c9b2c5f4cc6217e28480a8cec0090bf8af76f9bfade6a2f926e9e6d9846","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","PEO EIS, Ft. Belvoir, VA","2016-10","2017-09","1","1253","false","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-af9305ecb05678086ff885876e7b1fe700fbb9b32b3a435e9fdb14794af87ed4","","RO","","","","0-b0fe6f1529a7979db1c33966ba5335fec47a6509b4d26e6e6b3aff2520fd9cfa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","PEO EIS, Ft. Belvoir, VA","2017-10","2018-09","1","1380","false","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","1-ab2e97a64b43eee56ab7fa4d31b1001bb892f95976c42e1044f819e48d12bc24","","RO","","","","0-b0fe6f1529a7979db1c33966ba5335fec47a6509b4d26e6e6b3aff2520fd9cfa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","PEO EIS,  Ft. Belvoir, VA","2016-10","2017-07","1","701","false","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-b964c5919c22953d93dd25e92105233e38cea663d297d077c9a03ff9c55afb7a","","RO","","","","0-336cd5b698c7dadad07d0400dd1cc2f01a7c9262a96351266016838a9d3f9de5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
