Name_val,Name_@footnote,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_UnitCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_UnitCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_UnitCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFive_UnitCost_val,Cost_BudgetYearFive_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_Total_val,Cost_Quantity_ToComplete_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_Total_val,Cost_UnitCost_ToComplete_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,AllPriorYearsDeliveries_val,ManufacturerList_Manufacturer,@PARENTROWID,@PARENT
"Hydrologic Survey Vessels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","4c4a1586df50fa894638599c3fab7431897b004870cb32965ba08c0afc2330f4","0-739cf51f3dbcc34d92e0a02ab180a8f9e53d5490fd7de44d1c75c9be98892ef6","","","0-8217598fb01c2bf44d1e5ea36617c0938c426dff59cea8a3182cabdb47795544","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Joint Personal Dosimeters - Congressional Add","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.025","","","","","","","","","","","","","28976","","","","","","","","","","","","0.415","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","0-f72eefd162d9bd10fb13cf185d6cab9680654fef9c82b76de27d500592a4e6a6","","0-05c58035983329c615269d1c3572280cbf42f911491f927e92287454f06575e8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"PPE Suit NFPA Class 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.86","","","","","","","","","","","","","1075","","","","","","","","","","","","22.195","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","0-4bf49e25fc3dd36b53702ed089878b32c8495273762ba48432356dca2d780649","","","0-850362042c19a6badd0383e1ee9f09b232f9b14ba8c8014038fff53ffc917984","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"PPE Suit NFPA Class 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.194","1.128","","","","","","","","","","","","5200","1955","","","","","","","","","","","4.845","0.577","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","1-b87b57a51a8764a5ab0254ac8c10f979ce271dac860f10f262678cdbca9c0563","","","0-850362042c19a6badd0383e1ee9f09b232f9b14ba8c8014038fff53ffc917984","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"HAZMAT Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.188","0.07","","","","","","","","","","","","2888","1002","","","","","","","","","","","0.065","0.07","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","2-35bd9a1af1181bd35ca76dcceda8b7729ab8d7927af1859ae735e2c321127b69","","","0-850362042c19a6badd0383e1ee9f09b232f9b14ba8c8014038fff53ffc917984","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Filter Canisters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.248","0.069","","","","","","","","","","","","5500","1468","","","","","","","","","","","0.045","0.047","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","3-db5b37cac63f8c062463a088486daf1776d713418ed7f0f3f9d9954d7859ccf4","","","0-850362042c19a6badd0383e1ee9f09b232f9b14ba8c8014038fff53ffc917984","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"JUONS CC-0557 FOB Integration to IBD-K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","4-414978c41969cd409882591d01552ae412c1e807c5a121d30dcc75513617803d","","","0-850362042c19a6badd0383e1ee9f09b232f9b14ba8c8014038fff53ffc917984","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"PDR-75A Dosimeter - Congressional Add","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","9000","","","","","","","","","","","","1.333","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","5-fc8d830bb05dde41be5b3472b931e3f876c9d5775b4a0e5ee06bb77e0b454fa0","","","0-850362042c19a6badd0383e1ee9f09b232f9b14ba8c8014038fff53ffc917984","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Mass Personnel Decontamination (MPD) Systems/Push Package","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","9e60e79ba1ae0f03dc4573bc427ee2381bb5300bde03e743671af87f42b33021","6-4e0c174619c33dbe415413a83b5a838de440ae08b2b30cd95f298443afb0e03f","","","0-850362042c19a6badd0383e1ee9f09b232f9b14ba8c8014038fff53ffc917984","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"UDAIRI Range Target Lifter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","1","","","","","","","","","","","","23000","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","75d6b5f9a3714a351adfe57397475b1716c9ab36d18146dce8d31a64a25ee33b","0-38efe5d2142d97166959dc587122e7eee5f046f10e8c8a483a6b4c5186de7fda","","0-0824af0d43ab04c6d3b959dcc957746d6f7eef384750f4bd3605897ccaf32c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"ARCENT Thru Sight Video (TSV)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.106","","","","","","","2.106","","","","","","1","","","","","","","1","","","","","2106","","","","","","","2106","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","75d6b5f9a3714a351adfe57397475b1716c9ab36d18146dce8d31a64a25ee33b","1-0566242541053ca0ef4775e9a399bd4d22d5aa45aee05b7c96e36c6e0b10e485","","0-0824af0d43ab04c6d3b959dcc957746d6f7eef384750f4bd3605897ccaf32c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Pacific Range Complex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85","2.85","","","","","","","","","","","","1","1","","","","","","","","","","","2850","2850","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","75d6b5f9a3714a351adfe57397475b1716c9ab36d18146dce8d31a64a25ee33b","2-1ea94388e8564ef1d44c7a9b6894fe46d00c6eba7b2757e18750fac24385aee1","","0-0824af0d43ab04c6d3b959dcc957746d6f7eef384750f4bd3605897ccaf32c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"LVC-IA Version Upgrade/ Tech Refresh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.949","2.73","1.938","1.547","1.547","","","","","","","","","12","5","5","5","5","","","","","","","","412.417","546","387.6","309.4","309.4","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","75d6b5f9a3714a351adfe57397475b1716c9ab36d18146dce8d31a64a25ee33b","0-6fb5df7b25fb583bc6aa5f94c764f84d0283e99fc04e762c857635de82fc7ac0","12","0-bac2adc3cc574bf006570616fb5b027c4eb16dee233d1019e92f57640424a2ab","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"NOSC Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.188","","","","","","","","","","","","","1","","","","","","","","","","","","188","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","342e0851f190f8e3d7e608780568680e5cd0f2e19c9a37ba2532bb624c1b542b","0-83476be819d14fab04fb20caf4837e808288a7c6f9f703510b5e8c5dcddde624","","","0-5880c27413608e9ecaf5d7549499254621ca22d1e2a4f9cd210e1650291378e6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Red Team Infrastructure Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.598","","","","","","","","","","","","","1","","","","","","","","","","","","2598","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","342e0851f190f8e3d7e608780568680e5cd0f2e19c9a37ba2532bb624c1b542b","1-102dce00ccedc288a7d8150116f5d5073eaa081f6882edeaaa03800a978246e6","","","0-5880c27413608e9ecaf5d7549499254621ca22d1e2a4f9cd210e1650291378e6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Red Team Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.214","","","","","","","","","","","","","1","","","","","","","","","","","","3214","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","342e0851f190f8e3d7e608780568680e5cd0f2e19c9a37ba2532bb624c1b542b","2-13463b443158cb551d8d1bb996953804068dbd8b8e2fceca30794b76c2e9f42f","","","0-5880c27413608e9ecaf5d7549499254621ca22d1e2a4f9cd210e1650291378e6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Congressional Add for Regional Service Delivery Points","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","342e0851f190f8e3d7e608780568680e5cd0f2e19c9a37ba2532bb624c1b542b","3-b04e944844e2d4e205af5f10dc5ee7c1a476f43a909e2d7dc1c749a4f630cc9e","","","0-5880c27413608e9ecaf5d7549499254621ca22d1e2a4f9cd210e1650291378e6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Reprogrammed Funding - Change in Acquisition Strategy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","402155d61465913b0d3d99d0578571664eb3b0e6c2facb29f26e665fd4f6fa57","0-aaae9c9f70b987e64ab6891f4fe18cf6602b4c6318c50845ecab2502d49210ba","","","0-fd7c5490c38293fd3edaf264392ca936ad04434f5e8662958e46376d76ce45d9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1531.644","","51.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","096bdd2845fc853d2b19189ee74efdbb6b5c44388e7a0c43d58dd91884286bf0","0-6d04a4bb9ad68e51600e505e422fabedb2e7e88cc0961ff2c558c1777fa4aa3b","","","0-2217ef719387887a89d23a4113a4ac4e9919bd08a4c3cbf2602a3f5c658c0a10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equip","Due to aircraft procurement quantity variations, ancillary shortfalls have been realized. Fluctuations in the current ancillary equipment profile support the mitigation plan to eliminate the shortfall.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3643.011","69.319","4.121","18.601","18.601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","096bdd2845fc853d2b19189ee74efdbb6b5c44388e7a0c43d58dd91884286bf0","1-28eb0b522c948d795d4ddaeefcb1d0d19b36746cb611c462cc43554194857f1d","","","0-2217ef719387887a89d23a4113a4ac4e9919bd08a4c3cbf2602a3f5c658c0a10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non- Recur Cost","Non-recurring Costs include such items as DON share of Production Non-Recurring Tooling which is necessary to support planned production ramp-up.  In addition, it includes funding for Diminishing Manufacturing Sources (Life-of-type part buys), concurrency engineering, technical assistance and Cost Reduction Initiatives (CRI).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2629.302","128.096","240.218","85.22","85.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","fbd735bbab1d8f42abb21a7e14a548577b64e1cc91802ac2fd96fcbbc6b0ba8e","0-05fcc19f553cf350cd6886d19ce093f149747e8ddb0fbb5561f8757407646f81","","","0-f9281d6fa7cdc5b1700eedacb3ff190874ba852e292b2d05e3b076fccd17df2e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equip","Year to year changes in Ancillary Equipment costs due to changes in Aircraft Quantity. Equipment includes Gen III Helmet Mounted Displays, launchers, and Pilot Flight Equipment.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","395.751","78.318","86.745","111.258","111.258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","fbd735bbab1d8f42abb21a7e14a548577b64e1cc91802ac2fd96fcbbc6b0ba8e","1-f9d932002c0ff0a00984043167ee37c1d421e8566e0afc511b538a0d055cae31","","","0-f9281d6fa7cdc5b1700eedacb3ff190874ba852e292b2d05e3b076fccd17df2e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","Non-recurring costs include engineering for diminishing manufacturing sources and material shortages.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.722","16.456","4.308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","aa316d2ade24a0f196776d6561c8f6ab50bcc3e910247edd8f660436912571f6","0-6e65eceec8d1eaa27bcb50e0b39bd8bb5f97c43486b9a7968bfd1081d91e561d","","","0-64eba8491d39d8c533ebfe4126a08c76dd78150c3b11f966398fee83449447b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.1.1) Airframe/CFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.676","39.676","","","","","","","","","","","","22","22","","","","","","","","","","","1803.455","1803.455","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","8c3e0108240a9871966b61ab82cdcaecbdd5f8b3ffe779cf38d6b68a17de64a8","0-9ec4be22512d6856bc17b8752f8a367d75a3f8f8627561d3b8c7f171404b1c7b","","0-43cd421a5b540d312d775d58afc9cbc91fa6b8fbdee2874477403317e1105333","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","Non-recurring Engineering is estimated for resolution of diminishing manufacturing sources and material shortages (DMSMS) and supporting technology refreshment on commercial off the shelf (COTS) based components.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.758","35.092","30.603","24.83","24.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","5fd9d1dfcf223bae8a17470fac7c13bb767dc64f76a93f9c4f38cc8f85941483","0-a553325f16bcd209149f8697c3059b9d4fe1f6895073e4135b20dde66cc99dfa","","","0-eb106996bd84ff83ebb00345d7d49f120c46b266c66eb99e77adeb7bcccb50e8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Other","Other funds Ground Control Station hardware. In FY 2018-2021 the ground stations will be procured in the Multi-INT configuration.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.991","2.956","30.894","24.135","24.135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","5fd9d1dfcf223bae8a17470fac7c13bb767dc64f76a93f9c4f38cc8f85941483","1-d9827d3ea016198ae264470bdb3117c352f3de5607be4d5c5c17060dff6d172d","","","0-eb106996bd84ff83ebb00345d7d49f120c46b266c66eb99e77adeb7bcccb50e8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.69","1.165","6.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","f09c1577e243368100f0bb7a5dae30aa7cc93d5c97200f74c9df0acf5678aaf5","0-96ca8f9d8eb67e2a75670c2b1970f7f4bc95829b4c4ed86b8081f40e72380ceb","","","0-3fc9586c2eb298de256149b32b16fda63746f921a392568fa5edf074e26393dd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equipment","FY19 Congressional add for $34.3M to procure 3 Mission Control Systems under CE 1.2.2 Ancillary Equipment.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.581","12.799","49.981","12.045","12.045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","f09c1577e243368100f0bb7a5dae30aa7cc93d5c97200f74c9df0acf5678aaf5","1-2716e1ac6858290b0da8ab26add0a18ce256f5c9f917cb8067a458d088e6e7f5","","","0-3fc9586c2eb298de256149b32b16fda63746f921a392568fa5edf074e26393dd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) ICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.782","3.9","0","0","0","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","e07a7fdc5ec3998acce7479fc79bc1a27921a4fd03d5cada0f1220d4759a0186","0-e603cbe840be79dfd183664747c72000c194f2638ca08f9c111150cacaebc1ab","","","0-3efbc950c4211177dcdce205eb852a6809156f45fbeca359d4481ac1f2267f98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Hardware for Ship Installation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45","0.88","1.07","0","0","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","e07a7fdc5ec3998acce7479fc79bc1a27921a4fd03d5cada0f1220d4759a0186","1-fcdd901fce04168356678377f6f4c82a4bdb2d5d96f8351897ed77645ff247ab","","","0-3efbc950c4211177dcdce205eb852a6809156f45fbeca359d4481ac1f2267f98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.3) USN Production Line Shut Down","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.649","0","0","0","0","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","e07a7fdc5ec3998acce7479fc79bc1a27921a4fd03d5cada0f1220d4759a0186","2-04a7eb410ea8e2668620298cf689c16e536b796132e95642de82bc1176858846","","","0-3efbc950c4211177dcdce205eb852a6809156f45fbeca359d4481ac1f2267f98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Other Non-Recurring","The Other Non-Recurring funding in FY 2020 will be used to bring the System Demonstration Test Article (SDTA) aircraft used during IOT&E to Production representative status for delivery to the squadron.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.404","3.404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","b8aefcc30e83e331a60238a8f78f1b972de8778499e076c32e17f26cc525170d","0-801fe759aecc3689adc2843d65004e4dee580625a8c3fb711bcd04258e3aeb92","","","0-9c18b4c2cf6df60f0d1ebd16d18cf391905210baf3bc0fb5d824be3c076c4387","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
