FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,UnitCost_@footnote,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RFPIssueDate_val,FundingVehicle_val,OCO_val,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule,ItemNameSuffix_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,@PARENTROWID,@PARENT
"2019","","WHCA","2019-03","2019-06","1.000","6.945","","false","C","FFP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","28e8c101e81455dc62139db36c0f72a9e25a12734a9279601a09405651ad8a08","6-b741cb05a76d043c51ff40627d1fc249ad161dae53999c29c324e8e3b26073f6","","","","","","","","","0-1e38612f4d74a576bc9e60cac1fe19e96647c42d7499e365db77314dd46f08bc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2021","","WHCA","2021-06","2021-06","1.000","3.088","","","C","FFP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","28e8c101e81455dc62139db36c0f72a9e25a12734a9279601a09405651ad8a08","0-be43d188969d514664024972f72538d7b2554b142f5d5736e8379012dbc1bc84","","","","","","","","","0-f0b693dac64a62a140bd3ff28315c8ed46c38acc0d512ee1c90970eeee9d7f06","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","WHCA","2016-06","2016-09","1.000","2.139","","false","C","FFP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","28e8c101e81455dc62139db36c0f72a9e25a12734a9279601a09405651ad8a08","1-737fccee4ef735f88f1ba2f808adb7336b5af142f55cf7ddc09a374fc1eb8c01","","","","","","","","","0-f0b693dac64a62a140bd3ff28315c8ed46c38acc0d512ee1c90970eeee9d7f06","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","WHCA","2017-06","2017-09","1.000","2.164","","false","C","FFP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","28e8c101e81455dc62139db36c0f72a9e25a12734a9279601a09405651ad8a08","2-569b451fcbf7c03fa73ebb52ba63a9261aaa72c639d0a5bce965299c03494820","","","","","","","","","0-f0b693dac64a62a140bd3ff28315c8ed46c38acc0d512ee1c90970eeee9d7f06","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2018","","WHCA","2018-06","2018-09","1.000","2.127","","false","C","FFP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","28e8c101e81455dc62139db36c0f72a9e25a12734a9279601a09405651ad8a08","3-744e681741f438b340ee018784c734a04b7031071350eb440e098cb400717c24","","","","","","","","","0-f0b693dac64a62a140bd3ff28315c8ed46c38acc0d512ee1c90970eeee9d7f06","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2020","","WHCA","2020-06","2020-09","1.000","2.341","","false","C","FFP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","28e8c101e81455dc62139db36c0f72a9e25a12734a9279601a09405651ad8a08","4-510e5ac1aee3333f98e91a05a062cb29157b46e19a6651b20421888c7d482511","","","","","","","","","0-f0b693dac64a62a140bd3ff28315c8ed46c38acc0d512ee1c90970eeee9d7f06","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","WHCA","2015-06","2015-09","1.000","2.157","","false","C","FFP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","28e8c101e81455dc62139db36c0f72a9e25a12734a9279601a09405651ad8a08","5-79d1fcf6e92b2e954543fae2600a5c9335d93b1f131c693590a12313701cc6fc","","","","","","","","","0-f0b693dac64a62a140bd3ff28315c8ed46c38acc0d512ee1c90970eeee9d7f06","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2019","","WHCA","2019-06","2019-09","1.000","2.128","","false","C","FFP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","28e8c101e81455dc62139db36c0f72a9e25a12734a9279601a09405651ad8a08","6-093738854b7adf82a4c06edd1bce8bf234722fd265c5abd530587919b8ce11e6","","","","","","","","","0-f0b693dac64a62a140bd3ff28315c8ed46c38acc0d512ee1c90970eeee9d7f06","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","Various/Various","2015-03","2015-05","1.000","8.810","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","0-9326167cd3d3fcf9c762bf7e0d37f917a6f6e1bd11e78cef8a4fa37e4af2cde5","2014-10","","","","","","","","0-d7e0495c4203617e8bda682b47b90084d0cba8ccd9c85f7f7984c41893a5c6c4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","Various/Various-","2016-03","2016-05","1.000","6.846","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","1-826e712ef780755a3666ea8a164ca2a007da1b6c0b1a1eea227c66c2860678d8","2015-10","","","","","","","","0-d7e0495c4203617e8bda682b47b90084d0cba8ccd9c85f7f7984c41893a5c6c4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","Various/Various","2017-05","2017-06","1.000","0.646","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","0-b0513a8a1dd266c83074fb83a0c8c77d2cad3ed7d954a02d6d38b49294044b71","2017-04","","","","","","","","0-75f084187574cbaeb54291b87cbf3382935be7450785fcdd91c3537dac8d05be","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","Various/Various","2015-05","2015-06","1.000","4.681","","false","Option","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","0-a5b7888253a92f42bd46d389c768c8831e01c0e6835c451e25611cb4d712cec2","2015-04","","","","","","","","0-b429432fab15edf19bd13c1bf5a139c4ac2b1415490bb82dc7f9b5cd3997975b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","Various/Various","2016-04","2016-05","1.000","2.051","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","1-cd3f2df29ed317fa949197600d170bff159febe31f55f218a15f507be487896a","2016-01","","","","","","","","0-b429432fab15edf19bd13c1bf5a139c4ac2b1415490bb82dc7f9b5cd3997975b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","AQD, Virginia","2015-05","2015-06","1.000","3.777","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","0-8ee80dc2687a7ee92728be16d5b7bfe92c78ea0f75df18ac3abde2937849e1cc","2015-04","","","","","","","","0-27880822c18571346f0f8e16dfc0dc205f3cb5fe8756028ecba9954b31a78393","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","AQD, Virginia","2016-04","2016-05","1.000","0.444","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","1-9416ea8de3874ecfed1fd1893cac96087a71a46e8c7db69c526d94914b0769c9","2016-02","","","","","","","","0-27880822c18571346f0f8e16dfc0dc205f3cb5fe8756028ecba9954b31a78393","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","Various/Various","2017-03","2017-05","1.000","5.800","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","0-9010ed411d969569ceb55d9d47897252791f64e92840f5a807adfe08fe2a7c8a","2016-10","","","","","","","","0-d1466af0b5acce59bb8896a1d63b8dfb6417528d60b3b14a3e0d366f4e62ee90","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","ADQ, Virginia","2017-04","2017-05","1.000","1.360","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","0-a54c411463c93b0a2cc96a7737fb479021aa507804fdea67c0de4ed52915c8af","2017-02","","","","","","","","0-055fbb67f8724669eb8d69c1f4063e2057b00f0bf5d67c3f4f29cc3acf9ecf67","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","ADQ, Virginia","2017-04","2017-05","1.000","0.820","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","3be63aa7b437b1213992751cd6f52c906d4b5eebef25baa5f236d819ce75a09e","0-0eed421fed948caea655fd0ff03a55d5838a685d6c5944ba0eff864cf7456ff1","2017-02","","","","","","","","0-be707f8884b657c411c8c06a4d9fc97e5ac60d36166095c2d91eaee5fff42641","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","Various/Various","2015-03","2015-05","1.000","8.810","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","0-65e0cbd3c53d371351579ea86247d729735dedd0dab8dc7c9bf3f7b258b5ba13","2014-10","","","","","","","","0-d4ff2545d89153282a743dca601124b6c01458e8e19f5cb50161bcd3c384d112","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","Various/Various-","2016-03","2016-05","1.000","6.846","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","1-1f34a83f4557f70a7f167775679a85c9330798a5131b2372f9a907d250353eb5","2015-10","","","","","","","","0-d4ff2545d89153282a743dca601124b6c01458e8e19f5cb50161bcd3c384d112","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","Various/Various","2017-05","2017-06","1.000","0.646","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","0-201cb7ef502fc23f6f849d35e060dc998d120735fb0b791d6dac1a38e65ddde3","2017-04","","","","","","","","0-d3d017254c557a797efe44d488874613c15a74e44b5a12b6920cd1998a47c0de","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","Various/Various","2015-05","2015-06","1.000","4.681","","false","Option","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","0-3a893b6b9138d9994ffc67cd4b05c22c806ad118077fb9d7a61b5e4ab711738a","2015-04","","","","","","","","0-b84a9b0eff97ed52720b0d08ec03143abfc834b9c786d0f978e228e73a601052","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","Various/Various","2016-04","2016-05","1.000","2.051","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","1-92289fe6c33980665b0012826bd0c255d3adc17a4abfb944d4bdbb07fc0ee3c0","2016-01","","","","","","","","0-b84a9b0eff97ed52720b0d08ec03143abfc834b9c786d0f978e228e73a601052","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","AQD, Virginia","2015-05","2015-06","1.000","3.777","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","0-9b0fc7b9057d48bdec09c223b8a9a3370fa2c665cb6e2fffc221df3d35165d50","2015-04","","","","","","","","0-5eed5cf264d1236a8c0cebccb8dec66fa4e838780daabb394a01d2143129c13e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","AQD, Virginia","2016-04","2016-05","1.000","0.444","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","1-5dfd1e0e5c712e7afe656641431e8c5ecf2356cd2fb4cef19fbb7228534e6688","2016-02","","","","","","","","0-5eed5cf264d1236a8c0cebccb8dec66fa4e838780daabb394a01d2143129c13e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","Various/Various","2017-03","2017-05","1.000","5.800","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","0-ab4c5feab4b066cc8e6bfa82ea4a99d4763590ece6e0371baa908fb5ffc1087a","2016-10","","","","","","","","0-f0ccab809f16bf873717405e299bf4e2c7cd7ea288c6fdb90e20970501f9e4c9","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","ADQ, Virginia","2017-04","2017-05","1.000","1.360","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","0-2c7f4ea81e6a18af41705a5fa5b111dc469b29f37e6caeff33b675396ba51578","2017-02","","","","","","","","0-904981fc9423bae22d92b8e029986980edf60de5c4462cfefa988a7e2436642d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","ADQ, Virginia","2017-04","2017-05","1.000","0.820","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_DHRA-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_DoD_Human_Resources_Activity_PB_2017.xml","8b9b0fcef6b486988472cb3f81ad4b83981ae0db2c4c7c832222c894d61d281e","0-66205956e107da2a7b9986fca2e24e89be8d37141374d48b917c8610e714c6dd","2017-02","","","","","","","","0-a8d7cfe8433b8f648ab818cd22f279d8f7885bb785152eb075c5a2e3072fe3df","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","Various/Various","2015-03","2015-05","1.000","8.810","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","0-aab605226fab267501642caa5b6257928b7c3ed827581efd5f1f6f1656460f2a","2014-10","","","","","","","","0-fcde859300cf82bc160d436bcb0197b4d597260b9dce28451addd85b3a17a788","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","Various/Various-","2016-03","2016-05","1.000","6.846","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","1-c8492ad8ca0d8b6cc536ed7e06ae1b29df658b3f6b8d1ba8bc955be599bce041","2015-10","","","","","","","","0-fcde859300cf82bc160d436bcb0197b4d597260b9dce28451addd85b3a17a788","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","Various/Various","2017-05","2017-06","1.000","0.646","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","0-612de13e9807fb4792bbcf3ad9fb04113fc222f55d3c25a54507d28e9098682b","2017-04","","","","","","","","0-95517ecfc3525ee9eb154312c1ffa41806a8a8664cdc7423e0f3ffac91c5c11f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","Various/Various","2015-05","2015-06","1.000","4.681","","false","Option","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","0-402e764a2476da6140d616561d4086a56835a9f1d0a4cb11dcfc04e3398cc018","2015-04","","","","","","","","0-690567aada4306d8c0b588bc1a9b669f95bbaa38534515ba0262c9da7ebeed85","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","Various/Various","2016-04","2016-05","1.000","2.051","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","1-17ac43109177cc8b15620d8d5863e7c2041274a9bf3614e811c382c7e4283f14","2016-01","","","","","","","","0-690567aada4306d8c0b588bc1a9b669f95bbaa38534515ba0262c9da7ebeed85","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2015","","AQD, Virginia","2015-05","2015-06","1.000","3.777","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","0-6ee4e77f63f198e3a11b59677c1bde42b1aa1ebb99ca18a6b4339a559405037a","2015-04","","","","","","","","0-60f3b7087735081c01be5c6be8aa0b8a76f091fcf8973fd206360ebc3b150050","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2016","","AQD, Virginia","2016-04","2016-05","1.000","0.444","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","1-b11d154ee7f3116deb115823331f497a14485473b024df56d3c6ec1391ed22d8","2016-02","","","","","","","","0-60f3b7087735081c01be5c6be8aa0b8a76f091fcf8973fd206360ebc3b150050","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","Various/Various","2017-03","2017-05","1.000","5.800","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","0-081f7609d2dead83c66202e23436a350fabdb29ca2524159070785f80831b94e","2016-10","","","","","","","","0-1a9c61b3d79861f4e2ad7ec68f30bce48dbb8bb37132a35362ac1a37cd87e8da","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","ADQ, Virginia","2017-04","2017-05","1.000","1.360","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","0-3b55098a457e2ea4c412356ba05cfe5c11eec2949f715ad13bc47c2d8ca51cab","2017-02","","","","","","","","0-102fd4514ecfc94c100a3d4d700bcd4e550c4abda19b752a2793e939f352fec3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2017","","ADQ, Virginia","2017-04","2017-05","1.000","0.820","","false","C","FP","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","88beb19bc5f9f1ab2b4ae4f4d374c57b89d974e482561278600183f7afb3d636","0-4d6306c7654cb58dd5fc2349ebac20bcee78efed5cdac0f4ab2e2e571494fc99","2017-02","","","","","","","","0-4e466566362a5156f35af95682b23c707303941be3f63f3078bafcd6317730a9","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
