Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,@PARENTROWID,@PARENT
"AIM-9 Sidewinder","M09HA1","","5.242","5.45","5.541","0","5.541","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","2-041aaabc00ac9695d85782a42e82d22d58c968d23361ff5a036ab7ba84e26684","","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-86 Air Launched Cruise Missile (ALCM)","MALCBG","","0","3.232","2.942","0","2.942","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","3-e4b28af9d137f6688b85c35902db482132f3548b6974458033f02d2adfe2a3e4","","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LGM-30 MINUTEMAN  (MM III)","M30MLG","","23.857","32.912","54.065","0","54.065","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","4-c183084b2fed6686feb4df9d0d30aadce6862e36166a2d3d39900755c4a84d59","","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-88A Tactical AGM Missile (HARM)","M88AAG","","3.484","3.516","8.799","0","8.799","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","5-06f5dbda586c7df6869ad75ed235b7f72cbc57d9848306fc6c2f15cc61dee462","","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-120 Advanced Medium Range Air to Air Missile  (AMRAAM)","MAMRA0","","0.81","0.817","0.834","0","0.834","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","6-de748815ed1e345c27cd581855d12e4767ec91663f728d1ee6ee0319841ad70c","185","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-65D Maverick","M65DAG","","1.492","1.506","1.537","0","1.537","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","7-53b1be6ab4a54460c2231cf8f1701dd7a39a7a055e4906fa5cb7060a5c0aa1ff","","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Predator Hellfire Missile","PRDTA2","","0.294","0.292","0.298","0","0.298","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","8-abebd0238434f7f40b2b9e0a28fec811a11260c3c395b64c3b65907935b28791","","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Small Diameter Bomb","SDB000","","3.237","10.555","9.805","0","9.805","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","9-967073788904678c859347335c2500042be4889c9c43e8bdcdab95bc18e76dde","439","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for 6K Cog","9710","","14.682","16.694","22.756","","22.756","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","0-a37e3fd2197d1370e02d03a827f2359079d2521cd2f86edff1c80e0ce18c2f0b","","0-004ee4639b0a87bdf0cf768c417507d4d9043ca937266f90f70d909620547b6b","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for Adversary","9711","","1.317","1.151","0.43","","0.43","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","1-f65738925130d85c0915647e88080b49eeea7370bf7a93d826801b56c7cddadf","","0-004ee4639b0a87bdf0cf768c417507d4d9043ca937266f90f70d909620547b6b","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for HQ Replenishment","9712","","35.575","38.908","25.786","8.25","34.036","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","2-b21f67daf9b109bb0820bfad9c16bcd9ea4066f4d940521f2b1a7e0b8c1dee40","","0-004ee4639b0a87bdf0cf768c417507d4d9043ca937266f90f70d909620547b6b","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Repairables","9713","","887.108","814.415","963.873","","963.873","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","3-ba183a022190cfe9092e6480c87a65d1c9a1e5d2a05306172caa804c37a23963","","0-004ee4639b0a87bdf0cf768c417507d4d9043ca937266f90f70d909620547b6b","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Consumables","9714","","74.814","78.311","72.469","","72.469","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","4-f13869322f5954888ca5c69e9a26718f3108674f38cf7251d6e0f0309c846dc4","","0-004ee4639b0a87bdf0cf768c417507d4d9043ca937266f90f70d909620547b6b","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for 6K Cog","9710","","14.682","16.694","22.756","","22.756","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","0-41b182ebf27bb447342d333b369c5ae0ffca7e5b3dc62b56d400ef5630ba2202","","0-9389ab38bcef713f3e5feb90496c6b04da99148b5acaecc6e09ad9a191313f67","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for Adversary","9711","","1.317","1.151","0.43","","0.43","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","1-dfeaf884a4898330c81d8f4838549b1b6dc846286cbdeb25bab034ed2a51b79f","","0-9389ab38bcef713f3e5feb90496c6b04da99148b5acaecc6e09ad9a191313f67","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for HQ Replenishment","9712","","35.575","38.908","25.786","8.25","34.036","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","2-4b48ea7810ad3ec0a21aa1f4308a31a58dfdc825c78e85a1ef4dbf9e091e2079","","0-9389ab38bcef713f3e5feb90496c6b04da99148b5acaecc6e09ad9a191313f67","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Repairables","9713","","887.108","814.415","963.873","","963.873","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","3-69168bea6e6889e54a18d05a840d737da0a6a2bd31bcf1db8a0b3837ca553011","","0-9389ab38bcef713f3e5feb90496c6b04da99148b5acaecc6e09ad9a191313f67","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Consumables","9714","","74.814","78.311","72.469","","72.469","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","4-c8820d9f8d9e6b0fb421593c9a8fe64ad637b78143ee29a214cfe9423daa9610","","0-9389ab38bcef713f3e5feb90496c6b04da99148b5acaecc6e09ad9a191313f67","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Sub Periscopes & Imaging Equip","0831","","1.941","","0","","0","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-bdc79d41d4cd926c30080bafe022bf522b68f87ddd6f2a2f4808233c3e81eb34","","0-584d4037a16afaee7b2241cd571bdcf8cca7617496a10289503cfd77c9659396","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Sub Periscope, Imaging and Supt Equip Prog","0840","","","2.796","4.86","","4.86","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-b8540552f7c08b31733f2d4f7643ac341f63502fba09d39dc315ff8fefa3a8b2","","0-584d4037a16afaee7b2241cd571bdcf8cca7617496a10289503cfd77c9659396","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Virginia Class Support Equipment","0942","","6.343","1.483","6.522","","6.522","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-f8eea2963eb2119cc438a3f071d68e01df7e7bbfb44102cbc3900e656da6dde4","","0-584d4037a16afaee7b2241cd571bdcf8cca7617496a10289503cfd77c9659396","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Strategic Platform Support Equip","0950","","2.823","12.473","16.237","","16.237","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","3-b4038bde4b895e6ee40aaf2004ea8f2cf79a1dbb4b7ba83c06259e27f6e717d4","","0-584d4037a16afaee7b2241cd571bdcf8cca7617496a10289503cfd77c9659396","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LCS Common Mission Modules Equipment","1600","","0.832","0.882","1.34","","1.34","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","4-c70f7f791df5f1e33032bf8f04f731ebc5bd792f4e9bcac9297c5bc628af8f55","","0-584d4037a16afaee7b2241cd571bdcf8cca7617496a10289503cfd77c9659396","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Surface Sonar Support Equipment","2130","","3.403","0.976","3.094","","3.094","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-eabed3862e0c153388ada303b8fe39fafdadb3e4d30840e42a816e29be9849b3","","1-d015d709b3a2aac26f96671effd09ed91b143e23968b533adfa8a09a9a2c58de","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AN/SQQ-89 Surf ASW Cmbt Sys","2136","","3.712","4.734","0.411","","0.411","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-214cab4e613d1a4e1bd96f7dea9a85c749a317e5c6c844fd8a2597511d8562e5","","1-d015d709b3a2aac26f96671effd09ed91b143e23968b533adfa8a09a9a2c58de","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AN/BQQ-5","2145","","5.037","4.769","8.449","","8.449","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-a4afe2a4c114e43ee6e86fdabcc0c073b115712b57a6261be0c065e5502819c9","","1-d015d709b3a2aac26f96671effd09ed91b143e23968b533adfa8a09a9a2c58de","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Submarine Acoustic Warfare System","2210","","1.057","0.847","1.347","","1.347","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","3-0a475993686f43eaee8169ff899c4bbf2baafd721bf1c60e2fd15c6d129dc22b","","1-d015d709b3a2aac26f96671effd09ed91b143e23968b533adfa8a09a9a2c58de","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Surface Ship Torpedo Def (SSTD)","2213","","0.276","0.247","0.385","","0.385","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","4-183d40ef85e5615ff32e74ffac648e17be9a7c962ebe34e564cb02704b24f9e8","","1-d015d709b3a2aac26f96671effd09ed91b143e23968b533adfa8a09a9a2c58de","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"SURTASS","2237","","3.804","3.102","9.282","","9.282","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","5-364838b7cc71fed50a032568b2313a5b188505300099ad4aa33b21aae4dfd10c","","1-d015d709b3a2aac26f96671effd09ed91b143e23968b533adfa8a09a9a2c58de","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Minesweeping System Replacement","2622","","0.956","0.995","2.117","","2.117","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","6-399b893b4086d12dd15927c96f1b7996b882397c17d74367a9771ccb877ddb26","","1-d015d709b3a2aac26f96671effd09ed91b143e23968b533adfa8a09a9a2c58de","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Shallow Water Mine CM Ship","2624","","","0.038","0.077","","0.077","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","7-3c2f991c5dec8dfd5c7c1f378effa45775a870862334f126956f4102b53dd474","","1-d015d709b3a2aac26f96671effd09ed91b143e23968b533adfa8a09a9a2c58de","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Meteorological Equipment","4226","","","","2.264","","2.264","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-6e55d6912bb1cf6300eccfce1fa48baf9df4d2b3c63c86cf0bd959538b14b382","","2-3ed6e79f291c4df3a75af4e3c5737970a0fd6f48609a841d8d4e169f03de8a9d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Aviation Mine Countermeasures","4248","","2.007","1.825","2.8","","2.8","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-cfb5ededf99c4528b08f3ad04231329991584fc6c3b91467e2c03dc0d6f08c13","","2-3ed6e79f291c4df3a75af4e3c5737970a0fd6f48609a841d8d4e169f03de8a9d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Ship Gun Systems Equipment","5111","","5.973","3.911","4.218","","4.218","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-124a6e5a0fc6a699ed072f8629db91aefa147c62ac3c59474c7b8ed7ace2face","","3-ba2494e3b995e4c0148416dd2f8095f97ae7c2e39c2e77f6c15abbd13a5e1eb8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Tomahawk Support Equipment","5253","","","0.289","0.505","","0.505","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-b98d6d657c9c2c8b3ef0573296898b9b4efa29183215686d08055fd2795fe10f","","3-ba2494e3b995e4c0148416dd2f8095f97ae7c2e39c2e77f6c15abbd13a5e1eb8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Strategic Missile Systems Equip","5358","","3.452","2.961","5.529","","5.529","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-6a8cfe59182e5a58f0b30ee6fee1fe3f1dc6fc76c5e3c3d1a4841eea617ad1a4","","3-ba2494e3b995e4c0148416dd2f8095f97ae7c2e39c2e77f6c15abbd13a5e1eb8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"SSN Combat Control Systems","5420","","0.512","0.339","0.653","","0.653","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","3-eae79aa2c14cf0d41e669a6d88909576f0e5305e128eb88fd80e9ed6654e0eac","","3-ba2494e3b995e4c0148416dd2f8095f97ae7c2e39c2e77f6c15abbd13a5e1eb8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"ASW Support Equipment","5429","","1.426","1.269","1.822","","1.822","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","4-d29be52e9df14077fc3bcbb06b4c4cffa15084dfc56e27901adccf3a717a6f49","","3-ba2494e3b995e4c0148416dd2f8095f97ae7c2e39c2e77f6c15abbd13a5e1eb8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"All Other OPN","9999","","0.472","","0","","0","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-e22712e16f9ac4b73f09f9a9770eedff9cfd4c20863d9314aeee272104cd09eb","","4-9f19e2f3361b63ad097c56f18db5e02bbf1fd40a78037ad22efc4e14d4dc7022","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Sub Periscopes & Imaging Equip","0831","","1.941","","0","","0","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","0-8d729753622b5e080f0230a3602f7faf4c53953b50c6ea142545634477bd35a0","","0-2f5dcdbd007244397a3b874b8e63b559ba29a92060de2b907623c1fe457553f3","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Sub Periscope, Imaging and Supt Equip Prog","0840","","","2.796","4.86","","4.86","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","1-9658ccd7dbbac4eb9fe302c1b082e01cecbd2d1fcacc58a51e6e627ae1d63466","","0-2f5dcdbd007244397a3b874b8e63b559ba29a92060de2b907623c1fe457553f3","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Virginia Class Support Equipment","0942","","6.343","1.483","6.522","","6.522","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","2-46627abea0e4e4aeb15d5bd0a0b874c2e5b4f2c84ffd0335b26bfa7307b0233d","","0-2f5dcdbd007244397a3b874b8e63b559ba29a92060de2b907623c1fe457553f3","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
