Name_val,Name_@footnote,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_Total_Quantity_val,Cost_Total_TotalCost_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_Total_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_ToComplete_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_Total_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_Continuing_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"1.1.1) NAVY ECDIS ACQUISITION DOCUMENTATION - Organic","NAVY ECDIS ACQUISITION DOCUMENTATION:  Support funding required for the execution of new software to replace legacy ECDIS-N Voyage Management Software (VMS).  Funding supports generation of Navy ECDIS ACAT III Program Acquisition Documentation to support award of software production contract in FY18 (item 2.1).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.88","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA1-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","24d8e95c1d8c76ef84c0b71381e0ae2b6175c597b6c6a796a8dfc6d8181670fc","0-84fa62aa8c03f9333e36a870d79ce3bb0668db5c2cfb74cae740971e761b7fdc","0-e2dd52cf7ffd9e8f90f2f0bc18d09bf0bbc222c689f44da405a37d20778ef357","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) MCS/DCS 1ST ARTICLE & NRE - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.643","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA1-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","36c3d5e9f61fdca620090b5b02c11740afc739e58fb8f33dbee861e3bc065c42","0-214e9d5172cdfdf91defcb79cdb6e5897893515c710a9643432b34b325ddedd1","0-2522047fb9efdacc20a96cd03cf604eeea1aca29637c52a290ce3efa4c6ee0ff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) IBNS 1st Article & NRE - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.186","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA1-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","36c3d5e9f61fdca620090b5b02c11740afc739e58fb8f33dbee861e3bc065c42","0-1c2dbc504e2f48a2b98c78d554bb1dbe8525649eb97f77af990c9fb4c508cd07","0-27861889540b0121df4b027072ea25332251f90659d4f266e15919c473426bc2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Block II Upgrade Kits - NonOrganic","The 3 Block II upgrade kits procured in FY14 are shown under BLI 4216 Budget.  They are part of the Oct 2013 Milestone Decision Authority approved re-baseline, which are Block II upgrade kits for currently fielded Block II systems.  The kits procured in FY14 are planned to be installed as follows:  2 in FY16 (Blk II upgrade to CVN 71 and 75) and 1 in FY17 (Blk II upgrade to CVN69).  Kit Installation schedule is based on ship availability.  FY18:  Kit buys increased in DON18 - From Qty 0 to Qty 2.  Increase due to the system release upgrade fielding plan; need to procure 2 kits in FY18 for installation in FY19.  Block II Installations in FY18 and out are a part of an annual System Release Upgrade Fielding Plan that addresses software, cybersecurity, hardware, and obsolescence.  Kit unit cost increased from FY17 due to more accurate cost estimates and further refinement of the system release upgrade strategy for ADMACS.","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","2","2","2","","","","0","","","","","","0.573","0.824","0.824","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA3-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a192da3c884273700597776db6d0d349d6d911e43fe99b2b48e616ffa06e5fb9","0-aa5ecda831b62ce2b4481439dd16acd8a5314a776c6b0de0550a6624c5c32198","1-7f42bdeb78494afc4d8e5d14595e80c47e7abd5a7f20d8e8834a91eff6ff14db","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.1) H1RC6 Prior Years - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172.62","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","fce5a2c8ee798eda6b12d52bff68aa5631a853a61edfe64c5cb3f09033ed0566","0-0a6beef82a1c871d10cc0acca7c9b374f429aed124c109b0cf03b02054da0ae3","0-1ecd5ef41e29feeb7e72da11c13c5d4dfb7c9639f7066f2f7e29ca3cfffbb69c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.2) Propulsor - Rotatable Pool - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","1","1","1","","","","27.679","","","","","","7.025","7.16","7.16","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","fce5a2c8ee798eda6b12d52bff68aa5631a853a61edfe64c5cb3f09033ed0566","1-40156579f6802d89ad09c7d506b5284ad4c87c99f89e6f0c54429608ea9d68d2","0-1ecd5ef41e29feeb7e72da11c13c5d4dfb7c9639f7066f2f7e29ca3cfffbb69c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.3) NFPC High Speed Machine - Organic","The significant increase in the profile from FY18 through FY20 is in support of high speed machining at the Naval Foundry and Propeller Center (NFPC) in Philadelphia to support recapitalization of production capability.  Investment will provide for the procurement and construction of large high speed milling machines with 28-foot table diameters that are required for semi-finish through finish machining and assembly of COLUMBIA and VIRGINIA components including rotors, stators, and ducts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.095","15.095","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","fce5a2c8ee798eda6b12d52bff68aa5631a853a61edfe64c5cb3f09033ed0566","2-09470420b9dd6bbbf726e56b8f3142bd2ba0f0a87f7840d084b626c4577f0692","0-1ecd5ef41e29feeb7e72da11c13c5d4dfb7c9639f7066f2f7e29ca3cfffbb69c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) SWAN-CANES Integration - Organic","FY17 Availabilities: LPD 17 - HM&E Conversion Mesh; SWAN Removal Mesh. LPD 18 - HM&E Conversion Mesh; SWAN Removal Mesh. LPD 20 - SWAN COMPOSE 4.0.0; Network Router Upgrade; Network Storage Device Upgrade; SIPRNET CLO COMPOSE 4.0; NIPRNET CLO COMPOSE 4.0.  LPD 25 - SWAN Mesh CORE Switch; SWAN COMPOSE 4.0.0; Network Router Upgrade; Network Storage Device Upgrade; SWAN Transport Upgrades; SIPRNET CLO COMPOSE 4.0; NIPRNET CLO COMPOSE 4.0.  FY18 Availabilities: LPD 19 - SWAN Server COMPOSE 4.0; SWAN COMPOSE 4.0.1; Network Storage Device Upgrade; SIPRNET CLO COMPOSE 4.0; NIPRNET CLO COMPOSE 4.0; SWAN Workstation PC(Inc 2); SWAN Virtualization Mgt LAN; Windows 10 SHB Requirement; Enclave Boundary Defense Capability. LPD 22 - SWAN Mesh CORE Switch; SWAN Server COMPOSE 4.0; SWAN COMPOSE 4.0.1; Network Router Upgrade; Network Storage Device Upgrade; SWAN Transport Upgrades; SIPRNET CLO COMPOSE 4.0; NIPRNET CLO COMPOSE 4.0; SWAN Workstation PC(Inc 2); SWAN Virtualization Mgt LAN; Windows 10 SHB Requirement; Enclave Boundary Defense Capability.  LPD 21 - SWAN COMPOSE 4.0.1; SIPRNET CLO COMPOSE 4.0; NIPRNET CLO COMPOSE 4.0; SWAN Workstation PC(Inc 2); SWAN Virtualization Mgt LAN; Windows 10 SHB Requirement; Enclave Boundary Defense Capability. LPD 27 - Windows 10 SHB Requirement  FY 2017 funding profile was reduced $0.303M due to Bipartisan budget reduction.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.435","","1.2","","","","1.25","1.203","1.203","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","cb2b48bf2364611719b3381eb1f11e3a03c0438bfb6e6fb3147b4b13a0e76f60","0-cfd7aff5e0a5cdf23427279a89a83c9da3539e6a2c752e2422e78d262a5ac5ff","0-c648084b607f19a415573076107cc50c2c8da8036325e2a9375b07bd5c11700c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.1) NAVY ECDIS ACQUISITION DOCUMENTATION - Organic","NAVY ECDIS ACQUISITION DOCUMENTATION:  Support funding required for the execution of new software to replace legacy ECDIS-N Voyage Management Software (VMS).  Funding supports generation of Navy ECDIS ACAT III Program Acquisition Documentation to support award of software production contract in FY18 (item 2.1).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.88","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","18761b5ce45813a3dfcf0b07ef5bec482fbafed4d81893a83c1f2ecc33fc64d1","0-fbffae61e220d8f3db206e5a9134807bdb98c05a76d4e106f0c2a1f0f8708363","0-cb1c4ec1c0d55a8e843f51c915b0a9c968d6aeeb86a309d71e3ece79d5f3f3c2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) MCS/DCS 1ST ARTICLE & NRE - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.643","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","712ec41ac3ace7f132b985072c65d7e17fcd97d92f9074d0c5b4bc3b2b2b9e5a","0-8b8d7e5eae66f57a55b873081abffc8c1f06aca5ecff8290578cddecd9d43205","0-80e5711936cceb5571aee2bfd0f3f47223b6bccf8a54c225ad17fbae9110c1ea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) IBNS 1st Article & NRE - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.186","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","712ec41ac3ace7f132b985072c65d7e17fcd97d92f9074d0c5b4bc3b2b2b9e5a","0-74755435eb140f321e7502905fef39de0162f89673da320934c24909afec11bd","0-86ae528702e188a7b259f6fd4142b59aadecae09df712fd01d41c9a061d18b9f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.1) AN/SPN-46 TS-4176 - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","4","1","1","","","","","","0","","","","0.8","0.2","0.2","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","18d91e0ac896be3d9605bb602b528caa793915e57d9fccd91781dc326928d21e","0-e07d1831666d63b3f9abe5ae5646666387c6e356c222d2246df800704fc608bc","0-7934d527a485856df9912a44cfed3841d31db6efdf1cd283d7158ac664ce7921","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.3) AN/SPN-46 COTS Refresh - NonOrganic","The variance in install costs from year to year is due to the makeup of the different equipment being installed each year, the different hull types receiving modifications, and the different Design Services Allocation (DSA) and install costs from different locations depending on where modifications are performed.    ****Quantity growth from 2 to 20 is a result of multiple COTS updates required on different parts of the SPN-46 systems on board the CVN vessels (11) supported, to include: 1. Modifying/updating the existing ICLS Data Link (Ship-to-Aircraft) to address inherent Cyber Security issues as well as mitigate degraded Beacon signal and aging equipment problems. 2. Identify and replace the current SPN-46 EGI GPS units aboard ship which are experiencing extremely high failure issues and low reliability throughout the Fleet. 3. Establish and purchase an alternate cooling system for the SPN-46 to replace the Vortex Chiller currently in use which has supportability issues in the Fleet. 4. Replace the SPN-46 Receiver BIT to improve system checks and eliminate the need for the aging test set which now performs these duties.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","20","20","","","","","","","","","","0.51","5","5","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","18d91e0ac896be3d9605bb602b528caa793915e57d9fccd91781dc326928d21e","1-88fac5b2fe71fdabb8ea1488f97fa0310eed8f14a32213033baaa05a434f9781","0-7934d527a485856df9912a44cfed3841d31db6efdf1cd283d7158ac664ce7921","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.4) AN/SPN-46 Obsolescence - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","0.876","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","18d91e0ac896be3d9605bb602b528caa793915e57d9fccd91781dc326928d21e","2-254b097bd11ef39cecf71c5b8b976706fbf2df49d1bd2ce61d39a31c0411e320","0-7934d527a485856df9912a44cfed3841d31db6efdf1cd283d7158ac664ce7921","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.14) AN/SPN-35 Receiver Transmitter Mod - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","2","1","1","","","","","","0","","","","0.056","0.028","0.028","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","18d91e0ac896be3d9605bb602b528caa793915e57d9fccd91781dc326928d21e","3-0295d216bf9cf0a8630badaa3c4cda26a2d34c6f6f150055ee3a30e895268912","0-7934d527a485856df9912a44cfed3841d31db6efdf1cd283d7158ac664ce7921","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.1) SA303 688i TECHNOLOGY INSERTION KITS (SWFTS) - NonOrganic","Due to BLI 2147 and BLI 2181 merging into BLI 2150, FY16 procurements are reflected in the BLI 2147 exhibit with the associated FY17 installation reflected in this BLI 2150 exhibit.","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","6","6","","","","","","0","","","","","47.836","47.836","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","99775b5c907fbde56003e9d439d4c530e755c94deee5d8d88422c492d302ef8b","0-7f8abc29c5cd236eb3b137ef800d79fa1e8f31af811de3c5b619da62cb902298","0-4c8991c1b457723f5aa554a719d44eb2ab3ba0448de2a7517ce4d6fad7ad41c7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.1) SA303 SSBN TECHNICAL INSERTION CONVERSION (SWFTS) - NonOrganic","Due to BLI 2147 and BLI 2181 merging into BLI 2150, FY16 procurements are reflected in the BLI 2147 exhibit with the associated FY17 installation reflected in this BLI 2150 exhibit.","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","3","3","3","","","","","","0","","","","15.814","16.13","16.13","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","99775b5c907fbde56003e9d439d4c530e755c94deee5d8d88422c492d302ef8b","0-b546863148dabf4be25345024ab78d637a1ff87b56af927369271daa22f5c9fe","0-0b6a5ca1c363a5e79406e964a9ac64a03ff880ed81321e7ec46975dd172382ad","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.1) Equipment - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.775","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","171bbee1fb66294c30dfe1f32d83b0a7d9eb0bfdb29bb675128874256f25707b","0-cdd95f2991110ec1d8fd5dcc4299be471e54db30d7da590d29f715dc44bbf628","0-95d7d615e60d58a8c035852bc66e94f11259105e53c8e4a3355a41bdc447606b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.2) Mode 5 CXP Systems/Kits - NonOrganic","Procurement of Mode 5 has been prioritized to meet the mandate to field the system prior to FY2020.    Hardware unit costs include ancillary equipment throughout the FYDP.  The number of kits and necessary ancillary hardware required is dependent upon the class of ship; therefore unit costs fluctuate from year to year based on the number of installs planned for the following year(s).  Delta between procurements and installations is due to the (procurement only) Naval Special Warfare units.  The Support Equipment (SE) line consists of buying USM-719 (Test Sets) and KIV-78 (crypto appliques).  Deliveries occur on a sliding basis, beginning 12 months after contract award and completing 24 months.  Install of equipment can not occur until receipt of all 3 pieces of equipment have been delivered from manufacturer.  Install costs vary from year to year due to ship availability, ship classification and location of the install.  Hardware requirements vary based ship classifications.  Inventory Objectives are as follows:  Mode 5 CXP kits is 427, Mode 5 UPX-24(V) Kits is 110, and Mode 5 DI Kits is 293.  Reschedule of ship procurement and installations to meet fleet request for earliest fielding of Mode 5 capability.","","","","","","","","","","","","","","","","","","","","","","","","","300","","39","","","","41","47","47","","","","13.789","","0.531","","","","0.059","0.311","0.311","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","171bbee1fb66294c30dfe1f32d83b0a7d9eb0bfdb29bb675128874256f25707b","1-3e456f33c894c0e407c13f4d5d149b7b6588afaef2fd28d4e822ea475ea3f62f","0-95d7d615e60d58a8c035852bc66e94f11259105e53c8e4a3355a41bdc447606b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.3) Mode 5 UPX-24(V) Kits - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","70","","10","","","","30","","","","","","6.712","","0.291","","","","0.967","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","171bbee1fb66294c30dfe1f32d83b0a7d9eb0bfdb29bb675128874256f25707b","2-1582c2b47395305c96d57dd492450ae1f006a506b844148c7b17236a2c023fb5","0-95d7d615e60d58a8c035852bc66e94f11259105e53c8e4a3355a41bdc447606b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.4) Mode 5 DI Systems/ Kits - NonOrganic","Reschedule of ship procurement and installations to meet fleet request for earliest fielding of Mode 5 capability.","","","","","","","","","","","","","","","","","","","","","","","","","293","","","","","","","","","","","","11.97","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","171bbee1fb66294c30dfe1f32d83b0a7d9eb0bfdb29bb675128874256f25707b","3-bf11f8a9e289fd8ef2741b37521cf2cc689a6a2e1339a9a0119092485b916641","0-95d7d615e60d58a8c035852bc66e94f11259105e53c8e4a3355a41bdc447606b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) CANES - Afloat First Articles (Non-MIP) - Organic","CANES first articles are defined as necessary production design drawings, environmental (shock and vibration) qualifications, logistics and training artifacts as well as a certified tested baseline provided to the government for each platform first of its kind. First articles are separate from production units and must be bought prior to the procurement of the corresponding production units. Procurement Lead Time (PLT) is 8 months for First Articles (DDG,CVN, submarines, etc). All following production articles of the same variant require a PLT of 6 months. CANES First Articles are not installed. Average unit cost fluctuations are attributable to variances in system configuration requirements among platforms. A DDG/CG/LSD (unit level platforms) has fewer users and runs fewer applications than a LHD/CVN/LPD (force level platforms). Force level platforms are larger in scale compared to the unit level ships and represent a super set of users, applications and connected systems.","","","","","","","","","","","","","","","","","","","","","","","","","9","","1","","","","1","1","1","","","","54.78","","8.747","","","","8","7.563","7.563","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","6dd692f9678c0c48eee5ebf4c446bfb3056ed82462106e50c57fc42b28e7502c","0-af8e30250b1e440334843da6471965a32fefdcb2177eca6f4bc354b2d4fa378c","0-073b998f63f4edb4a7e0ce76e0c3afa15c3ffc84ac7bca47e9283628881828ab","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) CANES - Non-Recurring Engineering (Non-MIP) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.907","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","6dd692f9678c0c48eee5ebf4c446bfb3056ed82462106e50c57fc42b28e7502c","1-081e7a095225d34f036a55aefd45c0866f15800d363d41370004c0aed0f02196","0-073b998f63f4edb4a7e0ce76e0c3afa15c3ffc84ac7bca47e9283628881828ab","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) CANES - Afloat First Articles - MIP - Organic","First articles are defined as necessary production design drawings, environmental (shock and vibration) qualifications, logistics and training artifacts as well as a certified tested baseline provided to the government for each platform first of its kind. First articles are separate from production units and must be bought prior to the procurement of the corresponding production units. Procurement Lead Time (PLT) is 8 months for First Articles (DDG,CVN, submarines, etc). All following production articles of the same variant require a PLT of 6 months. CANES First Articles are not installed. Average unit cost fluctuations are attributable to variances in system configuration requirements among platforms. A DDG/CG/LSD (unit level platforms) has fewer users and runs fewer applications than a LHD/CVN/LPD (force level platforms). Force level platforms are larger in scale compared to the unit level ships and represent a super set of users, applications and connected systems. The FY15 and FY17 units are Unit Level procurements. The FY16 procurement is a force level system.","","","","","","","","","","","","","","","","","","","","","","","","","9","","1","","","","1","1","1","","","","32.697","","1.812","","","","1.118","0.618","0.618","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","b4ae121e11c07098be77660e40105652ed02aa4c31994a7720503b022c2be89a","0-f4c22c505711c986e9a3efd783e553b390653b6b858c917177bdf1d95b31fb8c","0-941ddd412c6b1229e8c7e9138a1be45705a45164f0667202cc8a8f3d2518bea1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) CANES-Non-Recurring Engineering (MIP) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.732","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","b4ae121e11c07098be77660e40105652ed02aa4c31994a7720503b022c2be89a","1-c9bafad4ae789e32a09cc8ea0cc1becd938869d6a747cf1a8feb48e542b78be8","0-941ddd412c6b1229e8c7e9138a1be45705a45164f0667202cc8a8f3d2518bea1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) WM019 CSA MK2 MOD 2 Conversion to CSA MK4 - Organic","Funding was moved from (line 1.1.2) Increase to CSA MK4 non-recurring costs ($1.4M). Initial prototyping and the ShipAlt/Logistics documentation.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.83","","2.811","","","","","1.357","1.357","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","a376e81e0366023e40b464070f9f73545953f94663d69d261578f12f5b805d30","0-1cae05d4680d5d15891249d7bf2961f00eac37f7b6979660483951e990bd0530","0-5fb25531b61e0205594087adbf1e88d8318a18534a86cb147ccb9a0b57068a76","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
